f	max_sigma_G1	max_sigma_G2	max_sigma_G1_G2
1.250000000000000000e+02	1.017449850261084794e+04	4.240306736571179402e-01	3.051622213041583564e+03
1.260000000000000000e+02	1.004059409638428951e+04	4.184611369391659785e-01	2.971906028167743443e+03
1.270000000000000000e+02	9.910164566635587107e+03	4.130358881391923975e-01	2.895272095455955423e+03
1.280000000000000000e+02	9.783076213847696636e+03	4.077493965496674089e-01	2.821564469431533325e+03
1.290000000000000000e+02	9.659202116549215134e+03	4.025964103328161237e-01	2.750635647362648342e+03
1.310000000000000000e+02	9.420620361213257638e+03	3.926712382243375821e-01	2.616570052248896445e+03
1.320000000000000000e+02	9.305689082668124684e+03	3.878897931912164698e-01	2.553183102475220039e+03
1.330000000000000000e+02	9.193524109312520523e+03	3.832233065208145995e-01	2.492071396725438262e+03
1.340000000000000000e+02	9.084026631559752786e+03	3.786676845526654733e-01	2.433126913795100336e+03
1.360000000000000000e+02	8.872661922898238117e+03	3.698736087234419934e-01	2.321341922256156977e+03
1.370000000000000000e+02	8.770619275110733724e+03	3.656278836081894301e-01	2.268315129277232245e+03
1.380000000000000000e+02	8.670892803757373258e+03	3.614784606901778052e-01	2.217084345609768206e+03
1.390000000000000000e+02	8.573404438955358273e+03	3.574221022684130888e-01	2.167568880368383361e+03
1.410000000000000000e+02	8.384846909731544656e+03	3.495763374438924931e-01	2.073383508907303622e+03
1.420000000000000000e+02	8.293638213293335866e+03	3.457811419318537194e-01	2.028574691387542543e+03
1.430000000000000000e+02	8.204388209647571784e+03	3.420674184837370624e-01	1.985201271067774314e+03
1.440000000000000000e+02	8.117034397756265207e+03	3.384325729830869323e-01	1.943202100953681565e+03
1.460000000000000000e+02	7.947778372753712574e+03	3.313896782689126908e-01	1.863100538120911096e+03
1.470000000000000000e+02	7.865763780109353320e+03	3.279769631208366287e-01	1.824946339302490287e+03
1.480000000000000000e+02	7.785420371790863101e+03	3.246337837656180780e-01	1.787789755181307555e+03
