f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (7.060000000000000000e+02+0.000000000000000000e+00j)	 (-2.347374414595918779e+01-4.406727001452974690e-01j)	 (-1.644461673453375639e+01-4.200135563342173306e-01j)	 (-3.553222257413974905e-01-1.839732647389367148e-01j)	 (9.050248813122160202e-03-1.211125961058461334e-02j)	 (1.112838502768258853e-01+2.742382226626806363e-02j)	 (1.869707614284551411e+01-2.316862411719098347e+00j)	 (2.692971138624776217e-01-2.736834551401980398e-01j)	 (2.327983163743471001e-02+9.587091064022747189e-02j)	 (-5.530003344899213358e-02+1.123982755551540952e-01j)	 (1.730111901399238039e-01+6.947489568562624507e-02j)	 (1.705449060321210553e+01-1.671303659261766938e+00j)	 (2.225374023245982411e-03+1.119576886968948973e-03j)	 (1.903889958323431650e-02-3.785225586553022433e-03j)	 (-8.946374110620417333e-03-1.601508760209602311e-01j)	 (-5.727714797768716825e-04+3.106972273039727492e-03j)
 (7.080000000000000000e+02+0.000000000000000000e+00j)	 (-2.330162692355941090e+01-4.392150593941797077e-01j)	 (-1.633168723194627248e+01-4.192313296286322433e-01j)	 (-3.520839045977801063e-01-1.803939647599012153e-01j)	 (8.935075391065437633e-03-1.201226963379245678e-02j)	 (1.124021119222451959e-01+2.829057881371564026e-02j)	 (1.873397160021592356e+01-2.334397834651146919e+00j)	 (2.687984240953198434e-01-2.765891241101565701e-01j)	 (2.332959055450750316e-02+9.628011971273298109e-02j)	 (-5.531623753113924097e-02+1.128353457154646911e-01j)	 (1.744198216287624614e-01+6.979542923432381640e-02j)	 (1.708386980228701901e+01-1.680812925640290389e+00j)	 (2.229062356627973650e-03+1.127021706951802623e-03j)	 (1.876602347604914081e-02-3.888380944447443737e-03j)	 (-6.206120903768081939e-03-1.601817925478939697e-01j)	 (-5.672400214549453475e-04+3.111373224051001019e-03j)
 (7.100000000000000000e+02+0.000000000000000000e+00j)	 (-2.313106122322528435e+01-4.377775440692177611e-01j)	 (-1.621963605761353477e+01-4.184618238001709956e-01j)	 (-3.488607658270763690e-01-1.769150355762295623e-01j)	 (8.822827890970361825e-03-1.191466237032406082e-02j)	 (1.135220575751819394e-01+2.914260879831215290e-02j)	 (1.877103830937651097e+01-2.352164087814792026e+00j)	 (2.682442835793545366e-01-2.795449293473986629e-01j)	 (2.337974804255599573e-02+9.669092209271970551e-02j)	 (-5.533264082009910212e-02+1.132743199814120610e-01j)	 (1.758333222644563598e-01+7.010811234814576243e-02j)	 (1.711337013755560221e+01-1.690431392912510100e+00j)	 (2.232835422573056262e-03+1.134454376748095629e-03j)	 (1.849839937528419131e-02-3.983985051926545312e-03j)	 (-3.482437163249424514e-03-1.602130359212458055e-01j)	 (-5.616743992891251635e-04+3.115733904037137989e-03j)
 (7.120000000000000000e+02+0.000000000000000000e+00j)	 (-2.296202802032679813e+01-4.363596660690083340e-01j)	 (-1.610845368535966315e+01-4.177047398334101658e-01j)	 (-3.456545058429991157e-01-1.735322859012590202e-01j)	 (8.712464863589312533e-03-1.181776982713932632e-02j)	 (1.146420100125172536e-01+2.998167397750322108e-02j)	 (1.880827818576127797e+01-2.370163229017926199e+00j)	 (2.676344824435516467e-01-2.825522127824846019e-01j)	 (2.343039587822689368e-02+9.710337566844610968e-02j)	 (-5.534935898604600307e-02+1.137151902626270111e-01j)	 (1.772527458200621187e-01+7.041216981015194221e-02j)	 (1.714299446440966790e+01-1.700159769900804418e+00j)	 (2.236594053923078411e-03+1.141913759569354722e-03j)	 (1.823706466144263752e-02-4.073190267338745729e-03j)	 (-7.754673099044665169e-04-1.602452833376675212e-01j)	 (-5.561287259661057240e-04+3.120147217359475235e-03j)
 (7.140000000000000000e+02+0.000000000000000000e+00j)	 (-2.279450900844054928e+01-4.349614431542763171e-01j)	 (-1.599813111901849716e+01-4.169601598657556307e-01j)	 (-3.424654321912425359e-01-1.702434665767948718e-01j)	 (8.604719803708957282e-03-1.172176713735542317e-02j)	 (1.157635982019216553e-01+3.080784629709037298e-02j)	 (1.884569063332427774e+01-2.388400489597775955e+00j)	 (2.669653515418887735e-01-2.856110626242828743e-01j)	 (2.348146480332207603e-02+9.751752349728652625e-02j)	 (-5.536628523043733013e-02+1.141579439738929780e-01j)	 (1.786774023022965618e-01+7.070770220282669716e-02j)	 (1.717274301465207031e+01-1.710000872565309304e+00j)	 (2.240411560980040077e-03+1.149397826563751390e-03j)	 (1.798095712570125723e-02-4.156287832910968323e-03j)	 (1.915134335600695648e-03-1.602776834095796799e-01j)	 (-5.505457103643498573e-04+3.124568634662355099e-03j)
 (7.150000000000000000e+02+0.000000000000000000e+00j)	 (-2.271131161334871962e+01-4.342695167770378450e-01j)	 (-1.594328952359702356e+01-4.165925401664365979e-01j)	 (-3.408779353162888492e-01-1.686339424605408643e-01j)	 (8.551716489699138016e-03-1.167463430669368751e-02j)	 (1.163248979482087303e-01+3.121514765242612219e-02j)	 (1.886446136608113022e+01-2.397609010115389960e+00j)	 (2.666078615414182451e-01-2.871588366241978885e-01j)	 (2.350721340823466385e-02+9.772509810154002274e-02j)	 (-5.537487696312111407e-02+1.143801574771096397e-01j)	 (1.793918135975389183e-01+7.085277890186700289e-02j)	 (1.718766413586844521e+01-1.714963736106998038e+00j)	 (2.242347976718026773e-03+1.153103531737456090e-03j)	 (1.785488145025138779e-02-4.195022369850121523e-03j)	 (3.254833551892164292e-03-1.602938492761893652e-01j)	 (-5.477670409867345163e-04+3.126734984984027872e-03j)
 (7.170000000000000000e+02+0.000000000000000000e+00j)	 (-2.254602973450004555e+01-4.328999787233099861e-01j)	 (-1.583423995496678494e+01-4.158663723177961624e-01j)	 (-3.377166754916928748e-01-1.654810124367478985e-01j)	 (8.447475045848414771e-03-1.158025161434276043e-02j)	 (1.174486465602569835e-01+3.202207116543024507e-02j)	 (1.890213297496417866e+01-2.416207894679118340e+00j)	 (2.658460272304782324e-01-2.902946787669000717e-01j)	 (2.355899974420597870e-02+9.814170524959041353e-02j)	 (-5.539223373582120857e-02+1.148259307615421276e-01j)	 (1.808247851113865823e-01+7.113567567763368071e-02j)	 (1.721760168627810472e+01-1.724975090343993545e+00j)	 (2.246236979576862747e-03+1.160597433488442382e-03j)	 (1.760669159881016188e-02-4.269282238902157717e-03j)	 (5.921649536613355497e-03-1.603262469621797859e-01j)	 (-5.421623308292250216e-04+3.131146404471677521e-03j)
 (7.190000000000000000e+02+0.000000000000000000e+00j)	 (-2.238221701038324696e+01-4.315493817871688398e-01j)	 (-1.572602785385746316e+01-4.151523761118082745e-01j)	 (-3.345755047626384204e-01-1.624153525719268520e-01j)	 (8.345124325008742780e-03-1.148717293030943574e-02j)	 (1.185733206178658239e-01+3.281617311927059744e-02j)	 (1.893997811916635854e+01-2.435053823165742148e+00j)	 (2.650200999407869018e-01-2.934814922221162803e-01j)	 (2.361123533531370514e-02+9.855985584451436299e-02j)	 (-5.540979729560194939e-02+1.152737251925860656e-01j)	 (1.822637871931676590e-01+7.141022050483852857e-02j)	 (1.724766700243150908e+01-1.735103256737683175e+00j)	 (2.250145742772271910e-03+1.168065619351087159e-03j)	 (1.736400784873925671e-02-4.337812878037190616e-03j)	 (8.573177508309192882e-03-1.603586099948705046e-01j)	 (-5.365883625629145389e-04+3.135546591279456726e-03j)
 (7.210000000000000000e+02+0.000000000000000000e+00j)	 (-2.221985578859885280e+01-4.302174381947665438e-01j)	 (-1.561864451205017090e+01-4.144506170256046507e-01j)	 (-3.314544477714305160e-01-1.594339236577210217e-01j)	 (8.244902029590326850e-03-1.139482145557700783e-02j)	 (1.196996536940712064e-01+3.359881077445081576e-02j)	 (1.897799726029243672e+01-2.454149896350458437e+00j)	 (2.641273052173612190e-01-2.967203529242100069e-01j)	 (2.366409230921430115e-02+9.897965054987760414e-02j)	 (-5.542774767197029134e-02+1.157236154908515696e-01j)	 (1.837085908575784576e-01+7.167579318992753357e-02j)	 (1.727786169853368747e+01-1.745349479122786818e+00j)	 (2.254085875979030488e-03+1.175571147073801526e-03j)	 (1.712639002448653608e-02-4.401588964644765657e-03j)	 (1.120908779844886731e-02-1.603905319458610035e-01j)	 (-5.309898237852330024e-04+3.139969766638971756e-03j)
 (7.220000000000000000e+02+0.000000000000000000e+00j)	 (-2.213921407896797433e+01-4.295582967817662690e-01j)	 (-1.556526087559332261e+01-4.141040784962493060e-01j)	 (-3.299020491214892381e-01-1.579735661567636951e-01j)	 (8.195171508011593955e-03-1.134870005051618821e-02j)	 (1.202626886915876409e-01+3.398634005608696523e-02j)	 (1.899707214189926319e+01-2.463792348727669168e+00j)	 (2.636559166132286802e-01-2.983595706177858409e-01j)	 (2.369061602391570390e-02+9.919020618988562410e-02j)	 (-5.543675755471483974e-02+1.159492711391840597e-01j)	 (1.844335956566713897e-01+7.180495040838640042e-02j)	 (1.729300807869279311e+01-1.750516927487437258e+00j)	 (2.256024650934512158e-03+1.179343633847020024e-03j)	 (1.700992113627605717e-02-4.432023067583724420e-03j)	 (1.252115851152605860e-02-1.604066524504887403e-01j)	 (-5.282120136317162160e-04+3.142229154613311592e-03j)
 (7.240000000000000000e+02+0.000000000000000000e+00j)	 (-2.197899802574784189e+01-4.282538783717971809e-01j)	 (-1.545910472888967568e+01-4.134202295199332355e-01j)	 (-3.268132085348299798e-01-1.551143568873831202e-01j)	 (8.097672557362092446e-03-1.125810909332442857e-02j)	 (1.213910597426624688e-01+3.475103223889963733e-02j)	 (1.903535105777304892e+01-2.483270726959148078e+00j)	 (2.626587901125680968e-01-3.016750293409506400e-01j)	 (2.374416824905374243e-02+9.961250032831758805e-02j)	 (-5.545505238255504094e-02+1.164022264908862875e-01j)	 (1.858876404924497405e-01+7.205751606521869357e-02j)	 (1.732339805926451248e+01-1.760943228393816451e+00j)	 (2.259996681880422579e-03+1.186824367939675858e-03j)	 (1.678003824844233674e-02-4.488435895027859807e-03j)	 (1.513468671542596115e-02-1.604376042660587420e-01j)	 (-5.226465622700941826e-04+3.146645783738534572e-03j)
 (7.260000000000000000e+02+0.000000000000000000e+00j)	 (-2.182019066436236088e+01-4.269674318122002044e-01j)	 (-1.535375594179865111e+01-4.127480550657299241e-01j)	 (-3.237462628454614855e-01-1.523328549765731732e-01j)	 (8.001878084704514699e-03-1.116798366512588951e-02j)	 (1.225208296683466258e-01+3.550539397511547762e-02j)	 (1.907380479389052752e+01-2.503007983190710828e+00j)	 (2.615893826082298923e-01-3.050425555746382744e-01j)	 (2.379811061742688819e-02+1.000364287251515744e-01j)	 (-5.547352108241561386e-02+1.168573001332377792e-01j)	 (1.873479841989616479e-01+7.230059901578241022e-02j)	 (1.735392120486813283e+01-1.771491385613953806e+00j)	 (2.263967660831926049e-03+1.194351580016953700e-03j)	 (1.655525443860696166e-02-4.541074276489562127e-03j)	 (1.773291322921600327e-02-1.604677582920162326e-01j)	 (-5.170811952792122527e-04+3.151121201335244700e-03j)
 (7.280000000000000000e+02+0.000000000000000000e+00j)	 (-2.166277561245979300e+01-4.256988962099019780e-01j)	 (-1.524920622981141527e+01-4.120877873160165850e-01j)	 (-3.207012807972449697e-01-1.496275012892744338e-01j)	 (7.908339280341996486e-03-1.107884020926760797e-02j)	 (1.236533770505468810e-01+3.624873672084722581e-02j)	 (1.911243222211611581e+01-2.523009776258891002e+00j)	 (2.604438189109526403e-01-3.084611563213877639e-01j)	 (2.385262545545823940e-02+1.004620899177443433e-01j)	 (-5.549230118802044726e-02+1.173144136855876762e-01j)	 (1.888140988186555458e-01+7.253459665247495580e-02j)	 (1.738457757635739398e+01-1.782164452264261678e+00j)	 (2.268003893232960460e-03+1.201895367920212008e-03j)	 (1.633467992591130374e-02-4.589631709585681278e-03j)	 (2.031622784980273086e-02-1.604961748941843569e-01j)	 (-5.114769606832570868e-04+3.155586400254237461e-03j)
 (7.300000000000000000e+02+0.000000000000000000e+00j)	 (-2.150673638725268688e+01-4.244479764768466223e-01j)	 (-1.514544748047169698e+01-4.114391480399781087e-01j)	 (-3.176792753035825867e-01-1.469961684141803115e-01j)	 (7.816600783228841096e-03-1.099089850636630547e-02j)	 (1.247880468196052722e-01+3.698078566090171049e-02j)	 (1.915123311995312605e+01-2.543278914845235938e+00j)	 (2.592202386145947557e-01-3.119298573049011924e-01j)	 (2.390758236081633528e-02+1.008894809967206818e-01j)	 (-5.551129412157979753e-02+1.177736248628373367e-01j)	 (1.902864653413157137e-01+7.275963036679494733e-02j)	 (1.741536845282712420e+01-1.792963292371797523e+00j)	 (2.272079033850894509e-03+1.209419476222324584e-03j)	 (1.611866564020010203e-02-4.634040462883201247e-03j)	 (2.288504108979769539e-02-1.605228245552861033e-01j)	 (-5.058851627980185273e-04+3.160034083142249529e-03j)
 (7.310000000000000000e+02+0.000000000000000000e+00j)	 (-2.142922764477262731e+01-4.238289926898770599e-01j)	 (-1.509386219010552033e+01-4.111191250769844485e-01j)	 (-3.161767228666815255e-01-1.457073628938883036e-01j)	 (7.771541718819198474e-03-1.094712488365096568e-02j)	 (1.253564797216815130e-01+3.734313227011452213e-02j)	 (1.917069850099728257e+01-2.553514483824639303e+00j)	 (2.585782375601067273e-01-3.136833342742548214e-01j)	 (2.393519956176351146e-02+1.011038600423496692e-01j)	 (-5.552085891346826563e-02+1.180040289276541865e-01j)	 (1.910248672361573585e-01+7.286851067963882878e-02j)	 (1.743081472384873720e+01-1.798410021532050651e+00j)	 (2.274138107926581068e-03+1.213203621867319946e-03j)	 (1.601217743593785769e-02-4.655055354255288255e-03j)	 (2.416375691972542580e-02-1.605353372050180860e-01j)	 (-5.030691643150648953e-04+3.162268400033268860e-03j)
 (7.330000000000000000e+02+0.000000000000000000e+00j)	 (-2.127522188069124809e+01-4.226040825219101738e-01j)	 (-1.499127463257335435e+01-4.104878589330058780e-01j)	 (-3.131896029953676885e-01-1.431824838948834444e-01j)	 (7.682441293486329779e-03-1.086051256803567851e-02j)	 (1.264946339077413495e-01+3.805946105779203087e-02j)	 (1.920976003502219953e+01-2.574192707357891408e+00j)	 (2.572328994541526748e-01-3.172269334403169383e-01j)	 (2.399094053349369940e-02+1.015337284087761416e-01j)	 (-5.554023681514799748e-02+1.184665612205235835e-01j)	 (1.925067311710034201e-01+7.307944555682749366e-02j)	 (1.746181012852621350e+01-1.809401517976373608e+00j)	 (2.278260174570220092e-03+1.220746783630011342e-03j)	 (1.580276735211114461e-02-4.694153604919824689e-03j)	 (2.671048578361227485e-02-1.605588477410777593e-01j)	 (-4.974724092476441248e-04+3.166726610441280339e-03j)
 (7.350000000000000000e+02+0.000000000000000000e+00j)	 (-2.112255190594837373e+01-4.213962987619541689e-01j)	 (-1.488945784026677721e+01-4.098680395483704220e-01j)	 (-3.102260125112332734e-01-1.407256313566042638e-01j)	 (7.595076356024492090e-03-1.077446960626771665e-02j)	 (1.276352822722922886e-01+3.876611435162974351e-02j)	 (1.924899542107651129e+01-2.595148873669722800e+00j)	 (2.558032239804573504e-01-3.208201570940358849e-01j)	 (2.404712864799189026e-02+1.019652682696215312e-01j)	 (-5.555977690274910286e-02+1.189313149270853076e-01j)	 (1.939949857234704866e-01+7.328052481319601019e-02j)	 (1.749294367133638417e+01-1.820523975709981368e+00j)	 (2.282407277088809548e-03+1.228332184786330500e-03j)	 (1.559760014307003291e-02-4.730316446414618847e-03j)	 (2.924221491592513683e-02-1.605799580426321427e-01j)	 (-4.918585825448849088e-04+3.171219706138535092e-03j)
 (7.370000000000000000e+02+0.000000000000000000e+00j)	 (-2.097120218744167985e+01-4.202052434219379906e-01j)	 (-1.478840385910659627e+01-4.092595026101766842e-01j)	 (-3.072867640563969327e-01-1.383348343491274390e-01j)	 (7.509014174542226645e-03-1.068925307280864205e-02j)	 (1.287779082007682596e-01+3.946271598028788796e-02j)	 (1.928840409217024643e+01-2.616386304232213078e+00j)	 (2.542870600227315481e-01-3.244614761510689060e-01j)	 (2.410383283079665581e-02+1.023986572038864951e-01j)	 (-5.557960720425646900e-02+1.193981614937857788e-01j)	 (1.954900516982581438e-01+7.347190241215288686e-02j)	 (1.752421645565996755e+01-1.831778579776413451e+00j)	 (2.286543667038315030e-03+1.235919511124601447e-03j)	 (1.539696596560048009e-02-4.763389283960968272e-03j)	 (3.175927283926895800e-02-1.605986375844222214e-01j)	 (-4.862704482056487204e-04+3.175744811064060407e-03j)
 (7.390000000000000000e+02+0.000000000000000000e+00j)	 (-2.082115751280102600e+01-4.190309907883472684e-01j)	 (-1.468810518053595437e+01-4.086623819230988386e-01j)	 (-3.043716894286275787e-01-1.360089758003495963e-01j)	 (7.424781503620555938e-03-1.060532172952278508e-02j)	 (1.299237489962547787e-01+4.014859381342347072e-02j)	 (1.932798489350594551e+01-2.637910752639191614e+00j)	 (2.526805556274278608e-01-3.281493385062744239e-01j)	 (2.416105282979508564e-02+1.028337659774498508e-01j)	 (-5.559964088063258647e-02+1.198672560429717010e-01j)	 (1.969914554995026990e-01+7.365389055123085227e-02j)	 (1.755562874563905851e+01-1.843168434843272196e+00j)	 (2.290748490028926727e-03+1.243481575668335757e-03j)	 (1.520008325852336382e-02-4.793044631736144076e-03j)	 (3.426180257807137641e-02-1.606138657945409831e-01j)	 (-4.806799324984193799e-04+3.180227703448507658e-03j)
 (7.400000000000000000e+02+0.000000000000000000e+00j)	 (-2.074661963903854200e+01-4.184499496972324817e-01j)	 (-1.463823655968583104e+01-4.083679342019092551e-01j)	 (-3.029233319819373826e-01-1.348689843691802392e-01j)	 (7.383031402825490815e-03-1.056320774052057349e-02j)	 (1.304972327518942321e-01+4.048866125315835757e-02j)	 (1.934784064347356036e+01-2.648780994437752057e+00j)	 (2.518434756691448340e-01-3.300112270625738531e-01j)	 (2.418979355179297352e-02+1.030519116938451024e-01j)	 (-5.560970517335291075e-02+1.201027031260174377e-01j)	 (1.977448560686580481e-01+7.374073445655654480e-02j)	 (1.757138847728621656e+01-1.848914077753864404e+00j)	 (2.292822783574665138e-03+1.247306475633596853e-03j)	 (1.510341702917865521e-02-4.807328039997227354e-03j)	 (3.550714142772819215e-02-1.606206276867864491e-01j)	 (-4.778853426658289760e-04+3.182525056284215420e-03j)
 (7.420000000000000000e+02+0.000000000000000000e+00j)	 (-2.059850389732688569e+01-4.173003721552946965e-01j)	 (-1.453905613309601641e+01-4.077875759619786211e-01j)	 (-3.000445134962861360e-01-1.326358622819214517e-01j)	 (7.301422073469294137e-03-1.048020691747339993e-02j)	 (1.316478997387201533e-01+4.116055043076173592e-02j)	 (1.938768073157047311e+01-2.670743096620028290e+00j)	 (2.500971078458881225e-01-3.337682830410257928e-01j)	 (2.424768967495737407e-02+1.034896653962096985e-01j)	 (-5.562999040478682627e-02+1.205751698559272417e-01j)	 (1.992559564071101075e-01+7.390745427861659944e-02j)	 (1.760301394769167516e+01-1.860510100932440514e+00j)	 (2.297089267891900492e-03+1.254928791613796422e-03j)	 (1.491208377879566470e-02-4.833271918041327948e-03j)	 (3.798673825851996838e-02-1.606305742090894662e-01j)	 (-4.722519109143141682e-04+3.187041131787016028e-03j)
 (7.440000000000000000e+02+0.000000000000000000e+00j)	 (-2.045165562927141067e+01-4.161668444282414780e-01j)	 (-1.444061192821577144e+01-4.072183569959998417e-01j)	 (-2.971905088385471405e-01-1.304626558451676410e-01j)	 (7.221217707452466661e-03-1.039825330338877730e-02j)	 (1.328014985348754118e-01+4.182235624267493374e-02j)	 (1.942769232934126933e+01-2.693001996007712950e+00j)	 (2.482543813624124018e-01-3.375687099623606025e-01j)	 (2.430612629386437462e-02+1.039290546614924510e-01j)	 (-5.565054461266372154e-02+1.210500164350337693e-01j)	 (2.007738496481378532e-01+7.406427060044357136e-02j)	 (1.763478243744489760e+01-1.872245701408047580e+00j)	 (2.301384988197891206e-03+1.262539840475597561e-03j)	 (1.472461201228122268e-02-4.856372326719180649e-03j)	 (4.045133377905529154e-02-1.606367059408551901e-01j)	 (-4.666337755966984001e-04+3.191545512913315178e-03j)
