f	1DC-2_dc	2DC-2_dc	3DC-2_dc
 (5.030000000000000000e+02+0.000000000000000000e+00j)	 (1.327974028097267042e-02+1.790140702163228563e-03j)	 (3.037719951504353096e-03-1.408664060503795300e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (3.037719951503504816e-03-1.408664060503992538e-02j)	 (1.956250643903785502e-02-6.331234474082417241e-03j)	 (-5.726643839831776182e-03+2.053371677457373201e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.726643839831664293e-03+2.053371677457497407e-02j)	 (6.282766158075278953e-03-8.121375176219199077e-03j)
 (5.040000000000000000e+02+0.000000000000000000e+00j)	 (1.326848103571877380e-02+1.876615624348001998e-03j)	 (2.953246228147603757e-03-1.409747453341850427e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (2.953246228146355623e-03-1.409747453341901949e-02j)	 (1.953807909081610450e-02-6.202645892915458273e-03j)	 (-5.710453378236064748e-03+2.052137588608486315e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.710453378234519976e-03+2.052137588608448499e-02j)	 (6.269598055122897924e-03-8.079261517252021504e-03j)
 (5.060000000000000000e+02+0.000000000000000000e+00j)	 (1.324947581172447424e-02+2.049489590667164310e-03j)	 (2.784472469769243980e-03-1.411909169476406080e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.784472469771842162e-03-1.411909169476342589e-02j)	 (1.949301272580316463e-02-5.945655396290035720e-03j)	 (-5.678295377671365406e-03+2.049694221667255553e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.678295377673060230e-03+2.049694221667124061e-02j)	 (6.243536914054159670e-03-7.995144986967125250e-03j)
 (5.080000000000000000e+02+0.000000000000000000e+00j)	 (1.323423108210640409e-02+2.222782626729525451e-03j)	 (2.615757853098329630e-03-1.414106672880561556e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.615757853099930780e-03-1.414106672880330665e-02j)	 (1.945190902443716743e-02-5.688487818006507900e-03j)	 (-5.646295065944080017e-03+2.047286089289410485e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.646295065944630792e-03+2.047286089289189481e-02j)	 (6.217677942320453018e-03-7.911270444760174630e-03j)
 (5.100000000000000000e+02+0.000000000000000000e+00j)	 (1.322292114004847662e-02+2.396213107509335971e-03j)	 (2.447083909532855352e-03-1.416328238238642040e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.447083909531471910e-03-1.416328238238462670e-02j)	 (1.941499423288429657e-02-5.431413530457720670e-03j)	 (-5.614486960497817696e-03+2.044913795917939481e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.614486960496358793e-03+2.044913795917777458e-02j)	 (6.192073092859406123e-03-7.827626637978098156e-03j)
 (5.110000000000000000e+02+0.000000000000000000e+00j)	 (1.321899784760442557e-02+2.482680171059496559e-03j)	 (2.362786907957811766e-03-1.417430992302871721e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.362786907958475732e-03-1.417430992303166278e-02j)	 (1.939842826357821015e-02-5.303190712025452648e-03j)	 (-5.598701959023269850e-03+2.043741682659252698e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.598701959023918637e-03+2.043741682659406741e-02j)	 (6.179430415964643451e-03-7.785870883060824407e-03j)
 (5.130000000000000000e+02+0.000000000000000000e+00j)	 (1.321415377639507602e-02+2.656652523590273367e-03j)	 (2.193687528231133468e-03-1.419674324372869473e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.193687528228793326e-03-1.419674324372768165e-02j)	 (1.936833246189783447e-02-5.045793750724758206e-03j)	 (-5.567197328200369083e-03+2.041414229048386583e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.567197328200438472e-03+2.041414229048054904e-02j)	 (6.154178685513949157e-03-7.702446274341187733e-03j)
 (5.150000000000000000e+02+0.000000000000000000e+00j)	 (1.321347382908828576e-02+2.830115801554021308e-03j)	 (2.024533695846071971e-03-1.421917512813459204e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.024533695848930795e-03-1.421917512813473429e-02j)	 (1.934275166899703663e-02-4.789133142344342148e-03j)	 (-5.535942994362894401e-03+2.039125397084120411e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.535942994365977872e-03+2.039125397084187372e-02j)	 (6.129277839883128139e-03-7.619248943889352435e-03j)
 (5.160000000000000000e+02+0.000000000000000000e+00j)	 (1.321440974507669813e-02+2.917049011503619789e-03j)	 (1.939815094217856722e-03-1.423059916723121154e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.939815094217397888e-03-1.423059916723327240e-02j)	 (1.933128260528127473e-02-4.660701362494400549e-03j)	 (-5.520349109273303863e-03+2.037993892203540658e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.520349109272962990e-03+2.037993892203787683e-02j)	 (6.116872860213181697e-03-7.577750373973519971e-03j)
 (5.180000000000000000e+02+0.000000000000000000e+00j)	 (1.321983255612229832e-02+3.091016187816551623e-03j)	 (1.769890761966147821e-03-1.425339190829751253e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.769890761963824810e-03-1.425339190829775018e-02j)	 (1.931210070914790924e-02-4.403797957384594439e-03j)	 (-5.489341487216612553e-03+2.035751162397437045e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.489341487213394641e-03+2.035751162397654232e-02j)	 (6.092268153048857951e-03-7.494814145190446288e-03j)
 (5.200000000000000000e+02+0.000000000000000000e+00j)	 (1.322976734749275497e-02+3.264764012469749486e-03j)	 (1.599377951689295212e-03-1.427609013406757124e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.599377951693644597e-03-1.427609013406740124e-02j)	 (1.929772894828283430e-02-4.147251627842807493e-03j)	 (-5.458570448198922682e-03+2.033539649429589452e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.458570448196719584e-03+2.033539649429455184e-02j)	 (6.067961600772017391e-03-7.412015640318981961e-03j)
 (5.220000000000000000e+02+0.000000000000000000e+00j)	 (1.324354314390117048e-02+3.438681674384096165e-03j)	 (1.428243064022140067e-03-1.429911247245125791e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.428243064022483542e-03-1.429911247244829847e-02j)	 (1.928739000896249542e-02-3.890753448545015633e-03j)	 (-5.427942134102703604e-03+2.031362055682967710e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.427942134103760918e-03+2.031362055682964587e-02j)	 (6.043846865051960907e-03-7.329435122949234591e-03j)
 (5.230000000000000000e+02+0.000000000000000000e+00j)	 (1.325177699444192100e-02+3.525641655791748527e-03j)	 (1.342490895718501977e-03-1.431075827269900555e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.342490895716291939e-03-1.431075827269780512e-02j)	 (1.928364373827834433e-02-3.762600180315595413e-03j)	 (-5.412681861509436622e-03+2.030287270559212945e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.412681861508089609e-03+2.030287270559084575e-02j)	 (6.031866743856100291e-03-7.288241836116582210e-03j)
 (5.250000000000000000e+02+0.000000000000000000e+00j)	 (1.327183270328212948e-02+3.698937826088444410e-03j)	 (1.170377179465828706e-03-1.433365978805352381e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.170377179466301418e-03-1.433365978805540945e-02j)	 (1.928001197372247039e-02-3.506999880457157930e-03j)	 (-5.382374415902314857e-03+2.028160516864863788e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.382374415901659132e-03+2.028160516865154875e-02j)	 (6.008179270431784381e-03-7.205937706525766644e-03j)
 (5.270000000000000000e+02+0.000000000000000000e+00j)	 (1.329623817334048448e-02+3.872711577490483420e-03j)	 (9.970307989666951989e-04-1.435684313482096450e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.970307989653685692e-04-1.435684313481870415e-02j)	 (1.928087635175320183e-02-3.251048989124835295e-03j)	 (-5.352194581509924637e-03+2.026060773967582052e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.352194581509528253e-03+2.026060773967536255e-02j)	 (5.984638178420984174e-03-7.123760566635275841e-03j)
 (5.290000000000000000e+02+0.000000000000000000e+00j)	 (1.332474706741288914e-02+4.045609931087388103e-03j)	 (8.230018045176680508e-04-1.437975100431978549e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.230018045187106196e-04-1.437975100432166767e-02j)	 (1.928616974135620443e-02-2.996181607176786818e-03j)	 (-5.322247942809404768e-03+2.023997608231607043e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.322247942809426452e-03+2.023997608231441897e-02j)	 (5.961422673925841423e-03-7.041791538259034068e-03j)
 (5.300000000000000000e+02+0.000000000000000000e+00j)	 (1.334035672152117727e-02+4.132207956150366068e-03j)	 (7.355987788359719115e-04-1.439140812394117119e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (7.355987788343707617e-04-1.439140812394355470e-02j)	 (1.929021502375620478e-02-2.868687374593932235e-03j)	 (-5.307304625445995877e-03+2.022978771584758861e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.307304625446356700e-03+2.022978771584800495e-02j)	 (5.949858302242296872e-03-7.000895330726021257e-03j)
 (5.320000000000000000e+02+0.000000000000000000e+00j)	 (1.337525704024502236e-02+4.305123115909531215e-03j)	 (5.596937615410569906e-04-1.441445583432137897e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (5.596937615384148983e-04-1.441445583432198439e-02j)	 (1.930218225774710597e-02-2.614034299421391649e-03j)	 (-5.277578974739393150e-03+2.020960509017240281e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.277578974740610926e-03+2.020960509017151463e-02j)	 (5.926925217519843705e-03-6.919157415323902438e-03j)
 (5.340000000000000000e+02+0.000000000000000000e+00j)	 (1.341480131574293751e-02+4.477355802205507454e-03j)	 (3.824568200869832247e-04-1.443708298157806921e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.824568200885073961e-04-1.443708298157710471e-02j)	 (1.931907619008176383e-02-2.360183695836149623e-03j)	 (-5.248071606995463427e-03+2.018972086595958657e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.248071606999231246e-03+2.018972086595979126e-02j)	 (5.904274874315593169e-03-6.837539498050837668e-03j)
 (5.350000000000000000e+02+0.000000000000000000e+00j)	 (1.343603206287275961e-02+4.563556177701372576e-03j)	 (2.933336848736298186e-04-1.444854782297739018e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.933336848748718806e-04-1.444854782297533280e-02j)	 (1.932903031507478969e-02-2.233252423115447000e-03j)	 (-5.233353035796332528e-03+2.017989959646335207e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.233353035796558042e-03+2.017989959646118367e-02j)	 (5.892998252192140421e-03-6.796808600838131521e-03j)
 (5.370000000000000000e+02+0.000000000000000000e+00j)	 (1.348147361988729157e-02+4.735433348363307648e-03j)	 (1.142614179684689132e-04-1.447133119601938175e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.142614179670620525e-04-1.447133119601997503e-02j)	 (1.935210866034395294e-02-1.980071550582792814e-03j)	 (-5.204045499239164790e-03+2.016052212773954133e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.204045499234528742e-03+2.016052212773771987e-02j)	 (5.870635040480578007e-03-6.715504898955209495e-03j)
 (5.390000000000000000e+02+0.000000000000000000e+00j)	 (1.353149316824112970e-02+4.906241867155489329e-03j)	 (-6.623999979262919333e-05-1.449344781011868526e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.623999979170829911e-05-1.449344781012010426e-02j)	 (1.938006735178747497e-02-1.728092420064457693e-03j)	 (-5.174960523258730766e-03+2.014145977440476298e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.174960523260266863e-03+2.014145977440748997e-02j)	 (5.848574183536410509e-03-6.634334287198283796e-03j)
 (5.410000000000000000e+02+0.000000000000000000e+00j)	 (1.358616712303426823e-02+5.077211465642941617e-03j)	 (-2.487925416541945456e-04-1.451565027673889022e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.487925416553165322e-04-1.451565027673653793e-02j)	 (1.941280489119573058e-02-1.476060527441016386e-03j)	 (-5.145986007900272413e-03+2.012265280582849203e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.145986007899184742e-03+2.012265280582637914e-02j)	 (5.826637768170354545e-03-6.553271993105715121e-03j)
 (5.420000000000000000e+02+0.000000000000000000e+00j)	 (1.361502961626287478e-02+5.161873846959216285e-03j)	 (-3.403973823148404715e-04-1.452629734271456904e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.403973823129036527e-04-1.452629734271600713e-02j)	 (1.943085827622639122e-02-1.350948408417406918e-03j)	 (-5.131602938509454911e-03+2.011339996480290479e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.131602938514242748e-03+2.011339996480364378e-02j)	 (5.815828659941562652e-03-6.512822255368718935e-03j)
 (5.440000000000000000e+02+0.000000000000000000e+00j)	 (1.367589977278385084e-02+5.331577265963065478e-03j)	 (-5.251444422151646182e-04-1.454795070287846596e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.251444422154170205e-04-1.454795070287959353e-02j)	 (1.947015078758427414e-02-1.100472303843807662e-03j)	 (-5.102871750597692650e-03+2.009510310724560087e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.102871750597806275e-03+2.009510310724823764e-02j)	 (5.794251014807591180e-03-6.432049569785134452e-03j)
 (5.460000000000000000e+02+0.000000000000000000e+00j)	 (1.374155929624986359e-02+5.500514455097781259e-03j)	 (-7.119400123154209174e-04-1.456903482069759476e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-7.119400123157650431e-04-1.456903482069826263e-02j)	 (1.951445329884429064e-02-8.508685286252557238e-04j)	 (-5.074310189593770649e-03+2.007708574448673414e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.074310189589499760e-03+2.007708574448724068e-02j)	 (5.772894002615384240e-03-6.351382983712375481e-03j)
 (5.480000000000000000e+02+0.000000000000000000e+00j)	 (1.381210869688360640e-02+5.668152861478617695e-03j)	 (-9.007872508824279036e-04-1.458914269620757188e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.007872508815794070e-04-1.458914269620615635e-02j)	 (1.956391806886813994e-02-6.026642833456975334e-04j)	 (-5.045951046357247810e-03+2.005935767807529371e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.045951046357760421e-03+2.005935767807531800e-02j)	 (5.751809371965689241e-03-6.270817144832368031e-03j)
 (5.490000000000000000e+02+0.000000000000000000e+00j)	 (1.384895233813120824e-02+5.751924851114911461e-03j)	 (-9.959756071838505795e-04-1.459924540761181264e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.959756071836918523e-04-1.459924540761078915e-02j)	 (1.959026389783338762e-02-4.786816514872980349e-04j)	 (-5.031800900068762045e-03+2.005061112067454965e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.031800900067945857e-03+2.005061112067427556e-02j)	 (5.741311559695031451e-03-6.230606502620310468e-03j)
 (5.510000000000000000e+02+0.000000000000000000e+00j)	 (1.392573507369989153e-02+5.918570515645017738e-03j)	 (-1.187612914490062885e-03-1.461894738333210930e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.187612914491523522e-03-1.461894738333088806e-02j)	 (1.964623135363246370e-02-2.317586069121770759e-04j)	 (-5.003618781790405458e-03+2.003337424760601518e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.003618781788283024e-03+2.003337424760513047e-02j)	 (5.720496279951228259e-03-6.150329122565407862e-03j)
 (5.530000000000000000e+02+0.000000000000000000e+00j)	 (1.400727561648445682e-02+6.083460369265368886e-03j)	 (-1.381314131537047987e-03-1.463732762352131650e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.381314131536400501e-03-1.463732762352267479e-02j)	 (1.970724519452468973e-02+1.329186562115243996e-05j)	 (-4.975641356635591983e-03+2.001644155783460083e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.975641356637261654e-03+2.001644155783645004e-02j)	 (5.699969578031416177e-03-6.070168503626037493e-03j)
 (5.550000000000000000e+02+0.000000000000000000e+00j)	 (1.409392948712241168e-02+6.247977930773884227e-03j)	 (-1.577908383888728359e-03-1.465534411643167924e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.577908383889252680e-03-1.465534411643088994e-02j)	 (1.977348826266215817e-02+2.578781441464033774e-04j)	 (-4.947760156147721321e-03+1.999975778489876399e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-4.947760156146977992e-03+1.999975778489722356e-02j)	 (5.679558775548218010e-03-5.990099786645110627e-03j)
 (5.560000000000000000e+02+0.000000000000000000e+00j)	 (1.413874673681216748e-02+6.329124117255628158e-03j)	 (-1.676668032375034159e-03-1.466358995677003937e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.676668032373374896e-03-1.466358995677018162e-02j)	 (1.980825270371075128e-02+3.789840967460319371e-04j)	 (-4.933916827010131380e-03+1.999156074190962945e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.933916827011495740e-03+1.999156074191000415e-02j)	 (5.669505966879572964e-03-5.950140020503548975e-03j)
 (5.580000000000000000e+02+0.000000000000000000e+00j)	 (1.423189033817458954e-02+6.491488988534650090e-03j)	 (-1.876328725322967510e-03-1.468018676992771492e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.876328725324474117e-03-1.468018676992847125e-02j)	 (1.988132632144664139e-02+6.211553527952599907e-04j)	 (-4.906256830399939248e-03+1.997537094327868357e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.906256830400270580e-03+1.997537094328004359e-02j)	 (5.649435983278170217e-03-5.870333635722689049e-03j)
 (5.600000000000000000e+02+0.000000000000000000e+00j)	 (1.433015217493040054e-02+6.652357066216980051e-03j)	 (-2.078755128324664969e-03-1.469552211370824847e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-2.078755128325808152e-03-1.469552211370802643e-02j)	 (1.995972788533111747e-02+8.617395215960259574e-04j)	 (-4.878750422683285348e-03+1.995945229517680913e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.878750422682372884e-03+1.995945229517904693e-02j)	 (5.629575710416777866e-03-5.790617544612717410e-03j)
