Frequency [Hz]	g1_d	g1_q	g2_d	g2_q	g3_d	g3_q	1DC_dc	MMC1_d	MMC1_q	2DC_dc	MMC2_d	MMC2_q	3DC_dc	MMC3_d	MMC3_q
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.973459860288119979e-10+7.582203929344845109e-10j)	 (3.790602612759564960e-10+5.773262433835757937e-10j)	 (2.005913003205387346e-01-8.126710999852347714e-04j)	 (1.735521000256936286e-01+1.563092098958116741e-03j)	 (6.283324451901509122e-04+7.911217368746363316e-05j)	 (5.482705152503339428e-04+7.552359996767044959e-05j)	 (1.252765710971741634e-03-1.905872830327305471e-03j)	 (2.272715550179309188e-07+1.482708964726256287e-07j)	 (1.117235486057263531e-07+1.033047207033759354e-07j)	 (1.320029567517793300e-03+2.853542154042257935e-04j)	 (1.936121915615038047e-01-5.393424266121263876e-03j)	 (1.688297673552194844e-01+2.475683440561688483e-03j)	 (4.194148618188848717e-04+8.063229582653554627e-04j)	 (1.386425166301432088e-01+2.133628363410512447e-03j)	 (1.206029707346425034e-01+6.929984350149579831e-04j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (1.237232321601990014e-09+5.533996408422538294e-10j)	 (5.607222222383366421e-10+5.430093422008419494e-10j)	 (2.004715292852174424e-01-7.424749131751284164e-04j)	 (1.740809416427719636e-01+1.602628757662952598e-03j)	 (6.282184801001315742e-04+7.616822732363855738e-05j)	 (5.490783118872933797e-04+7.396014308646420288e-05j)	 (8.909381600738565951e-04-1.828870808373066420e-03j)	 (3.003183169853049988e-07+9.488262494733079610e-08j)	 (1.476783243073071181e-07+8.663242470513546729e-08j)	 (1.192833709450625765e-03+2.392815490923176907e-04j)	 (1.932349652375160431e-01-5.059870226901969602e-03j)	 (1.692639624388984632e-01+2.481722235876090803e-03j)	 (3.069108302153416516e-04+7.868815753240854813e-04j)	 (1.386107331460341985e-01+1.775144607893114086e-03j)	 (1.207694389632385651e-01+5.952462407328721261e-04j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (1.512698827977811530e-09+2.284133795251095380e-10j)	 (7.358710336642671157e-10+4.581065001365447758e-10j)	 (2.006520574725687289e-01-6.929919381283817332e-04j)	 (1.743305108091897926e-01+1.620102356560932690e-03j)	 (6.282517597398719518e-04+7.325195647020029028e-05j)	 (5.488140415104822336e-04+7.254145501723256023e-05j)	 (5.771658145193166124e-04-1.725631248413655137e-03j)	 (3.571957983265161130e-07+1.550931673357158191e-08j)	 (1.795959857296069574e-07+5.999936162101444033e-08j)	 (1.083475843681238563e-03+1.965966838612254056e-04j)	 (1.932022103304958105e-01-4.731600942782136082e-03j)	 (1.694299114909150195e-01+2.473786611513689466e-03j)	 (2.131021209737280311e-04+7.670067046934373736e-04j)	 (1.386301110595050678e-01+1.426146094876173422e-03j)	 (1.207038502165470872e-01+5.207160711330438519e-04j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (1.683311647498254855e-09-1.950148052938170952e-10j)	 (8.911890670133787789e-10+3.219974694499325695e-10j)	 (2.010364716826821552e-01-7.635102698386969731e-04j)	 (1.743864385190850019e-01+1.701361243264344625e-03j)	 (6.282204160456397518e-04+7.028230749993575439e-05j)	 (5.478715942583334188e-04+7.157622640538068373e-05j)	 (3.000801408690124592e-04-1.599841294275795855e-03j)	 (3.890334402198438229e-07-8.469162179907076862e-08j)	 (2.047820067209808216e-07+2.394394528288326736e-08j)	 (9.869280112399282396e-04+1.547333427131525590e-04j)	 (1.934049540552959245e-01-4.518315455176661298e-03j)	 (1.694187647230435689e-01+2.536164765136604288e-03j)	 (1.317388322054720469e-04+7.452962702733181583e-04j)	 (1.386567789289464003e-01+1.063181384727818245e-03j)	 (1.205011567063811462e-01+5.391320999644572858e-04j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (1.718438717628288721e-09-6.848689733869451944e-10j)	 (1.013453275349315953e-09+1.370753802657188490e-10j)	 (2.015305823026632692e-01-9.914452288786888747e-04j)	 (1.743299809979797499e-01+1.882274130969446195e-03j)	 (6.281065185146857436e-04+6.731112335596250908e-05j)	 (5.465114456479705247e-04+7.115726236586497849e-05j)	 (5.450410648957942792e-05-1.452992426484143746e-03j)	 (3.891431396349177991e-07-1.983229422835539901e-07j)	 (2.207032696624834840e-07-2.040754432004209836e-08j)	 (8.998654656542167014e-04+1.115035230104232658e-04j)	 (1.937518535662417218e-01-4.457035339866798583e-03j)	 (1.693016087655710988e-01+2.697653267953475324e-03j)	 (5.924414765647553115e-05+7.198836737481819660e-04j)	 (1.386853123767278761e-01+6.900201227760951279e-04j)	 (1.202118177285521478e-01+6.618891693303915373e-04j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (1.589161757603522008e-09-1.202349868500059053e-09j)	 (1.086085790621902903e-09-9.370849316188669818e-11j)	 (2.020531461903824766e-01-1.379098302544628282e-03j)	 (1.742312370990476422e-01+2.166056115774403490e-03j)	 (6.278404796654320002e-04+6.431419982658359211e-05j)	 (5.450027827773311784e-04+7.131676828420534470e-05j)	 (-1.615339915038729824e-04-1.282947354966556142e-03j)	 (3.511222621835277238e-07-3.162999067498896203e-07j)	 (2.241393818615393909e-07-7.165466498717166400e-08j)	 (8.190057226335027696e-04+6.611837505799784888e-05j)	 (1.941588596241429765e-01-4.559250995849674359e-03j)	 (1.691451702654220568e-01+2.965737615938383604e-03j)	 (-8.749046372703456287e-06+6.905616922048649509e-04j)	 (1.386976961700054356e-01+2.976417002314306923e-04j)	 (1.198917467669082387e-01+8.999394366730314922e-04j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (1.273530704704712841e-09-1.694628516867082167e-09j)	 (1.089298414581356885e-09-3.614824070392510403e-10j)	 (2.025432114397136552e-01-1.905148666888904514e-03j)	 (1.741405586003576811e-01+2.536114414363217686e-03j)	 (6.273491408478409047e-04+6.136784473274027010e-05j)	 (5.435720008396272831e-04+7.193470017235872383e-05j)	 (-3.446285350108521162e-04-1.088676793727203548e-03j)	 (2.702638229805729656e-07-4.262411524447436822e-07j)	 (2.114980685088671009e-07-1.270153444230086575e-07j)	 (7.424839685825523243e-04+1.853344322506010193e-05j)	 (1.945576880736570591e-01-4.802101746970032295e-03j)	 (1.690015307107869957e-01+3.319521189967926129e-03j)	 (-7.490343334761978935e-05+6.581638296545951538e-04j)	 (1.386721432610598936e-01-9.616902801590737724e-05j)	 (1.195905106477924973e-01+1.227016126093978619e-03j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (7.647679566313794866e-10-2.094105448342471621e-09j)	 (1.002126231105199625e-09-6.488736204168274259e-10j)	 (2.029582134765399726e-01-2.541190021707538573e-03j)	 (1.740928157483029037e-01+2.972412207969071449e-03j)	 (6.266128668045921031e-04+5.849620472000473248e-05j)	 (5.423169159411441549e-04+7.297713362179055569e-05j)	 (-4.895795539878782182e-04-8.716886904561880122e-04j)	 (1.454881770514733376e-07-5.123730712748368840e-07j)	 (1.793902971934367147e-07-1.819555590971458712e-07j)	 (6.688988684052496383e-04-3.258437409369880646e-05j)	 (1.949058118757889535e-01-5.163194964207951619e-03j)	 (1.689016921926457526e-01+3.743889311787058222e-03j)	 (-1.410708313846130121e-04+6.223882511812049365e-04j)	 (1.386051710079178323e-01-4.944388454407880546e-04j)	 (1.193287907876576098e-01+1.633630858236478694e-03j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (7.505914852638183355e-11-2.321449125765939688e-09j)	 (8.052651908964656005e-10-9.285138875272303003e-10j)	 (2.032731856076404331e-01-3.254607864159913405e-03j)	 (1.741069645942621980e-01+3.450749156336628889e-03j)	 (6.255974815751023672e-04+5.577251353820759829e-05j)	 (5.413343893424582077e-04+7.429496814172640499e-05j)	 (-5.894543153585785501e-04-6.367763824683373049e-04j)	 (-1.976218542928656922e-08-5.562319036213990067e-07j)	 (1.252446649082973378e-07-2.299638704668594526e-07j)	 (5.972364710354562036e-04-8.786104313166081810e-05j)	 (1.951722728466754042e-01-5.607051713919590161e-03j)	 (1.688669787259995392e-01+4.210830460408203357e-03j)	 (-2.089112281346091509e-04+5.837339270918285618e-04j)	 (1.384854091570622558e-01-8.772001765930873387e-04j)	 (1.191292799070966663e-01+2.088905600493087822e-03j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (-7.561746738790461173e-10-2.282839865366808348e-09j)	 (4.828073717108688069e-10-1.159155744293885051e-09j)	 (2.034724469762897170e-01-4.014676660476963928e-03j)	 (1.741951412332908289e-01+3.949162910208243830e-03j)	 (6.243137192647659492e-04+5.318569982903691097e-05j)	 (5.406852868225628297e-04+7.581462418349207294e-05j)	 (-6.371290603229555656e-04-3.906999518018571048e-04j)	 (-2.154983656897258949e-07-5.360540464017581015e-07j)	 (4.785641943860381099e-08-2.618822237343000919e-07j)	 (5.252833634395031887e-04-1.488123920623198493e-04j)	 (1.953394518015819925e-01-6.108366029014306205e-03j)	 (1.689086436720712570e-01+4.703102830470534158e-03j)	 (-2.810548845501016049e-04+5.420889180325924681e-04j)	 (1.383108988432481534e-01-1.244164518824827145e-03j)	 (1.190014869641778106e-01+2.584165947722105467e-03j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.648056450301517569e-09-1.887373280259393086e-09j)	 (3.211752732868838021e-11-1.288295921681443542e-09j)	 (2.035494190728441011e-01-4.794478557365727811e-03j)	 (1.743636959143593512e-01+4.452025079237855940e-03j)	 (6.228283424190364514e-04+5.082819034672741597e-05j)	 (5.403444534592282853e-04+7.748705711160113212e-05j)	 (-6.288856387185634252e-04-1.447546447709853045e-04j)	 (-4.220537876109149662e-07-4.310043532409181362e-07j)	 (-5.070587603215495662e-08-2.670237582418524621e-07j)	 (4.512177379468102260e-04-2.183368910636523258e-04j)	 (1.954050640620788315e-01-6.638061210816783089e-03j)	 (1.690269917571880220e-01+5.202370629083253803e-03j)	 (-3.596829719866776712e-04+4.959036219338673742e-04j)	 (1.380943741793390633e-01-1.581758496745951179e-03j)	 (1.189351074666733787e-01+3.099476426830496609e-03j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (-2.451675170913982616e-09-1.050314858332226665e-09j)	 (-5.240668188157832442e-10-1.242776072880730301e-09j)	 (2.035024735252485839e-01-5.562546534200362575e-03j)	 (1.746138232808830959e-01+4.938296643140340468e-03j)	 (6.210753962721698215e-04+4.871181970206839003e-05j)	 (5.403592124186080070e-04+7.918321835730165873e-05j)	 (-5.604141387468789676e-04+8.471149072399718628e-05j)	 (-6.036078357810335938e-07-2.222497827686138941e-07j)	 (-1.622116995348266253e-07-2.317499865037502099e-07j)	 (3.715915974002538861e-04-2.968960975174564018e-04j)	 (1.953580652324506672e-01-7.166123083056634424e-03j)	 (1.692302573575666380e-01+5.688431387841593780e-03j)	 (-4.484636057368475274e-04+4.467644506303062842e-04j)	 (1.378225274754963647e-01-1.878184647530971741e-03j)	 (1.189494734620245020e-01+3.618107644770040925e-03j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (-2.972190374447836227e-09+2.576264322523008677e-10j)	 (-1.131513695479440266e-09-9.544671182215450416e-10j)	 (2.033372426008316913e-01-6.300986897729211889e-03j)	 (1.749454763848078687e-01+5.401475903531512829e-03j)	 (6.191416384266110835e-04+4.690717563306315014e-05j)	 (5.406842051634415088e-04+8.089318536148645410e-05j)	 (-4.371168202027703197e-04+2.807966335164393265e-04j)	 (-7.140130339194207169e-07+9.584033978293611335e-08j)	 (-2.723669486831211561e-07-1.451177599602803677e-07j)	 (2.824461974300567315e-04-3.871539261216244828e-04j)	 (1.952085353179521254e-01-7.672520715761124363e-03j)	 (1.695125141231203780e-01+6.152711199905421154e-03j)	 (-5.513424373003950269e-04+3.940488465834830908e-04j)	 (1.375131905451198178e-01-2.124840907019211276e-03j)	 (1.190302187283380914e-01+4.128719476360642217e-03j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (-2.945657343428352702e-09+1.991190297798529647e-09j)	 (-1.690072153505745911e-09-3.583051679224782136e-10j)	 (2.030576233665367381e-01-6.986052069566007876e-03j)	 (1.753630629234103622e-01+5.826699545692140200e-03j)	 (6.170533252572413902e-04+4.540626258918508161e-05j)	 (5.413566625201512604e-04+8.257504414181269722e-05j)	 (-2.681570435867051418e-04+4.255993898722560905e-04j)	 (-6.911106730066323792e-07+5.108204556003461689e-07j)	 (-3.578433996409635707e-07+8.412984289591779874e-10j)	 (1.768809674447748719e-04-4.892076243786088949e-04j)	 (1.949580541557677515e-01-8.138579986516332118e-03j)	 (1.698787732057475686e-01+6.584379498463760298e-03j)	 (-6.754674940612361662e-04+3.405764680477185160e-04j)	 (1.371683637254045296e-01-2.320942612077487970e-03j)	 (1.191835097953608674e-01+4.629032789092382520e-03j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (-2.081035590130069273e-09+3.951618283788660746e-09j)	 (-2.043980920864444035e-09+5.667599506449622359e-10j)	 (2.026743825482766326e-01-7.595226109702362706e-03j)	 (1.758680013994078362e-01+6.197157834604020456e-03j)	 (6.148498009745937201e-04+4.426554093854375875e-05j)	 (5.424072660773607323e-04+8.411915077885336370e-05j)	 (-7.285351437857241210e-05+5.026253854007702504e-04j)	 (-4.673451465413636718e-07+9.738211143919075717e-07j)	 (-3.864624369673917530e-07+2.023455829189154950e-07j)	 (4.776544511061837434e-05-6.001751593738511312e-04j)	 (1.946133135341332199e-01-8.538684482406876108e-03j)	 (1.703322654182156115e-01+6.963018409420413009e-03j)	 (-8.271594689337617755e-04+2.936455822419708215e-04j)	 (1.367915429910267489e-01-2.449019816959836348e-03j)	 (1.194163425126899686e-01+5.097092979982816366e-03j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (-1.801516098223781936e-10+5.774548797775524090e-09j)	 (-2.018752074076941837e-09+1.757586919688015450e-09j)	 (2.022006121403827350e-01-8.115707172884855519e-03j)	 (1.764617066933477363e-01+6.501007606945692976e-03j)	 (6.125524658847942162e-04+4.350794701444624096e-05j)	 (5.438029056127525627e-04+8.554173528552879292e-05j)	 (1.207380872217730120e-04+5.070506725480026329e-04j)	 (1.939421957583883551e-09+1.397732804711374867e-06j)	 (-3.268100588210994435e-07+4.378150044007890654e-07j)	 (-1.112629416597544645e-04-7.160104040635133314e-04j)	 (1.941866796075284451e-01-8.863798646662562897e-03j)	 (1.708736967289447573e-01+7.280418675079017299e-03j)	 (-1.011695290526368326e-03+2.622506170726075889e-04j)	 (1.363941932105587340e-01-2.515614076425439979e-03j)	 (1.197293034622448626e-01+5.529509966146255173e-03j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (2.785126310629383716e-09+6.936236492845868063e-09j)	 (-1.451325276275428686e-09+3.046160214605154414e-09j)	 (2.016532256319175653e-01-8.531265965075963270e-03j)	 (1.771396394889540038e-01+6.713604878572276315e-03j)	 (6.102170285666226211e-04+4.315673898447473957e-05j)	 (5.455423066394431012e-04+8.669551401318277551e-05j)	 (2.823318526735793445e-04+4.452796212377858540e-04j)	 (7.205132223874031437e-07+1.658743755791504754e-06j)	 (-1.553370743087344967e-07+6.653087752251196221e-07j)	 (-3.038988144994397736e-04-8.268419403264528050e-04j)	 (1.936913774869285509e-01-9.094250476067008634e-03j)	 (1.714997181196092069e-01+7.508648266975176920e-03j)	 (-1.228338533034180856e-03+2.628270016353566546e-04j)	 (1.359850338343200904e-01-2.507854720913298141e-03j)	 (1.201245850879754801e-01+5.897667046036749600e-03j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (6.589868635973888882e-09+6.855660611286353027e-09j)	 (-2.517364207878916299e-10+4.171851870067173351e-09j)	 (2.010492516632456650e-01-8.825375267894189357e-03j)	 (1.778922410279924204e-01+6.803225853172554724e-03j)	 (6.079498500373532125e-04+4.316164364021741318e-05j)	 (5.476455644965350523e-04+8.744954431856448755e-05j)	 (3.885792226155709503e-04+3.383423618091119613e-04j)	 (1.632499381806328585e-06+1.620893265496303751e-06j)	 (1.316506940700316192e-07+8.283869004000608602e-07j)	 (-5.323584390375041882e-04-9.206065214329197657e-04j)	 (1.931415716441829133e-01-9.216626789790991620e-03j)	 (1.722005991143968351e-01+7.619429631594455167e-03j)	 (-1.470513873015422655e-03+3.154506939527873207e-04j)	 (1.355750877678782995e-01-2.428435502545250695e-03j)	 (1.205981759689991745e-01+6.181524045497267285e-03j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (1.072711278606273816e-08+5.197401495791804582e-09j)	 (1.501690354375647218e-09+4.870688482239213189e-09j)	 (2.004025217138485360e-01-8.990072205678503736e-03j)	 (1.787021525814783129e-01+6.751655526292288031e-03j)	 (6.058522323655491509e-04+4.360188864602432485e-05j)	 (5.500143444864974158e-04+8.780843655497863273e-05j)	 (4.311888663022984437e-04+2.201085110094677059e-04j)	 (2.617374957358274422e-06+1.207931464620689128e-06j)	 (5.040135037679899763e-07+8.789776799354434914e-07j)	 (-7.912689845117101394e-04-9.951253333840273316e-04j)	 (1.925540189596717244e-01-9.221544805045188420e-03j)	 (1.729542187955409316e-01+7.593400928176405676e-03j)	 (-1.723189310641370020e-03+4.284025510251743100e-04j)	 (1.351841006056674066e-01-2.278535738696941225e-03j)	 (1.211272565785276173e-01+6.358203263865779692e-03j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (1.448242179845046311e-08+1.799663222538928775e-09j)	 (3.611333070619995448e-09+4.885491823746308120e-09j)	 (1.997457507796940035e-01-9.005923195041298096e-03j)	 (1.795224836404966384e-01+6.529314871585787522e-03j)	 (6.039702201603530619e-04+4.435658851058218592e-05j)	 (5.525024469971135483e-04+8.752089902588436614e-05j)	 (4.170831318377757270e-04+1.200341852772480214e-04j)	 (3.506617926548233641e-06+3.851615384181110897e-07j)	 (9.080325757823473000e-07+7.779106557370144873e-07j)	 (-1.070898559797158530e-03-1.043814011583338785e-03j)	 (1.919531674897051454e-01-9.087534896780623261e-03j)	 (1.737179972245913306e-01+7.401699064576429572e-03j)	 (-1.957962308859555710e-03+6.105790933022809232e-04j)	 (1.348231012897434522e-01-2.053623839883163965e-03j)	 (1.216883719011736253e-01+6.396221483661017164e-03j)
