f	1DC-2_dc	2DC-2_dc	3DC-2_dc
 (1.770000000000000000e+02+0.000000000000000000e+00j)	 (7.126338674713519721e-03+6.093892664280881229e-03j)	 (-1.818601396823543411e-03+1.538887488008854054e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.818601396829570924e-03+1.538887488008259218e-02j)	 (2.531935874355658103e-02-2.270622020162629123e-02j)	 (-1.815643850260750466e-02+3.279140157717536086e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.815643850264599124e-02+3.279140157717657517e-02j)	 (1.819302006219005938e-02-2.880011286709776089e-02j)
 (1.790000000000000000e+02+0.000000000000000000e+00j)	 (7.200934199865648318e-03+6.351548120960144074e-03j)	 (-1.664701349514506948e-03+1.547979739710903836e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.664701349520259941e-03+1.547979739710074812e-02j)	 (2.521399696811449376e-02-2.221790429422208779e-02j)	 (-1.797551440226446279e-02+3.260713873508269689e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.797551440228711481e-02+3.260713873506078386e-02j)	 (1.801306276443656942e-02-2.856945242061744231e-02j)
 (1.800000000000000000e+02+0.000000000000000000e+00j)	 (7.240111277886701092e-03+6.480573491216921195e-03j)	 (-1.586462127364750329e-03+1.552603408403755055e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.586462127356756506e-03+1.552603408403089094e-02j)	 (2.516435385763165361e-02-2.197483639382282958e-02j)	 (-1.788619455891546361e-02+3.251629151464523887e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.788619455889614920e-02+3.251629151463668321e-02j)	 (1.792424258514043606e-02-2.845540988885632977e-02j)
 (1.810000000000000000e+02+0.000000000000000000e+00j)	 (7.280860343140032991e-03+6.609727869507150445e-03j)	 (-1.507168671656606987e-03+1.557268350757146265e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.507168671658350601e-03+1.557268350758273315e-02j)	 (2.511724529029115555e-02-2.173241116985226776e-02j)	 (-1.779780864551615618e-02+3.242626819182291287e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.779780864551706518e-02+3.242626819185392278e-02j)	 (1.783638494593911897e-02-2.834213903282410685e-02j)
 (1.830000000000000000e+02+0.000000000000000000e+00j)	 (7.366112115170566840e-03+6.868951119959918611e-03j)	 (-1.345727227352755666e-03+1.566781573937412603e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.345727227351844720e-03+1.566781573936618793e-02j)	 (2.502876797450174703e-02-2.124879575013714772e-02j)	 (-1.762309762588674944e-02+3.224836643900809430e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.762309762588200324e-02+3.224836643898047750e-02j)	 (1.766265586054232423e-02-2.811774687646813667e-02j)
 (1.840000000000000000e+02+0.000000000000000000e+00j)	 (7.410988261652323369e-03+6.998637012140964710e-03j)	 (-1.263460522709341409e-03+1.571596359229896281e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.263460522719751268e-03+1.571596359230618967e-02j)	 (2.498807037989907512e-02-2.100814468076286912e-02j)	 (-1.753698151946112699e-02+3.216068372431042655e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.753698151948386574e-02+3.216068372432497047e-02j)	 (1.757708211282649202e-02-2.800678168930014617e-02j)
 (1.860000000000000000e+02+0.000000000000000000e+00j)	 (7.504642803990444269e-03+7.258678213696070566e-03j)	 (-1.095936947502493611e-03+1.581390309542420394e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.095936947499149931e-03+1.581390309542841585e-02j)	 (2.491250055283971560e-02-2.052838548736084234e-02j)	 (-1.736670681798763161e-02+3.198750696431567481e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.736670681797233828e-02+3.198750696433991930e-02j)	 (1.740785775243619896e-02-2.778706369566991477e-02j)
 (1.870000000000000000e+02+0.000000000000000000e+00j)	 (7.553655197707578872e-03+7.389023117147372303e-03j)	 (-1.010519384437423389e-03+1.586361496185528103e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.010519384430499023e-03+1.586361496185785883e-02j)	 (2.487797083050416122e-02-2.028922368703680798e-02j)	 (-1.728264542989128502e-02+3.190198325367215454e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.728264542986267943e-02+3.190198325367335497e-02j)	 (1.732431563904646490e-02-2.767824680294341325e-02j)
 (1.880000000000000000e+02+0.000000000000000000e+00j)	 (7.604380520074912816e-03+7.519541303772585457e-03j)	 (-9.238302374280211960e-04+1.591371140437880180e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.238302374355004563e-04+1.591371140437769158e-02j)	 (2.484599748941306724e-02-2.005052925792300336e-02j)	 (-1.719941677668055530e-02+3.181715270734957607e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.719941677669487023e-02+3.181715270735078344e-02j)	 (1.724161696590472900e-02-2.757007056234155387e-02j)
 (1.900000000000000000e+02+0.000000000000000000e+00j)	 (7.709976161971560625e-03+7.780964445473542192e-03j)	 (-7.472494241531547248e-04+1.601531865113002551e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.472494241524070590e-04+1.601531865112237538e-02j)	 (2.478806425142246472e-02-1.957503010587697753e-02j)	 (-1.703481160721903240e-02+3.164972874378101791e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.703481160723368387e-02+3.164972874376929118e-02j)	 (1.707808808750085894e-02-2.735599455418592785e-02j)
 (1.910000000000000000e+02+0.000000000000000000e+00j)	 (7.764978972158480958e-03+7.911830441887120549e-03j)	 (-6.572656855937369230e-04+1.606675620195858328e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.572656855915617966e-04+1.606675620195387524e-02j)	 (2.476228998210389456e-02-1.933823238833603381e-02j)	 (-1.695347925538584488e-02+3.156712054786827565e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.695347925537721290e-02+3.156712054785501542e-02j)	 (1.699731101275606809e-02-2.725006283218283157e-02j)
 (1.920000000000000000e+02+0.000000000000000000e+00j)	 (7.821799666614942873e-03+8.042707131587866973e-03j)	 (-5.659274387463539497e-04+1.611842391274654132e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.659274387463098226e-04+1.611842391275041669e-02j)	 (2.473917669807174438e-02-1.910207739372310476e-02j)	 (-1.687296148288537634e-02+3.148521774924577243e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.687296148288559838e-02+3.148521774925883837e-02j)	 (1.691737703079592564e-02-2.714478452193386238e-02j)
 (1.940000000000000000e+02+0.000000000000000000e+00j)	 (7.940024752087665103e-03+8.305323343550930631e-03j)	 (-3.794210955495176370e-04+1.622336072066428089e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.794210955457453724e-04+1.622336072066035348e-02j)	 (2.469920091714412902e-02-1.863072583389777104e-02j)	 (-1.671366405114584758e-02+3.132322987358489297e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.671366405114912967e-02+3.132322987357067517e-02j)	 (1.675917616571291971e-02-2.693604918074572405e-02j)
 (1.950000000000000000e+02+0.000000000000000000e+00j)	 (8.001735037178821924e-03+8.436545333797019694e-03j)	 (-2.842005243962748536e-04+1.627615716262827833e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.842005244006728113e-04+1.627615716262998877e-02j)	 (2.468293781920648938e-02-1.839619560148997995e-02j)	 (-1.663509110265627700e-02+3.124333308142767177e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.663509110266493327e-02+3.124333308143883992e-02j)	 (1.668120277919892674e-02-2.683274093344484648e-02j)
 (1.970000000000000000e+02+0.000000000000000000e+00j)	 (8.129872953340798458e-03+8.699539685112618603e-03j)	 (-8.982020692388975646e-05+1.638310135288555125e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-8.982020691947588810e-05+1.638310135288961050e-02j)	 (2.465675455056721282e-02-1.792848213305086799e-02j)	 (-1.647960217748162606e-02+3.108541478391728050e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.647960217746935116e-02+3.108541478393079399e-02j)	 (1.652688159906575555e-02-2.662802181534835305e-02j)
 (1.980000000000000000e+02+0.000000000000000000e+00j)	 (8.196560488074414522e-03+8.831234531350153419e-03j)	 (9.526334740485054245e-06+1.643710377425581376e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (9.526334746017214465e-06+1.643710377425697949e-02j)	 (2.464720157425718053e-02-1.769531568319735251e-02j)	 (-1.640278270525637183e-02+3.100736642604585980e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.640278270524871129e-02+3.100736642604243892e-02j)	 (1.645064108941362083e-02-2.652655021387582968e-02j)
 (1.990000000000000000e+02+0.000000000000000000e+00j)	 (8.265268872895168567e-03+8.962907015920429030e-03j)	 (1.104965348820612033e-04+1.649124208163806407e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.104965348729446757e-04+1.649124208163642649e-02j)	 (2.464041115116838085e-02-1.746270915490913053e-02j)	 (-1.632669351990116355e-02+3.092990499827930756e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.632669351989031112e-02+3.092990499828153841e-02j)	 (1.637514227632981892e-02-2.642561617121595360e-02j)
 (2.010000000000000000e+02+0.000000000000000000e+00j)	 (8.407665635546813024e-03+9.226497140476130898e-03j)	 (3.165967959944049814e-04+1.660061846091875903e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (3.165967959907254161e-04+1.660061846091459570e-02j)	 (2.463340209857134422e-02-1.699923211288590849e-02j)	 (-1.617608803255551897e-02+3.077693287020503987e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.617608803254740740e-02+3.077693287022130464e-02j)	 (1.622573646193769398e-02-2.622572925497144297e-02j)
 (2.020000000000000000e+02+0.000000000000000000e+00j)	 (8.481472453761062028e-03+9.358335812886938929e-03j)	 (4.218064846330910837e-04+1.665574580211045055e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.218064846369512229e-04+1.665574580210709907e-02j)	 (2.463335694929746911e-02-1.676841297527670305e-02j)	 (-1.610162005446002034e-02+3.070141129573648528e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.610162005447796085e-02+3.070141129574366010e-02j)	 (1.615188449714524341e-02-2.612674878925470151e-02j)
 (2.040000000000000000e+02+0.000000000000000000e+00j)	 (8.635092492477439499e-03+9.621662807314610572e-03j)	 (6.371737900319757045e-04+1.676620433837061261e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.371737900296402246e-04+1.676620433837575086e-02j)	 (2.464124445649508097e-02-1.630876951754624965e-02j)	 (-1.595462217193925961e-02+3.055210122810008561e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.595462217192845228e-02+3.055210122808327614e-02j)	 (1.600615196362667123e-02-2.593043232297534417e-02j)
 (2.050000000000000000e+02+0.000000000000000000e+00j)	 (8.714875459724661516e-03+9.753622722424953179e-03j)	 (7.475011054369424049e-04+1.682199995038195089e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (7.475011054426852070e-04+1.682199995037324952e-02j)	 (2.464886661458151260e-02-1.607940264736389124e-02j)	 (-1.588185822108492337e-02+3.047820402388771305e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.588185822109790951e-02+3.047820402390202799e-02j)	 (1.593399115524098478e-02-2.583302537167011387e-02j)
 (2.070000000000000000e+02+0.000000000000000000e+00j)	 (8.880255365919815375e-03+1.001666664166093665e-02j)	 (9.728450421292865642e-04+1.693342887373888023e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.728450421244097144e-04+1.693342887374365419e-02j)	 (2.467190034220011902e-02-1.562342104173701507e-02j)	 (-1.573821155232964231e-02+3.033234566975752736e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.573821155231585125e-02+3.033234566974456550e-02j)	 (1.579164497467813039e-02-2.564008768239127434e-02j)
 (2.080000000000000000e+02+0.000000000000000000e+00j)	 (8.965812913626088065e-03+1.014822092605846895e-02j)	 (1.088018939428577088e-03+1.698952777853423093e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.088018939429835196e-03+1.698952777854224189e-02j)	 (2.468699711124434926e-02-1.539626862442987007e-02j)	 (-1.566709851204939330e-02+3.026027912614528623e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.566709851206121024e-02+3.026027912612758511e-02j)	 (1.572118419863094071e-02-2.554448954887722154e-02j)
 (2.090000000000000000e+02+0.000000000000000000e+00j)	 (9.053606047373820645e-03+1.027969443664353451e-02j)	 (1.205145444331268524e-03+1.704568049749942762e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.205145444339473333e-03+1.704568049749847700e-02j)	 (2.470488270546622803e-02-1.516965189572787483e-02j)	 (-1.559654556013849794e-02+3.018869332086737342e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.559654556015553639e-02+3.018869332085746121e-02j)	 (1.565127665992286504e-02-2.544934633197252355e-02j)
 (2.110000000000000000e+02+0.000000000000000000e+00j)	 (9.235815551518117283e-03+1.054187804054282362e-02j)	 (1.445057522676431025e-03+1.715771625579237333e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.445057522672600105e-03+1.715771625578945206e-02j)	 (2.474904925781562515e-02-1.471870702268883620e-02j)	 (-1.545718091725296894e-02+3.004712548213087780e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.545718091726157144e-02+3.004712548213975959e-02j)	 (1.551323370491923710e-02-2.526058506351855359e-02j)
 (2.120000000000000000e+02+0.000000000000000000e+00j)	 (9.330029796645100681e-03+1.067285422515670823e-02j)	 (1.567761527110073886e-03+1.721393524666944147e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.567761527108710827e-03+1.721393524666672142e-02j)	 (2.477494044838663909e-02-1.449416344400405836e-02j)	 (-1.538819586657958274e-02+2.997715090648715372e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.538819586658697440e-02+2.997715090647897623e-02j)	 (1.544491065098615480e-02-2.516701767032242937e-02j)
 (2.140000000000000000e+02+0.000000000000000000e+00j)	 (9.524909790014010613e-03+1.093394255287718532e-02j)	 (1.818747965705953470e-03+1.732611047829378872e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.818747965708192131e-03+1.732611047829192216e-02j)	 (2.483474959395619991e-02-1.404756638772902515e-02j)	 (-1.525175698495168097e-02+2.983885544906930351e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.525175698494482708e-02+2.983885544905839557e-02j)	 (1.530983980509576479e-02-2.498150894136492300e-02j)
 (2.150000000000000000e+02+0.000000000000000000e+00j)	 (9.625842464050697947e-03+1.106372338310494287e-02j)	 (1.947217508682461389e-03+1.738167075841367745e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.947217508681448528e-03+1.738167075841929449e-02j)	 (2.486904675710547435e-02-1.382578842363942941e-02j)	 (-1.518440371971758844e-02+2.977051207690130374e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.518440371971714782e-02+2.977051207690786794e-02j)	 (1.524320429275614897e-02-2.488951180539223859e-02j)
 (2.170000000000000000e+02+0.000000000000000000e+00j)	 (9.834815599241443149e-03+1.132317832171892379e-02j)	 (2.210726557418319933e-03+1.749313194571110522e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.210726557418083577e-03+1.749313194570489838e-02j)	 (2.494592156625282525e-02-1.338365304848599356e-02j)	 (-1.505093741482747827e-02+2.963513609318508060e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.505093741483130680e-02+2.963513609317895009e-02j)	 (1.511110596730705531e-02-2.470683137152391434e-02j)
 (2.180000000000000000e+02+0.000000000000000000e+00j)	 (9.942788016027055698e-03+1.145187795019792822e-02j)	 (2.345433318031117133e-03+1.754810535868479154e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.345433318028295171e-03+1.754810535868780649e-02j)	 (2.498873560369084187e-02-1.316441527540272889e-02j)	 (-1.498504312098389128e-02+2.956828923829660227e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.498504312099206010e-02+2.956828923830341974e-02j)	 (1.504594758650123695e-02-2.461629322488948640e-02j)
 (2.200000000000000000e+02+0.000000000000000000e+00j)	 (1.016580421018671403e-02+1.170864134979306137e-02j)	 (2.621339384614103461e-03+1.765794261150627903e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.621339384622392403e-03+1.765794261151313813e-02j)	 (2.508259765785092812e-02-1.272799236424958062e-02j)	 (-1.485444515527700737e-02+2.943599127805469548e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.485444515527677145e-02+2.943599127804518920e-02j)	 (1.491679344837635104e-02-2.443663371290084527e-02j)
 (2.210000000000000000e+02+0.000000000000000000e+00j)	 (1.028114083971358624e-02+1.183635673835808227e-02j)	 (2.762753665047074873e-03+1.771239045588640301e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.762753665053293856e-03+1.771239045589019859e-02j)	 (2.513405003546670055e-02-1.251109662251576916e-02j)	 (-1.478984287101661917e-02+2.937051509435177621e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.478984287101385402e-02+2.937051509434143726e-02j)	 (1.485290919704915398e-02-2.434745336057389867e-02j)
 (2.220000000000000000e+02+0.000000000000000000e+00j)	 (1.039930842994274234e-02+1.196316038975975618e-02j)	 (2.906660834763270373e-03+1.776599235547710043e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (2.906660834753948836e-03+1.776599235547737105e-02j)	 (2.518892552494831141e-02-1.229549241937233188e-02j)	 (-1.472582142130945092e-02+2.930546941820809728e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.472582142153179216e-02+2.930546941827104346e-02j)	 (1.478961709416795611e-02-2.425865280821582273e-02j)
 (2.240000000000000000e+02+0.000000000000000000e+00j)	 (1.064279394906353544e-02+1.221550766555169927e-02j)	 (3.200983496323121184e-03+1.787253674746313442e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (3.200983496317105163e-03+1.787253674745668125e-02j)	 (2.530699685373755808e-02-1.186707316221903910e-02j)	 (-1.459892682463971060e-02+2.917687639391843349e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.459892682463650483e-02+2.917687639392252744e-02j)	 (1.466420290417597312e-02-2.408258082858122373e-02j)
