f	1DC-2_dc	2DC-2_dc	3DC-2_dc
 (3.150000000000000000e+02+0.000000000000000000e+00j)	 (2.983093589741297666e-02+9.223040032948749689e-03j)	 (2.377673420738252510e-02+8.535966903497166705e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.377673420737543009e-02+8.535966903503037009e-03j)	 (4.024698941294503618e-02-8.251224306572277692e-03j)	 (-1.025491723647392953e-02+2.478663979017848087e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.025491723647165357e-02+2.478663979018187399e-02j)	 (1.041605351537967274e-02-1.747426433944422597e-02j)
 (3.170000000000000000e+02+0.000000000000000000e+00j)	 (3.005509492930848528e-02+8.656296868463897107e-03j)	 (2.401276397404375484e-02+7.830561325839686601e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.401276397404434812e-02+7.830561325844996590e-03j)	 (4.040187432514331239e-02-8.695574885919300778e-03j)	 (-1.018290614792741362e-02+2.471437629677254721e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.018290614792639534e-02+2.471437629677178394e-02j)	 (1.034677939590306246e-02-1.735187175423068273e-02j)
 (3.190000000000000000e+02+0.000000000000000000e+00j)	 (3.024510034883840653e-02+8.079188377541615326e-03j)	 (2.421384484727311104e-02+7.114549773709686123e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.421384484728080280e-02+7.114549773712518926e-03j)	 (4.052339902892319184e-02-9.150956302020936059e-03j)	 (-1.011167629475553074e-02+2.464285982971883490e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.011167629475871743e-02+2.464285982971851224e-02j)	 (1.027829868023931968e-02-1.723014467950470183e-02j)
 (3.200000000000000000e+02+0.000000000000000000e+00j)	 (3.032561937459833656e-02+7.788178540389238333e-03j)	 (2.429952773752750220e-02+6.753945831683779051e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (2.429952773752060494e-02+6.753945831679442242e-03j)	 (4.057004558257378685e-02-9.381301120886309519e-03j)	 (-1.007642111903526635e-02+2.460735562758573081e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.007642111903228783e-02+2.460735562759441483e-02j)	 (1.024442620784684309e-02-1.716947966131820991e-02j)
 (3.220000000000000000e+02+0.000000000000000000e+00j)	 (3.046444866705975280e-02+7.201692129115955764e-03j)	 (2.444822729369677816e-02+6.028271722698239771e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (2.444822729369340933e-02+6.028271722692168239e-03j)	 (4.064155847335224059e-02-9.847139271144488351e-03j)	 (-1.000631282980909628e-02+2.453702213001836621e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.000631282980784381e-02+2.453702213002817434e-02j)	 (1.017710980623281504e-02-1.704883140037651013e-02j)
 (3.230000000000000000e+02+0.000000000000000000e+00j)	 (3.052208369933812754e-02+6.907119093625521157e-03j)	 (2.451052116181521093e-02+5.664083571460679437e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.451052116182553600e-02+5.664083571452686698e-03j)	 (4.066579805446918910e-02-1.008170913421615848e-02j)	 (-9.971503735797316789e-03+2.450218820371848072e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.971503735809610774e-03+2.450218820371708253e-02j)	 (1.014371435525071412e-02-1.698882822790925493e-02j)
 (3.250000000000000000e+02+0.000000000000000000e+00j)	 (3.060957939578705378e-02+6.319107302314149431e-03j)	 (2.460656423628808029e-02+4.936612390517253895e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.460656423628819825e-02+4.936612390523503237e-03j)	 (4.068723156779468358e-02-1.055015599176037031e-02j)	 (-9.902582760431441825e-03+2.443306073099506259e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.902582760427876968e-03+2.443306073098223952e-02j)	 (1.007765217196698870e-02-1.686926329395522367e-02j)
 (3.270000000000000000e+02+0.000000000000000000e+00j)	 (3.066288748695346345e-02+5.728969701153502868e-03j)	 (2.466776088517385127e-02+4.206712953804925270e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (2.466776088517757398e-02+4.206712953799250990e-03j)	 (4.067506264416101414e-02-1.102134049521634462e-02j)	 (-9.834261724935854793e-03+2.436459581781974526e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.834261724941006921e-03+2.436459581782910236e-02j)	 (1.001217515725217992e-02-1.675031019648719546e-02j)
 (3.280000000000000000e+02+0.000000000000000000e+00j)	 (3.067716581827320196e-02+5.437170622926829761e-03j)	 (2.468556163679732490e-02+3.844999765942811766e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.468556163678687840e-02+3.844999765947390569e-03j)	 (4.065699780725846868e-02-1.125396484192011520e-02j)	 (-9.800456532557143274e-03+2.433070822771049579e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.800456532548700375e-03+2.433070822771586650e-02j)	 (9.979831988861570524e-03-1.669113546478718721e-02j)
 (3.300000000000000000e+02+0.000000000000000000e+00j)	 (3.068232034705570613e-02+4.853981721440053798e-03j)	 (2.469734960360508297e-02+3.121809036997187994e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.469734960360571441e-02+3.121809037001679627e-03j)	 (4.059780687600128557e-02-1.171932282549149017e-02j)	 (-9.733197491024286191e-03+2.426346066451622041e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-9.733197491030073228e-03+2.426346066450889988e-02j)	 (9.915486528991868803e-03-1.657330454681549270e-02j)
 (3.310000000000000000e+02+0.000000000000000000e+00j)	 (3.067224733670216238e-02+4.564383704213102744e-03j)	 (2.469029863471836755e-02+2.762081547732005149e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.469029863472580258e-02+2.762081547738831286e-03j)	 (4.055581529406847990e-02-1.195021876227069825e-02j)	 (-9.699821768074018413e-03+2.423007988608025590e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-9.699821768085620244e-03+2.423007988607886812e-02j)	 (9.883567957482556135e-03-1.651460246643031080e-02j)
 (3.330000000000000000e+02+0.000000000000000000e+00j)	 (3.062726865156797235e-02+3.993527385800557487e-03j)	 (2.465061383818944324e-02+2.050731390375783430e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (2.465061383818252516e-02+2.050731390370394078e-03j)	 (4.044765511836290878e-02-1.240410765787400803e-02j)	 (-9.633695234911055297e-03+2.416384176140936799e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.633695234905153768e-03+2.416384176141007228e-02j)	 (9.820386466688167670e-03-1.639763504371868907e-02j)
 (3.350000000000000000e+02+0.000000000000000000e+00j)	 (3.055270731500409065e-02+3.431329393249007032e-03j)	 (2.458060852932401896e-02+1.347826385978621129e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (2.458060852932111157e-02+1.347826385970384011e-03j)	 (4.031052629053747532e-02-1.285005146442974068e-02j)	 (-9.568155946125003058e-03+2.409836325526685044e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.568155946126925132e-03+2.409836325527139195e-02j)	 (9.757818975482380336e-03-1.628138085778423061e-02j)
 (3.360000000000000000e+02+0.000000000000000000e+00j)	 (3.050516206186776672e-02+3.154001094482617503e-03j)	 (2.453506093151642392e-02+1.000090652317163747e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.453506093152032705e-02+1.000090652314317933e-03j)	 (4.023193457789508293e-02-1.306954710895094803e-02j)	 (-9.535607265885167813e-03+2.406593410540934161e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.535607265886442835e-03+2.406593410541496558e-02j)	 (9.726772516129206930e-03-1.622354820347895674e-02j)
 (3.380000000000000000e+02+0.000000000000000000e+00j)	 (3.038826708388522174e-02+2.612242812297347304e-03j)	 (2.442135875061984818e-02+3.172605810928485169e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.442135875062003900e-02+3.172605810964913820e-04j)	 (4.005362035967752893e-02-1.349603523350227478e-02j)	 (-9.471153045272144924e-03+2.400156438180989921e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.471153045270883780e-03+2.400156438180687385e-02j)	 (9.665353275754132861e-03-1.610827804569582578e-02j)
 (3.390000000000000000e+02+0.000000000000000000e+00j)	 (3.031795772765125477e-02+2.345219513349725525e-03j)	 (2.435242674213200856e-02-2.049382496389825156e-05j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (2.435242674212919137e-02-2.049382496860636900e-05j)	 (3.995274287719189493e-02-1.370559352182196614e-02j)	 (-9.439084274909387284e-03+2.396956740575190842e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.439084274917229969e-03+2.396956740575597808e-02j)	 (9.634785149570572818e-03-1.605081303527588349e-02j)
 (3.410000000000000000e+02+0.000000000000000000e+00j)	 (3.016110493139643328e-02+1.825965551374277105e-03j)	 (2.419749476919643913e-02-6.812626517623150951e-04j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.419749476919271294e-02-6.812626517658988169e-04j)	 (3.973548199606623255e-02-1.411050904954684083e-02j)	 (-9.375599667222331290e-03+2.390624069346763622e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.375599667216526906e-03+2.390624069346187694e-02j)	 (9.574377064572332091e-03-1.593647460088689835e-02j)
 (3.430000000000000000e+02+0.000000000000000000e+00j)	 (2.997950844983363755e-02+1.321424637154359084e-03j)	 (2.401708590721406827e-02-1.327619059220167550e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.401708590721719772e-02-1.327619059215907503e-03j)	 (3.949402274333805446e-02-1.450135443078962375e-02j)	 (-9.312643829953257818e-03+2.384360695069025204e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-9.312643829952779034e-03+2.384360695068577646e-02j)	 (9.514514293549405227e-03-1.582277906784263291e-02j)
 (3.440000000000000000e+02+0.000000000000000000e+00j)	 (2.987934740321115251e-02+1.075823426276254586e-03j)	 (2.391720304387176185e-02-1.644284992269620183e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.391720304388313470e-02-1.644284992265604298e-03j)	 (3.936416106032279011e-02-1.469029937464232625e-02j)	 (-9.281394280719097375e-03+2.381251229594683397e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-9.281394280721194656e-03+2.381251229594012406e-02j)	 (9.484813657222640818e-03-1.576612280087699366e-02j)
 (3.460000000000000000e+02+0.000000000000000000e+00j)	 (2.966282937147673993e-02+6.010630720530191380e-04j)	 (2.370045569055157300e-02-2.261446168272898509e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.370045569054816254e-02-2.261446168276353211e-03j)	 (3.908884701032859510e-02-1.505214094148476199e-02j)	 (-9.219470882557973326e-03+2.375080163522720611e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.219470882558974262e-03+2.375080163523011004e-02j)	 (9.426017638753085223e-03-1.565320401357515184e-02j)
 (3.470000000000000000e+02+0.000000000000000000e+00j)	 (2.954670932901227662e-02+3.699426612429465230e-04j)	 (2.358395915588281516e-02-2.563880977744867427e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.358395915588286720e-02-2.563880977751020057e-03j)	 (3.894351091955558508e-02-1.522705109265110913e-02j)	 (-9.188684208283684485e-03+2.372021040339133274e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.188684208284201432e-03+2.372021040338771758e-02j)	 (9.396801590503956261e-03-1.559699375399314220e-02j)
 (3.490000000000000000e+02+0.000000000000000000e+00j)	 (2.930127993634507738e-02-7.756559367418374047e-05j)	 (2.333710871573232634e-02-3.154202909468834057e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.333710871573881074e-02-3.154202909465844262e-03j)	 (3.864015208082467040e-02-1.556264011967239090e-02j)	 (-9.127578045158173115e-03+2.365958217730805904e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.127578045150845643e-03+2.365958217730801741e-02j)	 (9.338872144582002419e-03-1.548507452603355670e-02j)
 (3.510000000000000000e+02+0.000000000000000000e+00j)	 (2.903920395491737735e-02-5.026486962057187969e-04j)	 (2.307259789908467154e-02-3.722445736139392072e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.307259789908295416e-02-3.722445736135616013e-03j)	 (3.832088896987215915e-02-1.587635183932023866e-02j)	 (-9.067174000548553284e-03+2.359960210223569638e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.067174000551599458e-03+2.359960210223264673e-02j)	 (9.281685014912785872e-03-1.537370314302107660e-02j)
 (3.520000000000000000e+02+0.000000000000000000e+00j)	 (2.890011088277224735e-02-7.079405106292130682e-04j)	 (2.293204416125798825e-02-3.999549940283546150e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.293204416125804723e-02-3.999549940286522935e-03j)	 (3.815332623170413634e-02-1.602611000171785122e-02j)	 (-9.037110757661706920e-03+2.356978423002773285e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.037110757662605506e-03+2.356978423002716039e-02j)	 (9.253215348967083059e-03-1.531816949118465152e-02j)
 (3.540000000000000000e+02+0.000000000000000000e+00j)	 (2.861499184965327069e-02-1.101175364478043693e-03j)	 (2.264314222384654698e-02-4.536495551012745611e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.264314222384161690e-02-4.536495551015978268e-03j)	 (3.781194367868535161e-02-1.630882093687448589e-02j)	 (-8.977587778618813935e-03+2.351076909713918292e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.977587778623086559e-03+2.351076909713955762e-02j)	 (9.196951828933706483e-03-1.520764557236536571e-02j)
 (3.550000000000000000e+02+0.000000000000000000e+00j)	 (2.846699580181294084e-02-1.291095847793525403e-03j)	 (2.249300355217016129e-02-4.798394089725414695e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (2.249300355217132355e-02-4.798394089724417229e-03j)	 (3.763596976285731727e-02-1.644372938911418947e-02j)	 (-8.947973166851981575e-03+2.348152295019005284e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-8.947973166852238314e-03+2.348152295019328636e-02j)	 (9.168973961081568896e-03-1.515263354122578163e-02j)
 (3.570000000000000000e+02+0.000000000000000000e+00j)	 (2.816106446083875559e-02-1.652875673764742396e-03j)	 (2.218202604426396454e-02-5.304521322028660224e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (2.218202604426681643e-02-5.304521322021287649e-03j)	 (3.727457099437726795e-02-1.669578971605698015e-02j)	 (-8.889223220264166198e-03+2.342341660905282105e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-8.889223220260348071e-03+2.342341660905189818e-02j)	 (9.113506533631786713e-03-1.504291404224549801e-02j)
 (3.590000000000000000e+02+0.000000000000000000e+00j)	 (2.784489912197060657e-02-1.991196793000133639e-03j)	 (2.185977942605435431e-02-5.787620421988146947e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.185977942604813012e-02-5.787620421990477548e-03j)	 (3.690361487367939397e-02-1.692487548613267473e-02j)	 (-8.831118884242358802e-03+2.336589646098619424e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.831118884237782601e-03+2.336589646098864714e-02j)	 (9.058715751628735116e-03-1.493367869316463564e-02j)
 (3.600000000000000000e+02+0.000000000000000000e+00j)	 (2.768280924782299396e-02-2.153059067870756894e-03j)	 (2.169436786634987291e-02-6.022018921461382533e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.169436786635247846e-02-6.022018921470135948e-03j)	 (3.671429353234397647e-02-1.703234859295750525e-02j)	 (-8.802223258837818878e-03+2.333738242127141385e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.802223258839430436e-03+2.333738242127397430e-02j)	 (9.031484284492651005e-03-1.487928952516823222e-02j)
 (3.620000000000000000e+02+0.000000000000000000e+00j)	 (2.735337570999709159e-02-2.461227341869930228e-03j)	 (2.135758399740579974e-02-6.475495102294952406e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.135758399741053554e-02-6.475495102297971692e-03j)	 (3.633085842640871449e-02-1.723219820035105238e-02j)	 (-8.744858429762244340e-03+2.328087037009322902e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.744858429770251823e-03+2.328087037009719806e-02j)	 (8.977482716487046946e-03-1.477097085851396090e-02j)
 (3.640000000000000000e+02+0.000000000000000000e+00j)	 (2.701837340827332665e-02-2.746760639728940828e-03j)	 (2.101415002097503301e-02-6.906740392244772875e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.101415002097237542e-02-6.906740392239295485e-03j)	 (3.594253909915556128e-02-1.740991067308320789e-02j)	 (-8.688137759753951014e-03+2.322495894603743977e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.688137759751517197e-03+2.322495894603238478e-02j)	 (8.924165690847687613e-03-1.466315003327751595e-02j)
 (3.650000000000000000e+02+0.000000000000000000e+00j)	 (2.684678200879582824e-02-2.881536473511961058e-03j)	 (2.083806785552891339e-02-7.114644609320292835e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.083806785552989177e-02-7.114644609320051709e-03j)	 (3.574439794205674231e-02-1.749091219651783061e-02j)	 (-8.659898950232756271e-03+2.319716200796892447e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.659898950236994200e-03+2.319716200797573499e-02j)	 (8.897615933288879550e-03-1.460937572307433215e-02j)
 (3.670000000000000000e+02+0.000000000000000000e+00j)	 (2.650394848705379253e-02-3.135607055579420297e-03j)	 (2.048535336533060733e-02-7.515085449918217607e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.048535336532620807e-02-7.515085449916869727e-03j)	 (3.534909354055212199e-02-1.763793472124695547e-02j)	 (-8.603980585317607538e-03+2.314214731755713517e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.603980585317317839e-03+2.314214731755708312e-02j)	 (8.845145053419057810e-03-1.450232766563864899e-02j)
 (3.680000000000000000e+02+0.000000000000000000e+00j)	 (2.633034848104392686e-02-3.256018562871494486e-03j)	 (2.030654060067986835e-02-7.708840087258148413e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.030654060068015632e-02-7.708840087256736348e-03j)	 (3.514939624268732105e-02-1.770505237351404151e-02j)	 (-8.576152096916143594e-03+2.311488464115940902e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-8.576152096920329482e-03+2.311488464114954886e-02j)	 (8.819047761669049010e-03-1.444903381057288834e-02j)
 (3.700000000000000000e+02+0.000000000000000000e+00j)	 (2.598080268781716856e-02-3.479966578472131443e-03j)	 (1.994574075445211883e-02-8.079915331952113380e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.994574075445375988e-02-8.079915331953650345e-03j)	 (3.474810477078871251e-02-1.782268547439860504e-02j)	 (-8.520933193081232926e-03+2.306071528054291428e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-8.520933193090732272e-03+2.306071528053898340e-02j)	 (8.767302083039526031e-03-1.434271889589986380e-02j)
 (3.720000000000000000e+02+0.000000000000000000e+00j)	 (2.563023404989354243e-02-3.682896437654488778e-03j)	 (1.958279602541272355e-02-8.430463574035885685e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.958279602540739101e-02-8.430463574035850990e-03j)	 (3.434641586738144264e-02-1.791973776234870655e-02j)	 (-8.466307485572765329e-03+2.300708797171830550e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.466307485565127341e-03+2.300708797172357559e-02j)	 (8.716181817414229982e-03-1.423684132472063414e-02j)
 (3.730000000000000000e+02+0.000000000000000000e+00j)	 (2.545389539273093180e-02-3.777767712643720528e-03j)	 (1.939996530209571815e-02-8.599328244771936927e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.939996530209103093e-02-8.599328244769766788e-03j)	 (3.414466295834672066e-02-1.796188056732055810e-02j)	 (-8.439132711536992751e-03+2.298050499273168040e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.439132711537327552e-03+2.298050499273704070e-02j)	 (8.690767565579630288e-03-1.418411285474293661e-02j)
 (3.750000000000000000e+02+0.000000000000000000e+00j)	 (2.510162155627279970e-02-3.954252689350054584e-03j)	 (1.903395228806450609e-02-8.924080790677513947e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.903395228806961312e-02-8.924080790679774292e-03j)	 (3.374198637831685166e-02-1.803333436417842855e-02j)	 (-8.385174540934871995e-03+2.292782453407188337e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.385174540936296203e-03+2.292782453407079743e-02j)	 (8.640364822120062335e-03-1.407908167485910460e-02j)
 (3.770000000000000000e+02+0.000000000000000000e+00j)	 (2.475136328603259536e-02-4.111786433171446715e-03j)	 (1.866878013998992877e-02-9.230334713627394785e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.866878013998651137e-02-9.230334713627505808e-03j)	 (3.334196417891697323e-02-1.808628928641725642e-02j)	 (-8.331814199022754761e-03+2.287570150157392998e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.331814199021915154e-03+2.287570150156994012e-02j)	 (8.590600892850812700e-03-1.397450285317864034e-02j)
 (3.780000000000000000e+02+0.000000000000000000e+00j)	 (2.457500009337493588e-02-4.183389424524953416e-03j)	 (1.848464523735919920e-02-9.376622154312256804e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.848464523735900145e-02-9.376622154311575058e-03j)	 (3.314080943686173453e-02-1.810572135897539278e-02j)	 (-8.305234939188279111e-03+2.284978422229199529e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.305234939192723473e-03+2.284978422229804948e-02j)	 (8.565809343513215018e-03-1.392233193451587747e-02j)
 (3.800000000000000000e+02+0.000000000000000000e+00j)	 (2.422701124234116071e-02-4.314843348352893036e-03j)	 (1.812016314119360705e-02-9.657560632780058316e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.812016314119111945e-02-9.657560632774842002e-03j)	 (3.274383411190629617e-02-1.813330276748181813e-02j)	 (-8.252606552750037586e-03+2.279849819818628720e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.252606552744821272e-03+2.279849819819207077e-02j)	 (8.516822869492259723e-03-1.381845941909320107e-02j)
 (3.820000000000000000e+02+0.000000000000000000e+00j)	 (2.387995665336793000e-02-4.430471448171898960e-03j)	 (1.775568690076474027e-02-9.923233975763362524e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.775568690077152650e-02-9.923233975761778722e-03j)	 (3.234819461512021543e-02-1.814555259943865725e-02j)	 (-8.200359000814696347e-03+2.274777519030692780e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-8.200359000814640836e-03+2.274777519030354855e-02j)	 (8.468237961784717827e-03-1.371508115119277407e-02j)
 (3.830000000000000000e+02+0.000000000000000000e+00j)	 (2.370725697575578467e-02-4.481853130926360083e-03j)	 (1.757386408062878991e-02-1.004988386597373273e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.757386408063326202e-02-1.004988386597260516e-02j)	 (3.215137777503827843e-02-1.814538475168932935e-02j)	 (-8.174405325089820554e-03+2.272258873048630529e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-8.174405325093140814e-03+2.272258873047978273e-02j)	 (8.444120799352694551e-03-1.366353162073410434e-02j)
 (3.850000000000000000e+02+0.000000000000000000e+00j)	 (2.336592370383994491e-02-4.572183718109882819e-03j)	 (1.721329897250971352e-02-1.029113405845178027e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.721329897250226115e-02-1.029113405845443786e-02j)	 (3.176229428734757970e-02-1.813290797358864392e-02j)	 (-8.122951069503794863e-03+2.267259588121397704e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.122951069500448582e-03+2.267259588121780384e-02j)	 (8.396370583447602953e-03-1.356072425550522258e-02j)
 (3.870000000000000000e+02+0.000000000000000000e+00j)	 (2.302757908696830003e-02-4.648507645595146426e-03j)	 (1.685473935089541742e-02-1.051892042248674802e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.685473935089059488e-02-1.051892042248839601e-02j)	 (3.137661899764287998e-02-1.810693030358436623e-02j)	 (-8.071887161831161131e-03+2.262318069956890595e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.071887161828494861e-03+2.262318069957768019e-02j)	 (8.349039910648328386e-03-1.345842265804146794e-02j)
 (3.880000000000000000e+02+0.000000000000000000e+00j)	 (2.285978564370225868e-02-4.681885091686231737e-03j)	 (1.667647687486868355e-02-1.062820109268866262e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.667647687487281566e-02-1.062820109269126991e-02j)	 (3.118532491156598974e-02-1.808936894272381371e-02j)	 (-8.046504444674359297e-03+2.259871033255376332e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.046504444684769372e-03+2.259871033255732992e-02j)	 (8.325539267918059122e-03-1.340748385106070584e-02j)
 (3.900000000000000000e+02+0.000000000000000000e+00j)	 (2.252936789039349311e-02-4.737441264014503189e-03j)	 (1.632405149643140901e-02-1.083595408562451450e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.632405149643191555e-02-1.083595408562009615e-02j)	 (3.080840338355449876e-02-1.804330868431697210e-02j)	 (-7.996204226259410325e-03+2.255012611330756839e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.996204226257396311e-03+2.255012611330260014e-02j)	 (8.279035493137685761e-03-1.330586742024547457e-02j)
 (3.910000000000000000e+02+0.000000000000000000e+00j)	 (2.236478886220440859e-02-4.759549026281732938e-03j)	 (1.614810296348702032e-02-1.093452098374254715e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.614810296348829013e-02-1.093452098374770969e-02j)	 (3.062065683003189695e-02-1.801471741330424106e-02j)	 (-7.971146677892074206e-03+2.252597155316752794e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.971146677898834423e-03+2.252597155317156291e-02j)	 (8.255867967848724842e-03-1.325516838707900373e-02j)
 (3.930000000000000000e+02+0.000000000000000000e+00j)	 (2.204192771641853149e-02-4.795517142258970238e-03j)	 (1.580149135570291241e-02-1.112355576590969182e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.580149135570255853e-02-1.112355576590570369e-02j)	 (3.025200797991376561e-02-1.794971522821271412e-02j)	 (-7.921515210103688420e-03+2.247817119205170605e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.921515210092482107e-03+2.247817119205348241e-02j)	 (8.210080263445522150e-03-1.315419808592748277e-02j)
