f	max_sigma_G1	max_sigma_G2	max_sigma_G1_G2
2.670000000000000000e+02	3.504744375417308675e+03	1.466545226654462075e-01	3.636133163919334379e+02
2.690000000000000000e+02	3.472462022374932985e+03	1.453152215589893492e-01	3.569749156329525590e+02
2.700000000000000000e+02	3.456517144200414350e+03	1.446549473567632360e-01	3.537216940731755699e+02
2.720000000000000000e+02	3.425101535076322762e+03	1.433517432161084404e-01	3.473500011708926536e+02
2.730000000000000000e+02	3.409615748854583671e+03	1.427088352342187616e-01	3.442293080127052463e+02
2.750000000000000000e+02	3.379014177874367761e+03	1.414407035164692017e-01	3.381094498817387830e+02
2.770000000000000000e+02	3.348967363359447063e+03	1.401943548436701825e-01	3.321510355658645608e+02
2.780000000000000000e+02	3.334125417238246882e+03	1.395797951408612181e-01	3.292300168934751810e+02
2.800000000000000000e+02	3.304864290681514831e+03	1.383660162796426507e-01	3.235038730079182301e+02
2.810000000000000000e+02	3.290420771524301017e+03	1.377669465881725952e-01	3.206960000201472667e+02
2.830000000000000000e+02	3.261874517518619541e+03	1.365846235562424293e-01	3.151865676995210492e+02
2.840000000000000000e+02	3.247798362581504989e+03	1.360008376028748189e-01	3.124855768987080751e+02
2.860000000000000000e+02	3.220005449753713037e+03	1.348482325906206480e-01	3.071870023635023017e+02
2.870000000000000000e+02	3.206264736051585260e+03	1.342795671374005795e-01	3.045868728154374594e+02
2.890000000000000000e+02	3.179156716294883154e+03	1.331556567252170642e-01	2.994849594806204891e+02
2.900000000000000000e+02	3.165755915808940244e+03	1.326011448745372523e-01	2.969812988494728643e+02
2.920000000000000000e+02	3.139322132626120947e+03	1.315051987086582053e-01	2.920686843213206316e+02
2.940000000000000000e+02	3.113310608757552018e+03	1.304271961391416657e-01	2.872754995333025363e+02
2.950000000000000000e+02	3.100444505571905665e+03	1.298949809431629854e-01	2.849215241190888719e+02
2.970000000000000000e+02	3.075058920077723542e+03	1.288431219534248717e-01	2.803015430971671549e+02
2.980000000000000000e+02	3.062526617820878073e+03	1.283235157422139561e-01	2.780340269534578965e+02
3.000000000000000000e+02	3.037732701130619262e+03	1.272971660601563693e-01	2.735786091069834924e+02
3.010000000000000000e+02	3.025492139032277919e+03	1.267897874044755790e-01	2.713908339180373446e+02
3.030000000000000000e+02	3.001281319126156177e+03	1.257877224592372223e-01	2.670926531562595869e+02
3.040000000000000000e+02	2.989331578834160155e+03	1.252924178108288933e-01	2.649823708859360636e+02
3.060000000000000000e+02	2.965695507463664853e+03	1.243134693376512778e-01	2.608344858037080485e+02
3.080000000000000000e+02	2.942406698924390639e+03	1.233498915755423253e-01	2.567816778607862034e+02
3.090000000000000000e+02	2.930906643951780097e+03	1.228735341548400500e-01	2.547909332157275060e+02
3.110000000000000000e+02	2.908171088588325347e+03	1.219318838486287832e-01	2.508784003885556046e+02
3.120000000000000000e+02	2.896919128212171472e+03	1.214667138356838039e-01	2.489550660486665663e+02
3.140000000000000000e+02	2.874691363668168833e+03	1.205462592773629410e-01	2.451741443991349172e+02
3.160000000000000000e+02	2.852782144370654805e+03	1.196400902614213196e-01	2.414780230709189084e+02
3.170000000000000000e+02	2.841963059772922406e+03	1.191919198193276408e-01	2.396618162488488224e+02
3.190000000000000000e+02	2.820550120478465942e+03	1.183056050205342907e-01	2.360887768664804867e+02
3.200000000000000000e+02	2.809947763175025557e+03	1.178675039019745907e-01	2.343310746641709557e+02
3.220000000000000000e+02	2.789002865202508019e+03	1.170007020181301205e-01	2.308754099568554921e+02
3.230000000000000000e+02	2.778651305578684514e+03	1.165720463662555939e-01	2.291765383239084315e+02
3.250000000000000000e+02	2.758147943848789510e+03	1.157244168341459989e-01	2.258328579416773607e+02
3.270000000000000000e+02	2.737950748954715891e+03	1.148885970369893789e-01	2.225614684901988198e+02
3.280000000000000000e+02	2.727950257089276874e+03	1.144755108313283976e-01	2.209520396755380887e+02
3.300000000000000000e+02	2.708185381243151369e+03	1.136577217681383478e-01	2.177857166322243643e+02
3.310000000000000000e+02	2.698406828276056331e+03	1.132531301547878705e-01	2.162276158133386730e+02
3.330000000000000000e+02	2.679038976694419944e+03	1.124527657342000303e-01	2.131600759208105842e+02
3.350000000000000000e+02	2.659953690527928757e+03	1.116634815278803178e-01	2.101576092415224650e+02
3.360000000000000000e+02	2.650515568328424706e+03	1.112729678976117909e-01	2.086803654295681554e+02
3.380000000000000000e+02	2.631814686986610013e+03	1.105003654874934793e-01	2.057708833273168523e+02
3.390000000000000000e+02	2.622567672201768346e+03	1.101177788402126628e-01	2.043387594697821896e+02
3.410000000000000000e+02	2.604248531240772081e+03	1.093610743546952480e-01	2.015186590072451054e+02
3.430000000000000000e+02	2.586190075279159373e+03	1.086144670238716192e-01	1.987567047033220433e+02
3.440000000000000000e+02	2.577251711946473279e+03	1.082449133862039004e-01	1.973966269539202756e+02
3.460000000000000000e+02	2.559540841430803994e+03	1.075135112633448242e-01	1.947171566231173472e+02
3.470000000000000000e+02	2.550780943473670050e+03	1.071513952125566771e-01	1.933979594718781243e+02
3.490000000000000000e+02	2.533436143123657530e+03	1.064345404299487235e-01	1.907995262001426511e+02
3.510000000000000000e+02	2.516307906867103611e+03	1.057274397105617408e-01	1.882522222108705421e+02
3.520000000000000000e+02	2.507834851196368618e+03	1.053771099193410998e-01	1.869975049938020391e+02
3.540000000000000000e+02	2.491041089896944413e+03	1.046839384335670614e-01	1.845251402607244700e+02
3.560000000000000000e+02	2.474476371531580298e+03	1.039996064712497975e-01	1.821015999704829653e+02
3.570000000000000000e+02	2.466273863579492172e+03	1.036607234498930219e-01	1.809073825510982658e+02
3.590000000000000000e+02	2.450014302958192275e+03	1.029897377981355833e-01	1.785531867418921763e+02
3.600000000000000000e+02	2.441968522252701860e+03	1.026573935309348234e-01	1.773933746057274732e+02
3.620000000000000000e+02	2.426030715171193606e+03	1.019992052743148719e-01	1.751074420098026962e+02
3.640000000000000000e+02	2.410283521505579301e+03	1.013496089857140042e-01	1.728646467681515162e+02
3.650000000000000000e+02	2.402490335200643585e+03	1.010276285813546115e-01	1.717592189887984944e+02
3.670000000000000000e+02	2.387037836331052404e+03	1.003903046369542945e-01	1.695797219264626108e+02
3.690000000000000000e+02	2.371787333191788548e+03	9.976077128877688938e-02	1.674415135903290661e+02
3.700000000000000000e+02	2.364232643894677039e+03	9.944889594127390153e-02	1.663872617915741614e+02
3.720000000000000000e+02	2.349251799912030492e+03	9.883113628547718355e-02	1.643077866492579915e+02
3.730000000000000000e+02	2.341835551955596202e+03	9.852503741433628337e-02	1.632826975256234050e+02
3.750000000000000000e+02	2.327138849932689936e+03	9.791859771303935978e-02	1.612611255225706373e+02
3.770000000000000000e+02	2.312610843830649628e+03	9.731976559456753662e-02	1.592762047436241062e+02
3.780000000000000000e+02	2.305418195248995289e+03	9.702282723746091797e-02	1.582973050367299379e+02
3.800000000000000000e+02	2.291151170582174473e+03	9.643486322891388351e-02	1.563662167740965288e+02
3.820000000000000000e+02	2.277063143873335775e+03	9.585380042212450491e-02	1.544702780456042319e+02
3.830000000000000000e+02	2.270081802019301449e+03	9.556582799358402658e-02	1.535349601045643908e+02
3.850000000000000000e+02	2.256232538804043088e+03	9.499520112113625514e-02	1.516890393028570259e+02
3.870000000000000000e+02	2.242554441118746126e+03	9.443125047105492553e-02	1.498763032395694097e+02
3.880000000000000000e+02	2.235779187871721660e+03	9.415179101929163630e-02	1.489822778813671960e+02
3.900000000000000000e+02	2.222331861929764727e+03	9.359800853959449052e-02	1.472171607104727684e+02
3.920000000000000000e+02	2.209048829836337518e+03	9.305035347268585111e-02	1.454829382731085445e+02
3.930000000000000000e+02	2.202457710894198954e+03	9.277917222400437758e-02	1.446271551766551227e+02
3.950000000000000000e+02	2.189404029967551196e+03	9.224119050637992479e-02	1.429383118311069438e+02
3.970000000000000000e+02	2.176496584924766012e+03	9.170935429270286876e-02	1.412783364204479710e+02
3.980000000000000000e+02	2.170090481171117062e+03	9.144578067831639345e-02	1.404586837331711990e+02
4.000000000000000000e+02	2.157401358335173882e+03	9.092304905857509500e-02	1.388411823743807076e+02
4.010000000000000000e+02	2.151113657584069642e+03	9.066393361806586448e-02	1.380430427190480316e+02
4.030000000000000000e+02	2.138630453939129438e+03	9.015029156971697544e-02	1.364664921190982909e+02
4.050000000000000000e+02	2.126294282567594564e+03	8.964210570357954155e-02	1.349165156131991523e+02
4.060000000000000000e+02	2.120171103751136798e+03	8.939039146665496427e-02	1.341512961774720338e+02
4.080000000000000000e+02	2.108039826869113767e+03	8.889087087196195780e-02	1.326404292282362860e+02
4.100000000000000000e+02	2.096039542230279949e+03	8.839684346090216638e-02	1.311544567480715102e+02
4.110000000000000000e+02	2.090082133502862689e+03	8.815192577548648656e-02	1.304203930893609140e+02
4.130000000000000000e+02	2.078277412923117481e+03	8.766605299035704069e-02	1.289710942548402102e+02
4.150000000000000000e+02	2.066602268855245711e+03	8.718555433352592754e-02	1.275457802448815698e+02
4.160000000000000000e+02	2.060805676284855508e+03	8.694742589688823908e-02	1.268417352174313493e+02
4.180000000000000000e+02	2.049317545402228006e+03	8.647458984582399866e-02	1.254508247267385173e+02
4.200000000000000000e+02	2.037944650919540663e+03	8.600717174778402252e-02	1.240824604510275009e+02
4.210000000000000000e+02	2.032309310465278486e+03	8.577527849438890128e-02	1.234068176787165214e+02
4.230000000000000000e+02	2.021122798375673028e+03	8.531516596397184515e-02	1.220713826483716957e+02
4.250000000000000000e+02	2.010047723973385700e+03	8.486002722034312329e-02	1.207570173316286031e+02
4.260000000000000000e+02	2.004557541028044852e+03	8.463421199949060225e-02	1.201078061376292965e+02
4.280000000000000000e+02	1.993662887589812499e+03	8.418627249933356704e-02	1.188250201098235550e+02
4.300000000000000000e+02	1.982874944284968478e+03	8.374319295739000857e-02	1.175622690701036959e+02
4.310000000000000000e+02	1.977527292853453218e+03	8.352316713172122653e-02	1.169382888769946049e+02
4.330000000000000000e+02	1.966905776914980834e+03	8.308701695831245682e-02	1.157050871302656532e+02
4.350000000000000000e+02	1.956399261553813858e+03	8.265526019858016049e-02	1.144912576065442096e+02
4.370000000000000000e+02	1.945998632544247812e+03	8.222790819799494222e-02	1.132960552540834129e+02
4.380000000000000000e+02	1.940833346637191198e+03	8.201591351699806520e-02	1.127051636218194943e+02
4.400000000000000000e+02	1.930590331163937890e+03	8.159512883892663937e-02	1.115374445115625690e+02
4.420000000000000000e+02	1.920451598221186941e+03	8.117868848577418361e-02	1.103877338445501266e+02
4.430000000000000000e+02	1.915415331027466891e+03	8.097218923661671230e-02	1.098193670967240507e+02
4.450000000000000000e+02	1.905427998634930191e+03	8.056191316762510712e-02	1.086955170946570917e+02
4.470000000000000000e+02	1.895533609404387789e+03	8.015604649942265070e-02	1.075886822041384505e+02
4.480000000000000000e+02	1.890627615198158082e+03	7.995458451657705412e-02	1.070417004555538227e+02
4.500000000000000000e+02	1.880884244292550193e+03	7.955461813244947555e-02	1.059597044150137464e+02
4.520000000000000000e+02	1.871231545724045418e+03	7.915868057673347558e-02	1.048936559047547235e+02
4.530000000000000000e+02	1.866443441038008132e+03	7.896213584113011275e-02	1.043666538221328182e+02
4.550000000000000000e+02	1.856936627093027937e+03	7.857205893899113502e-02	1.033245157027476182e+02
4.570000000000000000e+02	1.847516901571058270e+03	7.818593790611860772e-02	1.022976051286306927e+02
4.580000000000000000e+02	1.842844822439350537e+03	7.799408860059220405e-02	1.017897477123058394e+02
4.600000000000000000e+02	1.833560594623518455e+03	7.761360851990818654e-02	1.007853022552136082e+02
4.620000000000000000e+02	1.824369782026508574e+03	7.723670699751961077e-02	9.979558992516639648e+01
4.640000000000000000e+02	1.815265647013317675e+03	7.686338884236584845e-02	9.882008206895744706e+01
4.650000000000000000e+02	1.810742544731128646e+03	7.667809608057711557e-02	9.833746244322345831e+01
4.670000000000000000e+02	1.801767212692919657e+03	7.631014402955280107e-02	9.738295127737654866e+01
4.690000000000000000e+02	1.792876986877434774e+03	7.594575549632999467e-02	9.644222297829152524e+01
4.700000000000000000e+02	1.788459066919769157e+03	7.576497717823854616e-02	9.597684518463127290e+01
4.720000000000000000e+02	1.779693202577791908e+03	7.540561746113626229e-02	9.505592935446914282e+01
4.740000000000000000e+02	1.771003428309449191e+03	7.504989703445721916e-02	9.414810135372339062e+01
4.750000000000000000e+02	1.766692140474993948e+03	7.487324676561268877e-02	9.369912570900274318e+01
4.770000000000000000e+02	1.758126373887849695e+03	7.452235844939522624e-02	9.281038100807083424e+01
4.790000000000000000e+02	1.749635186229720830e+03	7.417477655995616259e-02	9.193391116458879253e+01
4.810000000000000000e+02	1.741225206959069510e+03	7.383038688887624823e-02	9.106978481191418950e+01
4.820000000000000000e+02	1.737050155984277126e+03	7.365941595560307475e-02	9.064233714320565127e+01
4.840000000000000000e+02	1.728750438790679254e+03	7.331993526321185783e-02	8.979609107316451855e+01
4.860000000000000000e+02	1.720530323275926094e+03	7.298332555637686292e-02	8.896141922930995349e+01
4.870000000000000000e+02	1.716444242441493998e+03	7.281634738789447003e-02	8.854842219564483230e+01
4.890000000000000000e+02	1.708333942078095561e+03	7.248447406340507992e-02	8.773099270742868327e+01
4.910000000000000000e+02	1.700295252769653644e+03	7.215555277098660569e-02	8.692456949925720266e+01
4.920000000000000000e+02	1.696300191496658044e+03	7.199221549318199354e-02	8.652535607645280891e+01
4.940000000000000000e+02	1.688367780038162209e+03	7.166773453503655356e-02	8.573523380687127826e+01
4.960000000000000000e+02	1.680505402458303479e+03	7.134621440400963632e-02	8.495582978817083131e+01
4.980000000000000000e+02	1.672708812055564977e+03	7.102765910291365670e-02	8.418681473878827148e+01
4.990000000000000000e+02	1.668838846619132028e+03	7.086926578708652169e-02	8.380609474188770491e+01
5.010000000000000000e+02	1.661143898398731608e+03	7.055494109059315400e-02	8.305239203500957501e+01
5.030000000000000000e+02	1.653518556022237590e+03	7.024330451464906588e-02	8.230873586826692190e+01
5.040000000000000000e+02	1.649730933131583242e+03	7.008846508309284074e-02	8.194053276268678587e+01
5.060000000000000000e+02	1.642201312135199260e+03	6.978089037348404744e-02	8.121135541197490681e+01
5.080000000000000000e+02	1.634738654595182197e+03	6.947597918022381525e-02	8.049181770633802557e+01
5.100000000000000000e+02	1.627339944383977127e+03	6.917376962724718081e-02	7.978175571168738145e+01
5.110000000000000000e+02	1.623661360365682413e+03	6.902374172070964431e-02	7.943017853831611319e+01
5.130000000000000000e+02	1.616357116500279744e+03	6.872530913030844291e-02	7.873375586232923240e+01
5.150000000000000000e+02	1.609110451251484619e+03	6.842965856135205249e-02	7.804639960348244188e+01
5.160000000000000000e+02	1.605512212788937177e+03	6.828275468982659968e-02	7.770612301641241970e+01
5.180000000000000000e+02	1.598359493713649499e+03	6.799075496005926866e-02	7.703194583103338289e+01
5.200000000000000000e+02	1.591264242435325286e+03	6.770126023792517878e-02	7.636631091825023532e+01
5.220000000000000000e+02	1.584229707832986378e+03	6.741420339070865186e-02	7.570920781160997137e+01
5.230000000000000000e+02	1.580734580630984738e+03	6.727161310234540392e-02	7.538384325275231390e+01
5.250000000000000000e+02	1.573784870252367227e+03	6.698829675884875046e-02	7.473922359870114462e+01
5.270000000000000000e+02	1.566895045364995212e+03	6.670716381003098661e-02	7.410262794777059980e+01
5.290000000000000000e+02	1.560058725924116288e+03	6.642856437153647764e-02	7.347410335839343531e+01
5.300000000000000000e+02	1.556662697210007082e+03	6.629011164054350591e-02	7.316282973745265394e+01
5.320000000000000000e+02	1.549911569498239260e+03	6.601485984490357284e-02	7.254598557823671001e+01
5.340000000000000000e+02	1.543213501763179920e+03	6.574189487013067101e-02	7.193675484322791647e+01
5.350000000000000000e+02	1.539885895771318246e+03	6.560623028688226943e-02	7.163497983990399121e+01
5.370000000000000000e+02	1.533270100877665982e+03	6.533666026114612335e-02	7.103711974213993585e+01
5.390000000000000000e+02	1.526704739952183900e+03	6.506937193757990345e-02	7.044657215411319839e+01
5.410000000000000000e+02	1.520194958959657470e+03	6.480405332361124926e-02	6.986316241323190468e+01
5.420000000000000000e+02	1.516956992914522061e+03	6.467234758170171960e-02	6.957419239249161080e+01
5.440000000000000000e+02	1.510523528400962505e+03	6.441038116849977235e-02	6.900152545640978019e+01
5.460000000000000000e+02	1.504140780458212248e+03	6.415046890858412676e-02	6.843572710163392969e+01
5.480000000000000000e+02	1.497806549040880554e+03	6.389265519580068775e-02	6.787671289513849615e+01
5.490000000000000000e+02	1.494659090140910848e+03	6.376450089897738038e-02	6.759974012719361269e+01
5.510000000000000000e+02	1.488400287699461160e+03	6.350981225785710949e-02	6.705087696352373428e+01
5.530000000000000000e+02	1.482188013278651397e+03	6.325721919635694801e-02	6.650855230412605579e+01
5.550000000000000000e+02	1.476026742211634200e+03	6.300642887814143778e-02	6.597259338377328675e+01
5.560000000000000000e+02	1.472961731546239889e+03	6.288191453146152465e-02	6.570706663118868107e+01
5.580000000000000000e+02	1.466870469978611709e+03	6.263421311553354909e-02	6.518071276847948070e+01
5.600000000000000000e+02	1.460825961048788486e+03	6.238839655079998076e-02	6.466050233560721949e+01
5.620000000000000000e+02	1.454826305795951157e+03	6.214450735657338354e-02	6.414636967125179012e+01
5.630000000000000000e+02	1.451844435532390207e+03	6.202325641229433639e-02	6.389156641929368163e+01
5.650000000000000000e+02	1.445913862108267722e+03	6.178224987014325348e-02	6.338651406626419771e+01
5.670000000000000000e+02	1.440026334403645706e+03	6.154317222113295238e-02	6.288732716704311798e+01
5.690000000000000000e+02	1.434185701046923896e+03	6.130574846022766866e-02	6.239383448019639644e+01
5.700000000000000000e+02	1.431279857209053034e+03	6.118785190993282497e-02	6.214929510859372641e+01
5.720000000000000000e+02	1.425503591758943685e+03	6.095328110531236104e-02	6.166441675530138156e+01
5.740000000000000000e+02	1.419770528457825094e+03	6.072044361857571043e-02	6.118505016395589280e+01
5.750000000000000000e+02	1.416919429070413116e+03	6.060467599641995717e-02	6.094739787283390342e+01
5.770000000000000000e+02	1.411249798312775056e+03	6.037448632121432401e-02	6.047622320533366036e+01
5.790000000000000000e+02	1.405621555318367655e+03	6.014608982264083026e-02	6.001045726059536634e+01
5.810000000000000000e+02	1.400033482998326917e+03	5.991947370455570632e-02	5.954997871839321988e+01
5.820000000000000000e+02	1.397256512617328099e+03	5.980665692135494343e-02	5.932162393167484282e+01
5.840000000000000000e+02	1.391729528999071590e+03	5.958258193729523006e-02	5.886891643176031153e+01
5.860000000000000000e+02	1.386243725978610428e+03	5.936012551072933352e-02	5.842129024593779008e+01
5.880000000000000000e+02	1.380798034937459761e+03	5.913926394475808868e-02	5.797862332993985035e+01
5.890000000000000000e+02	1.378089554594389938e+03	5.902943049557096006e-02	5.775911822611310953e+01
5.910000000000000000e+02	1.372702648901955627e+03	5.881101581605290701e-02	5.732383246965675028e+01
5.930000000000000000e+02	1.367354056944966487e+03	5.859426388930982776e-02	5.689342519552459976e+01
5.950000000000000000e+02	1.362042188344037413e+03	5.837916058048216866e-02	5.646777239526821290e+01
5.970000000000000000e+02	1.356770618642776981e+03	5.816544323142647938e-02	5.604671700313429028e+01
5.980000000000000000e+02	1.354147021661821327e+03	5.805929803171805403e-02	5.583798916405036294e+01
6.000000000000000000e+02	1.348930174153447979e+03	5.784804124257628133e-02	5.542393119854944672e+01
6.020000000000000000e+02	1.343750403166598971e+03	5.763825448059438361e-02	5.501434209927891317e+01
6.040000000000000000e+02	1.338606416762096160e+03	5.742998053942852815e-02	5.460919517899487374e+01
