f	max_sigma_G1	max_sigma_G2	max_sigma_G1_G2
6.500000000000000000e+01	5.094715283267187624e+04	2.075200526959307457e+00	7.476050865653154324e+04
6.600000000000000000e+01	4.775692912267887004e+04	1.950989216091280731e+00	6.588478439221715962e+04
6.700000000000000000e+01	4.494541051500082540e+04	1.840217363960370278e+00	5.848576684305608069e+04
6.800000000000000000e+01	4.244719486564292311e+04	1.741054492289498379e+00	5.225880382966374600e+04
6.900000000000000000e+01	4.020845477371683955e+04	1.652049305726176920e+00	4.697225117194322229e+04
7.000000000000000000e+01	3.819468485534702631e+04	1.571556486697496924e+00	4.244605564692188636e+04
7.100000000000000000e+01	3.637160056875456939e+04	1.498496360329133470e+00	3.854134872424928471e+04
7.200000000000000000e+01	3.471658185169978242e+04	1.431712743050876924e+00	3.514852816426243953e+04
7.300000000000000000e+01	3.320449442700208601e+04	1.370647215103693917e+00	3.218426727969953936e+04
7.400000000000000000e+01	3.181660345972900177e+04	1.314651858516300287e+00	2.957973285147130446e+04
7.500000000000000000e+01	3.054178841405911226e+04	1.262919053082131704e+00	2.727789979566030888e+04
7.600000000000000000e+01	2.936590654408159025e+04	1.215035337713076702e+00	2.523412506390040653e+04
7.700000000000000000e+01	2.827577000941530059e+04	1.170680475374892726e+00	2.341143990952240711e+04
7.800000000000000000e+01	2.726428220978127501e+04	1.129423875278637857e+00	2.177973088627945617e+04
7.900000000000000000e+01	2.632213145477914441e+04	1.090966690726387300e+00	2.031278304149626638e+04
8.000000000000000000e+01	2.544413137225398896e+04	1.054975957261372388e+00	1.898960137943445443e+04
8.100000000000000000e+01	2.462233512997932485e+04	1.021301939217983623e+00	1.779248054264405800e+04
8.200000000000000000e+01	7.688449960499723966e+04	9.897472989106836927e-01	3.817094865299477533e+04
8.300000000000000000e+01	2.740688891823190716e+04	9.600344881883219328e-01	1.571703930913213844e+04
8.400000000000000000e+01	2.244703414287117266e+04	9.320279533677980899e-01	1.481593282290334537e+04
8.500000000000000000e+01	2.180469515243428395e+04	9.056281125592019476e-01	1.398861000059869912e+04
8.600000000000000000e+01	2.119850105981245724e+04	8.806749503306625648e-01	1.323099413321756037e+04
8.700000000000000000e+01	2.062478767212640014e+04	8.570577370860786859e-01	1.253230851781781894e+04
8.800000000000000000e+01	2.008207400922615125e+04	8.346451615626450105e-01	1.188288726329677047e+04
8.900000000000000000e+01	1.956689986616871829e+04	8.133859749497688307e-01	1.127977198119589775e+04
9.000000000000000000e+01	1.907684889285593817e+04	7.932028205481973515e-01	1.072130971924353798e+04
9.100000000000000000e+01	1.861141607756140365e+04	7.739729784271900392e-01	1.020330276159681671e+04
9.200000000000000000e+01	1.816845047735078697e+04	7.556410044640305967e-01	9.722102673954565034e+03
9.300000000000000000e+01	1.774554012814718226e+04	7.381692605179474009e-01	9.274313840813212664e+03
9.400000000000000000e+01	1.734214022023003781e+04	7.214837785024877936e-01	8.857114286852065561e+03
9.500000000000000000e+01	1.695644933207336726e+04	7.055357879258062903e-01	8.467617383601060283e+03
9.600000000000000000e+01	1.658805258100276842e+04	6.902620706850222110e-01	8.103456026821544583e+03
9.700000000000000000e+01	1.623511909449358427e+04	6.756425219861242892e-01	7.762400617781921937e+03
9.800000000000000000e+01	1.589641116577862704e+04	6.616419741358396944e-01	7.442442309953247786e+03
1.000000000000000000e+02	1.526057469680183567e+04	6.352849087021135155e-01	6.859407027835869485e+03
1.010000000000000000e+02	1.496161119881524792e+04	6.228702414128013398e-01	6.593341881982460109e+03
1.020000000000000000e+02	1.467370984195957499e+04	6.109405041389355251e-01	6.342404362442147431e+03
1.030000000000000000e+02	1.439688370888846111e+04	5.994561210687059383e-01	6.105595083616656666e+03
1.040000000000000000e+02	1.413012001823590617e+04	5.883971897350245284e-01	5.881768099636926308e+03
1.050000000000000000e+02	1.387345724092316959e+04	5.777285594355657805e-01	5.670096116010558944e+03
1.060000000000000000e+02	1.362578420817605547e+04	5.674445995612965588e-01	5.469638535068147576e+03
1.070000000000000000e+02	1.338641948729045544e+04	5.575293051410579181e-01	5.279572027895114843e+03
1.080000000000000000e+02	1.315569344649988852e+04	5.479451623707978225e-01	5.099306231082217892e+03
1.100000000000000000e+02	1.271740862875422135e+04	5.297278950925015106e-01	4.765422321148039373e+03
1.110000000000000000e+02	1.250880561316491548e+04	5.210699199772913515e-01	4.610601149164801427e+03
1.120000000000000000e+02	1.230709290613926532e+04	5.126884076807115553e-01	4.463245965491410971e+03
1.130000000000000000e+02	1.211162645312700442e+04	5.045736603512428475e-01	4.322804485932957505e+03
1.140000000000000000e+02	1.192257719546527551e+04	4.967047326620210868e-01	4.188939300885071134e+03
1.150000000000000000e+02	1.173920409914349148e+04	4.890808573516050584e-01	4.061180028809855230e+03
1.160000000000000000e+02	1.156107780270623516e+04	4.816938953067839702e-01	3.939128367147834069e+03
1.180000000000000000e+02	1.122109494457178880e+04	4.675573278060690119e-01	3.711051641370260768e+03
1.190000000000000000e+02	1.105864126711679273e+04	4.607921590166321746e-01	3.604394041455714614e+03
1.200000000000000000e+02	1.090054087707831241e+04	4.542250464884224903e-01	3.502219445502537837e+03
1.210000000000000000e+02	1.074703002822316557e+04	4.478404151365991126e-01	3.404355453064332778e+03
1.220000000000000000e+02	1.059764556222910687e+04	4.416345549949921567e-01	3.310509684434223800e+03
1.240000000000000000e+02	1.031134137688575538e+04	4.297176249285705740e-01	3.134150474928037966e+03
1.250000000000000000e+02	1.017387301712478438e+04	4.239977707600094403e-01	3.051203432729121232e+03
1.260000000000000000e+02	1.003979463791570561e+04	4.184326441457705270e-01	2.971472817523499089e+03
1.270000000000000000e+02	9.909410548306954297e+03	4.130074223046943938e-01	2.894857839439679083e+03
1.280000000000000000e+02	9.782445403808744231e+03	4.077191846525349828e-01	2.821179180078197533e+03
1.300000000000000000e+02	9.537742245024419390e+03	3.975435844950703790e-01	2.681970410156419803e+03
1.310000000000000000e+02	9.419971794512041015e+03	3.926433838070041427e-01	2.616209936151324655e+03
1.320000000000000000e+02	9.304984561776354894e+03	3.878633067103173238e-01	2.552820986846023970e+03
1.330000000000000000e+02	9.192928597413187163e+03	3.831951205374267699e-01	2.491732413360181454e+03
1.340000000000000000e+02	9.083466448243270861e+03	3.786394871436226661e-01	2.432801279003573654e+03
1.360000000000000000e+02	8.871981115466283882e+03	3.698487552938871659e-01	2.321013546363924888e+03
1.370000000000000000e+02	8.769977338649143348e+03	3.656028953784115076e-01	2.267999664425703486e+03
1.380000000000000000e+02	8.670359045876153687e+03	3.614521286504195907e-01	2.216792101376530809e+03
1.390000000000000000e+02	8.572813956457986933e+03	3.573971617606733764e-01	2.167274309442645972e+03
1.410000000000000000e+02	8.384292309532933359e+03	3.495516977552976523e-01	2.073106092520192306e+03
1.420000000000000000e+02	8.293030139373917336e+03	3.457578444068610812e-01	2.028295378062814052e+03
1.430000000000000000e+02	8.203877642408991960e+03	3.420428062375279188e-01	1.984940960848543000e+03
1.450000000000000000e+02	8.031043600741646515e+03	3.348496289030556405e-01	1.902275110766531725e+03
1.460000000000000000e+02	7.947196546039316672e+03	3.313674300111336679e-01	1.862845086657495813e+03
1.470000000000000000e+02	7.865211991516347553e+03	3.279546093298840725e-01	1.824700550340477548e+03
1.480000000000000000e+02	7.784951840446176902e+03	3.246104208086431631e-01	1.787559083705836201e+03
1.500000000000000000e+02	7.629039835217773543e+03	3.181256165688661763e-01	1.716818120340922633e+03
1.510000000000000000e+02	7.553436499383496994e+03	3.149787459882543161e-01	1.682994962297147140e+03
1.520000000000000000e+02	7.479248793906275750e+03	3.118945155082998855e-01	1.650097575615396863e+03
1.530000000000000000e+02	7.406616579447530057e+03	3.088681045085368004e-01	1.618316004478445848e+03
1.550000000000000000e+02	7.265378233134912080e+03	3.029899798280093481e-01	1.557195877727141806e+03
1.560000000000000000e+02	7.196651232516772325e+03	3.001356839048035519e-01	1.527934080993523139e+03
1.570000000000000000e+02	7.129319162966479780e+03	2.973328277863960811e-01	1.499502091273468295e+03
1.590000000000000000e+02	6.998380247885200333e+03	2.918808071843466134e-01	1.444969767472485501e+03
1.600000000000000000e+02	6.934617651677864160e+03	2.892302650175478385e-01	1.418802114947976634e+03
1.610000000000000000e+02	6.872059683881824640e+03	2.866264288940476579e-01	1.393344716193218119e+03
1.630000000000000000e+02	6.750188805341588704e+03	2.815580920901972206e-01	1.344433750538108825e+03
1.640000000000000000e+02	6.690933064969208317e+03	2.790892205734750720e-01	1.320947151455975472e+03
1.650000000000000000e+02	6.632664525175173367e+03	2.766638900697595549e-01	1.298064762106725084e+03
1.670000000000000000e+02	6.518999337158046728e+03	2.719392412839690687e-01	1.254034222250617404e+03
1.680000000000000000e+02	6.463663325832151713e+03	2.696360469291348982e-01	1.232859570619051283e+03
1.690000000000000000e+02	6.409292030583828819e+03	2.673710175936789279e-01	1.212221181368286580e+03
1.710000000000000000e+02	6.303100594294228358e+03	2.629552717039454479e-01	1.172450954037815563e+03
1.720000000000000000e+02	6.251338595145194631e+03	2.608010329431572627e-01	1.153297750077109868e+03
1.730000000000000000e+02	6.200368505876295785e+03	2.586826935762643331e-01	1.134604762990696145e+03
1.750000000000000000e+02	6.100987212977260242e+03	2.545456492543132221e-01	1.098567526576465752e+03
1.760000000000000000e+02	6.052467093522637697e+03	2.525264386047718079e-01	1.081186851113564899e+03
1.770000000000000000e+02	6.004627853146075722e+03	2.505402088146996831e-01	1.064205738999579353e+03
1.790000000000000000e+02	5.911318371750879123e+03	2.466578818222518732e-01	1.031436444880902854e+03
1.800000000000000000e+02	5.865778255616704882e+03	2.447609589190252732e-01	1.015620510966975417e+03
1.820000000000000000e+02	5.776635169661252803e+03	2.410551355705650156e-01	9.850448855585567571e+02
1.830000000000000000e+02	5.733095932423408158e+03	2.392433246202640695e-01	9.702734646978652790e+02
1.840000000000000000e+02	5.690159584429704410e+03	2.374594915972769726e-01	9.558276142769988155e+02
1.860000000000000000e+02	5.606286062504041183e+03	2.339686396530625268e-01	9.278960899928712251e+02
1.870000000000000000e+02	5.565256448368975725e+03	2.322614584461601128e-01	9.143849572774810213e+02
1.880000000000000000e+02	5.524747831378128467e+03	2.305800325776330983e-01	9.011586807867215612e+02
1.900000000000000000e+02	5.445592220626349445e+03	2.272873996023550003e-01	8.755645904930842107e+02
1.910000000000000000e+02	5.406887906351154925e+03	2.256756900547868816e-01	8.631776330692449619e+02
1.930000000000000000e+02	5.330991779996025798e+03	2.225213801465797947e-01	8.391669232307502853e+02
1.940000000000000000e+02	5.293857664988061515e+03	2.209764443915678833e-01	8.275362897866198182e+02
1.950000000000000000e+02	5.257195173353888094e+03	2.194536812840655049e-01	8.161426041562401679e+02
1.970000000000000000e+02	5.185455445663236787e+03	2.164687176890376097e-01	7.940568403931350758e+02
1.980000000000000000e+02	5.150303472933916055e+03	2.150064876938609926e-01	7.833467473154352092e+02
2.000000000000000000e+02	5.081333207504927486e+03	2.121415125195351137e-01	7.625588943288515793e+02
2.010000000000000000e+02	5.047564238251427014e+03	2.107369825852503653e-01	7.524761729459077060e+02
2.020000000000000000e+02	5.014258762823826146e+03	2.093507162571563440e-01	7.425942026502757471e+02
2.040000000000000000e+02	4.948860293541772990e+03	2.066333437505378789e-01	7.233962557754296085e+02
2.050000000000000000e+02	4.916812240529377959e+03	2.053004393662267724e-01	7.140757773782659115e+02
2.070000000000000000e+02	4.853898060751260346e+03	2.026865195588086754e-01	6.959637043487643950e+02
2.080000000000000000e+02	4.823075024695836873e+03	2.014037839317213696e-01	6.871679265724749257e+02
2.100000000000000000e+02	4.762535159940816811e+03	1.988869295857283448e-01	6.700633883496277576e+02
2.110000000000000000e+02	4.732781883898485830e+03	1.976525208365559061e-01	6.617446648315058155e+02
2.120000000000000000e+02	4.703446211933380255e+03	1.964326502519618822e-01	6.535841286086586024e+02
2.140000000000000000e+02	4.645855314717813599e+03	1.940375627603523612e-01	6.377102689760911289e+02
2.150000000000000000e+02	4.617543314544949681e+03	1.928624149674252330e-01	6.299857243758532377e+02
2.170000000000000000e+02	4.561988920328367385e+03	1.905530409927323476e-01	6.149536699266400319e+02
2.180000000000000000e+02	4.534678550949866803e+03	1.894195963281764261e-01	6.076365730942904975e+02
2.200000000000000000e+02	4.481092520092560335e+03	1.871914530942111188e-01	5.933934372722526405e+02
2.210000000000000000e+02	4.454762726525005746e+03	1.860968875150765534e-01	5.864575182472690358e+02
2.230000000000000000e+02	4.402960537756152007e+03	1.839464706419768059e-01	5.729404261226511608e+02
2.240000000000000000e+02	4.377529065141004139e+03	1.828894443295253636e-01	5.663579119021455881e+02
2.250000000000000000e+02	4.352401484197870559e+03	1.818443865667966619e-01	5.598895570943133180e+02
2.270000000000000000e+02	4.302936295815209633e+03	1.797905224814335123e-01	5.472749503982817032e+02
2.280000000000000000e+02	4.278634671732746938e+03	1.787804493440392217e-01	5.411270792013391429e+02
2.300000000000000000e+02	4.230807996406016173e+03	1.767948243469191216e-01	5.291359687082715482e+02
2.310000000000000000e+02	4.207317618006512021e+03	1.758180508456118341e-01	5.232911819370558533e+02
2.330000000000000000e+02	4.161071296910466117e+03	1.738968386447840297e-01	5.118843857908339601e+02
2.340000000000000000e+02	4.138291999832789770e+03	1.729522798180292698e-01	5.063172079919378348e+02
2.360000000000000000e+02	4.093528988033731821e+03	1.710928318215503008e-01	4.954563232071177481e+02
2.370000000000000000e+02	4.071522105561320132e+03	1.701778689227029240e-01	4.901577224289555375e+02
2.390000000000000000e+02	4.028147662894885798e+03	1.683777638188407033e-01	4.798070407123144037e+02
2.400000000000000000e+02	4.006816992571113133e+03	1.674914537056750863e-01	4.747543165873275939e+02
2.420000000000000000e+02	3.964789198278350796e+03	1.657474320294246017e-01	4.648836216077395989e+02
2.430000000000000000e+02	3.944127713482245326e+03	1.648885890464753812e-01	4.600650545873256192e+02
2.450000000000000000e+02	3.903406398676952449e+03	1.631975838323629913e-01	4.506462440609495275e+02
2.460000000000000000e+02	3.883327091074384043e+03	1.623653618649776309e-01	4.460422032075603056e+02
2.480000000000000000e+02	3.843831774257055258e+03	1.607254500565587774e-01	4.370471190856220005e+02
2.490000000000000000e+02	3.824394996803570393e+03	1.599177360026306505e-01	4.326522892287080708e+02
2.510000000000000000e+02	3.786050320296162226e+03	1.583270863229684355e-01	4.240548020708664581e+02
2.520000000000000000e+02	3.767175301128731917e+03	1.575431358223733092e-01	4.198518626296863090e+02
2.540000000000000000e+02	3.729950778504658501e+03	1.559991377148558789e-01	4.116298666423236341e+02
2.550000000000000000e+02	3.711633110558086173e+03	1.552381050045105459e-01	4.076105477949606666e+02
2.570000000000000000e+02	3.675499408833374218e+03	1.537382930040065709e-01	3.997433853786883446e+02
2.580000000000000000e+02	3.657666925889415324e+03	1.529994878670513092e-01	3.958926746764557834e+02
2.600000000000000000e+02	3.622558609963212803e+03	1.515424114444863801e-01	3.883594235140062665e+02
2.610000000000000000e+02	3.605265249065467287e+03	1.508241395052458134e-01	3.846740015794281931e+02
2.630000000000000000e+02	3.571120970562692492e+03	1.494084088793583565e-01	3.774551657830591580e+02
2.640000000000000000e+02	3.554299428095303938e+03	1.487100578600107359e-01	3.739216772072895765e+02
2.660000000000000000e+02	3.521096881643584766e+03	1.473335484270560658e-01	3.670007868535819284e+02
