! This file stores the multi-frequency sweep values in Hz 
1	7.0
2	15.0
3	23.0
4	31.0
5	39.0
6	47.0
7	56.0
8	64.0
9	72.0
10	80.0
11	88.0
12	96.0
13	105.0
14	114.0
15	124.0
16	133.0
17	143.0
18	153.0
19	164.0
20	175.0
21	186.0
22	197.0
23	208.0
24	220.0
25	231.0
26	243.0
27	255.0
28	267.0
29	280.0
30	292.0
31	304.0
32	317.0
33	330.0
34	343.0
35	356.0
36	369.0
37	382.0
38	395.0
39	408.0
40	421.0
41	435.0
42	448.0
43	462.0
44	475.0
45	489.0
46	503.0
47	516.0
48	530.0
49	544.0
50	558.0
51	572.0
52	586.0
53	600.0
54	614.0
55	628.0
56	642.0
57	657.0
58	671.0
59	685.0
60	699.0
61	714.0
62	728.0
63	742.0
64	757.0
65	771.0
66	786.0
67	800.0
68	815.0
69	829.0
70	844.0
71	898.0
72	988.0
ENDFILE:
