f	pp	pn	np	nn
 (6.400000000000000000e+01+0.000000000000000000e+00j)	 (2.519289965711921098e-04-3.224707208470591318e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.519291926147165144e-04-3.224708455499317259e-03j)
 (6.600000000000000000e+01+0.000000000000000000e+00j)	 (2.369775705060240189e-04-3.128120433949634332e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.369777493914358192e-04-3.128121607827762714e-03j)
 (6.700000000000000000e+01+0.000000000000000000e+00j)	 (2.299952146960436406e-04-3.081952606826443043e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.299953857493205437e-04-3.081953746505216273e-03j)
 (6.750000000000000000e+01+0.000000000000000000e+00j)	 (2.266189857608470726e-04-3.059373151252072279e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.266191530680863159e-04-3.059374274386476335e-03j)
 (6.950000000000000000e+01+0.000000000000000000e+00j)	 (2.138298816200520430e-04-2.972252654016074684e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.138300349907970208e-04-2.972253714427862577e-03j)
 (7.050000000000000000e+01+0.000000000000000000e+00j)	 (2.078368804108265521e-04-2.930517542259925869e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.078370273899807143e-04-2.930518573251632806e-03j)
 (7.150000000000000000e+01+0.000000000000000000e+00j)	 (2.020919394053144426e-04-2.889932491506541634e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.020920803419307154e-04-2.889933494281439474e-03j)
 (7.350000000000000000e+01+0.000000000000000000e+00j)	 (1.912932106517791549e-04-2.812028415273035414e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.912933404599613703e-04-2.812029364963957671e-03j)
 (7.400000000000000000e+01+0.000000000000000000e+00j)	 (1.887285747405094568e-04-2.793201240356714930e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.887287019525455008e-04-2.793202177434199983e-03j)
 (7.550000000000000000e+01+0.000000000000000000e+00j)	 (1.813362417630540071e-04-2.738195931999141616e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.813363615854341609e-04-2.738196832694674530e-03j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (1.743692869980203032e-04-2.685306049325915899e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.743693999909381683e-04-2.685306915711371464e-03j)
 (7.750000000000000000e+01+0.000000000000000000e+00j)	 (1.721358818972230182e-04-2.668125315237877392e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.721359927294605031e-04-2.668126170617875128e-03j)
 (8.000000000000000000e+01+0.000000000000000000e+00j)	 (1.615865420219053531e-04-2.585404400965474712e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.615866428350740927e-04-2.585405204337628236e-03j)
 (8.050000000000000000e+01+0.000000000000000000e+00j)	 (1.595931482258828226e-04-2.569469531901331580e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.595932471837071794e-04-2.569470325440000383e-03j)
 (8.200000000000000000e+01+0.000000000000000000e+00j)	 (1.538291161160836203e-04-2.522817700732184632e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.538292097666827231e-04-2.522818465825184004e-03j)
 (8.350000000000000000e+01+0.000000000000000000e+00j)	 (1.483714416393685284e-04-2.477823623513192124e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.483715303565848274e-04-2.477824361657531178e-03j)
 (8.400000000000000000e+01+0.000000000000000000e+00j)	 (1.466165592198116459e-04-2.463178860414229343e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.466166463708248316e-04-2.463179589890139576e-03j)
 (8.650000000000000000e+01+0.000000000000000000e+00j)	 (1.382917533446703044e-04-2.392468586354874836e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.382918331871072740e-04-2.392469274691241907e-03j)
 (8.700000000000000000e+01+0.000000000000000000e+00j)	 (1.367119493377484674e-04-2.378809289734659833e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.367120278162203980e-04-2.378809970258524524e-03j)
 (8.850000000000000000e+01+0.000000000000000000e+00j)	 (1.321314542999101494e-04-2.338748466128642064e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.321315288719773122e-04-2.338749123998810128e-03j)
 (9.000000000000000000e+01+0.000000000000000000e+00j)	 (1.277771302852560333e-04-2.300010424404563478e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.277772012057931087e-04-2.300011060730328127e-03j)
 (9.100000000000000000e+01+0.000000000000000000e+00j)	 (1.249926221853275496e-04-2.274888039498931987e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.249926908040262176e-04-2.274888662041279520e-03j)
 (9.300000000000000000e+01+0.000000000000000000e+00j)	 (1.196896214897564398e-04-2.226249748956018321e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.196896857914465787e-04-2.226250345240488905e-03j)
 (9.350000000000000000e+01+0.000000000000000000e+00j)	 (1.184165545384894408e-04-2.214412477603283982e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.184166178175837534e-04-2.214413067582651426e-03j)
 (9.550000000000000000e+01+0.000000000000000000e+00j)	 (1.135219451200777940e-04-2.168292533970015389e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.135220045205530010e-04-2.168293099696664943e-03j)
 (9.650000000000000000e+01+0.000000000000000000e+00j)	 (1.111875633829422991e-04-2.145943592949600860e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.111876209624643413e-04-2.145944147106722093e-03j)
 (9.800000000000000000e+01+0.000000000000000000e+00j)	 (1.078186029489242720e-04-2.113268593998175911e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.078186579333474280e-04-2.113269131452513890e-03j)
 (9.950000000000000000e+01+0.000000000000000000e+00j)	 (1.046003443410346845e-04-2.081571185454847601e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.046003968848511502e-04-2.081571706948743411e-03j)
 (1.025000000000000000e+02+0.000000000000000000e+00j)	 (9.858117623777820637e-05-2.020939160642439263e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.858122431473381742e-05-2.020939652271089380e-03j)
 (1.030000000000000000e+02+0.000000000000000000e+00j)	 (9.762862031792180623e-05-2.011174745549990789e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.762866770105920475e-05-2.011175232452583686e-03j)
 (1.050000000000000000e+02+0.000000000000000000e+00j)	 (9.395309323757036063e-05-1.973040602231624502e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.395313797243320161e-05-1.973041070887330758e-03j)
 (1.075000000000000000e+02+0.000000000000000000e+00j)	 (8.964320049915626767e-05-1.927355052169225924e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.964324219413116008e-05-1.927355499420736057e-03j)
 (1.105000000000000000e+02+0.000000000000000000e+00j)	 (8.485144443363804891e-05-1.875243880887524778e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.485148283034736356e-05-1.875244304330395823e-03j)
 (1.130000000000000000e+02+0.000000000000000000e+00j)	 (8.114563072655423329e-05-1.833918811925540609e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.114566664030049403e-05-1.833919216948362314e-03j)
 (1.155000000000000000e+02+0.000000000000000000e+00j)	 (7.767723993870991397e-05-1.794372399174161414e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.767727357470440280e-05-1.794372786951283459e-03j)
 (1.180000000000000000e+02+0.000000000000000000e+00j)	 (7.442642699848598959e-05-1.756492433356595523e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.442645854725417191e-05-1.756492804962572415e-03j)
 (1.210000000000000000e+02+0.000000000000000000e+00j)	 (7.078769850923666979e-05-1.713091780196118567e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.078772777321836992e-05-1.713092133698487438e-03j)
 (1.245000000000000000e+02+0.000000000000000000e+00j)	 (6.686978799943187318e-05-1.665088038311469997e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.686981487069151224e-05-1.665088372312787486e-03j)
 (1.265000000000000000e+02+0.000000000000000000e+00j)	 (6.477523496917919361e-05-1.638844242635043545e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.477526058782656095e-05-1.638844566207359622e-03j)
 (1.295000000000000000e+02+0.000000000000000000e+00j)	 (6.181312624540212519e-05-1.600991489241187019e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.181315012679689815e-05-1.600991798062650212e-03j)
 (1.305000000000000000e+02+0.000000000000000000e+00j)	 (6.087077231330839016e-05-1.588758917511023765e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.087079565158214078e-05-1.588759221638169107e-03j)
 (1.325000000000000000e+02+0.000000000000000000e+00j)	 (5.904954913971464069e-05-1.564845293752250427e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.904957144007193443e-05-1.564845588806448515e-03j)
 (1.335000000000000000e+02+0.000000000000000000e+00j)	 (5.816942112664354484e-05-1.553156026402846036e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.816944292993475943e-05-1.553156317071948539e-03j)
 (1.365000000000000000e+02+0.000000000000000000e+00j)	 (5.564389801907595329e-05-1.519111620775425928e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.564391841691537668e-05-1.519111898857651577e-03j)
 (1.385000000000000000e+02+0.000000000000000000e+00j)	 (5.405046013629650949e-05-1.497231432581841784e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.405047966651146561e-05-1.497231702724797098e-03j)
 (1.395000000000000000e+02+0.000000000000000000e+00j)	 (5.327927456827953275e-05-1.486525688255297632e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.327929368146799524e-05-1.486525954552485925e-03j)
 (1.425000000000000000e+02+0.000000000000000000e+00j)	 (5.106217309067064176e-05-1.455306584152285965e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.106219102535955912e-05-1.455306839398355038e-03j)
 (1.455000000000000000e+02+0.000000000000000000e+00j)	 (4.898057734462589203e-05-1.425370175316986645e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.898059419446340308e-05-1.425370420182962231e-03j)
 (1.485000000000000000e+02+0.000000000000000000e+00j)	 (4.702366964582776207e-05-1.396639086880001757e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.702368549546151488e-05-1.396639321984779851e-03j)
 (1.515000000000000000e+02+0.000000000000000000e+00j)	 (4.518169027512934633e-05-1.369042037757146370e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.518170520264299858e-05-1.369042263674066090e-03j)
 (1.570000000000000000e+02+0.000000000000000000e+00j)	 (4.207451659856488750e-05-1.321177971673240768e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.207453001428191112e-05-1.321178182086756372e-03j)
 (1.600000000000000000e+02+0.000000000000000000e+00j)	 (4.051294333032732565e-05-1.296453061677629946e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.051295600644294885e-05-1.296453264297884721e-03j)
 (1.660000000000000000e+02+0.000000000000000000e+00j)	 (3.763964808304442057e-05-1.249676641292035012e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.763965943375591542e-05-1.249676829569303788e-03j)
 (1.715000000000000000e+02+0.000000000000000000e+00j)	 (3.526600994023057511e-05-1.209665795488918619e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.526602023593477858e-05-1.209665971912897778e-03j)
 (1.755000000000000000e+02+0.000000000000000000e+00j)	 (3.367793528534618309e-05-1.182138150274825248e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.367794489306381292e-05-1.182138318768112279e-03j)
 (1.775000000000000000e+02+0.000000000000000000e+00j)	 (3.292381226256812913e-05-1.168838440789641067e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.292382154945098312e-05-1.168838605517048997e-03j)
 (1.805000000000000000e+02+0.000000000000000000e+00j)	 (3.183923410409104341e-05-1.149440182288087673e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.183924293669729354e-05-1.149440341597654080e-03j)
 (1.835000000000000000e+02+0.000000000000000000e+00j)	 (3.080736183624083863e-05-1.130674736291311256e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.080737024252228756e-05-1.130674890446487293e-03j)
 (1.870000000000000000e+02+0.000000000000000000e+00j)	 (2.966565787578918586e-05-1.109541008321017399e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.966566581938867228e-05-1.109541156773205875e-03j)
 (2.025000000000000000e+02+0.000000000000000000e+00j)	 (2.530033745391649987e-05-1.024712822389839493e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.530034371077931880e-05-1.024712949025725298e-03j)
 (2.060000000000000000e+02+0.000000000000000000e+00j)	 (2.444833578319394098e-05-1.007321437272482370e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.444834172815366189e-05-1.007321559649892659e-03j)
 (2.090000000000000000e+02+0.000000000000000000e+00j)	 (2.375183216285590705e-05-9.928773137721242509e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.375183785459375279e-05-9.928774326678430420e-04j)
 (2.120000000000000000e+02+0.000000000000000000e+00j)	 (2.308466545337096673e-05-9.788412710858740602e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.308467090662494467e-05-9.788413866451501841e-04j)
 (2.155000000000000000e+02+0.000000000000000000e+00j)	 (2.234122195991696674e-05-9.629589699880420142e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.234122715165593934e-05-9.629590818309558507e-04j)
 (2.240000000000000000e+02+0.000000000000000000e+00j)	 (2.067848913639328912e-05-9.264506756660165123e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.067849375953956952e-05-9.264507791948001485e-04j)
 (2.425000000000000000e+02+0.000000000000000000e+00j)	 (1.764468005156401422e-05-8.558258269299142459e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.764468369516259354e-05-8.558259152866051333e-04j)
 (2.455000000000000000e+02+0.000000000000000000e+00j)	 (1.721619545045010127e-05-8.453747679843890556e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.721619896249101977e-05-8.453748541955008727e-04j)
 (2.485000000000000000e+02+0.000000000000000000e+00j)	 (1.680312716533375244e-05-8.351757184928199941e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.680313055252880434e-05-8.351758026392879994e-04j)
 (2.510000000000000000e+02+0.000000000000000000e+00j)	 (1.647015149348412210e-05-8.268625091673348533e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.647015478024896432e-05-8.268625916474253192e-04j)
 (2.540000000000000000e+02+0.000000000000000000e+00j)	 (1.608347967780056060e-05-8.171023988223525278e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.608348284929970247e-05-8.171024793686428684e-04j)
 (2.570000000000000000e+02+0.000000000000000000e+00j)	 (1.571026287592503480e-05-8.075698700547697187e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.571026593804904158e-05-8.075699487324135457e-04j)
 (2.650000000000000000e+02+0.000000000000000000e+00j)	 (1.477621554360054830e-05-7.832037208648416713e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.477621833599047056e-05-7.832037948710738034e-04j)
 (2.775000000000000000e+02+0.000000000000000000e+00j)	 (1.347520203377811012e-05-7.479410397027315676e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.347520446801770793e-05-7.479411071990929322e-04j)
 (2.790000000000000000e+02+0.000000000000000000e+00j)	 (1.333071564333886252e-05-7.439216232920247990e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.333071803762194432e-05-7.439216900646367613e-04j)
 (2.830000000000000000e+02+0.000000000000000000e+00j)	 (1.295658321571567376e-05-7.334112699987909052e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.295658551042152163e-05-7.334113348986971009e-04j)
 (2.870000000000000000e+02+0.000000000000000000e+00j)	 (1.259797835776607996e-05-7.231935872282816390e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.259798055653664080e-05-7.231936503339945685e-04j)
 (3.035000000000000000e+02+0.000000000000000000e+00j)	 (1.126550559178790626e-05-6.838898186631872872e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.126550745165114556e-05-6.838898750997417187e-04j)
 (3.090000000000000000e+02+0.000000000000000000e+00j)	 (1.086805036629906438e-05-6.717204752420815814e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.086805212957756939e-05-6.717205296891712134e-04j)
 (3.110000000000000000e+02+0.000000000000000000e+00j)	 (1.072872078243917608e-05-6.674018800953947575e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.072872251092465420e-05-6.674019338463819256e-04j)
 (3.120000000000000000e+02+0.000000000000000000e+00j)	 (1.066005827735202940e-05-6.652633263081763650e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.066005998855962443e-05-6.652633797129578301e-04j)
 (3.145000000000000000e+02+0.000000000000000000e+00j)	 (1.049125741994424570e-05-6.599763875515065638e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.049125909060934732e-05-6.599764401125662351e-04j)
 (3.175000000000000000e+02+0.000000000000000000e+00j)	 (1.029393453335198755e-05-6.537418660661421972e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.029393615868529191e-05-6.537419176386868262e-04j)
 (3.230000000000000000e+02+0.000000000000000000e+00j)	 (9.946348031520048816e-06-6.426124393755990342e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.946349574533507520e-06-6.426124892088216521e-04j)
 (3.290000000000000000e+02+0.000000000000000000e+00j)	 (9.586861200837371190e-06-6.308952781192349139e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.586862661446053939e-06-6.308953261515877486e-04j)
 (3.470000000000000000e+02+0.000000000000000000e+00j)	 (8.617996058238475566e-06-5.981731013813026791e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.617997303867468855e-06-5.981731445647532012e-04j)
 (3.680000000000000000e+02+0.000000000000000000e+00j)	 (7.662374901459159633e-06-5.640400588248037795e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.662375944756938802e-06-5.640400972236987373e-04j)
 (3.955000000000000000e+02+0.000000000000000000e+00j)	 (6.633674557041547432e-06-5.248195905381202939e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.633675398143580154e-06-5.248196237876720602e-04j)
 (4.010000000000000000e+02+0.000000000000000000e+00j)	 (6.452909218060836301e-06-5.176205856672153483e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.452910024204403051e-06-5.176206180102030114e-04j)
 (4.035000000000000000e+02+0.000000000000000000e+00j)	 (6.373175617550475052e-06-5.144131448519056668e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.373176410421819871e-06-5.144131767960550324e-04j)
 (4.065000000000000000e+02+0.000000000000000000e+00j)	 (6.279429983972240926e-06-5.106162575117206923e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.279430759847867965e-06-5.106162889859250115e-04j)
 (4.090000000000000000e+02+0.000000000000000000e+00j)	 (6.202878963775281174e-06-5.074947049961566576e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.202879722825117099e-06-5.074947360879175509e-04j)
 (4.110000000000000000e+02+0.000000000000000000e+00j)	 (6.142641072802281844e-06-5.050247868626442371e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.142641821845175662e-06-5.050248176523754618e-04j)
 (4.120000000000000000e+02+0.000000000000000000e+00j)	 (6.112850499463860294e-06-5.037988142414561235e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.112851243327989590e-06-5.037988448808885210e-04j)
 (4.145000000000000000e+02+0.000000000000000000e+00j)	 (6.039314914227010366e-06-5.007597455691835744e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.039315644333232428e-06-5.007597758416380395e-04j)
 (4.170000000000000000e+02+0.000000000000000000e+00j)	 (5.967097689625185268e-06-4.977570925661924887e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.967098406427403029e-06-4.977571224767905755e-04j)
 (4.200000000000000000e+02+0.000000000000000000e+00j)	 (5.882133214144920954e-06-4.942010625783015837e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.882133916770560035e-06-4.942010920624994360e-04j)
 (4.225000000000000000e+02+0.000000000000000000e+00j)	 (5.812707417661885483e-06-4.912762553136358103e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.812708105596874812e-06-4.912762844521132485e-04j)
 (4.280000000000000000e+02+0.000000000000000000e+00j)	 (5.664229696539964929e-06-4.849618739246180097e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.664230360477679076e-06-4.849619023196144333e-04j)
 (4.415000000000000000e+02+0.000000000000000000e+00j)	 (5.323017325304625830e-06-4.701295142435589882e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.323017928081687358e-06-4.701295409272139483e-04j)
