f	pp	pn	np	nn
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (-1.679386721817642276e-03-6.749280992853830697e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.805132193809298666e-04+1.052752457723565328e-03j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (-1.213809787024099475e-03-4.493409173788242769e-05j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.979255008806252349e-04+1.052481740756814254e-03j)
 (5.350000000000000000e+01+0.000000000000000000e+00j)	 (-1.111391770669460308e-03+8.108451904606994373e-06j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.037392936223381325e-04+1.052398488686311865e-03j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (-1.039406959463852649e-03+5.519142641482424790e-05j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.212265380015072183e-04+1.051942273880003683e-03j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.055819092076296182e-03+1.297721646514420611e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.388067677987037937e-04+1.051348621835061434e-03j)
 (5.700000000000000000e+01+0.000000000000000000e+00j)	 (-1.065832536526979376e-03+1.628035215841261429e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.446959991752176867e-04+1.051139793631906700e-03j)
 (5.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.088564669666053928e-03+2.785255845300564723e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.623724142391044827e-04+1.050291186018501455e-03j)
 (6.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.090372672145753161e-03+4.050888672297815393e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.801486379961485723e-04+1.049227320605437613e-03j)
 (6.050000000000000000e+01+0.000000000000000000e+00j)	 (-1.085490329030389892e-03+4.476416479019869766e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.860791577652685887e-04+1.048817669810320121e-03j)
 (6.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.057308574014884529e-03+5.708491204657712651e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.039454836824035111e-04+1.047496629901882581e-03j)
 (6.350000000000000000e+01+0.000000000000000000e+00j)	 (-1.011083465029314612e-03+6.840799056516109772e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.218759961699654334e-04+1.045955607043778414e-03j)
 (6.400000000000000000e+01+0.000000000000000000e+00j)	 (-9.927101852282250657e-04+7.190490700270256615e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.278739222210809885e-04+1.045388183746548318e-03j)
 (6.600000000000000000e+01+0.000000000000000000e+00j)	 (-9.067951744682356020e-04+8.442262481300067799e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.519192510177454620e-04+1.042853106856694986e-03j)
 (6.700000000000000000e+01+0.000000000000000000e+00j)	 (-8.586805738196403616e-04+8.976915612972529747e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.640088232513185550e-04+1.041462019257035146e-03j)
 (6.750000000000000000e+01+0.000000000000000000e+00j)	 (-8.340407883555133340e-04+9.221942845246125162e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.700204227302850164e-04+1.040713311918855296e-03j)
 (6.950000000000000000e+01+0.000000000000000000e+00j)	 (-7.318691521804238705e-04+1.006217015172964236e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.942912438867438828e-04+1.037377707845121410e-03j)
 (7.050000000000000000e+01+0.000000000000000000e+00j)	 (-6.797792198692646521e-04+1.040429656483633346e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.064330486517476696e-04+1.035528012888229949e-03j)
 (7.150000000000000000e+01+0.000000000000000000e+00j)	 (-6.280892994066083080e-04+1.069915160821611078e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.186207442140991841e-04+1.033589552153213031e-03j)
 (7.350000000000000000e+01+0.000000000000000000e+00j)	 (-5.269102890324182335e-04+1.116136234051298085e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.430044278715093813e-04+1.029315129625150722e-03j)
 (7.400000000000000000e+01+0.000000000000000000e+00j)	 (-5.021998372997530172e-04+1.125418969705829081e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.491006727650281791e-04+1.028137495623971699e-03j)
 (7.550000000000000000e+01+0.000000000000000000e+00j)	 (-4.302440789128247705e-04+1.148045102345590651e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.674497102602768080e-04+1.024489121870923031e-03j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (-3.618641480684304992e-04+1.164231579151242535e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.858500257913399047e-04+1.020578192114130443e-03j)
 (7.750000000000000000e+01+0.000000000000000000e+00j)	 (-3.399206583345882444e-04+1.168475937210083828e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.919762858093990332e-04+1.019176863433677097e-03j)
 (8.000000000000000000e+01+0.000000000000000000e+00j)	 (-2.364560944703109828e-04+1.181822530910058011e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.022632628990741968e-03+1.011734243230473333e-03j)
 (8.050000000000000000e+01+0.000000000000000000e+00j)	 (-2.170515735596888988e-04+1.183109771111366931e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.028790678573889917e-03+1.010136918490998990e-03j)
 (8.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.614825391046799071e-04+1.185199755218186227e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.047186509114926729e-03+1.005120103292138703e-03j)
 (8.350000000000000000e+01+0.000000000000000000e+00j)	 (-1.096411158870412312e-04+1.184638080166707484e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.065568651803623689e-03+9.998013624168316030e-04j)
 (8.400000000000000000e+01+0.000000000000000000e+00j)	 (-9.321353446310244074e-05+1.184125493119117219e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.071701946632045745e-03+9.979668587478845217e-04j)
 (8.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.653681260104541799e-05+1.178443023745178071e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.102304863842864559e-03+9.881456274416482860e-04j)
 (8.700000000000000000e+01+0.000000000000000000e+00j)	 (-2.161994061744901274e-06+1.176848726286540544e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.108432831001675582e-03+9.861062455171810699e-04j)
 (8.850000000000000000e+01+0.000000000000000000e+00j)	 (3.850881987872158650e-05+1.171823539161360528e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.126733436298797426e-03+9.796210775380343339e-04j)
 (9.000000000000000000e+01+0.000000000000000000e+00j)	 (7.650392965763050911e-05+1.166392602569048080e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.144976527983825954e-03+9.728243933619859507e-04j)
 (9.100000000000000000e+01+0.000000000000000000e+00j)	 (1.006743480358757593e-04+1.162671062644417752e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.157112653226845733e-03+9.681288686589262140e-04j)
 (9.300000000000000000e+01+0.000000000000000000e+00j)	 (1.456009629213783369e-04+1.154742979737960950e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.181301599798907642e-03+9.581898487685867969e-04j)
 (9.350000000000000000e+01+0.000000000000000000e+00j)	 (1.562252829710782803e-04+1.152762517829936367e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.187320545346879155e-03+9.555998036672440918e-04j)
 (9.550000000000000000e+01+0.000000000000000000e+00j)	 (1.967577110637244893e-04+1.145406012172837679e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.211313755085957839e-03+9.448972619531074155e-04j)
 (9.650000000000000000e+01+0.000000000000000000e+00j)	 (2.159764774067268831e-04+1.141620373269285147e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.223251528402202488e-03+9.393082290226444087e-04j)
 (9.800000000000000000e+01+0.000000000000000000e+00j)	 (2.435912310704011277e-04+1.136567622215461232e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.241088011960990358e-03+9.306346100868179323e-04j)
 (9.950000000000000000e+01+0.000000000000000000e+00j)	 (2.698449957543947245e-04+1.131925191430476494e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.258806458685536069e-03+9.215858200318802294e-04j)
 (1.025000000000000000e+02+0.000000000000000000e+00j)	 (3.192703936248652576e-04+1.124078263194905466e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.293805803920290449e-03+9.024080590290951397e-04j)
 (1.030000000000000000e+02+0.000000000000000000e+00j)	 (3.272078020481153544e-04+1.122855567102317223e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.299599132321348997e-03+8.990728542716255531e-04j)
 (1.050000000000000000e+02+0.000000000000000000e+00j)	 (3.580564103490308393e-04+1.118865270907278518e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.322549966089429929e-03+8.853321349412204833e-04j)
 (1.075000000000000000e+02+0.000000000000000000e+00j)	 (3.950964852935073650e-04+1.114913941539080354e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.350822071469696484e-03+8.672805977919999330e-04j)
 (1.105000000000000000e+02+0.000000000000000000e+00j)	 (4.381623729316558497e-04+1.111668721012465562e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.384098043586754270e-03+8.443243835181214784e-04j)
 (1.130000000000000000e+02+0.000000000000000000e+00j)	 (4.734124085226063005e-04+1.110104833506443981e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.411176203133416868e-03+8.241208353643697092e-04j)
 (1.155000000000000000e+02+0.000000000000000000e+00j)	 (5.084204157641211436e-04+1.109290580892026944e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.437639931713482946e-03+8.029752680178759480e-04j)
 (1.180000000000000000e+02+0.000000000000000000e+00j)	 (5.432786811901199478e-04+1.108982626232184491e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.463429205818983416e-03+7.809046360262598876e-04j)
 (1.210000000000000000e+02+0.000000000000000000e+00j)	 (5.854102390453424067e-04+1.109328059648366895e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.493455983291694031e-03+7.532713667012895780e-04j)
 (1.245000000000000000e+02+0.000000000000000000e+00j)	 (6.353120119434875045e-04+1.109852227272743958e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.527026492597672409e-03+7.194339371168893046e-04j)
 (1.265000000000000000e+02+0.000000000000000000e+00j)	 (6.643454018455765588e-04+1.110231872167467739e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.545483711359060472e-03+6.993706104497230455e-04j)
 (1.295000000000000000e+02+0.000000000000000000e+00j)	 (7.086326326659355378e-04+1.110345358571415610e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.572106051009309821e-03+6.683267063590609888e-04j)
 (1.305000000000000000e+02+0.000000000000000000e+00j)	 (7.236025221199820709e-04+1.110241751188804612e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.580701207073598180e-03+6.577487447118445917e-04j)
 (1.325000000000000000e+02+0.000000000000000000e+00j)	 (7.537621512278384634e-04+1.109695541300721646e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.597429273183986536e-03+6.362594901695821370e-04j)
 (1.335000000000000000e+02+0.000000000000000000e+00j)	 (7.690747767716572120e-04+1.109361453958743974e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.605563250055330998e-03+6.253386262464939206e-04j)
 (1.365000000000000000e+02+0.000000000000000000e+00j)	 (8.156586366979579495e-04+1.107379659188146692e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.629014781354522776e-03+5.919512139308407729e-04j)
 (1.385000000000000000e+02+0.000000000000000000e+00j)	 (8.472282308190367357e-04+1.105359249141244079e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.643843778915807588e-03+5.691983899602805728e-04j)
 (1.395000000000000000e+02+0.000000000000000000e+00j)	 (8.631867718646548185e-04+1.104072514014465102e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.651005153985595202e-03+5.576741772018295722e-04j)
 (1.425000000000000000e+02+0.000000000000000000e+00j)	 (9.115798199452174438e-04+1.099172876932087966e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.671493532818423737e-03+5.226133809774680030e-04j)
 (1.455000000000000000e+02+0.000000000000000000e+00j)	 (9.608209195978626273e-04+1.092429775714189944e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.690440896813407909e-03+4.868514198179067342e-04j)
 (1.485000000000000000e+02+0.000000000000000000e+00j)	 (1.010678389441189030e-03+1.083533476060006325e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.707798224369172935e-03+4.504726849608308315e-04j)
 (1.515000000000000000e+02+0.000000000000000000e+00j)	 (1.061099338759834230e-03+1.072425885660849027e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.723546619837611638e-03+4.135674762484956024e-04j)
 (1.570000000000000000e+02+0.000000000000000000e+00j)	 (1.154120432869270175e-03+1.045608553777071679e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.748205436540110555e-03+3.448966154489215073e-04j)
 (1.600000000000000000e+02+0.000000000000000000e+00j)	 (1.204842321893037204e-03+1.027263412337344004e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.759328688153267983e-03+3.070506350229434186e-04j)
 (1.660000000000000000e+02+0.000000000000000000e+00j)	 (1.305051087199876007e-03+9.822505800480465371e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.776676118440473177e-03+2.309965541773281814e-04j)
 (1.715000000000000000e+02+0.000000000000000000e+00j)	 (1.393970233354611260e-03+9.311043649510443009e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.786939936955119802e-03+1.613836779377647059e-04j)
 (1.755000000000000000e+02+0.000000000000000000e+00j)	 (1.455981509818181450e-03+8.880376372171574530e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.791093670800788726e-03+1.111367774888993940e-04j)
 (1.775000000000000000e+02+0.000000000000000000e+00j)	 (1.485886842129008085e-03+8.647237873551888269e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.792159168322854986e-03+8.620168785479108073e-05j)
 (1.805000000000000000e+02+0.000000000000000000e+00j)	 (1.529239497024490087e-03+8.276109300388398860e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.792519970773255849e-03+4.910233890882459342e-05j)
 (1.835000000000000000e+02+0.000000000000000000e+00j)	 (1.570542574411570684e-03+7.880327880318040157e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.791447283568679653e-03+1.243707871592691395e-05j)
 (1.870000000000000000e+02+0.000000000000000000e+00j)	 (1.615832208729946944e-03+7.390075612147954144e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.788437558241614536e-03-2.971165193283169421e-05j)
 (2.025000000000000000e+02+0.000000000000000000e+00j)	 (1.772589955287433988e-03+4.930465709269020230e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.754624446125204254e-03-2.058736276727735374e-04j)
 (2.060000000000000000e+02+0.000000000000000000e+00j)	 (1.797083236340788620e-03+4.331980159508229465e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.742917283946051644e-03-2.428534917494877695e-04j)
 (2.090000000000000000e+02+0.000000000000000000e+00j)	 (1.814755395307653726e-03+3.813199476550511915e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.731861302952358416e-03-2.736351124093009887e-04j)
 (2.120000000000000000e+02+0.000000000000000000e+00j)	 (1.829391094959359476e-03+3.291506037168523933e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.719921806296728292e-03-3.035493806799741600e-04j)
 (2.155000000000000000e+02+0.000000000000000000e+00j)	 (1.842658128143291607e-03+2.682422503901091704e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.704961580316874479e-03-3.373234799777439065e-04j)
 (2.240000000000000000e+02+0.000000000000000000e+00j)	 (1.858540628456261529e-03+1.222349267568069659e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.664591091029863322e-03-4.141753009221306632e-04j)
 (2.425000000000000000e+02+0.000000000000000000e+00j)	 (1.824273524990930023e-03-1.697321726491521842e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.562295414054002459e-03-5.558746504317415996e-04j)
 (2.455000000000000000e+02+0.000000000000000000e+00j)	 (1.811561623434669935e-03-2.122587025666931089e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.544459623582005673e-03-5.756222884686832113e-04j)
 (2.485000000000000000e+02+0.000000000000000000e+00j)	 (1.797276752103955499e-03-2.532336635405071056e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.526395739394902345e-03-5.945004479636954112e-04j)
 (2.510000000000000000e+02+0.000000000000000000e+00j)	 (1.784275212824989933e-03-2.861699912796049133e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.511202321740255216e-03-6.095811049312198446e-04j)
 (2.540000000000000000e+02+0.000000000000000000e+00j)	 (1.767486035317760622e-03-3.242180909349433099e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.492828960040041902e-03-6.269115915520524209e-04j)
 (2.570000000000000000e+02+0.000000000000000000e+00j)	 (1.749539159343570498e-03-3.606400718008286998e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.474336117406954520e-03-6.434257960894148622e-04j)
 (2.650000000000000000e+02+0.000000000000000000e+00j)	 (1.697018707782541568e-03-4.498356586506204184e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.424694475099403182e-03-6.836167508443822833e-04j)
 (2.775000000000000000e+02+0.000000000000000000e+00j)	 (1.605747758431634153e-03-5.668562768059912365e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.347191044312019085e-03-7.360145799014663689e-04j)
 (2.790000000000000000e+02+0.000000000000000000e+00j)	 (1.594333245163744852e-03-5.791606203556344881e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.337964584600970794e-03-7.415126621908322765e-04j)
 (2.830000000000000000e+02+0.000000000000000000e+00j)	 (1.563606927414259908e-03-6.102565538842550773e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.313481577728965819e-03-7.554024719018692137e-04j)
 (2.870000000000000000e+02+0.000000000000000000e+00j)	 (1.532612027993727599e-03-6.389449472978274338e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.289209475367797137e-03-7.682107182970048485e-04j)
 (3.035000000000000000e+02+0.000000000000000000e+00j)	 (1.404880965070698980e-03-7.343766132433375299e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.192007066693240910e-03-8.107034558473918094e-04j)
 (3.090000000000000000e+02+0.000000000000000000e+00j)	 (1.363217226371652661e-03-7.589625243994769285e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.160848887322507485e-03-8.215685055729760131e-04j)
 (3.110000000000000000e+02+0.000000000000000000e+00j)	 (1.348254054962881154e-03-7.671148451190836024e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.149689388662742794e-03-8.251534756982766873e-04j)
 (3.120000000000000000e+02+0.000000000000000000e+00j)	 (1.340814321469792694e-03-7.710418400845987612e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.144144669082764170e-03-8.268754980693335255e-04j)
 (3.145000000000000000e+02+0.000000000000000000e+00j)	 (1.322342076110510477e-03-7.804322185890333330e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.130387222442058755e-03-8.309815563860938319e-04j)
 (3.175000000000000000e+02+0.000000000000000000e+00j)	 (1.300426432400874580e-03-7.909282451796575963e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.114075770206946359e-03-8.355444717161100970e-04j)
 (3.230000000000000000e+02+0.000000000000000000e+00j)	 (1.261021279179159798e-03-8.081194014166795652e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.084747125677270512e-03-8.429303207544117278e-04j)
 (3.290000000000000000e+02+0.000000000000000000e+00j)	 (1.219250339164017899e-03-8.240946618813279993e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.053614426078500199e-03-8.496425619990406828e-04j)
 (3.470000000000000000e+02+0.000000000000000000e+00j)	 (1.102141211433768555e-03-8.574548673750072205e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.657108867216321509e-04-8.625207997260025180e-04j)
 (3.680000000000000000e+02+0.000000000000000000e+00j)	 (9.814183440608494329e-04-8.755044831198701034e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.734535980983754600e-04-8.666558459360386955e-04j)
 (3.955000000000000000e+02+0.000000000000000000e+00j)	 (8.475254228587629935e-04-8.771217380884868339e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.683180842061061028e-04-8.597655941678635297e-04j)
 (4.010000000000000000e+02+0.000000000000000000e+00j)	 (8.237206525924718227e-04-8.753959302539157314e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.492564753590297104e-04-8.571744441393828670e-04j)
