f	Passivity_index
1.000000000000000000e+00	-3.181330519027565727e-03
1.500000000000000000e+00	-2.917508537598655343e-03
2.000000000000000000e+00	-2.763648596492677793e-03
2.500000000000000000e+00	-2.687036033739964233e-03
3.000000000000000000e+00	-2.664911714529695237e-03
3.500000000000000000e+00	-2.663920138519073125e-03
4.000000000000000000e+00	-2.699362795868323357e-03
4.500000000000000000e+00	-2.741001379553573754e-03
5.000000000000000000e+00	-2.794097609397530428e-03
5.500000000000000000e+00	-2.845406577494593355e-03
6.000000000000000000e+00	-2.893185658256878633e-03
6.500000000000000000e+00	-2.934748598684935872e-03
7.000000000000000000e+00	-2.969052798829280738e-03
7.500000000000000000e+00	-2.995405618800336955e-03
8.000000000000000000e+00	-3.013026165957399978e-03
8.500000000000000000e+00	-3.022320226602293568e-03
9.000000000000000000e+00	-3.023859998268142463e-03
9.500000000000000000e+00	-3.018120760623237142e-03
1.000000000000000000e+01	-3.005390840244572849e-03
1.050000000000000000e+01	-2.985955536074419870e-03
1.100000000000000000e+01	-2.961062655399457778e-03
1.150000000000000000e+01	-2.931275457215190301e-03
1.200000000000000000e+01	-2.896317566394475840e-03
1.250000000000000000e+01	-2.857268919692487578e-03
1.300000000000000000e+01	-2.814829629989545803e-03
1.350000000000000000e+01	-2.769236131123698277e-03
1.400000000000000000e+01	-2.720751586110882036e-03
1.450000000000000000e+01	-2.669449672189537059e-03
1.500000000000000000e+01	-2.616332249800006060e-03
1.550000000000000000e+01	-2.561707160954622767e-03
1.600000000000000000e+01	-2.505078064939756689e-03
1.650000000000000000e+01	-2.447312055740411517e-03
1.700000000000000000e+01	-2.388791491602862502e-03
1.750000000000000000e+01	-2.329540045981382933e-03
1.800000000000000000e+01	-2.269676861247653474e-03
1.850000000000000000e+01	-2.209149283780463199e-03
1.900000000000000000e+01	-2.148642784359612937e-03
1.950000000000000000e+01	-2.088309068355483165e-03
2.000000000000000000e+01	-2.027668958014627529e-03
2.050000000000000000e+01	-1.967344141053044889e-03
2.100000000000000000e+01	-1.907517103974686566e-03
2.150000000000000000e+01	-1.848136010757128918e-03
2.200000000000000000e+01	-1.789246160073513885e-03
2.250000000000000000e+01	-1.730774193180636229e-03
2.300000000000000000e+01	-1.673144093041072349e-03
2.350000000000000000e+01	-1.616424379525407398e-03
2.400000000000000000e+01	-1.560237578929142598e-03
2.450000000000000000e+01	-1.504994039532082202e-03
2.500000000000000000e+01	-1.450770001303389569e-03
2.550000000000000000e+01	-1.397475502194832180e-03
2.600000000000000000e+01	-1.345126168123182350e-03
2.650000000000000000e+01	-1.293664772513796780e-03
2.700000000000000000e+01	-1.243324338464287925e-03
