f	max_sigma_G1	max_sigma_G2	max_sigma_G1_G2
3.120000000000000000e+02	1.743851778090851667e+03	1.598744482078887693e-03	2.346541493394741273e+00
3.125000000000000000e+02	1.746260786600646952e+03	1.596882252325722805e-03	2.346422209581446428e+00
3.150000000000000000e+02	1.758305890406325489e+03	1.587561289800026127e-03	2.345810938276360336e+00
3.170000000000000000e+02	1.767942047079051690e+03	1.580094016476255459e-03	2.345292126440074565e+00
3.180000000000000000e+02	1.772760150002296086e+03	1.576357946412475534e-03	2.345024610009725397e+00
3.205000000000000000e+02	1.784805479191373479e+03	1.567015216764591897e-03	2.344328690970419959e+00
3.225000000000000000e+02	1.794441816620355212e+03	1.559539396510784036e-03	2.343747788568535384e+00
3.235000000000000000e+02	1.799260010083981115e+03	1.555801550398172020e-03	2.343449200347176298e+00
3.260000000000000000e+02	1.811305566069288034e+03	1.546461870978447844e-03	2.342684517215824158e+00
3.275000000000000000e+02	1.818532949356178051e+03	1.540861471372581516e-03	2.342212603126612169e+00
3.290000000000000000e+02	1.825760370002235049e+03	1.535266144156135354e-03	2.341729480897044358e+00
3.315000000000000000e+02	1.837806154280064675e+03	1.525951873809268649e-03	2.340907372277251763e+00
3.330000000000000000e+02	1.845033674884867423e+03	1.520371130799464971e-03	2.340403148195822070e+00
3.345000000000000000e+02	1.852261233100721029e+03	1.514797511554310866e-03	2.339892385321546531e+00
3.370000000000000000e+02	1.864307247246114002e+03	1.505528376959313925e-03	2.339023430721245855e+00
3.385000000000000000e+02	1.871534906127102431e+03	1.499978188614770405e-03	2.338494217589870416e+00
3.400000000000000000e+02	1.878762602889970367e+03	1.494439522567237062e-03	2.337959075962019906e+00
3.425000000000000000e+02	1.890808848550367429e+03	1.485232030204602016e-03	2.337054514136455818e+00
3.440000000000000000e+02	1.898036646715338520e+03	1.479724346378667905e-03	2.336504835176369532e+00
3.455000000000000000e+02	1.905264483040726191e+03	1.474228243177724655e-03	2.335951174424891974e+00
3.480000000000000000e+02	1.917310961939291019e+03	1.465099503258685898e-03	2.335018515351821922e+00
3.495000000000000000e+02	1.924538900419821630e+03	1.459640484278942147e-03	2.334454012190773753e+00
3.510000000000000000e+02	1.931766877363369531e+03	1.454197158015499512e-03	2.333885829676180634e+00
3.535000000000000000e+02	1.943813591279671982e+03	1.445159516801942066e-03	2.332931636806076181e+00
3.555000000000000000e+02	1.953451039737734391e+03	1.437961663389134828e-03	2.332163561916006156e+00
3.565000000000000000e+02	1.958269789817290985e+03	1.434373875558700483e-03	2.331777564831649663e+00
3.590000000000000000e+02	1.970316740589514666e+03	1.425440267876048207e-03	2.330808186562639772e+00
3.610000000000000000e+02	1.979954379153136188e+03	1.418328434157224661e-03	2.330029521851865848e+00
3.620000000000000000e+02	1.984773224483631793e+03	1.414784721772035462e-03	2.329639578230449537e+00
3.645000000000000000e+02	1.996820414001193740e+03	1.405963159404522876e-03	2.328660044543463314e+00
3.670000000000000000e+02	2.008867712687063658e+03	1.397195652252233725e-03	2.327678713813311706e+00
3.675000000000000000e+02	2.011277185558854853e+03	1.395448515995610910e-03	2.327481944302788541e+00
3.700000000000000000e+02	2.023324615777811232e+03	1.386748223400100432e-03	2.326498455626194062e+00
3.725000000000000000e+02	2.035372156062807107e+03	1.378105433629764820e-03	2.325512008148374665e+00
3.730000000000000000e+02	2.037781677360885396e+03	1.376384314791828482e-03	2.325315166601623851e+00
3.755000000000000000e+02	2.049829350267193149e+03	1.367812130238329170e-03	2.324329667100928809e+00
3.780000000000000000e+02	2.061877134167179065e+03	1.359300022180965533e-03	2.323344705009821265e+00
3.790000000000000000e+02	2.066696278894525676e+03	1.355912493705796647e-03	2.322950797887020524e+00
3.810000000000000000e+02	2.076334621944772607e+03	1.349166393300925849e-03	2.322164148926674887e+00
3.835000000000000000e+02	2.088382651512695247e+03	1.340790655959243644e-03	2.321181650662066609e+00
3.855000000000000000e+02	2.098021156049871024e+03	1.334134993466219287e-03	2.320398151972921763e+00
3.865000000000000000e+02	2.102840435356187754e+03	1.330822440728150107e-03	2.320006619500428968e+00
3.890000000000000000e+02	2.114888712707148443e+03	1.322586763336231191e-03	2.319030027515597059e+00
3.915000000000000000e+02	2.126937103382114401e+03	1.314415023780055166e-03	2.318057056901445812e+00
3.920000000000000000e+02	2.129346795154840947e+03	1.312788382399444204e-03	2.317863407584288105e+00
3.945000000000000000e+02	2.141395322419997228e+03	1.304694933760884926e-03	2.316894604323167961e+00
3.970000000000000000e+02	2.153443964006717579e+03	1.296667403466149424e-03	2.315930650508744915e+00
3.980000000000000000e+02	2.158263452746701660e+03	1.293474498308013311e-03	2.315546395954842573e+00
4.000000000000000000e+02	2.167902485436746247e+03	1.287120693760839679e-03	2.314779972082622095e+00
4.025000000000000000e+02	2.179951380115364373e+03	1.279238717156474647e-03	2.313825488867876867e+00
4.045000000000000000e+02	2.189590579191196412e+03	1.272981080865563880e-03	2.313066280359930893e+00
4.055000000000000000e+02	2.194410206585081141e+03	1.269868077758867656e-03	2.312688204504839362e+00
4.080000000000000000e+02	2.206459356589161416e+03	1.262132441384442028e-03	2.311746278700620216e+00
4.105000000000000000e+02	2.218508623382223504e+03	1.254463601791179972e-03	2.310810533303220282e+00
4.115000000000000000e+02	2.223328362918054609e+03	1.251415008518357106e-03	2.310437567612823262e+00
4.135000000000000000e+02	2.232967898379288727e+03	1.245349106052208226e-03	2.309695319068747033e+00
4.160000000000000000e+02	2.245017423790588964e+03	1.237827456872659000e-03	2.308772484503938571e+00
4.180000000000000000e+02	2.254657129285857081e+03	1.231857978745399228e-03	2.308039634310723009e+00
4.190000000000000000e+02	2.259477010493890248e+03	1.228889489668871576e-03	2.307674112515126996e+00
4.215000000000000000e+02	2.271526796823539826e+03	1.221514185669685939e-03	2.306765750786086144e+00
4.240000000000000000e+02	2.283576702519823812e+03	1.214205493505698214e-03	2.305864743899430191e+00
4.250000000000000000e+02	2.288396698325680973e+03	1.211300458198996113e-03	2.305506274819112633e+00
4.270000000000000000e+02	2.298036747593476775e+03	1.205522207595335557e-03	2.304792450425670047e+00
4.295000000000000000e+02	2.310086917593531780e+03	1.198358768355888525e-03	2.303906045435597960e+00
4.320000000000000000e+02	2.322137208517051931e+03	1.191260828726405617e-03	2.303027234334378726e+00
4.325000000000000000e+02	2.324547281251611366e+03	1.189849011087608464e-03	2.302852577688632607e+00
4.350000000000000000e+02	2.336597717926442328e+03	1.182829623214099292e-03	2.301981730944307802e+00
4.375000000000000000e+02	2.348648276601182260e+03	1.175875410237049896e-03	2.301118854310341355e+00
4.390000000000000000e+02	2.355878670571550629e+03	1.171733459583198644e-03	2.300604949356274798e+00
4.405000000000000000e+02	2.363109108753930741e+03	1.167614891169029175e-03	2.300093492513223037e+00
4.430000000000000000e+02	2.375159937578489917e+03	1.160801964648555847e-03	2.299246449148928839e+00
4.455000000000000000e+02	2.387210890004982502e+03	1.154052652370961751e-03	2.298407486365083852e+00
4.460000000000000000e+02	2.389621095367578164e+03	1.152710232325764896e-03	2.298240569221327245e+00
4.485000000000000000e+02	2.401672196764431646e+03	1.146036898449868339e-03	2.297410394726643990e+00
4.510000000000000000e+02	2.413723422862464304e+03	1.139426414461588120e-03	2.296587333018831778e+00
4.535000000000000000e+02	2.425774774182685178e+03	1.132878001492380361e-03	2.295772233005285656e+00
4.540000000000000000e+02	2.428185059509554321e+03	1.131575694887234675e-03	2.295610375856285135e+00
4.565000000000000000e+02	2.440236561740990965e+03	1.125101429615066708e-03	2.294804068416596010e+00
4.590000000000000000e+02	2.452288190294844753e+03	1.118688506137724891e-03	2.294005718776152225e+00
4.610000000000000000e+02	2.461929584447239449e+03	1.113601737823116059e-03	2.293372348929422877e+00
4.620000000000000000e+02	2.466750312041097914e+03	1.111072748476361893e-03	2.293057609855250867e+00
4.645000000000000000e+02	2.478802220319278149e+03	1.104792764258229025e-03	2.292275260549645921e+00
4.670000000000000000e+02	2.490854256570223242e+03	1.098572470213349511e-03	2.291500919696658478e+00
4.685000000000000000e+02	2.498085539969948513e+03	1.094868426136759269e-03	2.291040135487381058e+00
4.700000000000000000e+02	2.505316869730379949e+03	1.091185639614923250e-03	2.290581939907748943e+00
4.725000000000000000e+02	2.517369189333325266e+03	1.085094372012032279e-03	2.289823838643674225e+00
4.750000000000000000e+02	2.529421638576431633e+03	1.079061029397921680e-03	2.289073489411348472e+00
4.760000000000000000e+02	2.534242654683786895e+03	1.076663718738693400e-03	2.288775462720630038e+00
4.780000000000000000e+02	2.543884749513397310e+03	1.071896481383664834e-03	2.288182937989059695e+00
4.805000000000000000e+02	2.555937485769318300e+03	1.065988638587163752e-03	2.287448353517561372e+00
4.830000000000000000e+02	2.567990353345760468e+03	1.060136951339297638e-03	2.286721671033667302e+00
4.840000000000000000e+02	2.572811537262694856e+03	1.057811741539347152e-03	2.286433089934397866e+00
4.860000000000000000e+02	2.582453968494194669e+03	1.053187966466896663e-03	2.285859331514980219e+00
4.885000000000000000e+02	2.594507126775578399e+03	1.047457732031919142e-03	2.285148753823531109e+00
4.910000000000000000e+02	2.606560418071338063e+03	1.041781740605270557e-03	2.284445127946589604e+00
4.915000000000000000e+02	2.608971092334644709e+03	1.040652928855989937e-03	2.284305038107701247e+00
4.940000000000000000e+02	2.621024543917319988e+03	1.035041529361585382e-03	2.283610454791896061e+00
4.995000000000000000e+02	2.647542610389178208e+03	1.022882461830347750e-03	2.282106294640463329e+00
