! This file stores the frequency sweep values in Hz 
1	1.0
2	1.5
3	2.0
4	2.5
5	3.0
6	3.5
7	4.0
8	4.5
9	5.0
10	5.5
11	6.0
12	6.5
13	7.0
14	7.5
15	8.0
16	8.5
17	9.0
18	9.5
19	10.0
20	10.5
21	11.0
22	11.5
23	12.0
24	12.5
25	13.0
26	13.5
27	14.0
28	14.5
29	15.0
30	15.5
31	16.0
32	16.5
33	17.0
34	17.5
35	18.0
36	19.0
37	19.5
38	20.0
39	20.5
40	21.0
41	22.0
42	22.5
43	23.0
44	23.5
45	24.5
46	25.0
47	25.5
48	26.0
49	27.0
50	27.5
51	28.0
52	29.0
53	29.5
54	30.0
55	31.0
56	31.5
57	32.5
58	33.0
59	33.5
60	34.5
61	35.0
62	36.0
63	36.5
64	37.5
65	38.0
66	39.0
67	39.5
68	40.5
69	41.0
70	42.0
71	42.5
72	43.5
73	44.0
74	45.0
75	45.5
76	46.5
77	47.0
78	48.0
79	48.5
80	49.5
81	50.0
82	51.0
83	52.0
84	52.5
85	53.5
86	54.0
87	55.0
88	56.0
89	56.5
90	57.5
91	58.0
92	59.0
93	60.0
94	60.5
95	61.5
96	62.5
97	63.0
98	64.0
99	64.5
100	65.5
101	66.5
102	67.0
103	68.0
104	69.0
105	69.5
106	70.5
107	71.5
108	72.0
109	73.0
110	74.0
111	75.0
112	75.5
113	76.5
114	77.5
115	78.0
116	79.0
117	80.0
118	80.5
119	81.5
120	82.5
121	83.5
122	84.0
123	85.0
124	86.5
125	89.5
126	93.0
127	96.5
128	100.0
ENDFILE:
