f	Passivity_index
1.000000000000000000e+00	2.683642307419715307e-04
2.000000000000000000e+00	-4.185517523565790801e-04
3.000000000000000000e+00	-7.688207189371723017e-04
4.000000000000000000e+00	-9.682581227832649448e-04
5.000000000000000000e+00	-1.002114986215645737e-03
6.000000000000000000e+00	-9.567630661382249026e-04
7.000000000000000000e+00	-8.893790407697553394e-04
8.000000000000000000e+00	-8.354186710208850054e-04
9.000000000000000000e+00	-8.096913950513068498e-04
1.000000000000000000e+01	-8.100709559823617142e-04
1.100000000000000000e+01	-8.252609685476954655e-04
1.200000000000000000e+01	-8.427235563867024187e-04
1.300000000000000000e+01	-8.532535163396463840e-04
1.400000000000000000e+01	-8.519846562251149041e-04
1.500000000000000000e+01	-8.374789410812566578e-04
1.600000000000000000e+01	-8.103818740105380889e-04
1.700000000000000000e+01	-7.723340335107523958e-04
1.800000000000000000e+01	-7.252843676068639793e-04
1.900000000000000000e+01	-6.711509447377251398e-04
2.000000000000000000e+01	-6.115152686750774955e-04
2.100000000000000000e+01	-5.477100441747789327e-04
2.200000000000000000e+01	-4.807589978981254269e-04
2.300000000000000000e+01	-4.113848830034611925e-04
2.400000000000000000e+01	-3.400521092434902605e-04
2.500000000000000000e+01	-2.670182997575762883e-04
2.600000000000000000e+01	-1.924048437149146614e-04
2.700000000000000000e+01	-1.162921351517525457e-04
2.800000000000000000e+01	-3.883929138554463849e-05
2.900000000000000000e+01	3.957470907433016031e-05
3.000000000000000000e+01	1.181671034046028552e-04
3.100000000000000000e+01	1.954106676559360181e-04
3.200000000000000000e+01	2.682200888935558770e-04
3.300000000000000000e+01	3.302812459331176524e-04
3.400000000000000000e+01	3.712047550428087444e-04
3.500000000000000000e+01	3.857334973446608717e-04
3.600000000000000000e+01	3.908193771718981922e-04
3.700000000000000000e+01	4.094157108519445236e-04
3.800000000000000000e+01	4.448196437147315815e-04
3.900000000000000000e+01	4.818174495627149611e-04
4.000000000000000000e+01	5.114646572904822360e-04
4.100000000000000000e+01	5.332284206416677223e-04
4.200000000000000000e+01	5.497847767982032285e-04
4.300000000000000000e+01	5.642897591489473086e-04
4.400000000000000000e+01	5.790194030673924581e-04
4.500000000000000000e+01	5.951023094743479718e-04
4.600000000000000000e+01	6.125718483429142686e-04
4.700000000000000000e+01	6.308973836425162476e-04
4.800000000000000000e+01	6.494362124191452963e-04
4.900000000000000000e+01	6.671719287305433567e-04
5.000000000000000000e+01	7.132394872481802317e-04
5.100000000000000000e+01	7.051744932704303963e-04
5.200000000000000000e+01	7.223196201866587769e-04
5.300000000000000000e+01	7.385370213308209463e-04
5.400000000000000000e+01	7.541051181978572406e-04
5.500000000000000000e+01	7.690487076961975829e-04
5.600000000000000000e+01	7.834167415878725942e-04
5.700000000000000000e+01	7.972697422049029783e-04
5.800000000000000000e+01	8.106764137643557603e-04
5.900000000000000000e+01	8.237124647438489721e-04
6.000000000000000000e+01	8.364578069432694520e-04
6.100000000000000000e+01	8.490074858830334989e-04
6.200000000000000000e+01	8.614497865810921695e-04
6.300000000000000000e+01	8.738885585875683093e-04
6.400000000000000000e+01	8.864322683944787741e-04
6.500000000000000000e+01	8.991960107971769560e-04
6.600000000000000000e+01	9.123009343981278857e-04
6.700000000000000000e+01	9.258730073359064221e-04
6.800000000000000000e+01	9.400407700292397585e-04
6.900000000000000000e+01	9.549310470226740665e-04
7.000000000000000000e+01	9.706614721862048996e-04
7.100000000000000000e+01	9.656174535730907560e-04
7.300000000000000000e+01	9.374404752789572458e-04
7.400000000000000000e+01	9.242942643874601507e-04
7.500000000000000000e+01	9.119786735877026800e-04
7.700000000000000000e+01	8.883503863172963937e-04
7.800000000000000000e+01	8.774228885331025523e-04
7.900000000000000000e+01	8.670153397067727544e-04
8.100000000000000000e+01	8.482922806587278684e-04
8.200000000000000000e+01	8.408277539598401360e-04
8.300000000000000000e+01	8.370717590620749098e-04
8.400000000000000000e+01	8.396973548280557524e-04
8.500000000000000000e+01	8.496545613966016578e-04
8.700000000000000000e+01	8.719759208817047524e-04
8.800000000000000000e+01	8.619146215621796298e-04
9.000000000000000000e+01	8.125106615822423432e-04
9.100000000000000000e+01	7.917544620215608573e-04
9.300000000000000000e+01	7.690024516460726130e-04
9.400000000000000000e+01	7.632958766698569233e-04
9.500000000000000000e+01	7.585178951853920699e-04
9.600000000000000000e+01	7.540588837175424448e-04
9.800000000000000000e+01	7.458236582011845868e-04
1.000000000000000000e+02	7.384286936666764655e-04
1.010000000000000000e+02	7.350084620252638531e-04
1.030000000000000000e+02	7.286908687599216857e-04
1.040000000000000000e+02	7.257673368444943467e-04
1.050000000000000000e+02	7.229867193298749684e-04
1.070000000000000000e+02	7.178132715239489208e-04
1.090000000000000000e+02	7.130894111413402410e-04
1.100000000000000000e+02	7.108708233837401523e-04
1.120000000000000000e+02	7.066698682057409630e-04
1.130000000000000000e+02	7.046672696873519529e-04
1.140000000000000000e+02	7.027163946556282039e-04
1.160000000000000000e+02	6.989290935622412227e-04
1.180000000000000000e+02	6.952265014792953328e-04
1.200000000000000000e+02	6.915276846256727169e-04
1.210000000000000000e+02	6.896548457395409483e-04
1.230000000000000000e+02	6.858144672385019886e-04
1.250000000000000000e+02	6.817884455625048724e-04
1.270000000000000000e+02	6.775141143536276330e-04
1.280000000000000000e+02	6.752680797957454507e-04
1.290000000000000000e+02	6.729434135315113998e-04
1.310000000000000000e+02	6.680487470543828438e-04
1.340000000000000000e+02	6.601114065763209054e-04
1.350000000000000000e+02	6.573255367307497422e-04
1.360000000000000000e+02	6.544829087244591380e-04
1.380000000000000000e+02	6.486731823625255808e-04
1.410000000000000000e+02	6.398409537912328696e-04
1.420000000000000000e+02	6.369152505201855930e-04
1.430000000000000000e+02	6.340147913984796454e-04
1.460000000000000000e+02	6.254961068020810843e-04
1.480000000000000000e+02	6.199239104000736677e-04
1.490000000000000000e+02	6.171324527341650983e-04
1.510000000000000000e+02	6.114383044716389373e-04
1.540000000000000000e+02	6.022592013109261079e-04
1.550000000000000000e+02	5.989344812354623635e-04
1.560000000000000000e+02	5.954428020617058516e-04
1.590000000000000000e+02	5.838224727463106395e-04
1.610000000000000000e+02	5.750404741530306101e-04
1.620000000000000000e+02	5.703321901090224917e-04
1.650000000000000000e+02	5.549823406224318242e-04
1.670000000000000000e+02	5.438044191275916281e-04
1.680000000000000000e+02	5.379645359020069489e-04
1.710000000000000000e+02	5.196348596396968209e-04
1.730000000000000000e+02	5.069743458037305819e-04
1.740000000000000000e+02	5.006089617307153987e-04
1.770000000000000000e+02	4.819428442862619031e-04
1.790000000000000000e+02	4.704896738318152570e-04
1.800000000000000000e+02	4.652893803588334831e-04
1.830000000000000000e+02	4.528373812225278171e-04
1.850000000000000000e+02	4.480047690233840917e-04
1.860000000000000000e+02	4.468399499396342057e-04
1.890000000000000000e+02	4.487629953703108163e-04
1.910000000000000000e+02	4.544582127076332231e-04
1.930000000000000000e+02	4.631588368460388353e-04
1.960000000000000000e+02	4.800818805116037740e-04
1.970000000000000000e+02	4.862863520028880455e-04
1.990000000000000000e+02	4.988563118966763419e-04
2.020000000000000000e+02	5.167407274157588288e-04
2.030000000000000000e+02	5.221743319058060398e-04
2.060000000000000000e+02	5.363848009918391465e-04
2.080000000000000000e+02	5.440067988762339185e-04
2.100000000000000000e+02	5.501867106946030286e-04
2.130000000000000000e+02	5.570143420776472315e-04
2.140000000000000000e+02	5.587133664031160339e-04
2.170000000000000000e+02	5.623500438093580319e-04
2.190000000000000000e+02	5.637375362236453748e-04
2.210000000000000000e+02	5.644456753043202834e-04
2.240000000000000000e+02	5.644705187811987395e-04
2.250000000000000000e+02	5.642482319776340920e-04
2.290000000000000000e+02	5.624546866485245983e-04
2.300000000000000000e+02	5.618183085256494257e-04
2.330000000000000000e+02	5.595576480539454908e-04
2.350000000000000000e+02	5.578071307572320895e-04
2.370000000000000000e+02	5.559004853828545829e-04
2.400000000000000000e+02	5.528055741622956874e-04
2.410000000000000000e+02	5.517223321531420548e-04
2.450000000000000000e+02	5.471905216046875266e-04
2.460000000000000000e+02	5.460169650235482388e-04
2.500000000000000000e+02	5.412044819309464209e-04
2.510000000000000000e+02	5.399777244955240906e-04
2.540000000000000000e+02	5.362564419811422607e-04
2.560000000000000000e+02	5.337493647099865240e-04
2.590000000000000000e+02	5.299626435677195482e-04
2.610000000000000000e+02	5.274270194306050373e-04
2.630000000000000000e+02	5.248865333048313014e-04
2.660000000000000000e+02	5.210726214709178331e-04
2.680000000000000000e+02	5.185319292412067949e-04
2.710000000000000000e+02	5.147283828381059387e-04
2.720000000000000000e+02	5.134632674573764771e-04
2.760000000000000000e+02	5.084205775660688518e-04
