Frequency [Hz]	g1_d	g1_q	g2_d	g2_q	g3_d	g3_q	1DC_dc	MMC1_d	MMC1_q	2DC_dc	MMC2_d	MMC2_q	3DC_dc	MMC3_d	MMC3_q
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.458792184401872660e+01-7.683876923077473009e+01j)	 (5.223592434321265188e+00-6.126216740922171766e+01j)	 (-1.290597729401115146e+01+1.243868871045595057e+02j)	 (1.612690319953773432e+00+2.979413912695505218e+01j)	 (2.393179853984439998e+00-1.846601479712743199e+01j)	 (1.903938972857006817e+01+1.173149473545141142e+01j)	 (8.952492806577909690e-01+4.827955791313084610e+00j)	 (6.543779465112135041e-01-3.089161255533867667e+00j)	 (1.018080374775759273e-01+1.780323145299237630e+00j)	 (1.026101412538747426e-01+1.777663617565756971e+00j)	 (2.359937574874119370e+00+2.162262284106517107e+00j)	 (1.015657963527959451e-01-1.138772284781802258e+00j)	 (1.020951534844129621e-01-1.137108699435309234e+00j)	 (1.312763223583866823e-01+6.113304164872332969e-01j)	 (9.340692263294089748e-02-3.987246064177360494e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.029814477626203839e+01-7.028556345377850789e+01j)	 (5.683035398185149134e+00-5.993560499732582514e+01j)	 (-1.417770052050587992e+01+1.289288945475246067e+02j)	 (1.717230453027203563e+00+3.045037665972131791e+01j)	 (2.465931976193657782e+00-1.790918741399467251e+01j)	 (2.051268177755852307e+01+1.137295863100449900e+01j)	 (9.125207463430646815e-01+4.907385820137168508e+00j)	 (6.471283267028798969e-01-3.009960601707677430e+00j)	 (1.018202681462854059e-01+1.809494132999585725e+00j)	 (1.026398700341022846e-01+1.806790895485578252e+00j)	 (2.490367799827048589e+00+2.204909601569913224e+00j)	 (1.015521395426858819e-01-1.109618654805148097e+00j)	 (1.020719736815962758e-01-1.108003100537828134e+00j)	 (1.332049331398990621e-01+6.207756696852791967e-01j)	 (9.196118133238635750e-02-3.888661436288430862e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (1.702397437276267667e+01-6.417927761268639131e+01j)	 (5.969497720526575790e+00-5.880676831057152754e+01j)	 (-1.551248527027104274e+01+1.339393780402789389e+02j)	 (1.838187002728716157e+00+3.106389287963852652e+01j)	 (2.544174637980300080e+00-1.737766091075918951e+01j)	 (2.192694764090103376e+01+1.089189004515211145e+01j)	 (9.300619756770663882e-01+4.985924875310561610e+00j)	 (6.401044327056381045e-01-2.931165842511036512e+00j)	 (1.018329398480389003e-01+1.838664810909807157e+00j)	 (1.026704963589868264e-01+1.835917326955125661e+00j)	 (2.608884608792076953e+00+2.243287977617299589e+00j)	 (1.015378300274784873e-01-1.080466456529578290e+00j)	 (1.020479890091636477e-01-1.078899251570563544e+00j)	 (1.351590646560087983e-01+6.302212470487518203e-01j)	 (9.053765929456190908e-02-3.789816697950517677e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (1.489397252998666943e+01-5.842963882122570851e+01j)	 (5.750592756749812295e+00-5.789280836703715494e+01j)	 (-1.680268885336815288e+01+1.394255737315880594e+02j)	 (1.962322876742006894e+00+3.164036982849984625e+01j)	 (2.620988291137157589e+00-1.686683154441180932e+01j)	 (2.329315182862987044e+01+1.029067625923986640e+01j)	 (9.476997089501566496e-01+5.063723049705032508e+00j)	 (6.331903849642704918e-01-2.852698343315667628e+00j)	 (1.018457972915067511e-01+1.867835253863287415e+00j)	 (1.027015733198878705e-01+1.865043038778873674e+00j)	 (2.717481034746169311e+00+2.279479621690043700e+00j)	 (1.015226912699962875e-01-1.051315621288280600e+00j)	 (1.020229967129239329e-01-1.049796969830553595e+00j)	 (1.371432678443280651e-01+6.396615098481327477e-01j)	 (8.913995208629839351e-02-3.690723475178108726e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (1.390226821366902854e+01-5.366551214426080207e+01j)	 (4.881316933835316618e+00-5.649668165282994181e+01j)	 (-1.796879112500306519e+01+1.453717133300329181e+02j)	 (2.081583773167628326e+00+3.218729957166574707e+01j)	 (2.692609535797194642e+00-1.637176324379647241e+01j)	 (2.461933674706332908e+01+9.562998117431673606e+00j)	 (9.653437986644448632e-01+5.140927174993760396e+00j)	 (6.263206985362277379e-01-2.774468756065270991e+00j)	 (1.018586799233785339e-01+1.897005579394005492e+00j)	 (1.027328187639899165e-01+1.894168236335399103e+00j)	 (2.818083164638718774e+00+2.314900565571440083e+00j)	 (1.015065992452989507e-01-1.022166091362700868e+00j)	 (1.019968856108224714e-01-1.020696108409967273e+00j)	 (1.391590758336317679e-01+6.490910766940208854e-01j)	 (8.777016618796947001e-02-3.591398251212670756e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (1.319529247232209990e+01-4.999791719288980829e+01j)	 (4.102246039804583688e+00-5.444480763245949362e+01j)	 (-1.895400546624898652e+01+1.517554799825689429e+02j)	 (2.191835977005465619e+00+3.271191477286575378e+01j)	 (2.757412485398679891e+00-1.588812673609319503e+01j)	 (2.590837355264167741e+01+8.695012577056584036e+00j)	 (9.829571517485585774e-01+5.217660389745916838e+00j)	 (6.194666056991393610e-01-2.696394656597461470e+00j)	 (1.018715004014471431e-01+1.926175907690969913e+00j)	 (1.027640780468072751e-01+1.923293130628758618e+00j)	 (2.912480483801890951e+00+2.350466070200877500e+00j)	 (1.014894584948815986e-01-9.930178344680632430e-01j)	 (1.019695904107575102e-01-9.915965742347048195e-01j)	 (1.412061549028444940e-01+6.585055950885408960e-01j)	 (8.642936379260930668e-02-3.491856261221917279e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (1.247462905379707543e+01-4.699791652182850754e+01j)	 (3.627068030090897732e+00-5.210964039979573670e+01j)	 (-1.971674642731247218e+01+1.585560813883891740e+02j)	 (2.291498155241945334e+00+3.322031483519450035e+01j)	 (2.815041661671227935e+00-1.541248062983421185e+01j)	 (2.715564640094049764e+01+7.666626647364509495e+00j)	 (1.000532278783378581e+00+5.294018381832057862e+00j)	 (6.126226218675828727e-01-2.618407097781965120e+00j)	 (1.018842204452442418e-01+1.955346343616578997e+00j)	 (1.027952814370257373e-01+1.952417905961459921e+00j)	 (3.002304230145665720e+00+2.386719843235816096e+00j)	 (1.014711830517919244e-01-9.638708461618893386e-01j)	 (1.019410589120019472e-01-9.624983259243869993e-01j)	 (1.432832007516608996e-01+6.679018622799463012e-01j)	 (8.511798898628514243e-02-3.392109259087059958e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (1.171479994350650067e+01-4.443479017765076122e+01j)	 (3.417134433238270930e+00-4.967325931299944131e+01j)	 (-2.022413029622273939e+01+1.657570497729444128e+02j)	 (2.380464183297146707e+00+3.371726637661723913e+01j)	 (2.865814550060089783e+00-1.494223037310276503e+01j)	 (2.834670030925791551e+01+6.453653613341319151e+00j)	 (1.018076282137559296e+00+5.370072495372846255e+00j)	 (6.057966097400837580e-01-2.540451162111788452e+00j)	 (1.018968314864204666e-01+1.984516971342201730e+00j)	 (1.028264106026149233e-01+1.981542710491358106e+00j)	 (3.089021393387755499e+00+2.423939079093640370e+00j)	 (1.014516835129361111e-01-9.347251470813489060e-01j)	 (1.019112320034596397e-01-9.334013646127871100e-01j)	 (1.453885048054698592e-01+6.772776788063885611e-01j)	 (8.383617489774999876e-02-3.292165289412133378e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (1.091125564310959994e+01-4.219367860161638362e+01j)	 (3.423526324397886178e+00-4.720591848462047579e+01j)	 (-2.044838336767335818e+01+1.733479178828864349e+02j)	 (2.459351315298389462e+00+3.420637861937546376e+01j)	 (2.910368122984749117e+00-1.447547858319062541e+01j)	 (2.945633487541719120e+01+5.029203049583863105e+00j)	 (1.035601048494874776e+00+5.445874462589846310e+00j)	 (5.990035331000473917e-01-2.462484184034969825e+00j)	 (1.019093405471834246e-01+2.013687856006796117e+00j)	 (1.028574737011314494e-01+2.010667657435564415e+00j)	 (3.173998998344945477e+00+2.462250204278927601e+00j)	 (1.014308588547019191e-01-9.055807791228058790e-01j)	 (1.018800326686503527e-01-9.043057245767031072e-01j)	 (1.475203233110876644e-01+6.866316319966553339e-01j)	 (8.258392866325771353e-02-3.192029314808920715e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (1.004996028517305717e+01-4.021199873843368522e+01j)	 (3.623962503674919677e+00-4.472533748191494141e+01j)	 (-2.035913552261891368e+01+1.813241197411844325e+02j)	 (2.529163110095079325e+00+3.469034614915600656e+01j)	 (2.949445240665903523e+00-1.401087290499224558e+01j)	 (3.044260057403343822e+01+3.364806574650060167e+00j)	 (1.053118367209410877e+00+5.521463742609030945e+00j)	 (5.922615417235781443e-01-2.384473441688282236e+00j)	 (1.019217635177075143e-01+2.042859047734348898e+00j)	 (1.028884915873902184e-01+2.039792834098667296e+00j)	 (3.258572132290274315e+00+2.501572708793565969e+00j)	 (1.014085906273968080e-01-8.764378020050053175e-01j)	 (1.018473591634524444e-01-8.752114658894091237e-01j)	 (1.496769795672913406e-01+6.959627967621353495e-01j)	 (8.136122924221905750e-02-3.091703793924485133e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (9.085565235989516708e+00-3.846486119375658319e+01j)	 (4.037979554425512596e+00-4.222147806448958818e+01j)	 (-1.992378576706136073e+01+1.896827969913725269e+02j)	 (2.591012500587981382e+00+3.517110369928683866e+01j)	 (2.983786207405268343e+00-1.354744943022311787e+01j)	 (3.124339026362144622e+01+1.439229050658005660e+00j)	 (1.070639796070843586e+00+5.596870273723668632e+00j)	 (5.855899462790072896e-01-2.306393839929678169e+00j)	 (1.019341200095580657e-01+2.072030583846345309e+00j)	 (1.029194915388473852e-01+2.068918305849092754e+00j)	 (3.343999017579066368e+00+2.541692431522486029e+00j)	 (1.013847388587913456e-01-8.472962904461206479e-01j)	 (1.018130809205683579e-01-8.461186684927798352e-01j)	 (1.518569206324317244e-01+7.052706887557946835e-01j)	 (8.016809387045488455e-02-2.991189428936946171e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (7.858893743913796470e+00-3.697279992871194310e+01j)	 (4.803862928886863060e+00-3.964244676344274865e+01j)	 (-1.910396088987837970e+01+1.984240991113552752e+02j)	 (2.645977908743913698e+00+3.565005254377922483e+01j)	 (3.014089206517774233e+00-1.308452250553568774e+01j)	 (3.177555369472806390e+01-7.542812362353433775e-01j)	 (1.088174026648440984e+00+5.672117092097679780e+00j)	 (5.790081716330507389e-01-2.228226132323715358e+00j)	 (1.019464301634483150e-01+2.101202492680827483e+00j)	 (1.029505006813971751e-01+2.098044121422894648e+00j)	 (3.431576988442217147e+00+2.582283062556258280e+00j)	 (1.013591383040324395e-01-8.181563325653481433e-01j)	 (1.017770353034764680e-01-8.170274288089263148e-01j)	 (1.540587904344903614e-01+7.145550812457412970e-01j)	 (7.900458597610034162e-02-2.890485675827512146e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.618397744706711272e+00-3.495369207304413095e+01j)	 (6.657906338663969414e+00-3.774171554308394150e+01j)	 (-1.785192158460526457e+01+2.075475946362730042e+02j)	 (2.695060724556798348e+00+3.612821273861811733e+01j)	 (3.040995401190395686e+00-1.262160284269379673e+01j)	 (3.193472464022357826e+01-3.196202144879925378e+00j)	 (1.105726536614131117e+00+5.747223390994614434e+00j)	 (5.725352975917402665e-01-2.149955562267870768e+00j)	 (1.019587135050480653e-01+2.130374796463026410e+00j)	 (1.029815434355966924e-01+2.127170318199678167e+00j)	 (3.522711545160113644e+00+2.622861403156245164e+00j)	 (1.013315943192943658e-01-7.890180289092465493e-01j)	 (1.017390237359830502e-01-7.879378576087329167e-01j)	 (1.562813960664721780e-01+7.238159081920093607e-01j)	 (7.787082092545809242e-02-2.789591043901542555e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (4.553534034046312406e+00-3.201954669107086460e+01j)	 (7.400132152690171772e+00-3.688122575263788860e+01j)	 (-1.610800135105679942e+01+2.170477987242761913e+02j)	 (2.739170222055788084e+00+3.660633149031546907e+01j)	 (3.065093528715124638e+00-1.215833613934509749e+01j)	 (3.160172482906788716e+01-5.825009402172299566e+00j)	 (1.123299551331270463e+00+5.822206481064276851e+00j)	 (5.661899047400565932e-01-2.071570863602995249e+00j)	 (1.019709884866354110e-01+2.159547513561125065e+00j)	 (1.030126402403170327e-01+2.156296926045171869e+00j)	 (3.619001053162049786e+00+2.662724743779167014e+00j)	 (1.013018780347939296e-01-7.598814919587608685e-01j)	 (1.016988069875999906e-01-7.588500787063878761e-01j)	 (1.585236877842080838e-01+7.330531994695270726e-01j)	 (7.676696273020799932e-02-2.688503300061204082e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (3.905248010996573260e+00-2.945659852841806980e+01j)	 (7.783011282558639721e+00-3.575089637252152386e+01j)	 (-1.379881087557089359e+01+2.269074492832394299e+02j)	 (2.779126978037268270e+00+3.708496322527303590e+01j)	 (3.086937773605809898e+00-1.169445883432482525e+01j)	 (3.065950527392523384e+01-8.520930874887874040e+00j)	 (1.140891931235861634e+00+5.897083536334313258e+00j)	 (5.599901087471657046e-01-1.993063538345688501e+00j)	 (1.019832725015827196e-01+2.188720660425754527e+00j)	 (1.030438067670249314e-01+2.185423970565366414e+00j)	 (3.722349353742363309e+00+2.700832319339419474e+00j)	 (1.012697204353437408e-01-7.307468459374287795e-01j)	 (1.016560991403988312e-01-7.297642281835208244e-01j)	 (1.607847333740227425e-01+7.422670278515038911e-01j)	 (7.569321728368218205e-02-2.587219562225708258e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (3.429443033364620863e+00-2.707200712854897873e+01j)	 (8.047411802452026919e+00-3.452144267792671428e+01j)	 (-1.083780091982887939e+01+2.370878541981106480e+02j)	 (2.815677190676145969e+00+3.756452758569017192e+01j)	 (3.107078278810418759e+00-1.122976746351562483e+01j)	 (2.902372957257060904e+01-1.109638222751748948e+01j)	 (1.158499001058906241e+00+5.971873477564931143e+00j)	 (5.539537160977293651e-01-1.914427358818357128e+00j)	 (1.019955823739791267e-01+2.217894253422969975e+00j)	 (1.030750533837872934e-01+2.214551476224605686e+00j)	 (3.835111978498455976e+00+2.735587919534721468e+00j)	 (1.012348049534682742e-01-7.016142267348646211e-01j)	 (1.016105598117195696e-01-7.006804538212455524e-01j)	 (1.630636867537386681e-01+7.514574642300360097e-01j)	 (7.464982516711525518e-02-2.485736305749623731e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (3.077133646903166486e+00-2.479493386026000579e+01j)	 (8.242006343181975225e+00-3.324263072772802730e+01j)	 (-7.130480863574831574e+00+2.475164684360390766e+02j)	 (2.849513501856059783e+00+3.804535059752953430e+01j)	 (3.126110194854995417e+00-1.076410132766500816e+01j)	 (2.668470830205412270e+01-1.330471162895870663e+01j)	 (1.176112369334621377e+00+6.046599378563445093e+00j)	 (5.480984812632501146e-01-1.835658063416481189e+00j)	 (1.020079353834579955e-01+2.247068310735805152e+00j)	 (1.031063847728146410e-01+2.243679469840506702e+00j)	 (3.960276633778796906e+00+2.764441334408553441e+00j)	 (1.011967581339161953e-01-6.724837817471985835e-01j)	 (1.015617841641434371e-01-6.715989144410694500e-01j)	 (1.653597482017941933e-01+7.606245352344819244e-01j)	 (7.363705507396239858e-02-2.384049299073218997e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (2.833831784862341330e+00-2.258570009782282995e+01j)	 (8.383733610643995249e+00-3.193283399091245656e+01j)	 (-2.587022976060268320e+00+2.580730618364157181e+02j)	 (2.881300769260400241e+00+3.852769305297813673e+01j)	 (3.144756902887655858e+00-1.029734606516102247e+01j)	 (2.374759351057309686e+01-1.487856685995510375e+01j)	 (1.193719959087522708e+00+6.121291964173617650e+00j)	 (5.424424842632936672e-01-1.756753261308678926e+00j)	 (1.020203512665680268e-01+2.276242854568522045e+00j)	 (1.031377998483939684e-01+2.272807985225837157e+00j)	 (4.101646692053508403e+00+2.783145180519526196e+00j)	 (1.011551377792686696e-01-6.433556694105755369e-01j)	 (1.015092900904764478e-01-6.425197788400478505e-01j)	 (1.676721083479404961e-01+7.697681771300043385e-01j)	 (7.265519767003070228e-02-2.282153476336303000e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (2.699139654879045835e+00-2.041725893543445025e+01j)	 (8.479593684804987319e+00-3.059498891655387709e+01j)	 (2.854987156419099392e+00+2.685769132235430448e+02j)	 (2.911707880070175669e+00+3.901176846696500178e+01j)	 (3.164021213055298709e+00-9.829488633867505598e+00j)	 (2.044635982559323750e+01-1.559786761160025215e+01j)	 (1.211306897377422587e+00+6.195995036884698770e+00j)	 (5.370046773779975080e-01-1.677712645000891012e+00j)	 (1.020328560274028490e-01+2.305417913777319860e+00j)	 (1.031692926724601667e-01+2.301937070137169083e+00j)	 (4.263879525047406638e+00+2.784343521181717573e+00j)	 (1.011094177688960927e-01-6.142300581399441350e-01j)	 (1.014525017150985919e-01-6.134432239477100035e-01j)	 (1.699998582580249384e-01+7.788881796317006501e-01j)	 (7.170455820580898254e-02-2.180042743113637660e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (2.681402064135052665e+00-1.826998282395580731e+01j)	 (8.538831830361589326e+00-2.921981134204138542e+01j)	 (9.193593799003110689e+00+2.787778908335902770e+02j)	 (2.941449983132823132e+00+3.949775081949390199e+01j)	 (3.185468841066396273e+00-9.360829762115262298e+00j)	 (1.710696971449165105e+01-1.536368994566423751e+01j)	 (1.228858911484215000e+00+6.270773973202353524e+00j)	 (5.318056537606953293e-01-1.598538802976885442e+00j)	 (1.020454895384158289e-01+2.334593526631262073e+00j)	 (1.032008564098542136e-01+2.331066797301975857e+00j)	 (4.451833479281838812e+00+2.754883158536154397e+00j)	 (1.010589683144125089e-01-5.851071242651466608e-01j)	 (1.013907278986100197e-01-5.843694317043330866e-01j)	 (1.723418271826162029e-01+7.879841151760530460e-01j)	 (7.078544356259308667e-02-2.077709686710282055e-01j)
