Frequency [Hz]	g1_d	g1_q	g2_d	g2_q	g3_d	g3_q	1DC_dc	MMC1_d	MMC1_q	2DC_dc	MMC2_d	MMC2_q	3DC_dc	MMC3_d	MMC3_q
 (7.400000000000000000e+01+0.000000000000000000e+00j)	 (5.806957328563946419e+00-6.017405064308554152e+00j)	 (1.294317105123420575e+01+3.989784692342332306e+01j)	 (5.540802324760682041e+01-8.613279091189735936e+02j)	 (3.439220293214014124e+00+6.088550122119549002e+01j)	 (3.320782489527894565e+00+1.146874576441191351e+01j)	 (3.831382912302082389e+00-6.750898981621426209e+00j)	 (2.172183790393309888e+00+9.478777842701514800e+00j)	 (5.764144831954063353e-01+1.923792561600136786e+00j)	 (1.027223426646881321e-01+3.618693401687453903e+00j)	 (1.049225023509583743e-01+3.613245735961425176e+00j)	 (5.567615278916725252e+00+4.372343632326715634e-01j)	 (1.015609983073975375e-01+7.016274774561539473e-01j)	 (1.019548426546247472e-01+7.007113117850150008e-01j)	 (2.884156108071606051e-01+1.172671490687545504e+00j)	 (7.638826902478876302e-02+2.482985079701104103e-01j)
 (7.500000000000000000e+01+0.000000000000000000e+00j)	 (5.236237355487553202e+00-5.578685509759687022e+00j)	 (1.320454640452629036e+01+4.179838099366011051e+01j)	 (7.288171612251653642e+01-7.904173038432594467e+02j)	 (3.450431907119682506e+00+6.139851481049760906e+01j)	 (3.326749857158883383e+00+1.195057465286430798e+01j)	 (3.582610509375802277e+00-6.164187905622698693e+00j)	 (2.196789822603254727e+00+9.550863718767946153e+00j)	 (5.840274047535842783e-01+2.003475870654081170e+00j)	 (1.027411546739990522e-01+3.647887388842760092e+00j)	 (1.049691637652903214e-01+3.642398556402367760e+00j)	 (5.313625108891023352e+00+2.128998478992747134e-01j)	 (1.016104147146384973e-01+7.307609200398385019e-01j)	 (1.020160580617773260e-01+7.297972350722219392e-01j)	 (2.913538671538074554e-01+1.181030996452159032e+00j)	 (7.750957962160490156e-02+2.584584141247487921e-01j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (4.211577681157182340e+00-4.625778688524721183e+00j)	 (1.378236770561086644e+01+4.567114932449458564e+01j)	 (9.873434092248749039e+01-6.827866479738000862e+02j)	 (3.476014037804671997e+00+6.242706410597433120e+01j)	 (3.339439008631722050e+00+1.291462633512639080e+01j)	 (3.129150753550809405e+00-4.994945576324917091e+00j)	 (2.246734233819979387e+00+9.695070844993576742e+00j)	 (6.000257020345585168e-01+2.162578206610798137e+00j)	 (1.027792545699750260e-01+3.706276619646704074e+00j)	 (1.050637779742593925e-01+3.700706070243612089e+00j)	 (4.681426705263784349e+00-9.185479720882105958e-02j)	 (1.017014184381800634e-01+7.890338094793563073e-01j)	 (1.021306295968076455e-01+7.879755107411995363e-01j)	 (2.972702612130635469e-01+1.197717243414651911e+00j)	 (7.984711805625833991e-02+2.787185302914209628e-01j)
 (7.800000000000000000e+01+0.000000000000000000e+00j)	 (3.773391885502057619e+00-4.114598996868815028e+00j)	 (1.409977872561934831e+01+4.764363754351376201e+01j)	 (1.080783097727642144e+02-6.418471066414688266e+02j)	 (3.490713768841355868e+00+6.294198069118550620e+01j)	 (3.346132470499065814e+00+1.339688547477752145e+01j)	 (2.937643186231782888e+00-4.404779607884376169e+00j)	 (2.272104545159676192e+00+9.767183266562316390e+00j)	 (6.083972480568935470e-01+2.242002029473809888e+00j)	 (1.027985357666040961e-01+3.735471843412994097e+00j)	 (1.051117581844300264e-01+3.729860765284877644e+00j)	 (4.324275829133658711e+00-1.620256174917573677e-01j)	 (1.017436184874782740e-01+8.181730041972217204e-01j)	 (1.021846715976571646e-01+8.170676100597606961e-01j)	 (3.002498619402108049e-01+1.206046898646815579e+00j)	 (8.106310988219038449e-02+2.888192283601665467e-01j)
 (7.900000000000000000e+01+0.000000000000000000e+00j)	 (3.386355262566598689e+00-3.602096613793369873e+00j)	 (1.443581931724002665e+01+4.964043649589490315e+01j)	 (1.153748002070698249e+02-6.073209142106519494e+02j)	 (3.506553343979909254e+00+6.345731440402533252e+01j)	 (3.353078957293922802e+00+1.387930416722125493e+01j)	 (2.764553145395480804e+00-3.804307540161213197e+00j)	 (2.297750433525788338e+00+9.839294365952959254e+00j)	 (6.170086932169659422e-01+2.321347570373756941e+00j)	 (1.028179593818347032e-01+3.764667463214216081e+00j)	 (1.051602190702776995e-01+3.759016086249551858e+00j)	 (3.959343648814664274e+00-1.714890793852392736e-01j)	 (1.017839591701859697e-01+8.473138807796986027e-01j)	 (1.022369404818224831e-01+8.461615345027181379e-01j)	 (3.032455578025947673e-01+1.214370196418778969e+00j)	 (8.231058129431075010e-02+2.989005524806601088e-01j)
 (8.100000000000000000e+01+0.000000000000000000e+00j)	 (2.816012236157625193e+00-2.666582311908947567e+00j)	 (1.516255698925799322e+01+5.371079683206493627e+01j)	 (1.245460425808435048e+02-5.526953204663444694e+02j)	 (3.541371089243612325e+00+6.448913418020322297e+01j)	 (3.367785197261680352e+00+1.484463574490900228e+01j)	 (2.418818948255835988e+00-2.516991477486101303e+00j)	 (2.349905120137259829e+00+9.983481043255210352e+00j)	 (6.349271366731966681e-01+2.479833908831041711e+00j)	 (1.028571827867297700e-01+3.823059849407747457e+00j)	 (1.052587093409273339e-01+3.817328591859957321e+00j)	 (3.257877979442239447e+00-1.928834473484345932e-02j)	 (1.018599095014770389e-01+9.056002792297729309e-01j)	 (1.023371699517587885e-01+9.043544701104140326e-01j)	 (3.092968994601763000e-01+1.231010065059461311e+00j)	 (8.490097362036844175e-02+3.190049155231752809e-01j)
 (8.200000000000000000e+01+0.000000000000000000e+00j)	 (2.671719049124027912e+00-2.197308257331249681e+00j)	 (1.555318515455676831e+01+5.578739672419301598e+01j)	 (1.268089530808249492e+02-5.306694239616192590e+02j)	 (3.560198992905852400e+00+6.500567380390789651e+01j)	 (3.375579517970573651e+00+1.532755110707600110e+01j)	 (2.200921355230962551e+00-1.895949485020752334e+00j)	 (2.376428636303425712e+00+1.005552979963439775e+01j)	 (6.442228119713877543e-01+2.558996562577759537e+00j)	 (1.028769443960711183e-01+3.852256591132715347e+00j)	 (1.053088236967132663e-01+3.846485755254235528e+00j)	 (2.940749983368275977e+00+1.307984966345128730e-01j)	 (1.018958898941969421e-01+9.347456175970635384e-01j)	 (1.023856092470427637e-01+9.334532969436145633e-01j)	 (3.123643628034472042e-01+1.239335400388898334e+00j)	 (8.624514788829840128e-02+3.290270435856620379e-01j)
 (8.300000000000000000e+01+0.000000000000000000e+00j)	 (2.563405397249812090e+00-1.707799934155465271e+00j)	 (1.596270644648367210e+01+5.789401990984725899e+01j)	 (1.278587154439899223e+02-5.111611012225133663e+02j)	 (3.579923920710839091e+00+6.552276206267669068e+01j)	 (3.383695074116475077e+00+1.581062739091530034e+01j)	 (2.003876069409594507e+00-1.321630160105548235e+00j)	 (2.403246453706441521e+00+1.012751844630340514e+01j)	 (6.537360215383072326e-01+2.638126619679366236e+00j)	 (1.028967678408159447e-01+3.881453681220834895e+00j)	 (1.053595915114382969e-01+3.875643492244918775e+00j)	 (2.654016371094590543e+00+3.213560298217829070e-01j)	 (1.019307628347456557e-01+9.638922639460560937e-01j)	 (1.024332561439047079e-01+9.625535560286001546e-01j)	 (3.154763559023722741e-01+1.247671372406292001e+00j)	 (8.762339691684187248e-02+3.390270401850682402e-01j)
 (8.400000000000000000e+01+0.000000000000000000e+00j)	 (2.476170279408994812e+00-1.215692834501877373e+00j)	 (1.639215571515429559e+01+6.003205532876164341e+01j)	 (1.280287777609945579e+02-4.936717437351125000e+02j)	 (3.600667701915822860e+00+6.604053665737490064e+01j)	 (3.392147975586981445e+00+1.629385010177604798e+01j)	 (1.834844950365136285e+00-7.843026558199783782e-01j)	 (2.430321618024636532e+00+1.019942617859499379e+01j)	 (6.634620412900554820e-01+2.717246972100726854e+00j)	 (1.029166125166451895e-01+3.910651109710301832e+00j)	 (1.054110764759444013e-01+3.904801754343876663e+00j)	 (2.400178232807305800e+00+5.467359364560520074e-01j)	 (1.019646814153682968e-01+9.930401230619351205e-01j)	 (1.024803675138943326e-01+9.916550876849803409e-01j)	 (3.186591155980755263e-01+1.256019461951447536e+00j)	 (8.903634620062278460e-02+3.490005758936466362e-01j)
 (8.500000000000000000e+01+0.000000000000000000e+00j)	 (2.404095066154622096e+00-7.272038772011930607e-01j)	 (1.684313069206808677e+01+6.220218247484145735e+01j)	 (1.276140765678922548e+02-4.780624564370144753e+02j)	 (3.622784199206502187e+00+6.655901371864432292e+01j)	 (3.400933080845227163e+00+1.677718994403877772e+01j)	 (1.691700607735107775e+00-3.203211143719038589e-01j)	 (2.457248784385037244e+00+1.027119959898828583e+01j)	 (6.733963757254143312e-01+2.796393107941344880e+00j)	 (1.029364310237667612e-01+3.939848873386599060e+00j)	 (1.054632764031078890e-01+3.933960449498887790e+00j)	 (2.178293415004552536e+00+8.054027424267753421e-01j)	 (1.019977842793309691e-01+1.022189081934010924e+00j)	 (1.025271861931849743e-01+1.020757630333439359e+00j)	 (3.219601281484352207e-01+1.264349950889132712e+00j)	 (9.048000040490399021e-02+3.589398099627707506e-01j)
 (8.700000000000000000e+01+0.000000000000000000e+00j)	 (2.293412051184223532e+00+2.302461138783696848e-01j)	 (1.779377213837380367e+01+6.665408400575969949e+01j)	 (1.239809471718211853e+02-4.518035258657506006e+02j)	 (3.673430779071825913e+00+6.759549876568782167e+01j)	 (3.419294342001476750e+00+1.774422075046782510e+01j)	 (1.439746266987496304e+00+6.026465922121467811e-01j)	 (2.512758937817109572e+00+1.041564219878310205e+01j)	 (6.938409759891591699e-01+2.954995704692142233e+00j)	 (1.029757926807466084e-01+3.998245389139411188e+00j)	 (1.055706331862105302e-01+3.992279219560873393e+00j)	 (1.824450641288211328e+00+1.406685064043079025e+00j)	 (1.020619101121932881e-01+1.080489717120424409e+00j)	 (1.026201776437248303e-01+1.078964000801227119e+00j)	 (3.290306079880934154e-01+1.280777892800389450e+00j)	 (9.340313070243139171e-02+3.787164426126940486e-01j)
 (8.800000000000000000e+01+0.000000000000000000e+00j)	 (2.249996207822945848e+00+7.026435316205307258e-01j)	 (1.830247714818182203e+01+6.894794840903861655e+01j)	 (1.211480518564533213e+02-4.397000008024305657e+02j)	 (3.701174998274388006e+00+6.811175622435581545e+01j)	 (3.428767588922024601e+00+1.822801474278709577e+01j)	 (1.336035726439494642e+00+1.046636778846558924e+00j)	 (2.541645615553331794e+00+1.048778872855607780e+01j)	 (7.043475157305566503e-01+3.034723679467957069e+00j)	 (1.029951801212333207e-01+4.027444076376059279e+00j)	 (1.056265022127228226e-01+4.021438833404847202e+00j)	 (1.688016786374193501e+00+1.757341834025666572e+00j)	 (1.020929331838324877e-01+1.109641090793634932e+00j)	 (1.026655923158725642e-01+1.108067035416123280e+00j)	 (3.328883971344391290e-01+1.288532425084336186e+00j)	 (9.486969697840051674e-02+3.885890144029094384e-01j)
 (9.000000000000000000e+01+0.000000000000000000e+00j)	 (2.182739265660944117e+00+1.622913419280473279e+00j)	 (1.940988904732832765e+01+7.366457630474400275e+01j)	 (1.148044506887496254e+02-4.172679767340057992e+02j)	 (3.758262635886935321e+00+6.914184670051957937e+01j)	 (3.448634063072979927e+00+1.919621265391993603e+01j)	 (1.215128438410497669e+00+1.732349536896852227e+00j)	 (2.599667552179884655e+00+1.063213447311277982e+01j)	 (7.267321810853722974e-01+3.196976624284460389e+00j)	 (1.030324173379249669e-01+4.085842470864945675e+00j)	 (1.057438283043767996e-01+4.079755840419398538e+00j)	 (1.446804252048614403e+00+2.534386639213251691e+00j)	 (1.021523390621629085e-01+1.167945803670122018e+00j)	 (1.027514209674660894e-01+1.166274392811595506e+00j)	 (3.391645799566224695e-01+1.302885110575557226e+00j)	 (9.789199991491100150e-02+4.083355763869920274e-01j)
 (9.100000000000000000e+01+0.000000000000000000e+00j)	 (2.158868379400194382e+00+2.070207612025632304e+00j)	 (2.000922696632521181e+01+7.609169743827359866e+01j)	 (1.115691335060785718e+02-4.068517948457838997e+02j)	 (3.787376054259523173e+00+6.965697815056491038e+01j)	 (3.459150944554739482e+00+1.968055738242615149e+01j)	 (1.187268416198129728e+00+2.022484685317440078e+00j)	 (2.629187790080361076e+00+1.070433249015659705e+01j)	 (7.411888100997940931e-01+3.281324902133964105e+00j)	 (1.030497343747550643e-01+4.115042584120545577e+00j)	 (1.058060699523610815e-01+4.108910198693286553e+00j)	 (1.341975690328352400e+00+2.942198500699792163e+00j)	 (1.021806689621636705e-01+1.197099470517557496e+00j)	 (1.027921975068558647e-01+1.195380170153975907e+00j)	 (3.417006113297910708e-01+1.310541921191023418e+00j)	 (9.945701713079053985e-02+4.181885418190861570e-01j)
 (9.300000000000000000e+01+0.000000000000000000e+00j)	 (2.127999937217929016e+00+2.938569314109682473e+00j)	 (2.130948054491370414e+01+8.109624050973269505e+01j)	 (1.051185861059732360e+02-3.874091257963912085e+02j)	 (3.847839260711669152e+00+7.068813511519563519e+01j)	 (3.481435862693431194e+00+2.064956493885380695e+01j)	 (1.174910264012359651e+00+2.530456808264235136e+00j)	 (2.689369864930383436e+00+1.084892977493827715e+01j)	 (7.891854768895196770e-01+3.428492183649119784e+00j)	 (1.030809598443874486e-01+4.173447256196508803e+00j)	 (1.059265932378224973e-01+4.167191985425019674e+00j)	 (1.146836750465717758e+00+3.794020398241716219e+00j)	 (1.022354425704175840e-01+1.255409962174221628e+00j)	 (1.028723508138897347e-01+1.253596553926852541e+00j)	 (3.471533189754508197e-01+1.326575122124123762e+00j)	 (1.026801331673646289e-01+4.378334047903778004e-01j)
 (9.400000000000000000e+01+0.000000000000000000e+00j)	 (2.119965633902527014e+00+3.360087925348667071e+00j)	 (2.201589122353603756e+01+8.367824233314682658e+01j)	 (1.019676469097032623e+02-3.783001537435955015e+02j)	 (3.879415774039176590e+00+7.120394201475028240e+01j)	 (3.493199931767240418e+00+2.113419247068676299e+01j)	 (1.184990558875352207e+00+2.756110135970983865e+00j)	 (2.720070402575291535e+00+1.092138985250965000e+01j)	 (7.966913090638418904e-01+3.497318240792316235e+00j)	 (1.030955781490837386e-01+4.202653370325386994e+00j)	 (1.059606165784873627e-01+4.196320665925121318e+00j)	 (1.080021580275111193e+00+4.226946823023665978e+00j)	 (1.022622384310368504e-01+1.284566683056912240e+00j)	 (1.029123308672465348e-01+1.282706682076651505e+00j)	 (3.500758477449257278e-01+1.334664390240025256e+00j)	 (1.043337196625744590e-01+4.476243219837297560e-01j)
 (9.500000000000000000e+01+0.000000000000000000e+00j)	 (2.116202413080784162e+00+3.773331182753183910e+00j)	 (2.276382701833117039e+01+8.631626440104955122e+01j)	 (9.890074086661712727e+01-3.695583312665267499e+02j)	 (3.911929876109327520e+00+7.171974601483816514e+01j)	 (3.505375516776909173e+00+2.161888567777348769e+01j)	 (1.203002686102993435e+00+2.966297382738435573e+00j)	 (2.751199281250089168e+00+1.099400983562522960e+01j)	 (8.056829753395102767e-01+3.572730662587392914e+00j)	 (1.031107911651556602e-01+4.231862599396627900e+00j)	 (1.059718414214026322e-01+4.225472691547050630e+00j)	 (1.020081406318279926e+00+4.653359147264127138e+00j)	 (1.022887677466606804e-01+1.313724264269646724e+00j)	 (1.029523710175082180e-01+1.311817818272789982e+00j)	 (3.530778550204566324e-01+1.342740300425565803e+00j)	 (1.060135601181488030e-01+4.573944015242921157e-01j)
 (9.600000000000000000e+01+0.000000000000000000e+00j)	 (2.116126765308742108e+00+4.178360419574522311e+00j)	 (2.355651252230794057e+01+8.901241954070913209e+01j)	 (9.593555086848033397e+01-3.611604025128804096e+02j)	 (3.945376324055303030e+00+7.223545829588999823e+01j)	 (3.517961764045274720e+00+2.210363217283592974e+01j)	 (1.227292447267372966e+00+3.163020160646095924e+00j)	 (2.782771231151443647e+00+1.106684114860426327e+01j)	 (8.169055245565391976e-01+3.649321203046342443e+00j)	 (1.031278171220229856e-01+4.261074818485651505e+00j)	 (1.059929044564844602e-01+4.254653722875925581e+00j)	 (9.656923525704079747e-01+5.078165687221742886e+00j)	 (1.023150734025403685e-01+1.342882628656014266e+00j)	 (1.029924853335148910e-01+1.340929829355654634e+00j)	 (3.561345045192936265e-01+1.350792913040661958e+00j)	 (1.077188346201798375e-01+4.671438650537800275e-01j)
 (9.800000000000000000e+01+0.000000000000000000e+00j)	 (2.124632236430164856e+00+4.964449620292043619e+00j)	 (2.529004412042539585e+01+9.458763614190982594e+01j)	 (9.035343838507145620e+01-3.453213019021894752e+02j)	 (4.015001187164074281e+00+7.326634012391480155e+01j)	 (3.544363509710640070e+00+2.307323050413276633e+01j)	 (1.290362580830316075e+00+3.522494028944510358e+00j)	 (2.847288715897343447e+00+1.121340989334008675e+01j)	 (8.422731127454360367e-01+3.801469649667605033e+00j)	 (1.031712713425451677e-01+4.319503548949865213e+00j)	 (1.060844658734383800e-01+4.313023972615667390e+00j)	 (8.752286078919870871e-01+5.926341859043350979e+00j)	 (1.023671109043615274e-01+1.401201489435343728e+00j)	 (1.030729378430284421e-01+1.399156153242330225e+00j)	 (3.623564991540035307e-01+1.366821768125842107e+00j)	 (1.112033279309416200e-01+4.865817063466786885e-01j)
 (1.000000000000000000e+02+0.000000000000000000e+00j)	 (2.141532404010928925e+00+5.721353075322625159e+00j)	 (2.724579958941462010e+01+1.004212349664671393e+02j)	 (8.526993652604517138e+01-3.306562539337931526e+02j)	 (4.088126271344332707e+00+7.429599621694690370e+01j)	 (3.572269263886850510e+00+2.404298802041958538e+01j)	 (1.368195751766256629e+00+3.843786154956623236e+00j)	 (2.913644276131441835e+00+1.136185783311557707e+01j)	 (8.675903902373381937e-01+3.951986144787277500e+00j)	 (1.032242020819284650e-01+4.377929220625809137e+00j)	 (1.061964457383112043e-01+4.371378849586871951e+00j)	 (8.085141320039049839e-01+6.773563421771425119e+00j)	 (1.024185019485108344e-01+1.459522950182239764e+00j)	 (1.031537020564803758e-01+1.457385229394496440e+00j)	 (3.686765189230540307e-01+1.382753715506999326e+00j)	 (1.147834089820816417e-01+5.059390746142241602e-01j)
 (1.010000000000000000e+02+0.000000000000000000e+00j)	 (2.152535174398139795e+00+6.087725882222968288e+00j)	 (2.831928620626675297e+01+1.034402100778110452e+02j)	 (8.291147697411668105e+01-3.237283029001581554e+02j)	 (4.125947353968733466e+00+7.481054985349265962e+01j)	 (3.587007236916389008e+00+2.452766285040705796e+01j)	 (1.411318190392366612e+00+3.990889343962827240e+00j)	 (2.947446302358402548e+00+1.143704290236672882e+01j)	 (8.798556831212189788e-01+4.027445127849915707e+00j)	 (1.032517352760638218e-01+4.407140170144952407e+00j)	 (1.062537874620341632e-01+4.400553291307200965e+00j)	 (7.854157704317947797e-01+7.195679354744730638e+00j)	 (1.024439964769256473e-01+1.488684591484936259e+00j)	 (1.031942178978365321e-01+1.486500724880973179e+00j)	 (3.718638184690643556e-01+1.390685934610728980e+00j)	 (1.166083527446444279e-01+5.155878585255290192e-01j)
 (1.030000000000000000e+02+0.000000000000000000e+00j)	 (2.178336551414654654e+00+6.802437273107469373e+00j)	 (3.067707509458604065e+01+1.096941237642067506e+02j)	 (7.856289756474342312e+01-3.106287634065507177e+02j)	 (4.203962675831021123e+00+7.583812880341920959e+01j)	 (3.617403751012109758e+00+2.549711725464380763e+01j)	 (1.501147335550187423e+00+4.263002825325131973e+00j)	 (3.015924566479339486e+00+1.159043541187925896e+01j)	 (9.047365940029847842e-01+4.179348557502332362e+00j)	 (1.033063942193264417e-01+4.465560219909973760e+00j)	 (1.063690434278033448e-01+4.458900138219796361e+00j)	 (7.545192667280123944e-01+8.039331337239302044e+00j)	 (1.024946604199446498e-01+1.547009597854117180e+00j)	 (1.032755649379173690e-01+1.544733523342405990e+00j)	 (3.782840524080757771e-01+1.406487134557955043e+00j)	 (1.203264020073666341e-01+5.348260781777651740e-01j)
 (1.040000000000000000e+02+0.000000000000000000e+00j)	 (2.193006386174810363e+00+7.150267322195834829e+00j)	 (3.197297579794652833e+01+1.129333796865464876e+02j)	 (7.656239554438064943e+01-3.044342856537318198e+02j)	 (4.244101092327817959e+00+7.635123792367431861e+01j)	 (3.633165106768725838e+00+2.598174463891134067e+01j)	 (1.547012143463524891e+00+4.389127688143299011e+00j)	 (3.050248758761877621e+00+1.166906351115162188e+01j)	 (9.176225837880588321e-01+4.255617004582387786e+00j)	 (1.033332888016691153e-01+4.494770005194597573e+00j)	 (1.064268255020280191e-01+4.488073338441322946e+00j)	 (7.474759791950642551e-01+8.460124205612951087e+00j)	 (1.025198602535851711e-01+1.576172931313847503e+00j)	 (1.033164192109678331e-01+1.573850794131165465e+00j)	 (3.815146099309433270e-01+1.414357330436862181e+00j)	 (1.222189003065176222e-01+5.444156645816474738e-01j)
 (1.050000000000000000e+02+0.000000000000000000e+00j)	 (2.208766756288844224e+00+7.492054100000712147e+00j)	 (3.335471350605083529e+01+1.162504142981332933e+02j)	 (7.467178133601953505e+01-2.984631261925096624e+02j)	 (4.284950794865691748e+00+7.686384660647016176e+01j)	 (3.649284548152216257e+00+2.646628419375910113e+01j)	 (1.593078737434625136e+00+4.509519183106236895e+00j)	 (3.084223164971510389e+00+1.174931500234769288e+01j)	 (9.308555426985807291e-01+4.331961070971685146e+00j)	 (1.033599076206113410e-01+4.523979945240800937e+00j)	 (1.064847030767840652e-01+4.517246696868826739e+00j)	 (7.461198957521597563e-01+8.880070453502410643e+00j)	 (1.025449910570578882e-01+1.605336799503584100e+00j)	 (1.033574094892003442e-01+1.602968627083587005e+00j)	 (3.847577474367894212e-01+1.422207878100142819e+00j)	 (1.241333311347746632e-01+5.539856625320839223e-01j)
 (1.070000000000000000e+02+0.000000000000000000e+00j)	 (2.243411485478933098e+00+8.158444234687616259e+00j)	 (3.640199437187582276e+01+1.231262637463544110e+02j)	 (7.120081258772165711e+01-2.871530141463088057e+02j)	 (4.368641770447811545e+00+7.788742877497685413e+01j)	 (3.682531038895670239e+00+2.743504093921281850e+01j)	 (1.685067189432129187e+00+4.735267200840829638e+00j)	 (3.148931434659380635e+00+1.191551712375853889e+01j)	 (9.583056651932679859e-01+4.484624299908533729e+00j)	 (1.034125323706735072e-01+4.582400818039523038e+00j)	 (1.066007927295300750e-01+4.575594422726846133e+00j)	 (7.617636471780542262e-01+9.717078623985047514e+00j)	 (1.025950986169453238e-01+1.663666090617982984e+00j)	 (1.034398435162640489e-01+1.661205930715874191e+00j)	 (3.912796378690150956e-01+1.437851346541819009e+00j)	 (1.280269047888215606e-01+5.730671565813197921e-01j)
 (1.090000000000000000e+02+0.000000000000000000e+00j)	 (2.282028329246016618e+00+8.803587051322310231e+00j)	 (3.987680443820839571e+01+1.303376685891957720e+02j)	 (6.811072674470608490e+01-2.766273490426530088e+02j)	 (4.454724315446632055e+00+7.890861984701993492e+01j)	 (3.716982961338425540e+00+2.840328255792969614e+01j)	 (1.776062486350239444e+00+4.943897126020605270e+00j)	 (3.203486641801503332e+00+1.208907472837707608e+01j)	 (9.869179997140727911e-01+4.637036665535337221e+00j)	 (1.034646907637250535e-01+4.640823504885475792e+00j)	 (1.067174319469630511e-01+4.633944079913525194e+00j)	 (8.064507241390415082e-01+1.055114795750127854e+01j)	 (1.026450818530384723e-01+1.721997381385458992e+00j)	 (1.035229535226146330e-01+1.719445346548143405e+00j)	 (3.978464586259368718e-01+1.453419522282253240e+00j)	 (1.320050445784100301e-01+5.920710690466247650e-01j)
 (1.100000000000000000e+02+0.000000000000000000e+00j)	 (2.302723665342697679e+00+9.118848209209218680e+00j)	 (4.179518014741326226e+01+1.340736440966396401e+02j)	 (6.669643836946261217e+01-2.716383354259538692e+02j)	 (4.498552703103680273e+00+7.941824529384652465e+01j)	 (3.734598646340321793e+00+2.888718558144994475e+01j)	 (1.820990626867876827e+00+5.042696411078487984e+00j)	 (3.224024252171861171e+00+1.217710782534096303e+01j)	 (1.001609921195781405e+00+4.713110147960972718e+00j)	 (1.034907019213688745e-01+4.670035629573829894e+00j)	 (1.067760009338349497e-01+4.663119784685510361e+00j)	 (8.422734736378021392e-01+1.096877454011893427e+01j)	 (1.026700544968566359e-01+1.751163752054233358e+00j)	 (1.035647866569639058e-01+1.748565822818871407e+00j)	 (4.011459951828705295e-01+1.461175769768383592e+00j)	 (1.340252150847254242e-01+6.015440850612289170e-01j)
 (1.120000000000000000e+02+0.000000000000000000e+00j)	 (2.346450189716160928e+00+9.736106512956412828e+00j)	 (4.604104151682185631e+01+1.418132394686178657e+02j)	 (6.410632031657684138e+01-2.621707210214223096e+02j)	 (4.587538150185975994e+00+8.043542583186783190e+01j)	 (3.770460901978558432e+00+2.985452980920075206e+01j)	 (1.909467124554275141e+00+5.230729136519824962e+00j)	 (3.246307570739769055e+00+1.234634527531957282e+01j)	 (1.031691353872602690e+00+4.864962373602323531e+00j)	 (1.035427417578357046e-01+4.728461543988823124e+00j)	 (1.068937289809515079e-01+4.721473148568714251e+00j)	 (9.459372000049667273e-01+1.181481341025749821e+01j)	 (1.027200108874299911e-01+1.809497900689241323e+00j)	 (1.036490529034614638e-01+1.806808270761873558e+00j)	 (4.077762102754844964e-01+1.476633057606995925e+00j)	 (1.381266033512895397e-01+6.204325326181566735e-01j)
 (1.130000000000000000e+02+0.000000000000000000e+00j)	 (2.369154530674151715e+00+1.003862931178260176e+01j)	 (4.838966191932605199e+01+1.458188294796208879e+02j)	 (6.292175617464295101e+01-2.576783543330337238e+02j)	 (4.632587737546806750e+00+8.094293595016885945e+01j)	 (3.788639861545561871e+00+3.033797078044776185e+01j)	 (1.952954880622324474e+00+5.320458609606403044e+00j)	 (3.248478727118965903e+00+1.242086015047338954e+01j)	 (1.047058747603266449e+00+4.940736764671525449e+00j)	 (1.035688154888834145e-01+4.757675357642233926e+00j)	 (1.069529235794125233e-01+4.750650863782542643e+00j)	 (1.013465480268647356e+00+1.225001143519612867e+01j)	 (1.027450122155301598e-01+1.838665663148065565e+00j)	 (1.036915015077080476e-01+1.835930227786745750e+00j)	 (4.111065129775602345e-01+1.484334207619081747e+00j)	 (1.402073819153090428e-01+6.298480791169694948e-01j)
 (1.140000000000000000e+02+0.000000000000000000e+00j)	 (2.392066698935889857e+00+1.033738611879845060e+01j)	 (5.090422361434501397e+01+1.499156169960516252e+02j)	 (6.180531657074874374e+01-2.533383604577853703e+02j)	 (4.677931733327999275e+00+8.144970075763710327e+01j)	 (3.806934701758271533e+00+3.082126463741816380e+01j)	 (1.995916512733399095e+00+5.407619908286140920e+00j)	 (3.248677862582035392e+00+1.248352673454213146e+01j)	 (1.062632212923734887e+00+5.016409167942014413e+00j)	 (1.035949482305132813e-01+4.786889752991188907e+00j)	 (1.070123604190387767e-01+4.779829294902487646e+00j)	 (1.087690932509250530e+00+1.269853514211061096e+01j)	 (1.027700396095781038e-01+1.867833874952894879e+00j)	 (1.037341696461853979e-01+1.865052664724035525e+00j)	 (4.144467184430027928e-01+1.492017067068844405e+00j)	 (1.423079358050942100e-01+6.392445818957556147e-01j)
 (1.160000000000000000e+02+0.000000000000000000e+00j)	 (2.436703319169128079e+00+1.092400415346168607e+01j)	 (5.648311806108915079e+01+1.583817387635429839e+02j)	 (5.976120024283085286e+01-2.450917134981537799e+02j)	 (4.769253920486312914e+00+8.246093954640984691e+01j)	 (3.843710701970751931e+00+3.178746339134938026e+01j)	 (2.080223145917202920e+00+5.574984468915679336e+00j)	 (3.269971348501524044e+00+1.257323988189707009e+01j)	 (1.094369985990168548e+00+5.167449480032976439e+00j)	 (1.036474416448492919e-01+4.845320310366650673e+00j)	 (1.071320166774499677e-01+4.838188358633642494e+00j)	 (1.230997887981619021e+00+1.363637191465173260e+01j)	 (1.028202008643401000e-01+1.926171621482119400e+00j)	 (1.038201881971568957e-01+1.923298955331696591e+00j)	 (4.211562025083878669e-01+1.507327933701134937e+00j)	 (1.465675671358460386e-01+6.579806703984334426e-01j)
