f	min_s_G1	min_s_G2	min_s_G1G2
4.070000000000000000e+02	2.885180646188170606e+00	1.649559082319287332e-04	1.334217005191352996e+02
4.110000000000000000e+02	2.908536611508721226e+00	1.653629738090559693e-04	1.304492935007352798e+02
4.130000000000000000e+02	2.920160611468429313e+00	1.655634113373793330e-04	1.289998332037562818e+02
4.160000000000000000e+02	2.937530065344454044e+00	1.658603095009517103e-04	1.268700724239385664e+02
4.200000000000000000e+02	2.960566858804826396e+00	1.662493571440089063e-04	1.241106503300241712e+02
4.210000000000000000e+02	2.966304462351426530e+00	1.663454323406670721e-04	1.234347161965091715e+02
4.250000000000000000e+02	2.989169740085934723e+00	1.667251184267514244e-04	1.207848912787194848e+02
4.280000000000000000e+02	3.006230464010517966e+00	1.670051563490989146e-04	1.188525395394750319e+02
4.300000000000000000e+02	3.017562883754527636e+00	1.671896591883877548e-04	1.175896795997993962e+02
4.340000000000000000e+02	3.040129858039364752e+00	1.675535530118506949e-04	1.151229643907993818e+02
4.350000000000000000e+02	3.045751453354555327e+00	1.676434838012343521e-04	1.145182812230836191e+02
4.390000000000000000e+02	3.068158474858798446e+00	1.679991472535659780e-04	1.121460574194411492e+02
4.430000000000000000e+02	3.090440488095334448e+00	1.683484855345406819e-04	1.098459869925555807e+02
4.440000000000000000e+02	3.095991765469985335e+00	1.684348576206083398e-04	1.092819012697525380e+02
4.480000000000000000e+02	3.118121193136829117e+00	1.687765953052918898e-04	1.070679732334376979e+02
4.500000000000000000e+02	3.129141066139070837e+00	1.689452585898526180e-04	1.059858665310495098e+02
4.530000000000000000e+02	3.145615734813809183e+00	1.691955663440371737e-04	1.043928567300466455e+02
4.570000000000000000e+02	3.167480721244387176e+00	1.695244194970161971e-04	1.023234725876239963e+02
4.580000000000000000e+02	3.172929156944171769e+00	1.696057787996755196e-04	1.018156275743381940e+02
4.620000000000000000e+02	3.194652853466762643e+00	1.699278839826144584e-04	9.982114944945702462e+01
4.660000000000000000e+02	3.216266380898209931e+00	1.702447871425472471e-04	9.788401955013691236e+01
4.670000000000000000e+02	3.221652845124943099e+00	1.703232197264310354e-04	9.740844082756011346e+01
4.710000000000000000e+02	3.243132209301499813e+00	1.706338527554170656e-04	9.553995283033283670e+01
4.740000000000000000e+02	3.259173007724235127e+00	1.708636434468751479e-04	9.417321533723091420e+01
4.760000000000000000e+02	3.269834729581880595e+00	1.710153564685495313e-04	9.327808407238055111e+01
4.800000000000000000e+02	3.291082415948261453e+00	1.713153105872845512e-04	9.152521782207075773e+01
4.830000000000000000e+02	3.306953099039918964e+00	1.715373076081535024e-04	9.024238706464808502e+01
4.850000000000000000e+02	3.317503133760056677e+00	1.716839240185940912e-04	8.940190206583498878e+01
4.890000000000000000e+02	3.338531552317134388e+00	1.719739151027031290e-04	8.775533485829299707e+01
4.910000000000000000e+02	3.349010535909193287e+00	1.721173217139687845e-04	8.694883820044306333e+01
4.940000000000000000e+02	3.364685816670717422e+00	1.723304890442964310e-04	8.575951206822740858e+01
4.980000000000000000e+02	3.385507111012847403e+00	1.726111645180449167e-04	8.421084284284172838e+01
5.000000000000000000e+02	3.395884526095221734e+00	1.727500144773971163e-04	8.345198551328699921e+01
5.030000000000000000e+02	3.411409925958244216e+00	1.729564692846667791e-04	8.233253571024464179e+01
5.070000000000000000e+02	3.432035954971357938e+00	1.732284159381720229e-04	8.087417784812856780e+01
5.090000000000000000e+02	3.442317681831346565e+00	1.733629933266640983e-04	8.015929190531996085e+01
5.120000000000000000e+02	3.457701958805524001e+00	1.735631504173406703e-04	7.910436705832151461e+01
5.160000000000000000e+02	3.478144281629049761e+00	1.738269012166644180e-04	7.772945545098178854e+01
5.170000000000000000e+02	3.483242585839489092e+00	1.738922908477275021e-04	7.739125155032148484e+01
5.210000000000000000e+02	3.503587729996997080e+00	1.741517008492650094e-04	7.605997139894147097e+01
5.250000000000000000e+02	3.523857593951243317e+00	1.744077408821109363e-04	7.476228165725522956e+01
5.260000000000000000e+02	3.528913550965893542e+00	1.744712346458231612e-04	7.444297590741206250e+01
5.300000000000000000e+02	3.549092346467555448e+00	1.747231846188562006e-04	7.318571017906722886e+01
5.340000000000000000e+02	3.569200677653316500e+00	1.749719562869389339e-04	7.195958820338680084e+01
5.360000000000000000e+02	3.579229074474508110e+00	1.750951753178930730e-04	7.135788709944739594e+01
5.390000000000000000e+02	3.594240187689299315e+00	1.752785726596891571e-04	7.046918828758833797e+01
5.430000000000000000e+02	3.614197583977493355e+00	1.755204802418130865e-04	6.930948870761896785e+01
5.450000000000000000e+02	3.624152243773240745e+00	1.756403308353702945e-04	6.874019165325488245e+01
5.480000000000000000e+02	3.639054891258160840e+00	1.758187527307153539e-04	6.789912047797781725e+01
5.520000000000000000e+02	3.658871617395983655e+00	1.760541664037090683e-04	6.680115270833752561e+01
5.550000000000000000e+02	3.673695131661378177e+00	1.762289016941296889e-04	6.599480987038882063e+01
5.570000000000000000e+02	3.683559343084442883e+00	1.763445381192441964e-04	6.546521423785841876e+01
5.610000000000000000e+02	3.703245327659495878e+00	1.765737974994570077e-04	6.442469509126938476e+01
5.640000000000000000e+02	3.717973614150402284e+00	1.767440105004313897e-04	6.366026417239402946e+01
5.660000000000000000e+02	3.727775671605532359e+00	1.768566753498971287e-04	6.315806683127234322e+01
5.700000000000000000e+02	3.747340505623400819e+00	1.770800925782117579e-04	6.217107879374052004e+01
5.740000000000000000e+02	3.766854485210419767e+00	1.773010069509813643e-04	6.120671212326091393e+01
5.750000000000000000e+02	3.771725245481272637e+00	1.773558509256113302e-04	6.096907458682147052e+01
5.790000000000000000e+02	3.791178182322352708e+00	1.775737134620003238e-04	6.003202899463030917e+01
