f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.125785874625077509e-01-3.377137046186542424e-01j)	 (-1.400100355876300051e-01-7.698642619327519809e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (2.744056599839010957e-01-2.950994479300196316e-01j)	 (-1.732878910665959504e-01-1.113519158018065058e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.124867330821276767e-01-2.347941832231305037e-01j)	 (-2.190529058825145259e-01-1.253854483815225185e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (1.917581350569972087e-01-1.959087013266887500e-01j)	 (-2.585456163575422517e-01-1.171389981207111020e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (1.833544494166384486e-01-1.682256078146321387e-01j)	 (-2.829943609224744860e-01-9.712023573756665973e-02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (1.760378255314833940e-01-1.512008903818307382e-01j)	 (-2.986337721068613726e-01-7.353307221768719260e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.715957923328879364e-01-1.482334763837809266e-01j)	 (-3.040448314066588886e-01-5.687937344852156407e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.643972170459969684e-01-1.423012961256308051e-01j)	 (-3.031075358879425918e-01-3.964487537067487577e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.597435300915150957e-01-1.398976262658903624e-01j)	 (-2.996065880167088080e-01-2.706615449580710223e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.529022431142384453e-01-1.389115640958063225e-01j)	 (-2.934395399188126086e-01-1.703594333200529609e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.452712353969838610e-01-1.386261972553074484e-01j)	 (-2.857003688976813005e-01-9.859944880276912821e-03j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.368381090480599582e-01-1.385743548588508900e-01j)	 (-2.770073051535376640e-01-5.277529974376314430e-03j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.277098537208470608e-01-1.384111204207891521e-01j)	 (-2.677871136031552690e-01-3.115992785867631541e-03j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.179297953958270417e-01-1.378828679529288392e-01j)	 (-2.583812070396041549e-01-3.188309066839968304e-03j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.075314694214849209e-01-1.367487725545669386e-01j)	 (-2.490604594793102144e-01-5.293734284342288023e-03j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (9.666787833862061641e-02-1.347684082424633889e-01j)	 (-2.399660623060036191e-01-9.310927177023541751e-03j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.542436866544578233e-02-1.317614864365222183e-01j)	 (-2.312719964572524933e-01-1.521448870808303142e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (7.395583907957326009e-02-1.275302659657562010e-01j)	 (-2.231194774232876932e-01-2.299274744564895612e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (6.244988045090718587e-02-1.218048648517848498e-01j)	 (-2.157133552930182441e-01-3.269515618532219114e-02j)
