f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.467227856683990916e-01-2.819210159490924128e-01j)	 (-1.181681773519210610e-01-6.627815316634112774e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (2.311767599417846597e-01-2.460739926984683024e-01j)	 (-1.454180735358881482e-01-9.606501992715885119e-02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (1.791870913481235505e-01-1.955223232829390034e-01j)	 (-1.828478313614051165e-01-1.090506699042160937e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (1.615992697463647654e-01-1.628158747196268852e-01j)	 (-2.148335530917732106e-01-1.036204269373454390e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (1.541024759312275283e-01-1.393659410578130253e-01j)	 (-2.343007851558442933e-01-8.866027345575595853e-02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (1.474865020028517937e-01-1.249253432304729405e-01j)	 (-2.463111671024322546e-01-7.108331688656667480e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.432547758417328509e-01-1.221479589357651052e-01j)	 (-2.495530646079004988e-01-5.945720963576855977e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.364095335227392958e-01-1.168495763189245223e-01j)	 (-2.477944641960346805e-01-4.776906997242856556e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.316390326593713800e-01-1.142823840946374514e-01j)	 (-2.438487072273486100e-01-4.007985424124794333e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.248528958239890629e-01-1.127763582328253356e-01j)	 (-2.377634233081772908e-01-3.488489862637023792e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.172516701367914693e-01-1.116192749111059590e-01j)	 (-2.304459322263049115e-01-3.237938159099511271e-02j)
