Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.157337432004883926e+00-3.068696299970919972e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.030856507998053395e+00-2.994543491325998286e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.531963170612470782e-01-2.642919416040056535e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (9.110283799959628670e-01-2.292304762495332437e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.896254974423551953e-01-1.950825146331163773e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.758633774222809310e-01-1.665532089887965528e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.713894703281748200e-01-1.537020808759884394e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.698671455734870994e-01-1.396973014549253433e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.714228704737779774e-01-1.320129341371189258e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.731828108951248391e-01-1.279112986766211546e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.750900691143250754e-01-1.269245329982459369e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.766114824003701234e-01-1.284123416091134673e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.774716531094406413e-01-1.319222770748561535e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.774312600871394530e-01-1.370374382320665163e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.763042772032684224e-01-1.433212230792874076e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.741144505453766200e-01-1.504477649606062173e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.708106664999492041e-01-1.581986473369696444e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.664348156003583989e-01-1.663626994593000730e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.610075778360456455e-01-1.747207890497154970e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.545514175798074596e-01-1.830341166329772506e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.471865564241947144e-01-1.912805395723349289e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.389532453148548230e-01-1.993751205185324005e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.298750990288027429e-01-2.071248362120947650e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.201006744845319441e-01-2.145041118280187620e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.096375731371171502e-01-2.215036994811153404e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.985946001014833096e-01-2.281021936759333457e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.870115310203806835e-01-2.342316929950689908e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.749264948554721588e-01-2.397817539835388201e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.624302735546262255e-01-2.448644294046306846e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.495490750726313545e-01-2.494841339313625672e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.363056765650992652e-01-2.535111117245021362e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.228091121392982155e-01-2.570172366420408472e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.090266917961649540e-01-2.600349817638142880e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.950468055977289117e-01-2.625905306402319672e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.808821202057003807e-01-2.646554689188505560e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.665557468122571549e-01-2.661628287611988997e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.521061731140579409e-01-2.672469802764491642e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.375374152239973169e-01-2.679282146891976413e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.228645524194951211e-01-2.681041434835626514e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.081512723831491440e-01-2.678724139815272243e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (5.933411777699213463e-01-2.672626193682566820e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.784965939436818028e-01-2.663093376247258059e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.636118810249667321e-01-2.649963274891896647e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.486954265615779924e-01-2.632824652892082340e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.337485820095453359e-01-2.612848871539979467e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.187627280212236958e-01-2.590212326579211521e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.037414937356622380e-01-2.564127731054663406e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (4.887115344016099150e-01-2.535545791562334172e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (4.736088080572017356e-01-2.504656150830493755e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (4.584698281177934098e-01-2.471729707081463667e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.432761627746906186e-01-2.436673119688584910e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.280162286358447088e-01-2.399282429199600386e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.126700452498164862e-01-2.360431171655401339e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (3.972218353007224700e-01-2.320240260882918404e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (3.816538346317828734e-01-2.278134828293581216e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (3.659611790047672675e-01-2.234937679636017083e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.500774657194271056e-01-2.190772614091491544e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.340131782472192667e-01-2.145749159034414655e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.177332897171471493e-01-2.099859096735467445e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (3.011925618934686577e-01-2.053076705099360078e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.843563127723840456e-01-2.005984224665188498e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.671975625967130119e-01-1.958686062815188089e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.496582037518850217e-01-1.910779009936807438e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.316941086778988579e-01-1.862952616375921633e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.132247727345351340e-01-1.815355478874096096e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (1.942235441907549098e-01-1.767896041284727215e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (1.746155121287469858e-01-1.720705625688421503e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (1.542864515926832270e-01-1.673928449414555930e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (1.331684621690777115e-01-1.627940894421397999e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (1.111918439852666030e-01-1.582931662934087269e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (8.820672742855339976e-02-1.538644140361299928e-01j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (6.407934927006644910e-02-1.495705905033612726e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (3.864867445149671593e-02-1.454518608052045303e-01j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (1.180693946495282518e-02-1.414434456165293841e-01j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-4.713243502220140768e-02-1.340777843444566630e-01j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-7.969483340427103990e-02-1.307378597700404044e-01j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.147752676506277186e-01-1.277398851960925286e-01j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.527336840061828405e-01-1.250384096639340081e-01j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-2.392571021418704036e-01-1.210559267602205336e-01j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-2.893407996650013692e-01-1.197572992178805862e-01j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-3.449139453716172921e-01-1.192826677304915511e-01j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-4.774059534950848005e-01-1.206859927966016516e-01j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-5.578656099660335155e-01-1.230347163163843238e-01j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-7.599832912245688687e-01-1.324724433251670830e-01j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-8.897865796945590988e-01-1.405258814492252595e-01j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-1.047359953890343753e+00-1.518585454560688053e-01j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-1.243625749293246319e+00-1.675556780848104499e-01j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.494631257495610877e+00-1.898990543073123538e-01j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-2.292125282711014567e+00-2.683234135612783677e-01j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-2.986990528995140171e+00-3.417615944348516011e-01j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-6.447226106544428959e+00-7.274372787247498362e-01j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.335942942435405278e+01-1.516176588658910918e+00j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (1.425984671752788557e+01+1.676741290065929757e+00j)
