f	lambda_1	lambda_2
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.447716073159738825e-01-2.253225688370721902e-01j)	 (-3.658985277888316956e-01+1.229284292329413664e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (1.327885990305326391e-01-2.237836569435239231e-01j)	 (-3.547280033588512405e-01+1.216513970770022462e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (1.208167683307451445e-01-2.216682398366263129e-01j)	 (-3.442555719822644189e-01+1.192943057325489276e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (1.088546737554755839e-01-2.189403526199042160e-01j)	 (-3.344733907131673956e-01+1.160411436179409339e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (9.703608984979270047e-02-2.155626025880106877e-01j)	 (-3.253561002521556111e-01+1.119741888324668200e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.535479190904579627e-02-2.115561644109090755e-01j)	 (-3.169448736340527151e-01+1.071374712233777865e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.385613428118692481e-02-2.069381204606387803e-01j)	 (-3.091978876358448258e-01+1.015652852962652952e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (6.255751986794502728e-02-2.016570435238439485e-01j)	 (-3.021300717953613879e-01+9.531956625660226168e-02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (5.152835404165834188e-02-1.956552969005913301e-01j)	 (-2.957379292749773292e-01+8.850902689202164164e-02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (4.083093233342882655e-02-1.889625384043077949e-01j)	 (-2.900329704707795275e-01+8.106663671723088327e-02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (3.047992842480889975e-02-1.815422499189941197e-01j)	 (-2.850657825687508695e-01+7.296922889214406405e-02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.055238055143199238e-02-1.733368910365388760e-01j)	 (-2.808633549562243870e-01+6.428392297876597827e-02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (1.121432481635070699e-02-1.643336865291101789e-01j)	 (-2.774653225586394267e-01+5.499472959139102557e-02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (2.545796167818664690e-03-1.545091790628687067e-01j)	 (-2.750221668288659327e-01+4.505759385506510895e-02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (-5.294099632825344237e-03-1.438903126833565027e-01j)	 (-2.736240528926446314e-01+3.444131640872190314e-02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.208332793141193157e-02-1.324808226805339606e-01j)	 (-2.734965912998621462e-01+2.321733243801242519e-02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.751086396962375780e-02-1.204065587096479484e-01j)	 (-2.748697956454583813e-01+1.161937282812122545e-02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (-2.135816856700752803e-02-1.079570471115496866e-01j)	 (-2.779670244532038148e-01-1.872052656971210911e-04j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (-2.348637153606933370e-02-9.551049979232487108e-02j)	 (-2.829771944506509485e-01-1.182757626945650682e-02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (-2.391395564469707413e-02-8.356617417863174135e-02j)	 (-2.898221071202148891e-01-2.271735011545396310e-02j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (-2.289788222555007302e-02-7.257724989921125747e-02j)	 (-2.981570716804903820e-01-3.244236475470164971e-02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (-2.085694168459049924e-02-6.275846165148364630e-02j)	 (-3.076485900763297199e-01-4.080179831674616425e-02j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (-1.820503781122219389e-02-5.416167899716959472e-02j)	 (-3.178415120147780604e-01-4.782011991026379610e-02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.524072717810334709e-02-4.669940235862393013e-02j)	 (-3.284445827145302532e-01-5.353028001581196238e-02j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (-1.216979826235539686e-02-4.024960508960941791e-02j)	 (-3.391708251943158503e-01-5.798003529649704141e-02j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (-9.144775572678981446e-03-3.465937305279480352e-02j)	 (-3.499098392641406541e-01-6.143172159647065228e-02j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (-6.250283348758572943e-03-2.978753797868886194e-02j)	 (-3.606330583987434890e-01-6.402492840077803060e-02j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (-3.532434442853560341e-03-2.552801027058210215e-02j)	 (-3.712348162834993581e-01-6.580898424880460285e-02j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (-1.014142613686250249e-03-2.178890793778819057e-02j)	 (-3.816334614522783331e-01-6.692183490693916215e-02j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (1.288836221476241661e-03-1.848443804132265944e-02j)	 (-3.919002412760485554e-01-6.744868731952746721e-02j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (3.368004118967815597e-03-1.555236656259482292e-02j)	 (-4.020103438445258859e-01-6.752647974584563562e-02j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (5.227129798133778316e-03-1.293689900685326272e-02j)	 (-4.119753468117395290e-01-6.716335698100146800e-02j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (6.874478492664273799e-03-1.059284853300886120e-02j)	 (-4.217285450935885915e-01-6.635598203206904966e-02j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (8.311211912466087703e-03-8.481303554617417029e-03j)	 (-4.313335113402922971e-01-6.522622568616451288e-02j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (9.540124903003294188e-03-6.569106059423221455e-03j)	 (-4.408494730977089993e-01-6.379729724791893819e-02j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (1.056967360372813858e-02-4.829502623412570972e-03j)	 (-4.502343347286270059e-01-6.206201482294924909e-02j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (1.140797429191002521e-02-3.236720418955861545e-03j)	 (-4.594595391367488069e-01-6.008879339663160402e-02j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (1.205704608390430199e-02-1.769823788354767113e-03j)	 (-4.686101301512827777e-01-5.788637273768078989e-02j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (1.252346381134948616e-02-4.147761554376197535e-04j)	 (-4.776979025527724465e-01-5.553278858069473495e-02j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (1.281108564282357198e-02+8.462148501179045379e-04j)	 (-4.867369403936072092e-01-5.300484769855004497e-02j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (1.292652957552997695e-02+2.033437775420580962e-03j)	 (-4.956737844295840967e-01-5.029478370613154475e-02j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (1.287197418922633729e-02+3.156008044539922175e-03j)	 (-5.045836165511681237e-01-4.746790796898545106e-02j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (1.264667221527696062e-02+4.222420023645825915e-03j)	 (-5.135226540529270745e-01-4.451631291249102257e-02j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (1.225621487417016126e-02+5.246377037010953315e-03j)	 (-5.224655107425079104e-01-4.143669422802197938e-02j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (1.170373930408546981e-02+6.241951696189497467e-03j)	 (-5.314008315288286655e-01-3.827902739434477924e-02j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (1.098620035670996864e-02+7.215109340542667782e-03j)	 (-5.404083616865169581e-01-3.503080310623885724e-02j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (1.010955733437942511e-02+8.169570904359865771e-03j)	 (-5.495221467447821695e-01-3.174448286125909624e-02j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (9.070541786516304883e-03+9.115502021905273755e-03j)	 (-5.587622282776407712e-01-2.839677898620563898e-02j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (7.868848580646244095e-03+1.007168650531618109e-02j)	 (-5.680994680063300439e-01-2.499374625637441200e-02j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (6.503321241614623549e-03+1.103867994997575347e-02j)	 (-5.776198836264944125e-01-2.156935784654064742e-02j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (4.967316533246314558e-03+1.201812280315246728e-02j)	 (-5.873872259306898158e-01-1.810600707416623600e-02j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (3.261298917924017327e-03+1.302473881901569652e-02j)	 (-5.974129399240049043e-01-1.461168481529720453e-02j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (1.382130227105711484e-03+1.407235038908875857e-02j)	 (-6.077203057131566055e-01-1.112852928441063899e-02j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (-6.837845975701736800e-04+1.516586768520877815e-02j)	 (-6.183941838634835486e-01-7.624738243906805171e-03j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (-2.916421229834369189e-03+1.630141758281532238e-02j)	 (-6.295527020679110297e-01-4.205572102693470350e-03j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-7.993420532402414902e-03+1.878353571740144778e-02j)	 (-6.534233990159420413e-01+2.670250918831364607e-03j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.083655727596307197e-02+2.013433040654143136e-02j)	 (-6.664114323243538474e-01+6.038338387309638219e-03j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.391015494557802309e-02+2.158926042521286393e-02j)	 (-6.801932439315808709e-01+9.364627703582499921e-03j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.721063267140019934e-02+2.315217124124927667e-02j)	 (-6.949641870225512497e-01+1.261275397953645974e-02j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-2.460362023866851169e-02+2.665567592734850721e-02j)	 (-7.282240844477608777e-01+1.891243603100950174e-02j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-2.870376780403421230e-02+2.866370470178331714e-02j)	 (-7.472187916532473384e-01+2.186678005398454486e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-3.313310644049982656e-02+3.084820175946380999e-02j)	 (-7.682112177898681171e-01+2.470891140676135384e-02j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-4.300141984898620678e-02+3.584630454057036869e-02j)	 (-8.181849500746799508e-01+2.998435856335928545e-02j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-4.850791732169652815e-02+3.874896936385504448e-02j)	 (-8.484789414859050805e-01+3.234715216128421916e-02j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-6.085037560202061907e-02+4.552777035231898167e-02j)	 (-9.248808198951340431e-01+3.648422384361345305e-02j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-6.777181324679043550e-02+4.948678660564123644e-02j)	 (-9.743102253931222867e-01+3.821721351041935943e-02j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-7.526762130649855553e-02+5.390326329352201906e-02j)	 (-1.034711811502801115e+00+3.970776168186748029e-02j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-8.337720064861289804e-02+5.887229997047179614e-02j)	 (-1.110458855071670747e+00+4.096961289862500327e-02j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-9.218915042068281940e-02+6.443806422129742806e-02j)	 (-1.208209574303702905e+00+4.198430999240549549e-02j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.121154465003008222e-01+7.758643309023983969e-02j)	 (-1.523979063821933710e+00+4.423951838433560352e-02j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.233899529727930378e-01+8.531845313678992904e-02j)	 (-1.803235640696156272e+00+4.633649993365741154e-02j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.489803999888736907e-01+1.031997341200326379e-01j)	 (-3.216691456605581312e+00+6.286342202618512565e-02j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.634166744298372609e-01+1.132946278422113373e-01j)	 (-6.068389961570438196e+00+1.073666729570389028e-01j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (5.400465800136037053e+00-1.020686338188525749e-01j)	 (-1.959171288522316146e-01+1.349739766109478989e-01j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (1.613518452593750041e+00-4.751620400180564530e-02j)	 (-2.327227334214616861e-01+1.566809355191535746e-01j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (1.151585724774933039e+00-4.394578014964020674e-02j)	 (-2.521561007678788657e-01+1.666989047635456800e-01j)
 (5.250000000000000000e+01+0.000000000000000000e+00j)	 (8.806265710771695732e-01-4.300581797876628504e-02j)	 (-2.717339103281173895e-01+1.757577607918146823e-01j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (7.048419963048102588e-01-4.253411487455792395e-02j)	 (-2.910247130671316240e-01+1.838602825126370299e-01j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (4.940111876307761163e-01-4.135553162090843671e-02j)	 (-3.275940162992113658e-01+1.973446596532520969e-01j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (3.746091518344007998e-01-3.912669058763343366e-02j)	 (-3.603341519749875266e-01+2.082034596598226761e-01j)
 (5.550000000000000000e+01+0.000000000000000000e+00j)	 (3.328993584495917313e-01-3.770662352990615529e-02j)	 (-3.751260730633788065e-01+2.130226451321268200e-01j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (2.705267292861310846e-01-3.450640559912624555e-02j)	 (-4.019101678790341636e-01+2.220057191462734003e-01j)
 (5.750000000000000000e+01+0.000000000000000000e+00j)	 (2.261029457593198844e-01-3.106485047998319010e-02j)	 (-4.253580448867704811e-01+2.306341373585255594e-01j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)	 (2.083048009530198974e-01-2.933331677210904848e-02j)	 (-4.360256002811799259e-01+2.349122343602858543e-01j)
 (5.850000000000000000e+01+0.000000000000000000e+00j)	 (1.926865121675739312e-01-2.762992188085368339e-02j)	 (-4.460593484790080776e-01+2.391629486941743155e-01j)
 (5.950000000000000000e+01+0.000000000000000000e+00j)	 (1.664455239817363152e-01-2.425858733291828134e-02j)	 (-4.644635614368888277e-01+2.477751686676667175e-01j)
 (6.050000000000000000e+01+0.000000000000000000e+00j)	 (1.450288390904537761e-01-2.099328886270657168e-02j)	 (-4.811311017299882975e-01+2.565176719623989965e-01j)
 (6.150000000000000000e+01+0.000000000000000000e+00j)	 (1.270598886163296914e-01-1.779700698439660306e-02j)	 (-4.962942107149562743e-01+2.655115103727563319e-01j)
 (6.250000000000000000e+01+0.000000000000000000e+00j)	 (1.116049755519090414e-01-1.471026751032038921e-02j)	 (-5.102151707835697048e-01+2.746329157404308607e-01j)
 (6.300000000000000000e+01+0.000000000000000000e+00j)	 (1.046036187257391586e-01-1.317208268453230746e-02j)	 (-5.168020423409046549e-01+2.793361494871773876e-01j)
 (6.350000000000000000e+01+0.000000000000000000e+00j)	 (9.801442704727593436e-02-1.165442775528149205e-02j)	 (-5.231385821456622232e-01+2.840732691374209806e-01j)
 (6.450000000000000000e+01+0.000000000000000000e+00j)	 (8.587068346413208320e-02-8.651662188704875578e-03j)	 (-5.351281921378499007e-01+2.936770852289442013e-01j)
 (6.550000000000000000e+01+0.000000000000000000e+00j)	 (7.480916299984542717e-02-5.680188932247420830e-03j)	 (-5.465215073681150004e-01+3.035218539432769647e-01j)
 (6.650000000000000000e+01+0.000000000000000000e+00j)	 (6.464757697291326211e-02-2.717956161454072872e-03j)	 (-5.571760623336498019e-01+3.135371415776211368e-01j)
 (6.750000000000000000e+01+0.000000000000000000e+00j)	 (5.517467261905527331e-02+2.409923305900923962e-04j)	 (-5.673646772090501500e-01+3.237503164851471826e-01j)
 (6.800000000000000000e+01+0.000000000000000000e+00j)	 (5.065955785582748616e-02+1.729241452324059569e-03j)	 (-5.722689417013115953e-01+3.289579569613677035e-01j)
 (6.900000000000000000e+01+0.000000000000000000e+00j)	 (4.199616967595523609e-02+4.716469117329605276e-03j)	 (-5.817991951459966504e-01+3.394903752473599212e-01j)
 (7.000000000000000000e+01+0.000000000000000000e+00j)	 (3.375423037562086392e-02+7.736518068800463110e-03j)	 (-5.909293518994831462e-01+3.502451293263910137e-01j)
 (7.100000000000000000e+01+0.000000000000000000e+00j)	 (2.586138653631804563e-02+1.079496753282185861e-02j)	 (-5.997143730733049960e-01+3.611978693277265728e-01j)
 (7.200000000000000000e+01+0.000000000000000000e+00j)	 (1.825951352731400301e-02+1.390195091449711318e-02j)	 (-6.081584261623922405e-01+3.723552513925771912e-01j)
 (7.250000000000000000e+01+0.000000000000000000e+00j)	 (1.455029030507484777e-02+1.547357358298891150e-02j)	 (-6.123139962768343603e-01+3.780423278013935184e-01j)
 (7.350000000000000000e+01+0.000000000000000000e+00j)	 (7.298951931325958764e-03+1.866172059516191251e-02j)	 (-6.203558272342829527e-01+3.894862743906687963e-01j)
 (7.450000000000000000e+01+0.000000000000000000e+00j)	 (2.347110980096406285e-04+2.191257082673998824e-02j)	 (-6.281463173926925547e-01+4.011587489951372598e-01j)
 (7.600000000000000000e+01+0.000000000000000000e+00j)	 (-1.006442288957637432e-02+2.691291325823808034e-02j)	 (-6.394667371926993082e-01+4.190613606441075945e-01j)
 (7.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.343109967913763692e-02+2.861324359172834342e-02j)	 (-6.431492536620337930e-01+4.251650654601275559e-01j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (-1.676754768808919049e-02+3.033522558923483492e-02j)	 (-6.467542951265196072e-01+4.312933136113571431e-01j)
 (7.850000000000000000e+01+0.000000000000000000e+00j)	 (-2.662261425658363212e-02+3.561954402025474531e-02j)	 (-6.572500085700533345e-01+4.499735069415561894e-01j)
 (7.950000000000000000e+01+0.000000000000000000e+00j)	 (-3.307522154963976613e-02+3.923908593439083548e-02j)	 (-6.640620371964202073e-01+4.627450312645457475e-01j)
 (8.050000000000000000e+01+0.000000000000000000e+00j)	 (-3.945283863715315364e-02+4.294637100525010298e-02j)	 (-6.706519476596831675e-01+4.756933583214421613e-01j)
 (8.100000000000000000e+01+0.000000000000000000e+00j)	 (-4.261791686712376737e-02+4.483583292486487126e-02j)	 (-6.738560172511588453e-01+4.822136796547155102e-01j)
 (8.250000000000000000e+01+0.000000000000000000e+00j)	 (-5.201735255389258739e-02+5.063652991134609538e-02j)	 (-6.832544939046318877e-01+5.021633992103108346e-01j)
 (8.350000000000000000e+01+0.000000000000000000e+00j)	 (-5.820979244640811512e-02+5.461446011098837483e-02j)	 (-6.893421047109642430e-01+5.157668164162533264e-01j)
 (8.450000000000000000e+01+0.000000000000000000e+00j)	 (-6.436280291680052112e-02+5.868660799211887491e-02j)	 (-6.952014034793700947e-01+5.295850989689780963e-01j)
 (8.500000000000000000e+01+0.000000000000000000e+00j)	 (-6.742330539060625849e-02+6.075971030540480711e-02j)	 (-6.980633832387392879e-01+5.365734786804235990e-01j)
 (8.650000000000000000e+01+0.000000000000000000e+00j)	 (-7.654214902863876180e-02+6.712949262768608261e-02j)	 (-7.063949100927325864e-01+5.578487341898377139e-01j)
 (8.800000000000000000e+01+0.000000000000000000e+00j)	 (-8.557892010700474117e-02+7.372126721915231440e-02j)	 (-7.143301962622811141e-01+5.796290133284160984e-01j)
 (8.850000000000000000e+01+0.000000000000000000e+00j)	 (-8.857822610532353758e-02+7.597503669952312966e-02j)	 (-7.168696548091053611e-01+5.869669028739039618e-01j)
 (8.950000000000000000e+01+0.000000000000000000e+00j)	 (-9.455514350625268682e-02+8.055007016933729558e-02j)	 (-7.218053633467581554e-01+6.018558396206364902e-01j)
 (9.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.034605082699016354e-01+8.762511830378588717e-02j)	 (-7.288600714011416182e-01+6.245511582571368070e-01j)
 (9.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.093651887395586941e-01+9.246768703160029856e-02j)	 (-7.333247552569781558e-01+6.399769837890146862e-01j)
 (9.250000000000000000e+01+0.000000000000000000e+00j)	 (-1.123062090298808102e-01+9.493274296171225202e-02j)	 (-7.354809327913380823e-01+6.477651419760236395e-01j)
 (9.400000000000000000e+01+0.000000000000000000e+00j)	 (-1.210937287250228311e-01+1.024870364553278068e-01j)	 (-7.416227134511340635e-01+6.714490753832672576e-01j)
 (9.550000000000000000e+01+0.000000000000000000e+00j)	 (-1.298272958966333324e-01+1.102948655725768112e-01j)	 (-7.472770385839213603e-01+6.955825993701976184e-01j)
 (9.600000000000000000e+01+0.000000000000000000e+00j)	 (-1.327343611409149693e-01+1.129551562047247937e-01j)	 (-7.490231075982709541e-01+7.037145392823518364e-01j)
 (9.700000000000000000e+01+0.000000000000000000e+00j)	 (-1.385104588483123123e-01+1.183549033875686274e-01j)	 (-7.524071680876023294e-01+7.201760137277777307e-01j)
 (9.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.471431638126979302e-01+1.266866528065556108e-01j)	 (-7.569937520453805524e-01+7.451677295666064849e-01j)
 (9.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.528579503182187493e-01+1.323766496551033456e-01j)	 (-7.597701253494313356e-01+7.621001769545836524e-01j)
 (1.000000000000000000e+02+0.000000000000000000e+00j)	 (-1.557060504741135110e-01+1.352632876892585490e-01j)	 (-7.610533525428962998e-01+7.706486100729156297e-01j)
 (1.015000000000000000e+02+0.000000000000000000e+00j)	 (-1.642143805327672124e-01+1.441141599943745466e-01j)	 (-7.645471225330976450e-01+7.965143583057019416e-01j)
 (1.030000000000000000e+02+0.000000000000000000e+00j)	 (-1.726493992273673839e-01+1.532318570837454264e-01j)	 (-7.674641644745180402e-01+8.227912566070645362e-01j)
 (1.035000000000000000e+02+0.000000000000000000e+00j)	 (-1.754535798146920622e-01+1.563335838388295596e-01j)	 (-7.682807936130686688e-01+8.316150573544377478e-01j)
 (1.050000000000000000e+02+0.000000000000000000e+00j)	 (-1.838016466026048401e-01+1.658101809001342186e-01j)	 (-7.703668599517766724e-01+8.583894596944945388e-01j)
 (1.065000000000000000e+02+0.000000000000000000e+00j)	 (-1.920798921372405821e-01+1.755634843722989891e-01j)	 (-7.717943718810930109e-01+8.855227460217419688e-01j)
 (1.070000000000000000e+02+0.000000000000000000e+00j)	 (-1.948247529474566031e-01+1.788804840447383582e-01j)	 (-7.721344536117757951e-01+8.946284550622709553e-01j)
 (1.085000000000000000e+02+0.000000000000000000e+00j)	 (-2.029942021431542232e-01+1.890000266502384896e-01j)	 (-7.726886506955500389e-01+9.221999340088147257e-01j)
 (1.100000000000000000e+02+0.000000000000000000e+00j)	 (-2.110698559023210796e-01+1.993999544509068023e-01j)	 (-7.725818143723625075e-01+9.500773685838861393e-01j)
 (1.105000000000000000e+02+0.000000000000000000e+00j)	 (-2.137408545638518897e-01+2.029250785156771486e-01j)	 (-7.723826888931295542e-01+9.594418186591969766e-01j)
 (1.120000000000000000e+02+0.000000000000000000e+00j)	 (-2.216946882071563207e-01+2.136989663546948193e-01j)	 (-7.713378786383673358e-01+9.876677385868607439e-01j)
 (1.135000000000000000e+02+0.000000000000000000e+00j)	 (-2.295492250202150197e-01+2.247500312887071305e-01j)	 (-7.695348974726174962e-01+1.016151311791456457e+00j)
 (1.140000000000000000e+02+0.000000000000000000e+00j)	 (-2.321423774373451154e-01+2.284966170237816008e-01j)	 (-7.687711759818183221e-01+1.025700251562334353e+00j)
 (1.160000000000000000e+02+0.000000000000000000e+00j)	 (-2.423871353673863194e-01+2.437939920468562005e-01j)	 (-7.649155157173445074e-01+1.064108390504163282e+00j)
 (1.170000000000000000e+02+0.000000000000000000e+00j)	 (-2.474363653701979748e-01+2.516405106678339942e-01j)	 (-7.624768626053171072e-01+1.083400009785149942e+00j)
 (1.175000000000000000e+02+0.000000000000000000e+00j)	 (-2.499423589606235563e-01+2.556010853212649647e-01j)	 (-7.611210305739686266e-01+1.093076260569076918e+00j)
 (1.195000000000000000e+02+0.000000000000000000e+00j)	 (-2.597921740923102574e-01+2.717817385355246196e-01j)	 (-7.548654027383530085e-01+1.131951949073633168e+00j)
