Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.920634155997093018e+01-1.118253371155425526e+02j)	 (-6.364877106891253966e+00+1.305391697405165985e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.612234352721475972e+01-1.173807407715597719e+02j)	 (-9.995426537763410835e+00+1.432077638509730946e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (4.896042063645990794e+01-1.235950035970242169e+02j)	 (-1.048892684703717393e+01+1.543875552986354194e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (4.870574140607822500e+01-1.284150397204442129e+02j)	 (-9.253701572862796709e+00+1.631896678289490978e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (4.528307518636339069e+01-1.314507480032595765e+02j)	 (-7.266907450887047482e+00+1.702342364395903189e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (4.083924978869040956e+01-1.332600221638070082e+02j)	 (-5.236953552431406145e+00+1.760878268828911928e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.721805593238052978e+01-1.322642531375096553e+02j)	 (-4.863206765588613756e+00+1.802631955128830725e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.243049785240161498e+01-1.299028816987669472e+02j)	 (-4.636614354343966404e+00+1.844552197001672198e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.881713730624923286e+01-1.260454247190336901e+02j)	 (-4.803441472077953023e+00+1.883899424781542962e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.571220364665119362e+01-1.214934323878640612e+02j)	 (-5.536165277932799000e+00+1.923350010640470487e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.330998791767800427e+01-1.164100567271828197e+02j)	 (-6.600800422876365481e+00+1.963626948059916799e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.155006316019695234e+01-1.110329703281683180e+02j)	 (-7.902267280173428610e+00+2.005340964893596549e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.033964085734715965e+01-1.055370405488623362e+02j)	 (-9.390303311043641799e+00+2.048450685235073649e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.957970717230606539e+01-1.000329083383237929e+02j)	 (-1.102205232479031949e+01+2.093087221050656694e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.917788436954402442e+01-9.458056448105595848e+01j)	 (-1.274496595293457091e+01+2.139522763433186299e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.904784417179018163e+01-8.921601867553751219e+01j)	 (-1.452919211644900876e+01+2.187460213987815507e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.912292595652354876e+01-8.395408103212719197e+01j)	 (-1.637183886689152601e+01+2.236948101234323190e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.934795048684054564e+01-7.879688928829085626e+01j)	 (-1.825998337104864788e+01+2.287851164025188666e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.967906708983479191e+01-7.373794705906162505e+01j)	 (-2.017550585414756625e+01+2.340218380721237850e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.007943653489630265e+01-6.876473969599177849e+01j)	 (-2.208789008653020502e+01+2.394177129128663637e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.052242184550758353e+01-6.386734238521139417e+01j)	 (-2.401859968131270051e+01+2.449439009763765398e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.098766051585844039e+01-5.903256889713264144e+01j)	 (-2.597151045189477614e+01+2.506070415670275509e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.145853212717057446e+01-5.424411172917297108e+01j)	 (-2.791479793164108969e+01+2.564306732473949637e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.192136048495502365e+01-4.948990208684736558e+01j)	 (-2.984883045893692355e+01+2.623841623016064659e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.236677321182246203e+01-4.475711488222023604e+01j)	 (-3.179229509232787976e+01+2.684854978922838882e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.278794643725000668e+01-4.003284277123521662e+01j)	 (-3.374919924784013858e+01+2.747191124608899599e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.317899594847490619e+01-3.530523745572386218e+01j)	 (-3.570889646083758606e+01+2.811002988942839806e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.353486351780239616e+01-3.056284262587409017e+01j)	 (-3.763885933120938887e+01+2.876446367484155076e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.385302958021659947e+01-2.579541122299038847e+01j)	 (-3.957875822741518590e+01+2.943314987363923478e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.413159447743818475e+01-2.099244233290656680e+01j)	 (-4.153931460017962252e+01+3.011783510215786350e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.436853463388623808e+01-1.614358503984740878e+01j)	 (-4.348200352775513267e+01+3.082109488137670041e+02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.456307333365912271e+01-1.123963073298768300e+01j)	 (-4.541501691547647113e+01+3.153990421038277532e+02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (2.471496637057563106e+01-6.271108849480220293e+00j)	 (-4.736203411437931976e+01+3.227773412111894800e+02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (2.482409099575230371e+01-1.228592671268044612e+00j)	 (-4.933500002374410798e+01+3.303299538842964012e+02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (2.489074611424069516e+01+3.896894420560366168e+00j)	 (-5.132132689887868082e+01+3.380826306832123009e+02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (2.491570753751104661e+01+9.114065893543608965e+00j)	 (-5.328080958881305662e+01+3.460495676872567401e+02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (2.489997863414646773e+01+1.443209629657305726e+01j)	 (-5.526742678695545408e+01+3.542228109776269207e+02j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (2.484448620699613741e+01+1.986007035974102664e+01j)	 (-5.729473212215314248e+01+3.626347875346209548e+02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (2.475072959149341045e+01+2.540654090604898485e+01j)	 (-5.931801574008002120e+01+3.713127071198651947e+02j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (2.462055826770725275e+01+3.108083749527345319e+01j)	 (-6.135298495216609638e+01+3.802280373948332226e+02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (2.445565856848971364e+01+3.689227279948336502e+01j)	 (-6.342695193843425017e+01+3.894385654047044909e+02j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (2.425794869503151929e+01+4.284949529266539514e+01j)	 (-6.556422285333798072e+01+3.989357627489644074e+02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (2.402971290746530286e+01+4.896184638831743285e+01j)	 (-6.775009968432252094e+01+4.087610219343948756e+02j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (2.377430674585405868e+01+5.523949533713346938e+01j)	 (-6.994031121592041700e+01+4.189292089267138408e+02j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (2.349397335233824435e+01+6.169194238216314830e+01j)	 (-7.220661971921340694e+01+4.294584912240426888e+02j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (2.319087907071533294e+01+6.832837217293305798e+01j)	 (-7.456682741861742159e+01+4.404095059430228503e+02j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (2.286973782795631394e+01+7.515862288679687708e+01j)	 (-7.697720164056019598e+01+4.518207890576696855e+02j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (2.253414188362424397e+01+8.219389232116942878e+01j)	 (-7.946891193672315978e+01+4.636780431539164056e+02j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (2.218737784717463768e+01+8.944414065551465853e+01j)	 (-8.207745096217045955e+01+4.760829311336331671e+02j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (2.183485498186093210e+01+9.691737453171897698e+01j)	 (-8.485069308990803449e+01+4.890593425231591596e+02j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (2.148102331618868632e+01+1.046238799860818318e+02j)	 (-8.777966593509495397e+01+5.026877259421212329e+02j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (2.113264886684058652e+01+1.125766967262111109e+02j)	 (-9.083148177663593970e+01+5.170076994511422299e+02j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (2.079477551545121727e+01+1.207836525343772394e+02j)	 (-9.410957154095700616e+01+5.321041856031574753e+02j)
