Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.296041349438289103e+01-1.230213633461681582e+02j)	 (-1.070032450520697331e+01+1.409634609677295316e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (5.163824975939386519e+01-1.304215687155696060e+02j)	 (-1.556686859508063137e+01+1.548591598779822220e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (5.561221031675987803e+01-1.390972968239690886e+02j)	 (-1.671264657789694397e+01+1.673918481845013559e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (5.570240541892925989e+01-1.465505186372481887e+02j)	 (-1.555723587845713318e+01+1.773862133072479992e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (5.145526088880956905e+01-1.520736323730210700e+02j)	 (-1.325716012561060708e+01+1.853800441607516518e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (4.549826990337763988e+01-1.561811099149530833e+02j)	 (-1.069932062959029295e+01+1.919309516107454670e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (4.044826141818018073e+01-1.565712691740675382e+02j)	 (-9.953260294211149883e+00+1.963082717626722911e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.362964767296908519e+01-1.549451433118306056e+02j)	 (-9.364825085520859460e+00+2.006225590027376597e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.842014345881515425e+01-1.512334141122607605e+02j)	 (-9.229045171622610511e+00+2.045919570107688514e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.390525346599916645e+01-1.464885636354787835e+02j)	 (-9.762719743952066764e+00+2.085080442225360287e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.040157043282348681e+01-1.409855414785574794e+02j)	 (-1.069328141531503107e+01+2.124882450941037462e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.783071450308834471e+01-1.350793672410757722e+02j)	 (-1.190697514005826996e+01+2.166147073346252512e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.605764666631270643e+01-1.290294632120602500e+02j)	 (-1.334135115059870103e+01+2.208890558642818007e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.493594819738598112e+01-1.229978279754082990e+02j)	 (-1.494272392890823475e+01+2.253303512033544393e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.433073682199076160e+01-1.170701282001742811e+02j)	 (-1.664650326182709250e+01+2.299716396685227267e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.411654800698289947e+01-1.112952002897845887e+02j)	 (-1.841517930747658127e+01+2.347793221377995678e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.419773692295326484e+01-1.056926856117816982e+02j)	 (-2.024303128457005485e+01+2.397589970097791650e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.449618274254288686e+01-1.002641827255685314e+02j)	 (-2.211259474743616593e+01+2.448946476290490750e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.495098932043664242e+01-9.499962294037905508e+01j)	 (-2.400139723065869646e+01+2.501910101810708511e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.551184471165570322e+01-8.987997626864041933e+01j)	 (-2.587249554992695622e+01+2.556608663243206365e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (1.614195654760669640e+01-8.489240019434093654e+01j)	 (-2.774901056588556614e+01+2.612711214004730778e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (1.681397852224462142e+01-8.001977214839902786e+01j)	 (-2.963384092404098169e+01+2.670282761149458111e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (1.750689482011444653e+01-7.523981041373070866e+01j)	 (-3.148914692108261804e+01+2.729559968791881488e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (1.820190478416573754e+01-7.053729687013142780e+01j)	 (-3.331413084307455819e+01+2.790191678443953833e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (1.888672266923497389e+01-6.589657191193357733e+01j)	 (-3.512787228121869276e+01+2.852367299298514922e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (1.955312631247585742e+01-6.130214608999323644e+01j)	 (-3.693373050311926420e+01+2.915894893418543461e+02j)
