Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.210627110150800378e+00-4.894600183128455240e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.001295310753900880e+00-4.695500787231957629e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (8.729416325699560497e-01-4.031461522832955890e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.019711342291093725e-01-3.366192108876336908e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (7.667437650368718050e-01-2.718255410053627696e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.441827326135610488e-01-2.138925623749487470e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.354757563022028544e-01-1.807651447347491391e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.353406528605295200e-01-1.455208023613950297e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.395764730653711094e-01-1.209942378211369268e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.458288444890711633e-01-1.016836727349128416e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.534075775637494310e-01-8.753056217110211090e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (7.614175997046497280e-01-7.766787126524356266e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.692834214049589781e-01-7.143604018004136302e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (7.765251296123281133e-01-6.822724045764373690e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (7.827928130507020299e-01-6.743860896728307019e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (7.880091692412605209e-01-6.855635615320951337e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (7.920210720932121529e-01-7.123653982650773875e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (7.948125965259748016e-01-7.513509522637776272e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (7.963592739539792076e-01-7.992482953739521445e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (7.966895548357212364e-01-8.525421650570048915e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (7.958952300384452005e-01-9.101784852623399924e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (7.939936872752100250e-01-9.706418375549046018e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (7.910368686237622127e-01-1.031536162331288947e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.871862516823402434e-01-1.091798788217330507e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.824453706078896564e-01-1.150965357865283561e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.769339175414352594e-01-1.208660068070717269e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.706956458143326971e-01-1.263830925425986074e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.638133496361912966e-01-1.314959919780630537e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.563673077433228364e-01-1.362939303115330292e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.483700319484118957e-01-1.407657546574228036e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.398842085926681245e-01-1.447837748034186689e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.310367994768040001e-01-1.483754062302836685e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.217920745762225199e-01-1.515626897920797633e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.122411727223433298e-01-1.543903866681261838e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (7.024013152253401060e-01-1.568097715329657971e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.923412152456920321e-01-1.587323629841591865e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.820832560922825971e-01-1.602859544050242446e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.716116386174381114e-01-1.614845471558489232e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.609783908724198298e-01-1.622397916413464147e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.502661382569561166e-01-1.626172535429364907e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.394111905235685400e-01-1.626403899947332365e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (6.284707366093140735e-01-1.623716324673511457e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (6.174447626916981235e-01-1.617769168938862356e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (6.063894387231183458e-01-1.607998482733032364e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.952859040378443156e-01-1.595562742007367585e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.841034787466660161e-01-1.580568687100269432e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.728831019298460392e-01-1.562395556266412133e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.616731564160505341e-01-1.541749854361456895e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (5.504005647229852638e-01-1.518743282262628447e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (5.390932602159635989e-01-1.493960136231394509e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (5.277423181102056660e-01-1.467122997091041547e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (5.163894849784984586e-01-1.437908276048069922e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (5.049925001834298932e-01-1.407198269080102149e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.935148251657429652e-01-1.375015353110400074e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (4.819807302505448310e-01-1.340959244903006387e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (4.704117331043681793e-01-1.305669106017951220e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (4.587341669974669967e-01-1.269152440325714004e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (4.469503687676693038e-01-1.231857285835944033e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (4.350424465773669036e-01-1.193575113947414057e-01j)
