Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.428370429356279203e+01-1.267126689567458442e+02j)	 (-1.218196981229458942e+01+1.443860240345982504e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (5.361028170540768656e+01-1.347388143748630682e+02j)	 (-1.750015209417157891e+01+1.586904184941865878e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (5.803716668837714110e+01-1.442842399871002215e+02j)	 (-1.890566316682163617e+01+1.716920464473683694e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (5.830180805584240744e+01-1.527086480599980405e+02j)	 (-1.780607969686225900e+01+1.821201479078117984e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (5.377821308270611667e+01-1.591883177924395056e+02j)	 (-1.541049762423995517e+01+1.904748007316831604e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (4.725263259419114803e+01-1.642014364323044617e+02j)	 (-1.266603310913516367e+01+1.973016241475595507e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (4.163883660820311405e+01-1.651431658906739983e+02j)	 (-1.177751751135098068e+01+2.017693845656310714e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.400532948212331519e+01-1.637998618345089312e+02j)	 (-1.104626641510193075e+01+2.061390918046262470e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.815043338732453648e+01-1.601289634599048100e+02j)	 (-1.078890804090904787e+01+2.101286444444877759e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.306745984250879644e+01-1.552814211862751108e+02j)	 (-1.123857627772310863e+01+2.140373610162688465e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.912424223959629188e+01-1.495832522248281293e+02j)	 (-1.210994212304526485e+01+2.180009159037170718e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.623435546253103468e+01-1.434398700175877650e+02j)	 (-1.328261960266860875e+01+2.221099825934508374e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.424385586990647390e+01-1.371461448820845703e+02j)	 (-1.468970173372902366e+01+2.263688909192339338e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.298540231976269865e+01-1.308848559629176407e+02j)	 (-1.627342820494573061e+01+2.307992426961016292e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.230574584909939695e+01-1.247514573853501645e+02j)	 (-1.796467157332812548e+01+2.354363795540207036e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.206299395879567982e+01-1.187990521020207382e+02j)	 (-1.972306615265152985e+01+2.402454257482122273e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.214947260465968881e+01-1.130484116087271218e+02j)	 (-2.154176990959255278e+01+2.452323345459675750e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.247776402135911056e+01-1.075001782781391313e+02j)	 (-2.340161458975664743e+01+2.503802300682735904e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.298022977892901508e+01-1.021422676423825635e+02j)	 (-2.527852746980909160e+01+2.556937849083801098e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.360142260284237992e+01-9.695255808111848239e+01j)	 (-2.713323814423378266e+01+2.611857453855813560e+02j)
