f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (5.199796277810053713e-01-4.278098149953583063e-01j)	 (-1.758884176237278663e-01-9.495437857337764298e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.450555960331510574e-01-3.738566456739898514e-01j)	 (-2.189793180348064416e-01-1.371022886054099887e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.670597620222401325e-01-2.974292319221567005e-01j)	 (-2.783472631016730148e-01-1.531111871109304690e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.412022334504053678e-01-2.482608305685053973e-01j)	 (-3.300136614280469449e-01-1.405303902883392464e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.312185221444095773e-01-2.134273310718126648e-01j)	 (-3.624510373572268351e-01-1.125629096681596969e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.226337733940197405e-01-1.918785973454824600e-01j)	 (-3.838580523675684808e-01-7.953398178806281305e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.176933245758548297e-01-1.881501385586783204e-01j)	 (-3.926373328994808287e-01-5.516269332237354328e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.097335486727842646e-01-1.806864591361375394e-01j)	 (-3.928476232887860853e-01-2.941694081821637566e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.050535209028579164e-01-1.779099539635913274e-01j)	 (-3.898533267835281868e-01-9.531333240050563968e-03j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.978971821464900194e-01-1.769841933278609170e-01j)	 (-3.833279790966911404e-01+7.571528726047964050e-03j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.899904848162422277e-01-1.771331723345382358e-01j)	 (-3.746762843601135762e-01+2.135486604454334830e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.813197096399110642e-01-1.778334686493501515e-01j)	 (-3.646743437436743562e-01+3.214637494971173126e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.720185540425461235e-01-1.787072274904536184e-01j)	 (-3.538830372297623872e-01+4.018902202348051400e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.621321406813741317e-01-1.795137904396161832e-01j)	 (-3.427443920243274378e-01+4.576059163040232386e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.516771376959238360e-01-1.800584319935085165e-01j)	 (-3.315859991982056387e-01+4.916971159793949442e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.408099070318002133e-01-1.801391904974412317e-01j)	 (-3.205794120200481379e-01+5.065766417079232281e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.295812887184724649e-01-1.796772808130692178e-01j)	 (-3.099076820525700215e-01+5.038720120910578082e-02j)
