Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.129906348087465062e+01-8.295696547302870272e+01j)	 (3.734075369333282435e+00+1.032972258023817176e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.491418713474632085e+01-8.426137986726953955e+01j)	 (2.428021841639690148e+00+1.129868551576122968e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.606772851791292567e+01-8.537117759588092269e+01j)	 (2.843937495180440145e+00+1.212213187515885693e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.569783800311385846e+01-8.527057671188055110e+01j)	 (3.866774208582580474e+00+1.277362990121779092e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.406948916296624219e+01-8.406545559797623923e+01j)	 (5.011884953267732534e+00+1.331545133211312759e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.228085305043786946e+01-8.214422679395607929e+01j)	 (5.951974673054061249e+00+1.379352741659438664e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.091420729396609346e+01-7.894095608187349455e+01j)	 (5.697761739459319408e+00+1.419363563849749994e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.921919321510044654e+01-7.529421790297593020e+01j)	 (5.353988177908556523e+00+1.460327692442410239e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.797330253583599813e+01-7.102875849401347352e+01j)	 (4.736185701215454458e+00+1.500083554813038518e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.694946256933755535e+01-6.651927371545505707e+01j)	 (3.758213352104037508e+00+1.540662039111618355e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.617833978194763844e+01-6.180568063167103787e+01j)	 (2.563240381260710965e+00+1.582124242930076434e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.562634784601884874e+01-5.696925384253988511e+01j)	 (1.207315428617449893e+00+1.624756856474466531e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.525486897215801108e+01-5.206772016895383359e+01j)	 (-2.835874914148360237e-01+1.668471686218544221e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.502543181138798900e+01-4.713639397679951770e+01j)	 (-1.887146685698823712e+00+1.713323099966333132e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.490199717072788488e+01-4.219389710423529749e+01j)	 (-3.573596732613192994e+00+1.759486604251579820e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.485263991296110930e+01-3.725090404925352061e+01j)	 (-5.328099566645233764e+00+1.806759439123230777e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.485177024935496704e+01-3.230957657716882636e+01j)	 (-7.152908611701609409e+00+1.855184701503478095e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.487820967966861829e+01-2.736754969389017234e+01j)	 (-9.044115329772081324e+00+1.904682795352683229e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.491476095355402265e+01-2.241928969179367925e+01j)	 (-1.099275660342185112e+01+1.955305183751515585e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.494733926591581508e+01-1.745776708721907866e+01j)	 (-1.298197396452567176e+01+2.007172338204123889e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.496586768689373770e+01-1.247481530823506546e+01j)	 (-1.503094044288050135e+01+2.060089611193161545e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.496229367560708923e+01-7.461278559807235311e+00j)	 (-1.714653799218610786e+01+2.114124904755610999e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.493004106281530596e+01-2.408062986042405207e+00j)	 (-1.931086749469880104e+01+2.169501827932627691e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.486497017183443248e+01+2.693902748336194364e+00j)	 (-2.152896923670805762e+01+2.226009976748926533e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.476402950166629324e+01+7.853959798977974138e+00j)	 (-2.382050565297365807e+01+2.283809245339538734e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.462510513903455944e+01+1.308117871611513650e+01j)	 (-2.619350162356083445e+01+2.342821898672229395e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.444724076174861338e+01+1.838440714770071338e+01j)	 (-2.864632308050989096e+01+2.403201834891318072e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.423080516993645261e+01+2.377230043349053190e+01j)	 (-3.116309532957374628e+01+2.465137796151728935e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.397636321864883868e+01+2.925373011193965311e+01j)	 (-3.378068077240042300e+01+2.528484196125702113e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.368490942681783196e+01+3.483699224229515323e+01j)	 (-3.651538670616977811e+01+2.593414090468952509e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.335916904366567337e+01+4.052972582221346443e+01j)	 (-3.934790930052618307e+01+2.660250222300055043e+02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.300190589653599105e+01+4.634054871332958214e+01j)	 (-4.229476486044524108e+01+2.728790047733098731e+02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (2.261628504001906137e+01+5.227716038363735152e+01j)	 (-4.538847108874943359e+01+2.799369708739994849e+02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (2.220656807022600532e+01+5.834592657751274203e+01j)	 (-4.864780224062779013e+01+2.871953949199161684e+02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (2.177736705768053582e+01+6.455364771238514265e+01j)	 (-5.207797721184497419e+01+2.946852646835984046e+02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (2.133494969240898698e+01+7.090801609840231379e+01j)	 (-5.566597825083587736e+01+3.024358238155467689e+02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (2.088452018312201730e+01+7.741450133163964153e+01j)	 (-5.947120426704946539e+01+3.104457746913477081e+02j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (2.043163190469158863e+01+8.407702927557681960e+01j)	 (-6.352358800764690727e+01+3.187530735600804519e+02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (1.998549259073385187e+01+9.089996023419638504e+01j)	 (-6.780897957037134915e+01+3.274102186220206363e+02j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (1.955308543996745030e+01+9.788854760549780565e+01j)	 (-7.236415417343010859e+01+3.364067173493755263e+02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (1.914188780308662885e+01+1.050445050683760257e+02j)	 (-7.724388997804553014e+01+3.458104706817417195e+02j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (1.876202353394394962e+01+1.123662898846872764e+02j)	 (-8.248856377808715479e+01+3.556398051988722955e+02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (1.842142896745984615e+01+1.198535701758819272e+02j)	 (-8.812051060501615041e+01+3.659602088767300643e+02j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (1.813007878154479258e+01+1.275083009902186859e+02j)	 (-9.414376554139062137e+01+3.768308743239060732e+02j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (1.789574745233514719e+01+1.353247364773257573e+02j)	 (-1.006562207899276018e+02+3.882894745457615500e+02j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (1.772430318747297662e+01+1.432947191360947841e+02j)	 (-1.077154546280987546e+02+4.004229232515569947e+02j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (1.762636793487960318e+01+1.514126461356932793e+02j)	 (-1.153314063065433857e+02+4.133372502335245713e+02j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (1.760814894652317975e+01+1.596734588519395004e+02j)	 (-1.235867022399207542e+02+4.270617183419382741e+02j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (1.767309982841005933e+01+1.680654153595268667e+02j)	 (-1.325849845364019757e+02+4.417392682544070226e+02j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (1.782796339875788760e+01+1.765727139685382667e+02j)	 (-1.424161938416398243e+02+4.574545860879215979e+02j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (1.807301420795981528e+01+1.851846690796984660e+02j)	 (-1.531573097096777190e+02+4.743533399884257165e+02j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (1.841177817499190539e+01+1.938955608483362312e+02j)	 (-1.648838281344700931e+02+4.925778261732988881e+02j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (1.884244732058691341e+01+2.026880478482172236e+02j)	 (-1.777921148760736116e+02+5.122611394240190066e+02j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (1.935883538983056695e+01+2.115468076188905400e+02j)	 (-1.920402998335108293e+02+5.336001855346542015e+02j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (1.996230426187798557e+01+2.204625138718730852e+02j)	 (-2.077654210353685755e+02+5.568404307868719343e+02j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (2.065104481426292082e+01+2.294271281025039571e+02j)	 (-2.252333411576145181e+02+5.821306001680118243e+02j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (2.141730279198644382e+01+2.384283802068820535e+02j)	 (-2.447713673575493090e+02+6.097890600101350174e+02j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (2.225840133443563928e+01+2.474511384138854453e+02j)	 (-2.667232327899916413e+02+6.400913461445671828e+02j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (2.316828373749025616e+01+2.564904597391338257e+02j)	 (-2.915118245698129158e+02+6.734062524725508183e+02j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (2.414863215293732779e+01+2.655442367099436751e+02j)	 (-3.196829153463132798e+02+7.101469302477133851e+02j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.519300220147001568e+01+2.746013853380088108e+02j)	 (-3.520201514424322227e+02+7.507336386422102805e+02j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.629469452816741537e+01+2.836571106351531171e+02j)	 (-3.894281753103170445e+02+7.956996393863408912e+02j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.745690314488451733e+01+2.927077703682124934e+02j)	 (-4.330698319078271652e+02+8.457599154813894984e+02j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.868187676785739626e+01+3.017493608876989128e+02j)	 (-4.846069208043797403e+02+9.014743703409415048e+02j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.996685099436353639e+01+3.107796377089410953e+02j)	 (-5.462708569004917081e+02+9.636419780400192394e+02j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (3.131031248902922570e+01+3.197928495900795269e+02j)	 (-6.208941504912879736e+02+1.033040272215444475e+03j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (3.271534350701311666e+01+3.287906777648469756e+02j)	 (-7.125188135876574052e+02+1.110382733952193121e+03j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (3.419078445523364707e+01+3.377684924158553486e+02j)	 (-8.269745537769931616e+02+1.196094038610342750e+03j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (3.573509196114116548e+01+3.467258562458781626e+02j)	 (-9.723919863560732892e+02+1.289541886690723231e+03j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (3.735176576497676848e+01+3.556677783424616450e+02j)	 (-1.160231167519837982e+03+1.388119870354474415e+03j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (3.904730532201469373e+01+3.645892279005003616e+02j)	 (-1.407278183361748916e+03+1.485236119982302398e+03j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (4.082767833076893282e+01+3.734851589696380074e+02j)	 (-1.736560013685467311e+03+1.563905554254461322e+03j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (4.270291904712206588e+01+3.823595780530424690e+02j)	 (-2.176125984851760677e+03+1.586992549070121186e+03j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (4.465346222373450757e+01+3.912173882035647807e+02j)	 (-2.746126234854586073e+03+1.481048156159890823e+03j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (4.888404341642434758e+01+4.088640913801640977e+02j)	 (-4.017809356478102927e+03+3.448640216363126001e+02j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (5.115536630681847186e+01+4.176671394477289709e+02j)	 (-4.201685692140486935e+03-7.874634222907275216e+02j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (5.355352983881164874e+01+4.264414949771833108e+02j)	 (-3.751286972394199893e+03-1.878320122640309364e+03j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (5.606511290360354849e+01+4.351978000505664568e+02j)	 (-2.915286810630468153e+03-2.516115534740529256e+03j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (6.151327428748980708e+01+4.526641744139402022e+02j)	 (-1.452330712104449049e+03-2.590745523901615343e+03j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (6.441869795492135609e+01+4.613391330965370116e+02j)	 (-1.004549177561637975e+03-2.394246468119386464e+03j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (6.749778974670476828e+01+4.699962355175992457e+02j)	 (-7.010367857135789791e+02-2.177969339279836731e+03j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (7.409608947121238032e+01+4.872843682357662942e+02j)	 (-3.497303770814362451e+02-1.796175567452993164e+03j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (7.762685135728173691e+01+4.958759292269068055e+02j)	 (-2.479875666576354263e+02-1.639847004396345483e+03j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (8.519156089999157189e+01+5.129830186229121409e+02j)	 (-1.211829629880612913e+02-1.388077820746695807e+03j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (8.923827805069957719e+01+5.215113881368994271e+02j)	 (-8.143195220045821259e+01-1.286846762398472720e+03j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (9.347939886329041315e+01+5.300124900492608049e+02j)	 (-5.157759013953810978e+01-1.198427499427864177e+03j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (9.788213432686060855e+01+5.384360354554842161e+02j)	 (-2.878807188101197312e+01-1.120401308969448564e+03j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (1.025075881390523875e+02+5.468022643388533197e+02j)	 (-1.149538266612761817e+01-1.051439881786440083e+03j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (1.123241124384829988e+02+5.634695517083371215e+02j)	 (1.241903664965684406e+01-9.352701188358792024e+02j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (1.175343468054024214e+02+5.717093386585698909e+02j)	 (2.054097602218982033e+01-8.858053599738155981e+02j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (1.286030634639973869e+02+5.880662084196878823e+02j)	 (3.183017283562229949e+01-8.004399436987238232e+02j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (1.344044621339065770e+02+5.961007160748695242e+02j)	 (3.570043132733008662e+01-7.631225831512311970e+02j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (1.467327948808700739e+02+6.120228071479666596e+02j)	 (4.093915809317662280e+01-6.974968733462906130e+02j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (1.599644086108729368e+02+6.275706855044115855e+02j)	 (4.383339654341823177e+01-6.413206570963242257e+02j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (1.669618934592473352e+02+6.351898534858059975e+02j)	 (4.465147984522979385e+01-6.161551619847596157e+02j)
 (5.250000000000000000e+01+0.000000000000000000e+00j)	 (1.741283814387077200e+02+6.427136238743831882e+02j)	 (4.521769176261396694e+01-5.926015606173357355e+02j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (1.815523446916916726e+02+6.500732213502108152e+02j)	 (4.549175564557662454e+01-5.705169068518973745e+02j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (1.971117518183256152e+02+6.644675053370436899e+02j)	 (4.552361323296524631e+01-5.302619212182297588e+02j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (2.136080196722077460e+02+6.783212478012795827e+02j)	 (4.504279547848322807e+01-4.943625658247780734e+02j)
 (5.550000000000000000e+01+0.000000000000000000e+00j)	 (2.221804937867680110e+02+6.849818670510055654e+02j)	 (4.466046983913867763e+01-4.777794525789507816e+02j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (2.400497881612826063e+02+6.978265679690052821e+02j)	 (4.370308698087693955e+01-4.470176036791291381e+02j)
 (5.750000000000000000e+01+0.000000000000000000e+00j)	 (2.588834049186430093e+02+7.098583156542274537e+02j)	 (4.254546743804851872e+01-4.190141619445472543e+02j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)	 (2.686524220954915450e+02+7.155570544890466635e+02j)	 (4.192423112392027207e+01-4.059041953130009688e+02j)
 (5.850000000000000000e+01+0.000000000000000000e+00j)	 (2.786058653307416648e+02+7.210366780265711668e+02j)	 (4.128965656062277390e+01-3.933189113004007709e+02j)
