Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (2.877179385485259999e+01-7.101839901290479418e+01j)	 (7.454991639782214463e+00+9.184320273134972012e+01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.145430551580077605e+01-7.083221550784358556e+01j)	 (6.779447797246361596e+00+1.004260771800516352e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.226398900606264419e+01-7.033996515221814150e+01j)	 (7.321704326273289709e+00+1.076919229292065125e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.199364926573345969e+01-6.884863414273810633e+01j)	 (8.159077497657058586e+00+1.135558732640265447e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.091325004737816684e+01-6.653949559129860347e+01j)	 (8.983585136402822968e+00+1.185718088368854097e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.980076883775723573e+01-6.368619145944156656e+01j)	 (9.581561492366224897e+00+1.231260611947294166e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.894897202591837981e+01-5.994099295730222110e+01j)	 (9.174011807926950368e+00+1.271484642154703550e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.793452443492630621e+01-5.593847812406605868e+01j)	 (8.699623651115667045e+00+1.312659611656832794e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.718545914722475487e+01-5.151925172789501772e+01j)	 (7.988337192722446467e+00+1.352955999735481498e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.658345908575215333e+01-4.694114564625262886e+01j)	 (6.980212269161520489e+00+1.394133088311184849e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.613018709705730203e+01-4.222615262972865224e+01j)	 (5.786376798971704538e+00+1.436118461121961900e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.579995163924237644e+01-3.742363780660416239e+01j)	 (4.450033922805858744e+00+1.479121796294688806e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.556587351640347450e+01-3.256695957792598506e+01j)	 (2.989342777115893579e+00+1.523057776640157215e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.540196745760600905e+01-2.767523537226297847e+01j)	 (1.420154460423034060e+00+1.567967015969779823e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.528418908202596427e+01-2.275758476826242571e+01j)	 (-2.349729532387397624e-01+1.613999218049024478e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.519229526191568880e+01-1.781793012196327908e+01j)	 (-1.966223483890553236e+00+1.660985930989042743e+02j)
