Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.141380164343568371e+00-2.678079676744716253e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.032352139928758739e+00-2.626406569215288256e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.655063894933760826e-01-2.336813961678875784e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (9.295335828034879677e-01-2.049105177405309286e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (9.112493629221513070e-01-1.769875092577660736e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.995793144051864587e-01-1.543728708656129101e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.961663172985722126e-01-1.454762203667417930e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.946569477589308983e-01-1.357431375556376885e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.958795365870183547e-01-1.314189808089698541e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.969731566456980998e-01-1.303618944912625643e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.979724153525169283e-01-1.320247785988030442e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.984152939229224089e-01-1.358144092694667515e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.980827086959817240e-01-1.413203017443762088e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.967819058313487579e-01-1.481622613339298733e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.943592779627517197e-01-1.559349437355402046e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.908566223986000843e-01-1.643491887579908162e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.862428356706421040e-01-1.732089995510173175e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.805713025387905679e-01-1.823273998786269778e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.738724150667414037e-01-1.915054180014741925e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.661682350587424084e-01-2.005255127496654577e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.575844299820701844e-01-2.093804330896063548e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.481670759853131569e-01-2.179972506809919330e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.379355922683752178e-01-2.261914280518241005e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.270357099704261916e-01-2.339529630180915698e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.154770563358977320e-01-2.412789549960393798e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (8.033670525772228510e-01-2.481504734344394669e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.907456594630211111e-01-2.545069547923915487e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.776426693727841455e-01-2.602462303649430986e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.641513783557430939e-01-2.654842144038245810e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.503017894082961714e-01-2.702283127810061192e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.361094407392074768e-01-2.743484181068874816e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.216796202343965794e-01-2.779252125878075574e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.069811612431571302e-01-2.809930824372298130e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.921024161428477317e-01-2.835742290305079405e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.770556366318898345e-01-2.856445951181030840e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.618548256155142306e-01-2.871417619881366234e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.465421438079627103e-01-2.882011582727861398e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.311262425856324354e-01-2.888445479980182862e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.156149758502863500e-01-2.889668456873160651e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.000680438566320385e-01-2.886721557793103798e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (5.844310832386091503e-01-2.879914361988816229e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.687678047297568540e-01-2.869534997008688637e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.530716037128364793e-01-2.855460151767198473e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.373409918650753347e-01-2.837310873523667953e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.215817857391716883e-01-2.816260629412232763e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.057902063769891265e-01-2.792502731434171603e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (4.899622877329250503e-01-2.765216436189198435e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (4.741201065376945412e-01-2.735401917256847226e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (4.582017640508194711e-01-2.703266848089759811e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (4.422457835752240940e-01-2.669017433270927109e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.262317815327389403e-01-2.632600212877609369e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.101370073983222064e-01-2.593835687749568297e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (3.939463051684829464e-01-2.553596247739172154e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (3.776483123537645037e-01-2.512025634594176604e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (3.612165573159646925e-01-2.468512631942979818e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (3.446406188532666337e-01-2.423917232591543403e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.278556988969076325e-01-2.378389293323594500e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.108741517253026387e-01-2.331968399798900748e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (2.936573051746869112e-01-2.284688915955202515e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (2.761464829886854377e-01-2.236543446536314039e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.583114559039859648e-01-2.188112843375278338e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.401282939531782790e-01-2.139532268963141581e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.215276772299108465e-01-2.090359459497750094e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.024577346581447335e-01-2.041311967985818543e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (1.828375288045607505e-01-1.992575945394440273e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (1.626405903260946251e-01-1.943984442019574821e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (1.417846648677751065e-01-1.895717080408226285e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (1.201371025097006107e-01-1.847932325324969649e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (9.763172082994005241e-02-1.801008907976349716e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (7.419761134446990758e-02-1.755178919318909070e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (4.966707502798550777e-02-1.710144544796842470e-01j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (2.389191341278530667e-02-1.666557656287286637e-01j)
