Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.216873875050283216e+00-5.264776844551223300e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (9.904737771662089907e-01-5.036096071748731307e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (8.518122531307138479e-01-4.303915279635484592e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (7.750358179671119618e-01-3.570445584778398351e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (7.371669086810495042e-01-2.857067966184485552e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.130317342595000607e-01-2.214369548293286249e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.036218890951115856e-01-1.838155608333193469e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.040777497489075776e-01-1.439930971731363252e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.090971402584417271e-01-1.158091610279953082e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.165550375704553554e-01-9.320609107384240921e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.255888856558677658e-01-7.621665326034925136e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (7.352239601039850525e-01-6.392640961565092261e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.448160471146326733e-01-5.563146614338855545e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (7.538315543253660822e-01-5.068114782016418934e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (7.618847037466158767e-01-4.843457374353406231e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (7.688741405511023697e-01-4.833635961417880045e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (7.746242435944311611e-01-5.001268057786286553e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (7.791064921834139900e-01-5.308829388198695737e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (7.822873179004805611e-01-5.721114202568709090e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (7.841972628379535459e-01-6.200398756935671107e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (7.849217176022579290e-01-6.734162077429681204e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (7.844743687624831097e-01-7.305675693334921783e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (7.829147658612340965e-01-7.889886641495577613e-02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.804069443339879397e-01-8.474363292585342100e-02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.769547694194924858e-01-9.053547309537444965e-02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.726810856171547615e-01-9.623254203688554054e-02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.676314887544534171e-01-1.017214374847251052e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.618990469788023967e-01-1.068414008571856727e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.555621767897294783e-01-1.116760073552692661e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.486314783156520214e-01-1.162106088095914980e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.411790277782634995e-01-1.203180241353525998e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.333355106291964409e-01-1.240159528378181886e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.250654535149054780e-01-1.273240021439393521e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.164611029027181388e-01-1.302906917366915551e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (7.075411629097126953e-01-1.328631904880999692e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.983842392295468438e-01-1.349486021373303424e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.890096780271142141e-01-1.366730382882675454e-01j)
