Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.041394785635958797e+01-7.900396381874298868e+01j)	 (4.996013471883182788e+00+9.951841858159623655e+01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.369589335667495078e+01-7.979561701200817936e+01j)	 (3.918829869894786988e+00+1.088315700881367292e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.471879393478678821e+01-8.034313465346176031e+01j)	 (4.389906350492950082e+00+1.167285594396165465e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.437775653870894388e+01-7.974575762957888969e+01j)	 (5.355060207129903382e+00+1.230103738573903200e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.294430262665927955e+01-7.814158599927925763e+01j)	 (6.391074272853984439e+00+1.282804669816318039e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.140308624485827593e+01-7.588155489039293400e+01j)	 (7.211235810318259887e+00+1.329749243216285208e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.022827310279276603e+01-7.248070664513521422e+01j)	 (6.900508551763499199e+00+1.369785578048297339e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.878838178797077063e+01-6.870720793520943914e+01j)	 (6.508155935021580518e+00+1.410789263066031367e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.773074231174610205e+01-6.438930707490750649e+01j)	 (5.854793253671739528e+00+1.450705135034048681e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.686842115735096570e+01-5.986003660716285424e+01j)	 (4.863512212049147188e+00+1.491474063708485858e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.622068421949458639e+01-5.515212321751419466e+01j)	 (3.666481872628568173e+00+1.533106007269987003e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.575668246285282237e+01-5.033488645188332811e+01j)	 (2.315308822997906191e+00+1.575859459759373919e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.544209978281168105e+01-4.545692688048186625e+01j)	 (8.332622985683685313e-01+1.619646302742270620e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.524309015393022193e+01-4.054750653033999441e+01j)	 (-7.595742414347294025e-01+1.664515587267795240e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.512803468257902040e+01-3.562172574664932512e+01j)	 (-2.435923947084649654e+00+1.710633604142207673e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.506933519405493627e+01-3.068780767816562971e+01j)	 (-4.182659861393386969e+00+1.757809319062847067e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.504474274201581707e+01-2.574658804005667179e+01j)	 (-6.002651835616257259e+00+1.806085852125015947e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.503593567976518131e+01-2.079502243943158035e+01j)	 (-7.893074742713155345e+00+1.855390189928852749e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.502807972620457377e+01-1.582738258286595467e+01j)	 (-9.846125768313445548e+00+1.905773932001360720e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.500923291942564575e+01-1.083673790270680115e+01j)	 (-1.184664729763636082e+01+1.957356310778904458e+02j)
