f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.951656642402111341e-01-4.070621766477238168e-01j)	 (-1.675796829173336611e-01-9.076415628482607800e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.287220125045887675e-01-3.557519332997008954e-01j)	 (-2.084053904480225594e-01-1.310898693148740968e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.544326923076034030e-01-2.830657208341030295e-01j)	 (-2.646306560918719186e-01-1.466222087924223538e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.297618198576155124e-01-2.362882290428455212e-01j)	 (-3.134907986020810666e-01-1.350237176425886920e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.201523608237352658e-01-2.031244417235215094e-01j)	 (-3.440942751810953659e-01-1.088709381269644810e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.118720388910203811e-01-1.826426340292970907e-01j)	 (-3.641820873111450418e-01-7.799795667331890781e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.070610135379349348e-01-1.791211044299061139e-01j)	 (-3.721984904962097884e-01-5.537634697835749215e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.992944174744748498e-01-1.720444088100318014e-01j)	 (-3.721614715272330010e-01-3.156116919246481495e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.946411793419279834e-01-1.693957273602639813e-01j)	 (-3.690709664636421250e-01-1.331998143369837566e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.875806187351994059e-01-1.685057008817728019e-01j)	 (-3.626513771902557526e-01+2.200380243190878070e-03j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.797633287938262825e-01-1.686145463686045953e-01j)	 (-3.542360515585036285e-01+1.451904719116600510e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.711755315182970083e-01-1.692146590204027523e-01j)	 (-3.445642953147636800e-01+2.395107505916684726e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.619443453175072878e-01-1.699394778696045882e-01j)	 (-3.341656231266677546e-01+3.072690907808912561e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.521132924696191047e-01-1.705503683939157966e-01j)	 (-3.234576577281469967e-01+3.510840538226602664e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.417002690674333543e-01-1.708487495271110712e-01j)	 (-3.127522371594557704e-01+3.738607841384813252e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.308567592032930382e-01-1.706326248060957840e-01j)	 (-3.022098054944181156e-01+3.778237330417661549e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.196335686367374085e-01-1.698123312573830979e-01j)	 (-2.920033237687679195e-01+3.644089114404072682e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.081192579776101836e-01-1.683052012309592671e-01j)	 (-2.822274394007721066e-01+3.352045177765362177e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (9.635710435551383957e-02-1.659844634099980065e-01j)	 (-2.729629388974645909e-01+2.914450247141873312e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.441910304188882108e-02-1.627145094575300210e-01j)	 (-2.642811092861059308e-01+2.345573115453392782e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (7.243069626087156321e-02-1.584259378966620391e-01j)	 (-2.562180271733066617e-01+1.642550834517297539e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (6.046100306609872299e-02-1.529992525436639772e-01j)	 (-2.488570120065469182e-01+8.031545758102756963e-03j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (4.863641743986366062e-02-1.462572514671831581e-01j)	 (-2.423186964050098591e-01-1.705708842279219685e-03j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (3.723879973722685199e-02-1.380407245764136426e-01j)	 (-2.367403408985032653e-01-1.287330364256498647e-02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.656486821196504811e-02-1.281984175837611040e-01j)	 (-2.324482131158371601e-01-2.561065376172127345e-02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (1.713340349293429599e-02-1.166674099720371172e-01j)	 (-2.298722201190922521e-01-3.996449766583983626e-02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (9.661249952579442635e-03-1.035866749477722670e-01j)	 (-2.297177526407430670e-01-5.570682333022118626e-02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (4.895817062515933626e-03-8.962117523450113810e-02j)	 (-2.326829982939791763e-01-7.203502524917720917e-02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (3.029304802166635224e-03-7.593124871957557254e-02j)	 (-2.388983980260300233e-01-8.789044395320544378e-02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (3.526611220883357420e-03-6.351811314386350549e-02j)	 (-2.478423136507347524e-01-1.022675404003342281e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (5.536832805410188407e-03-5.282877055671066774e-02j)	 (-2.586316125382097098e-01-1.145948359087768514e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (8.331951981413676656e-03-4.383751749451545582e-02j)	 (-2.704284157092994856e-01-1.249290545645587447e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (1.143242547739738157e-02-3.630135570075589124e-02j)	 (-2.828096115847347214e-01-1.335381434189855665e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (1.456886245034678951e-02-2.996958571861471632e-02j)	 (-2.954328174697237741e-01-1.407142047562047749e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (1.760196510882315601e-02-2.461376990902469641e-02j)	 (-3.081597099729564415e-01-1.466357551110215041e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (2.046294599877310216e-02-2.005167267156876543e-02j)	 (-3.208724342301129129e-01-1.513948338901416335e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (2.311001686880784223e-02-1.614187989129718670e-02j)	 (-3.335178243537638698e-01-1.552565121335768572e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (2.552286260915447025e-02-1.277095361577362115e-02j)	 (-3.461036321916028946e-01-1.583447338078434463e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (2.769997641526221466e-02-9.849549076542132853e-03j)	 (-3.585919850745094006e-01-1.606558995649958466e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (2.964705377773588224e-02-7.302588556056532898e-03j)	 (-3.709180627290917243e-01-1.623245614344810683e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (3.136462451160894338e-02-5.072197191242439063e-03j)	 (-3.831548721629244869e-01-1.634282098046882514e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (3.286234975892207699e-02-3.115339967298298707e-03j)	 (-3.952628447500309283e-01-1.640639579732704745e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (3.414644446210958473e-02-1.389387057330590536e-03j)	 (-4.072579552110788259e-01-1.642364918111960115e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (3.522778584680542890e-02+1.464297528350061439e-04j)	 (-4.191077845357176201e-01-1.639241291683966317e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (3.611352953944005351e-02+1.516167930236178574e-03j)	 (-4.308423243757833476e-01-1.632593503453011741e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (3.680663188234295502e-02+2.740370191019796120e-03j)	 (-4.425002014554998420e-01-1.622700448871509660e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (3.731758658337078205e-02+3.842589845272061100e-03j)	 (-4.540599251077432341e-01-1.609111203941383794e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (3.765525885928569516e-02+4.846931092238160321e-03j)	 (-4.654907953546062460e-01-1.592680848825138717e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (3.782136908837685496e-02+5.764936052425409518e-03j)	 (-4.768707944423413170e-01-1.573604622302611777e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (3.782744154210374021e-02+6.605022671232370357e-03j)	 (-4.881851391019729758e-01-1.552466966465181064e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (3.767475618622208311e-02+7.381597300713964305e-03j)	 (-4.994510337517535370e-01-1.529098592882757457e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (3.736864790659584490e-02+8.116565983097907833e-03j)	 (-5.106431215339931606e-01-1.503304964868837357e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (3.691406537487401662e-02+8.812766329500447415e-03j)	 (-5.218085303310087131e-01-1.475939552849417913e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (3.630977583634992234e-02+9.472523505951291334e-03j)	 (-5.329854322343271500e-01-1.447039149613277842e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (3.556252781370709826e-02+1.010950827771697758e-02j)	 (-5.441631635224093433e-01-1.416251505355234919e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (3.467626454855111950e-02+1.073850018239661669e-02j)	 (-5.553319038202256808e-01-1.384259242764771247e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.364848994332499121e-02+1.135978414424883981e-02j)	 (-5.665656898456872259e-01-1.351061529701123032e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.248990662432293952e-02+1.197375660660308233e-02j)	 (-5.778711862376888497e-01-1.317036104651740369e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.119651455069039764e-02+1.258847031621272011e-02j)	 (-5.892707792537031919e-01-1.282016387364488808e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (2.976861354798792519e-02+1.322423814273884085e-02j)	 (-6.007586022922964952e-01-1.245953289947410864e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.820898354970619026e-02+1.387659479885439834e-02j)	 (-6.123927108287648968e-01-1.209368815409497117e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.651257428870911620e-02+1.454198158271979152e-02j)	 (-6.242150691029162424e-01-1.172202371480161875e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.468323862362258037e-02+1.523426898570022503e-02j)	 (-6.362423069553887478e-01-1.134240687867109076e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.272141132894598542e-02+1.596661020108863099e-02j)	 (-6.484923625312434270e-01-1.096042342963187283e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.062046505512796918e-02+1.673561324558296010e-02j)	 (-6.610453251276574571e-01-1.057543887783018166e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (1.839063313389210225e-02+1.753937918083908754e-02j)	 (-6.739375978890214114e-01-1.018922139958054751e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (1.602323896961836691e-02+1.838543993396717091e-02j)	 (-6.872163878802620696e-01-9.800835312241405750e-02j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (1.351477016840567369e-02+1.929737731072983520e-02j)	 (-7.009240218077416040e-01-9.411200132183050737e-02j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (1.086549842444850186e-02+2.026740386571006247e-02j)	 (-7.151432271662694351e-01-9.023042483741393338e-02j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (8.066079244140648974e-03+2.129047968633461518e-02j)	 (-7.299447536016805405e-01-8.635641348139841411e-02j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (5.117910191218918992e-03+2.238421988246990652e-02j)	 (-7.454125499156692980e-01-8.247826760761731157e-02j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (2.018363585761143164e-03+2.356319608394390891e-02j)	 (-7.616309886404776242e-01-7.864172122469426096e-02j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (-1.249438936952174117e-03+2.482762514785469624e-02j)	 (-7.787286068553895824e-01-7.483993554142504001e-02j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (-4.651775029196138049e-03+2.616561865668593639e-02j)	 (-7.968337678352843678e-01-7.108617581902215710e-02j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.200409398302732314e-02+2.915985442447302511e-02j)	 (-8.366479320286162036e-01-6.368448485464456299e-02j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.593950211347779783e-02+3.080739105898177427e-02j)	 (-8.587605292742310770e-01-6.006046187198978842e-02j)
