f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.786313323941538966e-01-3.932178279791557207e-01j)	 (-1.620488369608761026e-01-8.798326452927018870e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.178413865287679219e-01-3.436620028500060320e-01j)	 (-2.013645351000540040e-01-1.271017119880192836e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.460240048978970528e-01-2.734640134099711184e-01j)	 (-2.554956104853890464e-01-1.423222566121798982e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.221432504647619099e-01-2.282753902330361129e-01j)	 (-3.024839297204433008e-01-1.313837070047911559e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.127803903177236944e-01-1.962192447066747336e-01j)	 (-3.318619041047790041e-01-1.064462278841540321e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.046994728040190947e-01-1.764423528481473546e-01j)	 (-3.510667008551944801e-01-7.701691223384894702e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.999703983823920006e-01-1.730501404499306117e-01j)	 (-3.585701877637661461e-01-5.557039064314055199e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.923273110314734080e-01-1.662222986117057599e-01j)	 (-3.583630180420690481e-01-3.305139808955269431e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.876856886913987332e-01-1.636475512390000164e-01j)	 (-3.552021299738087889e-01-1.591777194850942795e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.806819712199933536e-01-1.627681165633737548e-01j)	 (-3.488460373449533414e-01-1.465641433054080608e-03j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.729163743532507735e-01-1.628343982179631388e-01j)	 (-3.405803792651320716e-01+9.860770448895238294e-03j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.643751116171590643e-01-1.633486896675540867e-01j)	 (-3.311199618754280261e-01+1.836744553192008744e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.551809136068622585e-01-1.639511436671153843e-01j)	 (-3.209733878306522126e-01+2.427566599257164129e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.453763576348818254e-01-1.644033883594770429e-01j)	 (-3.105421321704596727e-01+2.783558254620347935e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.349805184618979581e-01-1.645028288823332796e-01j)	 (-3.001278909470810330e-01+2.932419062394110709e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.241420928660770806e-01-1.640456288342450053e-01j)	 (-2.898841666924539262e-01+2.894956054881223095e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.129128070425381158e-01-1.629322888467524821e-01j)	 (-2.799781367065238280e-01+2.683994172715765264e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.013834382275642654e-01-1.610679684349554108e-01j)	 (-2.705027110348368069e-01+2.313556619002980763e-02j)
