Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.195163887304176331e+00-4.219401381577013166e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.016722127733193037e+00-4.070462908423022053e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.071426787230187916e-01-3.526423678200854006e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.467919645515201710e-01-2.981614439295098284e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.165266690622506873e-01-2.450084792809625045e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.970241236758173198e-01-1.982984174940676525e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.897378739997137354e-01-1.730257543926838892e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.888014277142129105e-01-1.458888940967059122e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.918225272785166524e-01-1.278164870995413815e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.961392276074988894e-01-1.143246982881152424e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.013364659138642043e-01-1.051958686343031912e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.066588463725973268e-01-9.964814484608201794e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.116491911390052438e-01-9.710073820374497122e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.159211198792499786e-01-9.702027630342531517e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.191877833269537446e-01-9.886939086829159284e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.214125658440493138e-01-1.022070390081289137e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.224817527864000111e-01-1.067398247969675029e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.224016126428592699e-01-1.121767696581499330e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.211643225341624941e-01-1.182333933393192593e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.187953018476583633e-01-1.246025150211998445e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.153974472557634634e-01-1.312122373984524470e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.109957313976846605e-01-1.379377334866553895e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.056298853208214705e-01-1.445580007152062196e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.994566661001688557e-01-1.509981844242072602e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.924800359653098036e-01-1.572270979264502044e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.848147811757740788e-01-1.632140595607458056e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.765022195366946267e-01-1.688682594025315009e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.676074939172510270e-01-1.740537233846989329e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.582145183038867531e-01-1.788690696238737499e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.483400638272625915e-01-1.833092177291340830e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.380308495872955898e-01-1.872456295231934020e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.274071250065800021e-01-1.907228148943626578e-01j)
