Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.204424256509055491e+00-4.595921479421536393e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.008794839487324957e+00-4.419605597710326572e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (8.887503255963288273e-01-3.809321065280205088e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.224728903960832893e-01-3.197954638738250699e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (7.894179822886435716e-01-2.601974503375096837e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.681805581610804401e-01-2.072815517077313541e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.600803234178034051e-01-1.776823428945675243e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.595474179934738057e-01-1.460624586252719792e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.632122979282496278e-01-1.244249024130072295e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.685671844996549984e-01-1.077175605104193634e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.750497433517482548e-01-9.581033799223179215e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (7.818275672099675999e-01-8.787408133108101649e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.883786054119225062e-01-8.328440362585746992e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (7.942650054848665597e-01-8.146699145286120936e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (7.991651215022271826e-01-8.184855671721381898e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.030201478963882034e-01-8.394797883719529175e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.056946461480604116e-01-8.744429531768049824e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.071826309429590562e-01-9.201751687671001767e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.074669895636027439e-01-9.735975848414725464e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.065747088384941366e-01-1.031395100633699380e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.046025813680178773e-01-1.092665961331356766e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.015712194566961823e-01-1.156016056278636461e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (7.975269027550727641e-01-1.219133688903432655e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.926290293298203782e-01-1.281097506784056317e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.868811610495521913e-01-1.341512857382642365e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.804006877010409848e-01-1.400035832424604276e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.732301403235446458e-01-1.455678988048289546e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.654443344757480006e-01-1.506995127002097312e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.571251196045106768e-01-1.554919481025627825e-01j)
