f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (2.975456286886993262e-01-2.397740577426397124e-01j)	 (-1.020014780410212624e-01-5.854939010042168462e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.989898440914279476e-01-2.088184626285491396e-01j)	 (-1.247504695690879184e-01-8.508628666742881763e-02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (1.544918730780088512e-01-1.654343341963706582e-01j)	 (-1.559735385009614617e-01-9.743368017766129707e-02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (1.392622499535272063e-01-1.372252307637820690e-01j)	 (-1.823316348325832725e-01-9.425252255036975502e-02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (1.324104942015655872e-01-1.167895910316140151e-01j)	 (-1.980276017152678980e-01-8.324690170298276737e-02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (1.262799914574117000e-01-1.040876873888679638e-01j)	 (-2.072761954501441961e-01-7.037699586631293580e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.221646576013128982e-01-1.011661603481122246e-01j)	 (-2.088498836367783107e-01-6.280824727784482808e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.155451800328445577e-01-9.600949016910367839e-02j)	 (-2.064360695796525480e-01-5.561351221853487459e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.106597563718555444e-01-9.288041981501510280e-02j)	 (-2.021293934219205446e-01-5.203066170151137565e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.039318677247261236e-01-9.042080742349496714e-02j)	 (-1.961223182186250802e-01-5.102576150923845977e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (9.645225658910491773e-02-8.787760834646522745e-02j)	 (-1.892203651202304104e-01-5.275543393052330166e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.831886172645424249e-02-8.472623370086836136e-02j)	 (-1.819806630645473267e-01-5.714927235314659626e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.980071705399580106e-02-8.051760442800591500e-02j)	 (-1.748763518387109472e-01-6.424987095984879826e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (7.128902832326394767e-02-7.486259918170710959e-02j)	 (-1.684903049063899427e-01-7.408947744942839808e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (6.341491912130167719e-02-6.750172723843850253e-02j)	 (-1.636117399312511100e-01-8.655254961637556810e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (5.704645667071280013e-02-5.857945448704941771e-02j)	 (-1.610678333848564736e-01-1.012205984170320150e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (5.284733318070941599e-02-4.880720817763942176e-02j)	 (-1.615639826962030068e-01-1.172151160107338524e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (5.091984556196751943e-02-3.919235156416732424e-02j)	 (-1.651611235944553391e-01-1.333642313885768094e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (5.079203160045393795e-02-3.047218157669793689e-02j)	 (-1.713762028627894007e-01-1.487519235983476851e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (5.184128922361661007e-02-2.293748201621438956e-02j)	 (-1.795791932842873417e-01-1.628871556958748912e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (5.355891060210302146e-02-1.659143275899744793e-02j)	 (-1.891541487786851661e-01-1.757687900787658075e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (5.559748938969009957e-02-1.130360125626009640e-02j)	 (-1.997289155372065084e-01-1.874667657585435965e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (5.774628061302711224e-02-6.911922756890384600e-03j)	 (-2.110877957981158182e-01-1.979736707830970777e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (5.988050938258543399e-02-3.264371865426753117e-03j)	 (-2.229797736077526182e-01-2.074293798863112992e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (6.191745608636074760e-02-2.370496299061511380e-04j)	 (-2.353291334266944534e-01-2.159598678098301194e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (6.381818798205357579e-02+2.270760645208293182e-03j)	 (-2.480059266353696612e-01-2.236509703548790473e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (6.555329889914118802e-02+4.349139201890790674e-03j)	 (-2.609579499166693184e-01-2.305344534934652967e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (6.710963756187707241e-02+6.077105532894762352e-03j)	 (-2.741527421594172065e-01-2.365879550377628093e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (6.848363964233261658e-02+7.509278418476709321e-03j)	 (-2.875111182386328457e-01-2.419740754942519279e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (6.967098762693293978e-02+8.689151688533295476e-03j)	 (-3.010138668389854555e-01-2.467433936756964208e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.067641412667438616e-02+9.659711600699290301e-03j)	 (-3.146560005895877032e-01-2.508146507917208279e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.150480142620080359e-02+1.046263563331189736e-02j)	 (-3.283534327148411869e-01-2.542956688983082914e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.215875950188321841e-02+1.112096976171352003e-02j)	 (-3.421475019624287128e-01-2.572399390860078960e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.265170708215723527e-02+1.165459527349501506e-02j)	 (-3.559735178833112745e-01-2.596875994748636951e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (7.298476135262901843e-02+1.208508267888054946e-02j)	 (-3.698302859635315687e-01-2.616327568915895463e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (7.316200377168038949e-02+1.243943611108500047e-02j)	 (-3.837131702551345169e-01-2.630345582688166650e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (7.319235117637744314e-02+1.272789121633813303e-02j)	 (-3.975992506168000151e-01-2.640262491118992028e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (7.307806825151200170e-02+1.295567666180107505e-02j)	 (-4.114910950075115204e-01-2.646325573845786927e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (7.282657193034093590e-02+1.313785778742264376e-02j)	 (-4.253892490876960419e-01-2.647657371836373841e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (7.244202513223799156e-02+1.329364937151026813e-02j)	 (-4.392491036145184102e-01-2.645303176819946978e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (7.192682504639034968e-02+1.342412387256364942e-02j)	 (-4.531293454013632371e-01-2.639541902719058086e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (7.129458749996449296e-02+1.353260717236473218e-02j)	 (-4.669842763838417676e-01-2.630666407337359791e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (7.054308677081579104e-02+1.362624273742180439e-02j)	 (-4.808245354435771723e-01-2.618578434932206100e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (6.967226555289646184e-02+1.372348419956121585e-02j)	 (-4.946546329562186428e-01-2.602987318628557922e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (6.868965295113477199e-02+1.382268987580352951e-02j)	 (-5.084805698921393002e-01-2.584948252581941164e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (6.759451475867278569e-02+1.391890960071654262e-02j)	 (-5.223115300063415622e-01-2.564597948021078433e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (6.639144071593137963e-02+1.402300618212565415e-02j)	 (-5.361549427746451491e-01-2.541208453998085592e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (6.508173014135777701e-02+1.414913005419727275e-02j)	 (-5.499967602316543358e-01-2.515729081967444936e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (6.366453313780690015e-02+1.429163026833444108e-02j)	 (-5.638988262383719530e-01-2.488291364255205140e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (6.215311819999125298e-02+1.444918776866610348e-02j)	 (-5.778354782874111084e-01-2.459070651125979945e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (6.054159423512325833e-02+1.462561206340519740e-02j)	 (-5.918270009188757452e-01-2.427997763663862218e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (5.882673596346429945e-02+1.483984637258229863e-02j)	 (-6.058954079400902248e-01-2.394939031147356734e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (5.701473937043519125e-02+1.508479189015120812e-02j)	 (-6.200635186781171537e-01-2.360642878535832712e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (5.510198721221382101e-02+1.535185231399617545e-02j)	 (-6.343456118669542620e-01-2.325179656405734208e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (5.309142733345771636e-02+1.565323501068561010e-02j)	 (-6.487690835690694824e-01-2.287993507145272831e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (5.098287734852814668e-02+1.600186054634103808e-02j)	 (-6.633489264225223003e-01-2.249885397290444511e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (4.877225429463809270e-02+1.638954028508908534e-02j)	 (-6.781493899885583376e-01-2.210919162265242432e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (4.647304693446002721e-02+1.681300870258369690e-02j)	 (-6.931682308071220877e-01-2.171099646105502656e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (4.407647679651478800e-02+1.727610741180072434e-02j)	 (-7.084434698602376512e-01-2.130423733964205979e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (4.157779770715546580e-02+1.780065935250398079e-02j)	 (-7.240322924180997433e-01-2.088893227366629690e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (3.898170110013567113e-02+1.837606226692983444e-02j)	 (-7.399722724850261724e-01-2.046974691997402174e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (3.628174061852020016e-02+1.899254113690050649e-02j)	 (-7.562914097189049611e-01-2.004720969250825269e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (3.348031292560098293e-02+1.966508368576978805e-02j)	 (-7.730601464743297457e-01-1.961700194152009580e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (3.057657170949154568e-02+2.040651901099864440e-02j)	 (-7.903355553044888460e-01-1.918553621341125004e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.756310163397631546e-02+2.120813027653405125e-02j)	 (-8.082018969604706227e-01-1.875360617254920870e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (2.445326318361421697e-02+2.206536430572805102e-02j)	 (-8.266962810057668642e-01-1.831903122045686894e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (2.123594194808420266e-02+2.298370164428784404e-02j)	 (-8.459046223360144889e-01-1.788276290106036448e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (1.790634900839434968e-02+2.398838394496682208e-02j)	 (-8.659622939702386057e-01-1.744567733371734375e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (1.446682461082431093e-02+2.506652609675168175e-02j)	 (-8.869481319087808568e-01-1.701019804265256896e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (1.090774852049723048e-02+2.620890592992428797e-02j)	 (-9.089448628276324271e-01-1.657734285974721555e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (7.231790116740140217e-03+2.743333917040479547e-02j)	 (-9.321281124328149037e-01-1.614310943425404654e-01j)
