Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (2.838869565492659675e+01-6.900499031824656981e+01j)	 (8.055707903480291421e+00+8.989880086845236917e+01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.093464072934053988e+01-6.858494301198560095e+01j)	 (7.468983206345551018e+00+9.830445810851924193e+01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.169983968403063557e+01-6.785041359825328300e+01j)	 (8.021408387706509657e+00+1.054219664824044997e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.144885278912061466e+01-6.615548371934161764e+01j)	 (8.824764671999345111e+00+1.111913937155827909e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.044885898231927257e+01-6.368810173212528980e+01j)	 (9.598035187133877599e+00+1.161521753526001817e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.943036907679593384e+01-6.070256400458512047e+01j)	 (1.014411053835855903e+01+1.206777052212097914e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.864758166706377551e+01-5.688095242833637144e+01j)	 (9.715546852408362355e+00+1.247074120886243804e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.772322193788772182e+01-5.282591415514671951e+01j)	 (9.223554952706029653e+00+1.288309867554262382e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.703832820819859251e+01-4.838217800124788681e+01j)	 (8.500295418884860510e+00+1.328713320140153371e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.648940128675208072e+01-4.379033717933089775e+01j)	 (7.489762176715084152e+00+1.369998145167664632e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.607467877666174871e+01-3.907033119165219404e+01j)	 (6.298029161451592195e+00+1.412075129482246609e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.576970137518893722e+01-3.426725221210256223e+01j)	 (4.966293758997863073e+00+1.455143168537297527e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.554924391796299332e+01-2.941119789521538408e+01j)	 (3.511494099127867585e+00+1.499118103320140847e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.538904388525672218e+01-2.451911186595117798e+01j)	 (1.948466406849340249e+00+1.544038827652505290e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.526673070525471942e+01-1.959881785461019277e+01j)	 (2.986337647939191209e-01+1.590051241822724251e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.516366920333116752e+01-1.465328069121237498e+01j)	 (-1.429000165954362966e+00+1.636992342094979449e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.506465893433289693e+01-9.680487327071743309e+00j)	 (-3.238914685503606172e+00+1.684905547230314085e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.495747462739347355e+01-4.675846989856059288e+00j)	 (-5.131021646179092954e+00+1.733733312589525895e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.483245938990796731e+01+3.669133129389515191e-01j)	 (-7.100511082977252642e+00+1.783527351871660755e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.468246547031879246e+01+5.454797154315197183e+00j)	 (-9.136538188000013605e+00+1.834403772793567384e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.450245520187026926e+01+1.059599923957823897e+01j)	 (-1.125858251376105912e+01+1.886204685825653655e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.428869982676352990e+01+1.579893240173069202e+01j)	 (-1.347590498292035832e+01+1.938997893246326498e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.403921887806131608e+01+2.107151027924688336e+01j)	 (-1.577741926870967504e+01+1.993001044950257210e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.375350581537024297e+01+2.642247572874400774e+01j)	 (-1.817190179275346296e+01+2.048041635798887796e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.343184749265220290e+01+3.186019406530945730e+01j)	 (-2.068138321076458297e+01+2.104273290604932356e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.307565011464950544e+01+3.739237365426343018e+01j)	 (-2.331779920034832188e+01+2.161651667877995351e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.268736632203717818e+01+4.302668935140047068e+01j)	 (-2.608564115647703829e+01+2.220334774000375830e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.227118461936140292e+01+4.877112493342459487e+01j)	 (-2.897877659531895489e+01+2.280530203919614110e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.183088769458962375e+01+5.463283099913007845e+01j)	 (-3.203635132271932662e+01+2.342124878639619396e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.137107017192596103e+01+6.061767914883294850e+01j)	 (-3.528040675904794909e+01+2.405302381069895432e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.089940712409316959e+01+6.673114927186303191e+01j)	 (-3.870355669664307641e+01+2.470431069678711822e+02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.042235669000829645e+01+7.297964905031642502e+01j)	 (-4.233042360394493642e+01+2.537365793597099639e+02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (1.994749535062715395e+01+7.936702344408111287e+01j)	 (-4.620195601773124139e+01+2.606464402765234354e+02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (1.948442274623421611e+01+8.589457022130459052e+01j)	 (-5.034449253007546332e+01+2.677778956470039589e+02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (1.904212064160975615e+01+9.256362093228386811e+01j)	 (-5.477559990087490860e+01+2.751680970300423041e+02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (1.863139936998520696e+01+9.937652080125653242e+01j)	 (-5.949963227308099789e+01+2.828575930106881060e+02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (1.826149307090698670e+01+1.063304117368718096e+02j)	 (-6.458305999638029959e+01+2.908531526085484984e+02j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (1.794098961494081834e+01+1.134192958938669449e+02j)	 (-7.006637787703058962e+01+2.992011018539913607e+02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (1.768217360847328479e+01+1.206376552448316914e+02j)	 (-7.595269538186519753e+01+3.079730506087934714e+02j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (1.749290733336303560e+01+1.279806512973653270e+02j)	 (-8.229175404713727460e+01+3.171725258811235335e+02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (1.737988742434820821e+01+1.354372175210245075e+02j)	 (-8.915183797829766377e+01+3.268786603861166213e+02j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (1.735125879552071027e+01+1.429924943906372619e+02j)	 (-9.657912746296173623e+01+3.371292527360864142e+02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (1.740941616958813043e+01+1.506342910015747520e+02j)	 (-1.046111739116366124e+02+3.480048218715573398e+02j)
