Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.217922321076486680e+00-5.338389281074328307e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (9.881165207592157440e-01-5.103645301667383283e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (8.474039088220287619e-01-4.357709788977536802e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (7.694743385742751629e-01-3.610490498389404279e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (7.310869927710706984e-01-2.883958667115016361e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.066477057327327227e-01-2.228499172029189956e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (6.971046945453477361e-01-1.843185658928125081e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (6.976912429005245331e-01-1.435741381543629847e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.028766667999452045e-01-1.146525795289265182e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.105868252660142437e-01-9.138587848273671543e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.199230159845736443e-01-7.382531292695325431e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (7.298944081546494544e-01-6.104695741009296545e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.398427863523509007e-01-5.233800203880699387e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (7.492236752084686646e-01-4.703907544020727999e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (7.576440520538414436e-01-4.450155329393946230e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (7.649976274302378032e-01-4.416163121516616247e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (7.711042297706455217e-01-4.563935341017676811e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (7.759327964720579285e-01-4.855309704224546052e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (7.794479518175849719e-01-5.254573434624309342e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (7.816806911724930584e-01-5.723479351685374639e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (7.827151053451245621e-01-6.249100279146798526e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (7.825641846218218678e-01-6.814385163803104994e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (7.812890706289432607e-01-7.394057525176707391e-02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.790543048257838610e-01-7.975319627000558576e-02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.758638674303036664e-01-8.552424385694573639e-02j)
