Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.160327978583454378e+00-3.146396728854709557e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.030364431922457191e+00-3.067601048763436977e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.505518341539842542e-01-2.703444264893836158e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (9.071529232940206411e-01-2.340138897943931096e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.851361797075817384e-01-1.986143346786222730e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.709663611697451291e-01-1.688933604961476431e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.662876798257501676e-01-1.552401748176168716e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.647752589103394616e-01-1.403747162536611581e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.664069303540190559e-01-1.320121586623082821e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.683112908242921479e-01-1.272964832548012515e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.704114685769692716e-01-1.257759253268891098e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.721598960666574474e-01-1.268007682014034021e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.732696560879160685e-01-1.299101228437010980e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.734919668787923808e-01-1.346796197592328992e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.726342472194147382e-01-1.406662655431921427e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.707165087918985469e-01-1.475367511099228979e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.676835845417812942e-01-1.550680215762029468e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.635750433698278217e-01-1.630439228045713618e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.584096355177106563e-01-1.712411930822614059e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.522099408181135205e-01-1.794166891444052836e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.450950719427233748e-01-1.875451884364392752e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.371041587426473196e-01-1.955392745551504663e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.282617257011029022e-01-2.032041766445949749e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.187168893488195875e-01-2.105111541133324604e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.084768947458518262e-01-2.174496316779327421e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.976508603763657890e-01-2.239976718274387935e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.862785668087373114e-01-2.300858876715931867e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.743998504042846065e-01-2.356021666781656088e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.621050037774552699e-01-2.406577523091285031e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.494195148407308826e-01-2.452564505683679230e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.363676530411678023e-01-2.492685791869419520e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.230592012633304533e-01-2.527642315746799762e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.094612016664700871e-01-2.557754874158609804e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.956620739864738390e-01-2.583293220682217894e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.816745899710258128e-01-2.603964549580563004e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.675236986954768970e-01-2.619090111995378001e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.532471664089751773e-01-2.630011363022766169e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.388481031545090172e-01-2.636928336511317750e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.243430528274808156e-01-2.638822635491551161e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.097964988552330157e-01-2.636657725201669300e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (5.951516583917298986e-01-2.630726843763859790e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.804705927730082760e-01-2.621387316992223604e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.657478636474663203e-01-2.608468993508633593e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.509938369975884154e-01-2.591554199187080521e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.362089817802621061e-01-2.571813850209100916e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.213837206848388472e-01-2.549421058572227672e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.065232092412187415e-01-2.523595279767908428e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (4.916550162525623047e-01-2.495277268717680796e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (4.767146819053327822e-01-2.464653136191369831e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (4.617383268391851980e-01-2.432006743868221077e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (4.467079107935475468e-01-2.397236838332760800e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.316140814557848926e-01-2.360134548936920207e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.164359010466278654e-01-2.321573669047499733e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.011567129911453033e-01-2.281670642054818565e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (3.857604966854879525e-01-2.239857869926862866e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (3.702434967710362956e-01-2.196950676636018618e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (3.545389933988442044e-01-2.153067725542902322e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (3.386571030620788014e-01-2.108332556420061399e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (3.225635248244015929e-01-2.062728470386922808e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (3.062157032281224156e-01-2.016226022629753756e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.895780700644801087e-01-1.969407782591444667e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.726230347768895390e-01-1.922372085653574481e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.552947315139365014e-01-1.874723491379559348e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.375505778334206786e-01-1.827145904117351838e-01j)
