Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.745271292084010639e+01-1.061556416390036475e+02j)	 (-4.259202552527390218e+00+1.252330763619432332e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.358726590983687998e+01-1.108132520876665268e+02j)	 (-7.338012917865295748e+00+1.372913447852583602e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (4.596969951799226095e+01-1.158838517037219731e+02j)	 (-7.572123537800711901e+00+1.478286168804721399e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (4.562369559127774465e+01-1.195380189271573244e+02j)	 (-6.339097194284136094e+00+1.560951889611585841e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (4.259876815438614983e+01-1.215212746814031135e+02j)	 (-4.518519703377313235e+00+1.627344884813127521e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.880853769106131779e+01-1.223826957250826268e+02j)	 (-2.733336110259790175e+00+1.683042914815461302e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.577283316851205797e+01-1.208210040879891523e+02j)	 (-2.517332074219757132e+00+1.724118491617140592e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.180267535587248062e+01-1.181467193984066313e+02j)	 (-2.438931831196335498e+00+1.765637290761036127e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.882489896914340477e+01-1.142089382488171623e+02j)	 (-2.726860411463953859e+00+1.804936426698841387e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.628204368761216969e+01-1.097042267087959715e+02j)	 (-3.533738259059737263e+00+1.844568297212005064e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.432188224397129162e+01-1.047572959491592712e+02j)	 (-4.644656338631789616e+00+1.885076626639990138e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.289073681983096265e+01-9.956195855401070105e+01j)	 (-5.973195320527840302e+00+1.926987611265054170e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.191106964199674678e+01-9.426073241250685442e+01j)	 (-7.474595003809040961e+00+1.970241512685599332e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.130109330842976334e+01-8.894393413589035902e+01j)	 (-9.110754482204479032e+00+2.014947291693194700e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.098420849518012687e+01-8.366082521393539650e+01j)	 (-1.083440430907129937e+01+2.061352991558438532e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.088904967947012992e+01-7.844140292863946229e+01j)	 (-1.261909604079245462e+01+2.109180974167925626e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.096015289302770057e+01-7.329774039545925746e+01j)	 (-1.446312501579929233e+01+2.158477487401796111e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.115142249304702204e+01-6.823142548756010228e+01j)	 (-1.635558160328634969e+01+2.209119205793727190e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.142593672762142987e+01-6.323677198877143724e+01j)	 (-1.828032337588313538e+01+2.261155783711501783e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.175255336840988463e+01-5.830332346435815793e+01j)	 (-2.020978680642594938e+01+2.314713732758573883e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.210885529113281223e+01-5.342194902621021413e+01j)	 (-2.216474358570126668e+01+2.369524922217197513e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.247748016701301665e+01-4.858076936358804687e+01j)	 (-2.414956760636867017e+01+2.425656277425073313e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.284393907655135436e+01-4.376566897700705283e+01j)	 (-2.613530020778292240e+01+2.483341564856379762e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.319681909496311434e+01-3.896562383545727926e+01j)	 (-2.812301450318125262e+01+2.542295455069707373e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.352809897200770450e+01-3.416883124218363577e+01j)	 (-3.013132214337964854e+01+2.602693424070978381e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.383174354393250027e+01-2.936339675514775038e+01j)	 (-3.216472404675870678e+01+2.664396755974255484e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.410277585045829341e+01-2.453831804245987058e+01j)	 (-3.421413566107717941e+01+2.727558644186441370e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.433709157907420106e+01-1.968310033713547824e+01j)	 (-3.625014402713777883e+01+2.792342239912385367e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.453264559150653312e+01-1.478770845748488227e+01j)	 (-3.831125431623605238e+01+2.858553448732637321e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.468785051514363005e+01-9.842015831565625206e+00j)	 (-4.040882950047166133e+01+2.926365841351902759e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.480118151218274747e+01-4.836395368928061878e+00j)	 (-4.250776494550588325e+01+2.996049895550034989e+02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.487238684617516782e+01+2.383054042768996406e-01j)	 (-4.461721735104293174e+01+3.067323383797870520e+02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (2.490152175486245767e+01+5.391402065952751954e+00j)	 (-4.676190689479926021e+01+3.140529055108128773e+02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (2.488873581259354140e+01+1.063198135784998755e+01j)	 (-4.895428808686015998e+01+3.215531057343229691e+02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (2.483476028812995651e+01+1.596889510712155769e+01j)	 (-5.118452312973136742e+01+3.292594847511866192e+02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (2.474102428132307097e+01+2.141087313240753076e+01j)	 (-5.341682568733134673e+01+3.371890120635297308e+02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (2.460879506343796663e+01+2.696700762714387167e+01j)	 (-5.570506621808070236e+01+3.453346454694490717e+02j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (2.443932631778363529e+01+3.264613251132112737e+01j)	 (-5.806497077234848092e+01+3.537293882872505151e+02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (2.423500830266770123e+01+3.845662977662746584e+01j)	 (-6.045655250498689526e+01+3.624047868349651367e+02j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (2.399820796853586202e+01+4.440790378125618787e+01j)	 (-6.289813722461710910e+01+3.713353440320341292e+02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (2.373117936809537909e+01+5.050898791793928666e+01j)	 (-6.542095398992543664e+01+3.805799618904416093e+02j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (2.343682945896722813e+01+5.676786158409862537e+01j)	 (-6.805095745253647976e+01+3.901342227911227383e+02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (2.311824439155035549e+01+6.319345950232062137e+01j)	 (-7.077912730175073364e+01+4.000431966909812331e+02j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (2.277988467812174989e+01+6.979591295492417657e+01j)	 (-7.356845734331918152e+01+4.103292292013371707e+02j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (2.242491588074020825e+01+7.658367463411580900e+01j)	 (-7.649416728768045459e+01+4.210130051690638879e+02j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (2.205645161113934805e+01+8.356455421390703009e+01j)	 (-7.958035365356944624e+01+4.321591050999271602e+02j)
