Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.361760168454060960e+01-1.248694930484138439e+02j)	 (-1.143887024757612458e+01+1.426778749369878483e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (5.261586859760947732e+01-1.325821259771661005e+02j)	 (-1.652874030269833838e+01+1.567780311669369837e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (5.681133004445134560e+01-1.416897393972668624e+02j)	 (-1.780162956996646884e+01+1.695441556186055152e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (5.698453307360192355e+01-1.496225595691003036e+02j)	 (-1.667212480099033201e+01+1.797531077358532343e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (5.259893235240781451e+01-1.556153835377307360e+02j)	 (-1.432359253163530433e+01+1.879244366987625483e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (4.636177301445073340e+01-1.601660455175678237e+02j)	 (-1.167306893498882658e+01+1.946103637389229846e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (4.103583460527266169e+01-1.608257333504805331e+02j)	 (-1.085699104524188030e+01+1.990313023568123185e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.381932450243466093e+01-1.593384176673621653e+02j)	 (-1.019865974737857783e+01+2.033722807658734837e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.829498474995354229e+01-1.556477526100558180e+02j)	 (-1.000351075521027333e+01+2.073511655234954389e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.350278230259164403e+01-1.508543984979980053e+02j)	 (-1.049640316695057329e+01+2.112634190697127110e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.978419400749759305e+01-1.452578073334327655e+02j)	 (-1.139837165525644558e+01+2.152353693486815018e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.705698627385524446e+01-1.392373715060788868e+02j)	 (-1.259237107442728387e+01+2.193533207442179958e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.517703653525792085e+01-1.330697206607354985e+02j)	 (-1.401374979125330356e+01+2.236201938847295310e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.398784724504235477e+01-1.269269955138094730e+02j)	 (-1.560681743691550238e+01+2.280562800429442802e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.334566008900763734e+01-1.208996839323590251e+02j)	 (-1.730475174713822284e+01+2.326957485381379342e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.311703750970186455e+01-1.150387700954871946e+02j)	 (-1.906863628326880189e+01+2.375043598432062595e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.320048603908003138e+01-1.093645055687794496e+02j)	 (-2.089220279380702294e+01+2.424878822643355818e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.351334899452018590e+01-1.038780736981565411e+02j)	 (-2.275714846556194715e+01+2.476298713230038402e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.399142951741195340e+01-9.856846121923732085e+01j)	 (-2.464021141237551404e+01+2.529350321462141835e+02j)
