f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (6.193502147264907665e-01-5.106249943752970699e-01j)	 (-2.092380892316134111e-01-1.118906417381830137e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.105052819082382065e-01-4.459955709859163564e-01j)	 (-2.613903801427805429e-01-1.614318899527819040e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.176948812503685993e-01-3.545219877266562181e-01j)	 (-3.333405315104591704e-01-1.794283889326776515e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.870751893035394242e-01-2.957209879755496873e-01j)	 (-3.962164142138856482e-01-1.629873295669361233e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.755518536720221179e-01-2.541346736269486373e-01j)	 (-4.359467723066685063e-01-1.278350106709683631e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.656975159976314727e-01-2.282336000004116516e-01j)	 (-4.625787171848764201e-01-8.626693285685108070e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.601763504580594799e-01-2.235636518876621126e-01j)	 (-4.743464842430903938e-01-5.501070188454296184e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.513670585318088513e-01-2.144337911439390121e-01j)	 (-4.754692154007857385e-01-2.166089661784396936e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.464893224554786100e-01-2.110013734506515082e-01j)	 (-4.727692033719734233e-01+4.657772608291737421e-03j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.388480105278923127e-01-2.097658524009844982e-01j)	 (-4.657189614586722537e-01+2.792381194624734414e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.304684063423368956e-01-2.098791862389952634e-01j)	 (-4.560065130029841152e-01+4.736965149877531145e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.213369512002133777e-01-2.107479686645795380e-01j)	 (-4.445550665331635676e-01+6.336683601133064059e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.116128620081535738e-01-2.119410446273055082e-01j)	 (-4.320501667075924979e-01+7.620029245850194755e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.013479252645856976e-01-2.131990559663116958e-01j)	 (-4.190317209452399383e-01+8.620091396684059770e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.905561919806090798e-01-2.143289117276599987e-01j)	 (-4.058926271239272077e-01+9.373599420286649053e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.794155838322085417e-01-2.151124104808062321e-01j)	 (-3.928509236089472445e-01+9.910578485523857672e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.679821202925139700e-01-2.154912601920886406e-01j)	 (-3.801350664348798203e-01+1.025266226256406482e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.563490914387087316e-01-2.154189127176919238e-01j)	 (-3.678740874810418893e-01+1.042415592015353693e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.445431120689761040e-01-2.148113102278199904e-01j)	 (-3.561624861606866865e-01+1.044614394370324273e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.326116813327956889e-01-2.135911741547653619e-01j)	 (-3.450512514417293786e-01+1.034360579824523119e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (1.206679747814783377e-01-2.117605649592937123e-01j)	 (-3.345753636538214559e-01+1.012350062117262500e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (1.087165188122893034e-01-2.093038742457255519e-01j)	 (-3.247778919983197454e-01+9.796283010344108977e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (9.676288088086579253e-02-2.061739059449452793e-01j)	 (-3.156581372085480730e-01+9.378759140456117971e-02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.494046075504368964e-02-2.023282892216341777e-01j)	 (-3.071934250013883538e-01+8.877658821063032224e-02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.325038366155489644e-02-1.977722599374978907e-01j)	 (-2.994285207926386527e-01+8.295559240092428843e-02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (6.174676430482520240e-02-1.925071997509558708e-01j)	 (-2.923300046640094352e-01+7.634298090795008096e-02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (5.046395400682945898e-02-1.864646692173718423e-01j)	 (-2.859278639891399409e-01+6.897855594786650446e-02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (3.949447494247543267e-02-1.795688849785745944e-01j)	 (-2.802467040701406287e-01+6.094684013313995258e-02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.892702768134081115e-02-1.718260369833655710e-01j)	 (-2.753221300474310018e-01+5.215628456245611361e-02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (1.882677651185163392e-02-1.631735779545416265e-01j)	 (-2.712504934528271461e-01+4.255579218719721113e-02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (9.347668633654798720e-03-1.535357644614003259e-01j)	 (-2.681394441601330225e-01+3.219424094937160807e-02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.510790138009482142e-04-1.429058323817664067e-01j)	 (-2.661274380162154118e-01+2.105579857639348559e-02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (-6.737648978415181067e-03-1.312986624542219483e-01j)	 (-2.655073144081668834e-01+9.133832212326217087e-03j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.279707036892555050e-02-1.188695782253807454e-01j)	 (-2.665307247868408114e-01-3.470953670345514053e-03j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.707365639522857859e-02-1.058964349012449652e-01j)	 (-2.695542261271739459e-01-1.641674687338709124e-02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.931116665547631672e-02-9.291245359840372142e-02j)	 (-2.747597726682915464e-01-2.906616821579312282e-02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.962192549918055640e-02-8.055469657809424811e-02j)	 (-2.820364495136084004e-01-4.090621677760035435e-02j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.838769699162137727e-02-6.929734037517243372e-02j)	 (-2.910479118573575108e-01-5.146760123646913071e-02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.610241440155383424e-02-5.938626537373719455e-02j)	 (-3.012454264463760856e-01-6.041766404612795849e-02j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (-1.322188825473043228e-02-5.083192141831621713e-02j)	 (-3.120890772397975632e-01-6.778927962225463066e-02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.008869294043010512e-02-4.348313206831204425e-02j)	 (-3.233188842710995603e-01-7.374873780048625538e-02j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (-6.926678338580752325e-03-3.717235639247754020e-02j)	 (-3.346680704695477182e-01-7.853523178508968472e-02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (-3.854461217147137075e-03-3.173068305576973169e-02j)	 (-3.460258383294517182e-01-8.226661963321148241e-02j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (-9.371537674120189454e-04-2.702008892904982085e-02j)	 (-3.572538644749938541e-01-8.500914283167863850e-02j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (1.778228906593182224e-03-2.291679516246722392e-02j)	 (-3.683431974275230836e-01-8.699579164801929387e-02j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (4.270260831916075639e-03-1.931874446037881027e-02j)	 (-3.793241768585033924e-01-8.832892366996465683e-02j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (6.533753880088130628e-03-1.615004880757530542e-02j)	 (-3.901378651954980348e-01-8.902516382328094779e-02j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (8.571296620474302963e-03-1.334564245570036417e-02j)	 (-4.007321496189351628e-01-8.919887111440570615e-02j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (1.038253003670358554e-02-1.084859455811844342e-02j)	 (-4.111914130490426644e-01-8.890819413262349147e-02j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (1.197182414563337238e-02-8.617985952057975740e-03j)	 (-4.215016076257828703e-01-8.826356091782346092e-02j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (1.334644731535108986e-02-6.614325214871152880e-03j)	 (-4.316795191819938760e-01-8.726024782555340253e-02j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (1.451706906828437171e-02-4.802361108279591673e-03j)	 (-4.416701687274132704e-01-8.588649049652621881e-02j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (1.548799533447771382e-02-3.156738515880490314e-03j)	 (-4.515360138208952545e-01-8.425050855956664475e-02j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (1.626209162414597731e-02-1.655397055873052137e-03j)	 (-4.613327678616457317e-01-8.236679323000256625e-02j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (1.684851446442664491e-02-2.769873809242984208e-04j)	 (-4.710260123438106961e-01-8.021960897311018746e-02j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (1.725501084101871418e-02+9.997657624543146437e-04j)	 (-4.805916439862443768e-01-7.787515542614564801e-02j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (1.748265915586277863e-02+2.188758008443356107e-03j)	 (-4.901123991885006359e-01-7.533762238707408798e-02j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (1.753953601984575839e-02+3.299130376700959433e-03j)	 (-4.995996254711517759e-01-7.267454545439942792e-02j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (1.742750269353064707e-02+4.345322033671418505e-03j)	 (-5.090688121710991165e-01-6.986280447616753653e-02j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (1.715171261191252017e-02+5.347127298206286183e-03j)	 (-5.184763851270727253e-01-6.689473531761011560e-02j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (1.671448563478956234e-02+6.309305885643802514e-03j)	 (-5.278939353477031249e-01-6.383139250854188984e-02j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (1.611383772568600325e-02+7.236629651845662148e-03j)	 (-5.373743486110320600e-01-6.066407257783838075e-02j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (1.535498432354844012e-02+8.142559712651542547e-03j)	 (-5.469010743947134712e-01-5.738539955839945528e-02j)
