Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.212010401099825607e+00-4.968917445920642550e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (9.992596371626658591e-01-4.763999728791781796e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (8.688374022959988174e-01-4.086416435539098058e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (7.967003484036683236e-01-3.407579991769686956e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (7.609380901915834272e-01-2.746599128143559776e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.380550855133856114e-01-2.154653849440151814e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.292025969330149238e-01-1.814466133946104065e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.291773563889111243e-01-1.452908733111576700e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.335636777687256638e-01-1.200369332228022612e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.400497170524931168e-01-1.000712872419598082e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.479119267086515865e-01-8.535348608978181317e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (7.562394211373182351e-01-7.500701885241795042e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.644431371497046879e-01-6.836349157087814876e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (7.720325239279393070e-01-6.480659116512182960e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (7.786505444111895269e-01-6.372594419242975927e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (7.842151684251175148e-01-6.459950957287433071e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (7.885688051428090262e-01-6.707747152208355657e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (7.916930255526919424e-01-7.080962600474187407e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (7.935615326580768292e-01-7.546387215312183594e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (7.942031719467722573e-01-8.068360289525461360e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (7.937084673978050953e-01-8.635951793080748340e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (7.920940371980754735e-01-9.233697834498885704e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (7.894132978577801385e-01-9.837422706919687898e-02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.858282422383587873e-01-1.043614212936717633e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.813424382045497385e-01-1.102503343817627796e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.760761839765589754e-01-1.160025577842301314e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.700735734177670544e-01-1.215112635070314251e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.634194288031973530e-01-1.266228684399492155e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.561936474305692713e-01-1.314254924507225752e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.484083327983717115e-01-1.359072905499005279e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.401280195558601616e-01-1.399406721771940809e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.314804145452480366e-01-1.435511221372622603e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.224298145241565550e-01-1.467602017379651125e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.130675650932389864e-01-1.496134269444759635e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (7.034111693951724531e-01-1.520612478046217686e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.935313082798822970e-01-1.540142980923092375e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.834497488567835566e-01-1.556000434316096304e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.731499537706593372e-01-1.568322511073684533e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.626855720335589339e-01-1.576231957576836318e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.521400108632831039e-01-1.580370672671463639e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.414493648697460193e-01-1.580970819968951224e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (6.306706633309708820e-01-1.578668384596484398e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (6.198041625947841027e-01-1.573115639489972573e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (6.089080371328063901e-01-1.563742352398552193e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.979626279416996315e-01-1.551706362625053792e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.869363780884272463e-01-1.537111922805344255e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.758718118754747595e-01-1.519345422900862663e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.648182084923579760e-01-1.499102949870788071e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (5.537021589459539817e-01-1.476493266125339932e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (5.425512774403785654e-01-1.452113829215348206e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (5.313570402927970671e-01-1.425679813991064526e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (5.201634063779244643e-01-1.396862567363894303e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (5.089272182246010745e-01-1.366544867343013614e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.976110876644154746e-01-1.334745381595508484e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (4.862410450285833963e-01-1.301071105441564679e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (4.748396967583889405e-01-1.266153363746812810e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (4.633330891961910392e-01-1.229995130159765443e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (4.517232496663393104e-01-1.193058647529939426e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (4.399929872747183057e-01-1.155127187562088459e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (4.281636506295156686e-01-1.116076225137656447e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (4.161788369164680645e-01-1.076501339648829325e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (4.039962122481400852e-01-1.036363040572323563e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (3.916136435688108430e-01-9.954481814996457567e-02j)
