Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.214576076044183495e+00-5.117129075743568345e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (9.949953402907407707e-01-4.900427784926724151e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (8.604464733272475518e-01-4.195630018932927086e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (7.859843606123482207e-01-3.489549975986980246e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (7.491621958621926813e-01-2.802414754027784394e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.256459624570793521e-01-2.185151139648622287e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.165098570862933336e-01-1.827024725541121497e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.167168372196153214e-01-1.447175972295614566e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.214134802783243039e-01-1.180027578856924636e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.283780112586196731e-01-9.672181999716220058e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.368184937087379760e-01-8.087077537589579257e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (7.457922399734531194e-01-6.955415415112742306e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.546827827349793516e-01-6.208584505530066744e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (7.629781484996561725e-01-5.783243872761704291e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (7.703069773002075848e-01-5.616840123787836953e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (7.765776594099987884e-01-5.655508732099753799e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (7.816236231179729543e-01-5.863077959527799449e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (7.854214087632822583e-01-6.203285099060665969e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (7.879410751940758573e-01-6.641928720747271309e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (7.892122929029672385e-01-7.142322740912847301e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (7.893230323466289278e-01-7.692748430751300548e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (7.882884166056898234e-01-8.277114759309565917e-02j)
