Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.419968862217096728e+01-9.466407367588843158e+01j)	 (-1.747060476904920834e-01+1.144153676983194856e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.895829771041285738e+01-9.759127145375083501e+01j)	 (-2.280931175229861552e+00+1.252701846533708476e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (4.062021920676768616e+01-1.005567058420088955e+02j)	 (-2.117376057530210076e+00+1.345992870265617967e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (4.020880602435943985e+01-1.021601639445464258e+02j)	 (-9.553474237004085934e-01+1.419132583987888552e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.792712468769929757e+01-1.023641769029325985e+02j)	 (5.258138195163770678e-01+1.478669018116493987e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.525390607867044679e+01-1.016562619120521873e+02j)	 (1.861480290941149196e+00+1.529793075982292976e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.317378650966581688e+01-9.916495140248285622e+01j)	 (1.812472714963358600e+00+1.570046583612881079e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.051720154379409422e+01-9.595464376811162310e+01j)	 (1.649152110998909349e+00+1.611101715713394071e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.854828800730068394e+01-9.185173698960691979e+01j)	 (1.168773475991548239e+00+1.650512311356782789e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.689469073898190743e+01-8.737475936665005349e+01j)	 (2.544087484600333626e-01+1.690574636630232987e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.563381074557796424e+01-8.259519874157044228e+01j)	 (-9.160113663809760221e-01+1.731549522333069149e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.472300016301743497e+01-7.764033170564962916e+01j)	 (-2.272079419588966864e+00+1.773826424763175282e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.410759376767135009e+01-7.260283060467239125e+01j)	 (-3.779019842587957090e+00+1.817324034977322356e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.373148826924365906e+01-6.754096828998763158e+01j)	 (-5.407188015254897451e+00+1.862118351628222115e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.354196991234480407e+01-6.248644486988638391e+01j)	 (-7.118692787511509579e+00+1.908416985819099523e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.349077102080712720e+01-5.745859359332663985e+01j)	 (-8.893230252722348794e+00+1.955980546983111878e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.353983999726732534e+01-5.246417303552814815e+01j)	 (-1.073117823984757102e+01+2.004852789352529783e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.365747637902540035e+01-4.750293506402537957e+01j)	 (-1.262528461429354287e+01+2.054933109453223210e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.381799708694426343e+01-4.256967820470559616e+01j)	 (-1.456309249832172981e+01+2.106272260330298423e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.399981152325069189e+01-3.765640852694900786e+01j)	 (-1.652255586533290810e+01+2.158994128803020089e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.418746134374597290e+01-3.275477546126010964e+01j)	 (-1.852338494728046570e+01+2.212868916905524941e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.436870094129926301e+01-2.785463131708666396e+01j)	 (-2.057105941367489876e+01+2.267964278069688078e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.453310233479283298e+01-2.294500171181530135e+01j)	 (-2.264217536593155700e+01+2.324509394831598854e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.467319736170247424e+01-1.801618613467142893e+01j)	 (-2.473951843121312777e+01+2.382258186941176632e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.478348461654389823e+01-1.305785902053299985e+01j)	 (-2.688189524362334737e+01+2.441377904632707612e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.485969507320913507e+01-8.059727965564725594e+00j)	 (-2.907520667546057425e+01+2.501761552842540084e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.489873440296635110e+01-3.012042344088618595e+00j)	 (-3.131378259021511923e+01+2.563562546161774094e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.489856590755904975e+01+2.094457725977606710e+00j)	 (-3.357468047663393662e+01+2.626957183595356469e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.485821354004675499e+01+7.269341761246968403e+00j)	 (-3.589490065221549742e+01+2.691775597485842013e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.477702429802472395e+01+1.252195776983479369e+01j)	 (-3.828770911444018310e+01+2.758190000792863543e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.465508879583583735e+01+1.786085973462671461e+01j)	 (-4.072537601592462408e+01+2.826496049167768660e+02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.449336784205451067e+01+2.329509506668913943e+01j)	 (-4.321992296936372924e+01+2.896451178107941473e+02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (2.429296371750189110e+01+2.883349891364906270e+01j)	 (-4.579910853434423501e+01+2.968391860865241938e+02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (2.405537094455636193e+01+3.448420319699410896e+01j)	 (-4.847757976630953181e+01+3.042229785965212727e+02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (2.378271518651287053e+01+4.025553507784905349e+01j)	 (-5.125208639019794532e+01+3.118248719317462019e+02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (2.347829476878170496e+01+4.615617817925526367e+01j)	 (-5.409706396287349150e+01+3.196675522042789339e+02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (2.314463735583682791e+01+5.219431054136414616e+01j)	 (-5.706783287990410258e+01+3.277462608371215538e+02j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (2.278446566770513115e+01+5.837738924267053875e+01j)	 (-6.018603928425294214e+01+3.360957234409348189e+02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (2.240292733702023398e+01+6.471285928136960308e+01j)	 (-6.342317118835805445e+01+3.447569186228285503e+02j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (2.200415817677099994e+01+7.120934245843577060e+01j)	 (-6.680513497016001168e+01+3.537110076013771618e+02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (2.159251191656266400e+01+7.787392480769922543e+01j)	 (-7.037341996953905721e+01+3.630201503834301207e+02j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (2.117410601154679739e+01+8.471168949589555552e+01j)	 (-7.415983899681991431e+01+3.726896621667327167e+02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (2.075447169341838105e+01+9.172898397165677409e+01j)	 (-7.816962337916112347e+01+3.827733596262151536e+02j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (2.034108821788541377e+01+9.893403655010092734e+01j)	 (-8.238425814186517471e+01+3.933103250339875672e+02j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (1.993995505107204025e+01+1.063306210619749663e+02j)	 (-8.688920197102962106e+01+4.043281886006802210e+02j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (1.955674268227584633e+01+1.139209105204123915e+02j)	 (-9.172455095157292249e+01+4.159014479048560702e+02j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (1.920178483969874250e+01+1.217088826485916400e+02j)	 (-9.687585446121192945e+01+4.281061912691900488e+02j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (1.888258546233262791e+01+1.296990837298337453e+02j)	 (-1.024022767350936931e+02+4.409530682312581007e+02j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (1.860601647621542298e+01+1.378911929024568508e+02j)	 (-1.083778332972803469e+02+4.545684342310719899e+02j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (1.838292269680718860e+01+1.462807559292539281e+02j)	 (-1.148742283947939171e+02+4.690120849505723299e+02j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (1.822020044371985037e+01+1.548661397989420720e+02j)	 (-1.219300463996546142e+02+4.844062211120403845e+02j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (1.812782436875831849e+01+1.636492922417068030e+02j)	 (-1.295693755752853065e+02+5.008550248148828814e+02j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (1.811258208234366052e+01+1.726207484329337660e+02j)	 (-1.379461177887124563e+02+5.184798660658252629e+02j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (1.817815047512062421e+01+1.817697005102803587e+02j)	 (-1.471601222024402205e+02+5.374634619179281572e+02j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (1.833494607238324647e+01+1.910896796299197433e+02j)	 (-1.572685227482489836e+02+5.580031839111892396e+02j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (1.858911609595568493e+01+2.005736655184331312e+02j)	 (-1.684403835166402246e+02+5.802282119440279757e+02j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (1.894182996418985709e+01+2.102074321268858057e+02j)	 (-1.808719079269859549e+02+6.044438170445101832e+02j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (1.939939721372507364e+01+2.199716294940664341e+02j)	 (-1.947781796329862232e+02+6.309008560311077645e+02j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (1.996124463829699280e+01+2.298546226155964973e+02j)	 (-2.103756808048202629e+02+6.599471475325046868e+02j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (2.063262430565853123e+01+2.398494523846572690e+02j)	 (-2.279325223156362483e+02+6.919503858621899326e+02j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (2.141102686644361697e+01+2.499349528874376745e+02j)	 (-2.479143046708936708e+02+7.273536867876365477e+02j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (2.229024113712110022e+01+2.600942029672714852e+02j)	 (-2.707990316403105453e+02+7.667232859915562813e+02j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (2.327432618793171670e+01+2.703154308625948943e+02j)	 (-2.971590446883792538e+02+8.107612085211848125e+02j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (2.436426394697985032e+01+2.805864470498387959e+02j)	 (-3.278841199167969762e+02+8.601442381492109917e+02j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.555392237078733331e+01+2.908928474032601343e+02j)	 (-3.641316594489019849e+02+9.159100568387304975e+02j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (2.684179544201720802e+01+3.012162312197330607e+02j)	 (-4.073635296958835852e+02+9.792110281458474219e+02j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (2.822575579180126226e+01+3.115494777167174902e+02j)	 (-4.596094555726957651e+02+1.051507031393392708e+03j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (2.971222587965950268e+01+3.218844294132057939e+02j)	 (-5.238001699687555401e+02+1.134580430004696154e+03j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (3.129626111088585105e+01+3.322083357041947238e+02j)	 (-6.041810398624697882e+02+1.230511933045543401e+03j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (3.297550509310841704e+01+3.425163179446374215e+02j)	 (-7.068353187757736578e+02+1.341764766469881806e+03j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (3.475620261174807979e+01+3.527995154203165384e+02j)	 (-8.411142746375087427e+02+1.471295793959227922e+03j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (3.664312885174010859e+01+3.630488445109715485e+02j)	 (-1.021811695819084321e+03+1.621168992463091854e+03j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (3.864089173879629868e+01+3.732625252551461017e+02j)	 (-1.272708540807426061e+03+1.791244397363309872e+03j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (4.073522852306692954e+01+3.834323891399502600e+02j)	 (-1.631833131532590642e+03+1.973699146465674403e+03j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (4.529267516009694106e+01+4.036360409959578419e+02j)	 (-2.950082404882079118e+03+2.179129304447800678e+03j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (4.774909152959708791e+01+4.136700385099460391e+02j)	 (-4.048219965709548887e+03+1.842700457984292825e+03j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (5.034580257192404673e+01+4.236466126610415017e+02j)	 (-5.172916263801602327e+03+6.713277153130248962e+02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (5.307140313554686628e+01+4.335697408108422906e+02j)	 (-5.365163890004906534e+03-1.325023413148998998e+03j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (5.898498717596643104e+01+4.532651404197062561e+02j)	 (-2.754284429024901328e+03-3.330060649716640000e+03j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (6.215047957389175792e+01+4.630005989890707383e+02j)	 (-1.709938062542162470e+03-3.143259972770234981e+03j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (6.550162054158751346e+01+4.726822766837209429e+02j)	 (-1.072364249865213651e+03-2.790254078969597231e+03j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (7.268996121696841328e+01+4.919028288547979173e+02j)	 (-4.518100385823195211e+02-2.153249430590493830e+03j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (7.654102654480797696e+01+5.014050323113306149e+02j)	 (-3.002719298543019022e+02-1.910218779000517088e+03j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (8.479455774428045345e+01+5.202214670454355883e+02j)	 (-1.317897833769065699e+02-1.545152397957285757e+03j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (8.920966748098045684e+01+5.295490776556238188e+02j)	 (-8.416558705550259845e+01-1.407213536350240020e+03j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (9.383563453447375480e+01+5.388134681711668463e+02j)	 (-5.026344010658004891e+01-1.290666401319395618e+03j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (9.864069967681511741e+01+5.479634110563271179e+02j)	 (-2.559006083754446692e+01-1.190780127712496778e+03j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (1.036852946639063191e+02+5.570202724574706963e+02j)	 (-7.663632721638738765e+00-1.104673385607209639e+03j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (1.143867433886123877e+02+5.749613488008179729e+02j)	 (1.579952216188273439e+01-9.639879950464243166e+02j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (1.200631328951726147e+02+5.837842630495363210e+02j)	 (2.332113360591242568e+01-9.056925898222256137e+02j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (1.321094162658729374e+02+6.012032732419638705e+02j)	 (3.324883171842424900e+01-8.072037667386803150e+02j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (1.384192231794653196e+02+6.097143058755996208e+02j)	 (3.645582793976823410e+01-7.649877110639307602e+02j)
