f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (4.538441888495932108e-01-3.724296881039181328e-01j)	 (-1.537669222507155875e-01-8.383354376832176380e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.015350961518415973e-01-3.254925297501667369e-01j)	 (-1.908179006649056986e-01-1.211540534230342442e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.334273403249846890e-01-2.590166593766899394e-01j)	 (-2.418094086173120383e-01-1.359171212388994299e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.107302171135344016e-01-2.162025088611100876e-01j)	 (-2.859884471360396585e-01-1.259773142053068062e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.017324527008751700e-01-1.857981804048939867e-01j)	 (-3.135233656324732388e-01-1.028724312964484772e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (1.939447647667223440e-01-1.670674114890455808e-01j)	 (-3.313977622644735943e-01-7.561986516202140463e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (1.893314271760919154e-01-1.638538325893675041e-01j)	 (-3.381246851921147489e-01-5.595131803091543676e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (1.818648509921760303e-01-1.573828653941516664e-01j)	 (-3.376535374395276956e-01-3.539300935524958280e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.772302937078372165e-01-1.548986295959250969e-01j)	 (-3.343767162312911712e-01-1.994111518190486848e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.703002643725060328e-01-1.540109224980439062e-01j)	 (-3.281042920023213849e-01-7.115491535152835070e-03j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (1.625992135555550944e-01-1.539841986262964202e-01j)	 (-3.200501416882424732e-01+2.693377969784824764e-03j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.541134729047701490e-01-1.543342688533270168e-01j)	 (-3.108924528557422962e-01+9.776534456095517175e-03j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (1.449593134624741764e-01-1.547096389711645759e-01j)	 (-3.011085823082085278e-01+1.433979797207836360e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (1.351783296307758342e-01-1.548700098321202923e-01j)	 (-2.910762180819283507e-01+1.661343981641108178e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.247923975501422644e-01-1.546036386127776219e-01j)	 (-2.810828766250660360e-01+1.685104963669149455e-02j)
