Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.578323774054841522e+01-1.004358354866333087e+02j)	 (-2.195551020396804276e+00+1.198597315085074086e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.119947984273473196e+01-1.042163319506649799e+02j)	 (-4.766358226878350202e+00+1.313126667921551984e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (4.319203211982814850e+01-1.082035780397896190e+02j)	 (-4.782264688433521371e+00+1.412324732552822866e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (4.279645993164879059e+01-1.107869505567190060e+02j)	 (-3.574723847260256271e+00+1.490032046837442579e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (4.015306684252330882e+01-1.118297465681185372e+02j)	 (-1.923390401955214157e+00+1.552797223331544956e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.695196762324157191e+01-1.118564801409294489e+02j)	 (-3.696923949268552945e-01+1.606036168888643374e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.442748240586481501e+01-1.097991863994452331e+02j)	 (-2.942115209832815159e-01+1.646619065928259715e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.116339878754760306e+01-1.068430404053854090e+02j)	 (-3.451490961121869150e-01+1.687853990571654208e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.873021558797899289e+01-1.028229235764322880e+02j)	 (-7.369759846257458724e-01+1.727176668488092446e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.666818734909429267e+01-9.834154274427299924e+01j)	 (-1.603824461459727013e+00+1.767012734242443912e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.508649418256772279e+01-9.349363628615979849e+01j)	 (-2.749508952745193469e+00+1.807752834709478407e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.393729843845601479e+01-8.843666591643312813e+01j)	 (-4.095830144654349247e+00+1.849849924801791303e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.315556743012444230e+01-8.328602940371821717e+01j)	 (-5.603180730874703031e+00+1.893231268790742661e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.267360201453056590e+01-7.811471659535864376e+01j)	 (-7.237848765187689715e+00+1.937987669836973055e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.242784919823235157e+01-7.296259144702818844e+01j)	 (-8.957433142081406174e+00+1.984345764498538927e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.235949739328257024e+01-6.785407441431570419e+01j)	 (-1.073865726491912120e+01+2.032047190373316994e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.242252539943152811e+01-6.279852025708605368e+01j)	 (-1.258089687247117894e+01+2.081136653499231954e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.257860199768837717e+01-5.779667781810279337e+01j)	 (-1.447512358144691014e+01+2.131502389752799900e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.279682343997667715e+01-5.284325063605585626e+01j)	 (-1.640707440120309357e+01+2.183194646708633968e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.305111130984914070e+01-4.792924848901145651e+01j)	 (-1.835200028917747872e+01+2.236338750331683514e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.332275624274922166e+01-4.304603713552201327e+01j)	 (-2.033008465166206236e+01+2.290686116577482778e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.359709110313859171e+01-3.818272537088714813e+01j)	 (-2.234622940938640667e+01+2.346304093098999317e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.386169123217267085e+01-3.332695428470599097e+01j)	 (-2.437427470005538055e+01+2.403424339802366489e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.410720802739156809e+01-2.846847165922439160e+01j)	 (-2.641609412022279102e+01+2.461781609689055017e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.432690491574602731e+01-2.359629425127466362e+01j)	 (-2.849033092198705575e+01+2.521547167703986361e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.451559440907904275e+01-1.869939042846852217e+01j)	 (-3.060211054262017072e+01+2.582598510213645113e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.466922462348557232e+01-1.376744594040706282e+01j)	 (-3.274399771888290189e+01+2.645088970337297951e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.478469617900557509e+01-8.790685634958760986e+00j)	 (-3.488976346748903978e+01+2.709188481461180231e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.486046621154594050e+01-3.759292901564015743e+00j)	 (-3.707701240124085018e+01+2.774715093808347319e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.489535136157559592e+01+1.336483602891799682e+00j)	 (-3.931794284274738516e+01+2.841841535015067279e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.488852560691645976e+01+6.505684165955806009e+00j)	 (-4.158103465775294438e+01+2.910850886679392033e+02j)
