Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.270415414151268152e+01-8.883844116982896821e+01j)	 (1.802284080920353970e+00+1.088959621999453731e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.686326874183986035e+01-9.093925376084864354e+01j)	 (1.175347296365084060e-01+1.191621964587546927e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.824753664764424599e+01-9.294532969127638466e+01j)	 (4.242282405371217702e-01+1.279289915823958950e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.784682684631381733e+01-9.365553077298072537e+01j)	 (1.523747317314752214e+00+1.348246131831603236e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.590421651481987908e+01-9.311307109298914497e+01j)	 (2.835635070667412716e+00+1.404928946769226457e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.370079534415634015e+01-9.175914501711436344e+01j)	 (3.966776602299991072e+00+1.454251631521440231e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.200470724056610550e+01-8.888796330198172768e+01j)	 (3.808212851665820242e+00+1.494319942804672507e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.986799611976452695e+01-8.544829673183312480e+01j)	 (3.547780120728821540e+00+1.535287998485326000e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.829220375502611518e+01-8.126331743662721863e+01j)	 (2.992560433101431272e+00+1.574844726200756497e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.698239736710702275e+01-7.677587520912821617e+01j)	 (2.041607813054996612e+00+1.615154693127578582e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.599007174396883713e+01-7.203954975924858672e+01j)	 (8.551573661680141880e-01+1.656369625507690557e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.527729111940824680e+01-6.715651454389964670e+01j)	 (-5.037615542809356084e-01+1.698823924529139617e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.479807899914506208e+01-6.220041284947886595e+01j)	 (-2.004909694709202217e+00+1.742431348310600185e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.450594177181824307e+01-5.721706192184941386e+01j)	 (-3.622427325740446236e+00+1.787255903725555015e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.435722224486758236e+01-5.223111976358447350e+01j)	 (-5.322621104581856777e+00+1.833488247991816706e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.431252119225415953e+01-4.725733977401865360e+01j)	 (-7.087990442459316753e+00+1.880907555159764399e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.434052705397512639e+01-4.230007086971534136e+01j)	 (-8.919863603364984073e+00+1.929557083575838590e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.441520564347948152e+01-3.735800474559692219e+01j)	 (-1.081268600075570774e+01+1.979346961909756999e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.451540735632331902e+01-3.242583651540944345e+01j)	 (-1.275575845231062644e+01+2.030328351946757834e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.462351673395070151e+01-2.749619859332415572e+01j)	 (-1.472965468428395752e+01+2.082623504747126617e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.472693080689321832e+01-2.256087852190258758e+01j)	 (-1.675374155494274930e+01+2.136020611612497646e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.481559235647971562e+01-1.761028971016828137e+01j)	 (-1.883414927613017298e+01+2.190587509949536980e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.488101460629754769e+01-1.263452815844231836e+01j)	 (-2.095021574836998113e+01+2.246550653662388299e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.491745259806128843e+01-7.624272465427579526e+00j)	 (-2.310577200938306319e+01+2.303682231190812786e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.492061925156000868e+01-2.569731694529787003e+00j)	 (-2.531995095219544822e+01+2.362145685808030180e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.488725785859448436e+01+2.538743280356499987e+00j)	 (-2.759960723950990413e+01+2.421848901578303241e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.481529163829736717e+01+7.710428070038591208e+00j)	 (-2.994098838804058005e+01+2.482945421443332918e+02j)
