f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (7.271415087024317714e-01-6.001254845584829134e-01j)	 (-2.455067249251546568e-01-1.304542143118035957e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.815483347796446489e-01-5.238019978433766655e-01j)	 (-3.074749239331474593e-01-1.881330336428953254e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.727009664444519421e-01-4.159299628117628655e-01j)	 (-3.930679449835887129e-01-2.083812012760052623e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.369005306160448021e-01-3.466114845975144521e-01j)	 (-4.680657022034878101e-01-1.878403543544160947e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.236537030628743317e-01-2.976226389683710449e-01j)	 (-5.156412254045019683e-01-1.449914425173193799e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.123567337699404423e-01-2.669085249242035274e-01j)	 (-5.478662673553562623e-01-9.427062446708664445e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.061255512981283511e-01-2.610883036520705303e-01j)	 (-5.627906543330145617e-01-5.568603216888367430e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.962974722135484074e-01-2.500211097867239274e-01j)	 (-5.648033848565818804e-01-1.423080643310709048e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.910902116176196652e-01-2.457182048713899558e-01j)	 (-5.623068404895913419e-01+1.889709758708563170e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.827939939689104176e-01-2.439665809050874379e-01j)	 (-5.545584450453171499e-01+4.865938327634911076e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.737558376523257508e-01-2.438332623265919430e-01j)	 (-5.435506103561471569e-01+7.403156343196141964e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.639620397954736686e-01-2.446434712071407780e-01j)	 (-5.303655931267095003e-01+9.542712968748058577e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.535981577471242421e-01-2.459020029283419673e-01j)	 (-5.158226857514711661e-01+1.131701584992221427e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.427227454253468308e-01-2.473211967447914161e-01j)	 (-5.005673808051770424e-01+1.276410329558750889e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.313481365673883128e-01-2.486995192501888219e-01j)	 (-4.850644431551630054e-01+1.392603881687354273e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.196755197012849603e-01-2.497902077936702825e-01j)	 (-4.695821804988887793e-01+1.483813912609404650e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.077678493411004856e-01-2.505418734713462103e-01j)	 (-4.543995610257570705e-01+1.552631314455399925e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.957270084952896227e-01-2.509146372236035760e-01j)	 (-4.396799105409043840e-01+1.601970268529761543e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.835748898060938217e-01-2.508299062218684594e-01j)	 (-4.255393315075957639e-01+1.634381135591667644e-01j)
