Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.524574428488146083e+01-9.851778097428763203e+01j)	 (-1.517133706116473579e+00+1.180530278614820929e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.043615702359770125e+01-1.020110447547104968e+02j)	 (-3.928271102784977487e+00+1.293056763559500837e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (4.231223020868731055e+01-1.056507977275446706e+02j)	 (-3.880172169704466434e+00+1.390255258655370767e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (4.190800142169349840e+01-1.078976427711773169e+02j)	 (-2.685730964221336059e+00+1.466396939087596252e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.938753548214320688e+01-1.086500282889549709e+02j)	 (-1.091113833921797616e+00+1.528042746543647183e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.636904415170992166e+01-1.084213594879752236e+02j)	 (3.884074315655393073e-01+1.580540076550307731e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.399976985032080989e+01-1.062129424199441843e+02j)	 (4.206666152359754274e-01+1.620996034926285461e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.094856391888280456e+01-1.031691497887580908e+02j)	 (3.304714410753816223e-01+1.662160065577615740e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.867858088267732697e+01-9.912142194046536758e+01j)	 (-9.249292229895390849e-02+1.701505221813777951e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.676033629891536236e+01-9.464339365862633713e+01j)	 (-9.764848068270264303e-01+1.741414292995006008e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.529170990224869797e+01-8.982138099867974290e+01j)	 (-2.131460601477349837e+00+1.782232202423804210e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.422665625596942718e+01-8.480215717567590161e+01j)	 (-3.481865185651048744e+00+1.824389725035143215e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.350381070182259080e+01-7.969309358733468684e+01j)	 (-4.989736204600501601e+00+1.867810817395820777e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.305958878603037476e+01-7.456200247214584920e+01j)	 (-6.622751194698864197e+00+1.912581003801014958e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.283427300860305920e+01-6.944589478542880556e+01j)	 (-8.340049803240292547e+00+1.958920330641174132e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.277277201790879957e+01-6.436743935640794234e+01j)	 (-1.011936694498722744e+01+2.006576798615817268e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.283187208245390920e+01-5.933510810772880717e+01j)	 (-1.196041974931411822e+01+2.055594737840340258e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.297556951110033552e+01-5.434932976549939809e+01j)	 (-1.385478228399971634e+01+2.105866150282126341e+02j)
