Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.147963978361787873e+00-2.834749221796646901e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.031946836845931692e+00-2.774231165044273029e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.607648289413612819e-01-2.459952385441800948e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (9.223059178209151998e-01-2.147190793010723686e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (9.027643613690471414e-01-1.843126924374701714e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.902467684679793436e-01-1.593409222321718610e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.864019996187587624e-01-1.488736427306612820e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.848749531108124344e-01-1.374382210964743556e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.862214770388330276e-01-1.317761282806699796e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.875704692661869899e-01-1.295063524242976438e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.889216081469579755e-01-1.301132389098256514e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.897845933431040022e-01-1.329847420809649183e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.899180723655816250e-01-1.376936411738192145e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.891108115931705136e-01-1.438451859456456317e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.871963074909157143e-01-1.510216688778838190e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.842092610401439678e-01-1.589193483302435428e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.801106161263945182e-01-1.673334139833555223e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.749491826062617550e-01-1.760673562817596516e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.687514550466590713e-01-1.849142365978732327e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.615396213330756003e-01-1.936481025682245671e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.534371903288162642e-01-2.022558481151393306e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.444878641552457932e-01-2.106598185468981088e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.347126696523315958e-01-2.186721325154864781e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.242584738146021550e-01-2.262766100187344753e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.131340448078948624e-01-2.334678694902677931e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (8.014473208168969576e-01-2.402260274278304741e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.892381466090803155e-01-2.464876030374740512e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.765396091135851053e-01-2.521471318414741369e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.634439852522441061e-01-2.573190204998105912e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.499797210387979529e-01-2.620094888342149320e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.361652057586738351e-01-2.660885668150165251e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.221072262533058117e-01-2.696334320877085688e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.077739697046565581e-01-2.726777163811339721e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.932537814270313126e-01-2.752452185683526009e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.785590570108506192e-01-2.773101333593460116e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.637074264503399768e-01-2.788082196136353330e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.487395680967028566e-01-2.798744954491567127e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.336622582381395974e-01-2.805301290507918877e-01j)
