f	lambda_1	lambda_2
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (4.968629758815804043e-02-4.552682538573364635e-02j)	 (-1.664220299285907589e-01-1.254559311712006853e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (4.880938270292853320e-02-3.609470633780867410e-02j)	 (-1.717277899352479265e-01-1.413633928273842488e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (4.942426026805997463e-02-2.780627726016311752e-02j)	 (-1.793340019197117441e-01-1.560781163098806934e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (5.092943708641553546e-02-2.077320761851111572e-02j)	 (-1.885326791269916202e-01-1.694886904989906795e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (5.289286912122678763e-02-1.489395175918618516e-02j)	 (-1.988686528851154323e-01-1.816346377460657524e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (5.504764462175580630e-02-1.000314470757098298e-02j)	 (-2.100700249643470130e-01-1.925106724478113651e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (5.723517485937294758e-02-5.936467945044581612e-03j)	 (-2.218512006235446588e-01-2.022664619928284391e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (5.935193554017784145e-02-2.555921942540409497e-03j)	 (-2.341165990289922061e-01-2.110415019099352585e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (6.134654496077403263e-02+2.509890342692680520e-04j)	 (-2.467239118629583616e-01-2.189333528242818905e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (6.318254596534511602e-02+2.584373689490403192e-03j)	 (-2.596143574691497924e-01-2.259825289804990034e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (6.484270336402288282e-02+4.530965597268975242e-03j)	 (-2.727501444879764092e-01-2.321728713929204213e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (6.632049921931945646e-02+6.151451508226261911e-03j)	 (-2.860497117584350213e-01-2.376727859005436094e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (6.760978102098777476e-02+7.494558609630108670e-03j)	 (-2.994931945337818702e-01-2.425376094116697967e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (6.871431697315177889e-02+8.607192997426099668e-03j)	 (-3.130737031556437011e-01-2.466899933248838384e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (6.963876666035732910e-02+9.534012859501842657e-03j)	 (-3.267060576339662625e-01-2.502392769075849066e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.038520032903114454e-02+1.030085530629086879e-02j)	 (-3.404317946081927837e-01-2.532415133720622435e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.096667978651072239e-02+1.092964296497843726e-02j)	 (-3.541860799300906582e-01-2.557397632610742821e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (7.138443040790849736e-02+1.144389557758866693e-02j)	 (-3.679679641960290071e-01-2.577291469072698904e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (7.164289897639986027e-02+1.187202420560765082e-02j)	 (-3.817714955326827475e-01-2.591692873801715313e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (7.175090261596983598e-02+1.222548992390731434e-02j)	 (-3.955745065582483289e-01-2.601946825748565617e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (7.171070537475923712e-02+1.251081489870373153e-02j)	 (-4.093807214151940488e-01-2.608309792340164357e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (7.152994462873961401e-02+1.274388300674235072e-02j)	 (-4.231896772653396810e-01-2.609916611215118420e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (7.121316438904873314e-02+1.294453020231828635e-02j)	 (-4.369562399742073500e-01-2.607808019161383939e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (7.076276384847192402e-02+1.311465693771165369e-02j)	 (-4.507397728407924742e-01-2.602268208619116230e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (7.019231254970126344e-02+1.325807368940270028e-02j)	 (-4.644949516880465534e-01-2.593606599332405893e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (6.949985035554707979e-02+1.338253711526942932e-02j)	 (-4.782325516148170919e-01-2.581722327924320659e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (6.868573257918808572e-02+1.350681559335038112e-02j)	 (-4.919555012860766241e-01-2.566321654129895546e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (6.775743070234631349e-02+1.362968086525633005e-02j)	 (-5.056707592223232961e-01-2.548464432073416219e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (6.671425765442062783e-02+1.374670699603126878e-02j)	 (-5.193886293323183301e-01-2.528287917597035195e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (6.556100877441875530e-02+1.386892796918758747e-02j)	 (-5.331152956858684622e-01-2.505072126590030535e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (6.429923365378176214e-02+1.401063871319714431e-02j)	 (-5.468359515109545432e-01-2.479759741743996770e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (6.292809958888823108e-02+1.416656907468252097e-02j)	 (-5.606130232000118285e-01-2.452481593993956488e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (6.146079463860337766e-02+1.433554096776374666e-02j)	 (-5.744212937873756086e-01-2.423427431713355007e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (5.989162964684116575e-02+1.452161684995761752e-02j)	 (-5.882808226173344979e-01-2.392522018897960956e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (5.821766933106731212e-02+1.474376584873348349e-02j)	 (-6.022115830431418182e-01-2.359628173309549215e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (5.644502302037249231e-02+1.499510847942411677e-02j)	 (-6.162373725634070487e-01-2.325496749841899635e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (5.457010381392009279e-02+1.526733031457120499e-02j)	 (-6.303733964579614213e-01-2.290194968965151012e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (5.259598808556840976e-02+1.557262901050667295e-02j)	 (-6.446454351325590082e-01-2.253174749874303218e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (5.052262064101419037e-02+1.592395189217030507e-02j)	 (-6.590674026399119256e-01-2.215231621128478101e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (4.834592979067113550e-02+1.631333630528193288e-02j)	 (-6.737039014932763026e-01-2.176425452835681895e-01j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (4.607930484428758577e-02+1.673757744944208772e-02j)	 (-6.885530760394793504e-01-2.136775707720173778e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (4.371410048004852056e-02+1.720063608935520558e-02j)	 (-7.036522298620755400e-01-2.096271896754589859e-01j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (4.124573214718645769e-02+1.772428851438057409e-02j)	 (-7.190558724428544046e-01-2.054913863763661308e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (3.867880463497293253e-02+1.829809335193309863e-02j)	 (-7.348024241821198288e-01-2.013169536101303836e-01j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (3.600688646732617959e-02+1.891244820551225142e-02j)	 (-7.509204233057872324e-01-1.971086164844073896e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (3.323242240776272394e-02+1.958230310808423136e-02j)	 (-7.674780574057842308e-01-1.928241081738311102e-01j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (3.035459757617328669e-02+2.032050557134049834e-02j)	 (-7.845307464881411397e-01-1.885272145682923839e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (2.736599318542572157e-02+2.111849113951653686e-02j)	 (-8.021625412096714536e-01-1.842252077586313541e-01j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (2.427987622404093049e-02+2.197177092628785355e-02j)	 (-8.204105585017346103e-01-1.798978807799672952e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (2.108518758671990012e-02+2.288589688082509621e-02j)	 (-8.393590541630970847e-01-1.755539486563963969e-01j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (1.777716881239099767e-02+2.388609560040784452e-02j)	 (-8.591395015524634360e-01-1.712022447684017901e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (1.435808493165845884e-02+2.495962276521988127e-02j)	 (-8.798309097897761832e-01-1.668670590384075947e-01j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (1.081830084814296156e-02+2.609737235889769344e-02j)	 (-9.015154801573792565e-01-1.625577871567588650e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (7.160448818848114128e-03+2.731718249552964051e-02j)	 (-9.243650343602713981e-01-1.582356165240408341e-01j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (3.383410374300711843e-03+2.863226624401868717e-02j)	 (-9.485387901700332858e-01-1.539483684187085699e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (-5.295922210232333061e-04+3.003922207648174192e-02j)	 (-9.742222313934048028e-01-1.497214859543710974e-01j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (-4.538831915414424933e-03+3.152068599606520916e-02j)	 (-1.001545534635113199e+00-1.454610989887452632e-01j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.299431192391793666e-02+3.480202283011993303e-02j)	 (-1.062310858753823029e+00-1.370900002354125957e-01j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.741864994225589269e-02+3.658315705164029430e-02j)	 (-1.096302274135452892e+00-1.329305442308461871e-01j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-2.199574538413420766e-02+3.848823790104083375e-02j)	 (-1.133244667385229887e+00-1.288524049234743007e-01j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-2.670792425498809408e-02+4.050492380102579948e-02j)	 (-1.173561676535960219e+00-1.247565526815288262e-01j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-3.662255696410970929e-02+4.489286406257808615e-02j)	 (-1.266703375665870324e+00-1.168182129459651442e-01j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-4.179031528274563395e-02+4.730395894160220605e-02j)	 (-1.321298397995435581e+00-1.127553608795690832e-01j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-4.714688897595847861e-02+4.984657678671258058e-02j)	 (-1.382420395429195592e+00-1.088786074137779725e-01j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-5.835561566035034342e-02+5.532094924654559764e-02j)	 (-1.530021469774522691e+00-1.008865744338842824e-01j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-6.421815951072108730e-02+5.829192536927270407e-02j)	 (-1.620736890850328793e+00-9.677550924836431090e-02j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-7.649676944287706060e-02+6.469386586867195699e-02j)	 (-1.851378937638362254e+00-8.805015789570090623e-02j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-8.292572102845260917e-02+6.812180569006813513e-02j)	 (-2.001126970836029528e+00-8.330450484193523131e-02j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-8.956012950792925642e-02+7.171203013989738140e-02j)	 (-2.184203422740431222e+00-7.819981086120751657e-02j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-9.637830523786761194e-02+7.548677274589521424e-02j)	 (-2.413680984286019626e+00-7.231470139127105234e-02j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.034142362660578629e-01+7.943679720628879504e-02j)	 (-2.709012541181050171e+00-6.577712507919827867e-02j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.181068871507172102e-01+8.778863814464843429e-02j)	 (-3.655247975827070839e+00-4.665244343669529281e-02j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.257662371192763140e-01+9.220972613538430673e-02j)	 (-4.484961419307595953e+00-3.123788656140025211e-02j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.417381852998893521e-01+1.014786989223852576e-01j)	 (-8.639396629268492944e+00+4.187146383025740215e-02j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.500064382441158584e-01+1.063217271911504058e-01j)	 (-1.696113638723217321e+01+1.870308923326391704e-01j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (1.634151875864829861e+01-3.871818368118193909e-01j)	 (-1.671935075927936110e-01+1.163411065516138931e-01j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (5.251961693302990675e+00-1.940297313383315403e-01j)	 (-1.851228639056899938e-01+1.267356800965367958e-01j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (3.869002510696447406e+00-1.691584445050301200e-01j)	 (-1.943463351096658687e-01+1.320442044368340673e-01j)
 (5.250000000000000000e+01+0.000000000000000000e+00j)	 (3.041335483941523421e+00-1.546550966125060378e-01j)	 (-2.036985009916319478e-01+1.373645083331433148e-01j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (2.491449576365912577e+00-1.445131292819128166e-01j)	 (-2.131614759993936681e-01+1.427316928893839765e-01j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (1.807521795996122060e+00-1.316342391035635884e-01j)	 (-2.323986628456765902e-01+1.534497600645865489e-01j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (1.401162966132754928e+00-1.235086780694306108e-01j)	 (-2.518595867116638076e-01+1.640651640084667406e-01j)
 (5.550000000000000000e+01+0.000000000000000000e+00j)	 (1.254890534481770237e+00-1.203658140319983638e-01j)	 (-2.615806869310089433e-01+1.693090721954776390e-01j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (1.031892830478518208e+00-1.150301068208909733e-01j)	 (-2.809614298207330219e-01+1.796439879551289809e-01j)
 (5.750000000000000000e+01+0.000000000000000000e+00j)	 (8.706668857159840513e-01-1.102986885012572082e-01j)	 (-3.000632132177812328e-01+1.898105998186354615e-01j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)	 (8.058983232537433317e-01-1.080954865151859123e-01j)	 (-3.094661834668298028e-01+1.948289757442508707e-01j)
 (5.850000000000000000e+01+0.000000000000000000e+00j)	 (7.491982253382156731e-01-1.060210893165828144e-01j)	 (-3.187343575515499960e-01+1.997838266154208231e-01j)
 (5.950000000000000000e+01+0.000000000000000000e+00j)	 (6.547495182195389729e-01-1.019174203554067681e-01j)	 (-3.368188209798047006e-01+2.096185584739430618e-01j)
 (6.050000000000000000e+01+0.000000000000000000e+00j)	 (5.791280334329629298e-01-9.798261619833219249e-02j)	 (-3.543540374146738059e-01+2.193311360712770219e-01j)
 (6.150000000000000000e+01+0.000000000000000000e+00j)	 (5.173577768864118243e-01-9.401100321100092083e-02j)	 (-3.712290904270706959e-01+2.290444950882162822e-01j)
 (6.250000000000000000e+01+0.000000000000000000e+00j)	 (4.659604269040151792e-01-9.020380748693872242e-02j)	 (-3.874189225569055206e-01+2.386904449085447966e-01j)
 (6.300000000000000000e+01+0.000000000000000000e+00j)	 (4.433054793916623715e-01-8.822963514903159332e-02j)	 (-3.952868904230760205e-01+2.435797008341724079e-01j)
 (6.350000000000000000e+01+0.000000000000000000e+00j)	 (4.224068491876796783e-01-8.629258169756323649e-02j)	 (-4.029743309632349835e-01+2.484683912239420700e-01j)
 (6.450000000000000000e+01+0.000000000000000000e+00j)	 (3.850663868127986444e-01-8.244403723119178573e-02j)	 (-4.178199037337646526e-01+2.582877938459449685e-01j)
 (6.550000000000000000e+01+0.000000000000000000e+00j)	 (3.524320488045102895e-01-7.863872702543922566e-02j)	 (-4.321655023509518578e-01+2.682248900334189279e-01j)
 (6.650000000000000000e+01+0.000000000000000000e+00j)	 (3.237912546791746338e-01-7.484442092553211801e-02j)	 (-4.458216207383812746e-01+2.782700740508556314e-01j)
 (6.750000000000000000e+01+0.000000000000000000e+00j)	 (2.982257991395457775e-01-7.109644013747261349e-02j)	 (-4.589911425767309039e-01+2.884417627381327121e-01j)
 (6.800000000000000000e+01+0.000000000000000000e+00j)	 (2.864507511658412331e-01-6.920521014694608342e-02j)	 (-4.653711272635276952e-01+2.936113249533504610e-01j)
 (6.900000000000000000e+01+0.000000000000000000e+00j)	 (2.645675863481583012e-01-6.545947504769757119e-02j)	 (-4.777994815793521477e-01+3.040370419741061370e-01j)
 (7.000000000000000000e+01+0.000000000000000000e+00j)	 (2.446375311891963999e-01-6.169967769950793213e-02j)	 (-4.897513100573974709e-01+3.146565336537749946e-01j)
 (7.100000000000000000e+01+0.000000000000000000e+00j)	 (2.263443338455910503e-01-5.794214746272810523e-02j)	 (-5.012639965241725282e-01+3.254535451227624776e-01j)
 (7.200000000000000000e+01+0.000000000000000000e+00j)	 (2.094471902814367126e-01-5.416721691738043964e-02j)	 (-5.123383720602130431e-01+3.364447228754338104e-01j)
 (7.250000000000000000e+01+0.000000000000000000e+00j)	 (2.014265137226646796e-01-5.226861056274340750e-02j)	 (-5.177706958600529763e-01+3.420377434238036640e-01j)
 (7.350000000000000000e+01+0.000000000000000000e+00j)	 (1.862172436366071326e-01-4.848070713514217311e-02j)	 (-5.282863504491626117e-01+3.532996617901412173e-01j)
 (7.450000000000000000e+01+0.000000000000000000e+00j)	 (1.719390066725731969e-01-4.465283600598600466e-02j)	 (-5.384520845795781607e-01+3.647861446264612506e-01j)
 (7.600000000000000000e+01+0.000000000000000000e+00j)	 (1.519698479182023942e-01-3.886889515559954766e-02j)	 (-5.531438625849351975e-01+3.823888173824596670e-01j)
 (7.650000000000000000e+01+0.000000000000000000e+00j)	 (1.456483683852406730e-01-3.690929230312532672e-02j)	 (-5.579055012519197332e-01+3.883913105406432420e-01j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (1.394912304979352147e-01-3.495057212434721228e-02j)	 (-5.625627630657067391e-01+3.944189752207734045e-01j)
 (7.850000000000000000e+01+0.000000000000000000e+00j)	 (1.218473289979600943e-01-2.899972997875614744e-02j)	 (-5.760828015100266652e-01+4.128030646036034423e-01j)
 (7.950000000000000000e+01+0.000000000000000000e+00j)	 (1.106702624150170122e-01-2.496665865249793337e-02j)	 (-5.848047865744898655e-01+4.253664198455971435e-01j)
 (8.050000000000000000e+01+0.000000000000000000e+00j)	 (9.992217685212327616e-02-2.087904019096344099e-02j)	 (-5.932246620204538745e-01+4.381132094037993308e-01j)
 (8.100000000000000000e+01+0.000000000000000000e+00j)	 (9.469616657487850420e-02-1.881459906786488168e-02j)	 (-5.973139194441963173e-01+4.445373137130039787e-01j)
 (8.250000000000000000e+01+0.000000000000000000e+00j)	 (7.951266362594311410e-02-1.252557444225832484e-02j)	 (-6.092563948469116308e-01+4.641863934954716941e-01j)
 (8.350000000000000000e+01+0.000000000000000000e+00j)	 (6.975971815476988969e-02-8.247837671084043420e-03j)	 (-6.169555139549430800e-01+4.775822551565012675e-01j)
 (8.450000000000000000e+01+0.000000000000000000e+00j)	 (6.027971125408509989e-02-3.893556769606384971e-03j)	 (-6.243659730893098558e-01+4.911989014366578421e-01j)
 (8.500000000000000000e+01+0.000000000000000000e+00j)	 (5.563188794062033649e-02-1.689165694210958968e-03j)	 (-6.279799906329152082e-01+4.980860984568248329e-01j)
 (8.650000000000000000e+01+0.000000000000000000e+00j)	 (4.202016067140511291e-02+5.037861516685906982e-03j)	 (-6.384813216248732548e-01+5.190549333060618942e-01j)
 (8.800000000000000000e+01+0.000000000000000000e+00j)	 (2.885405964581747029e-02+1.194836290030650006e-02j)	 (-6.484696146723409882e-01+5.405266140563850241e-01j)
 (8.850000000000000000e+01+0.000000000000000000e+00j)	 (2.455639996652245194e-02+1.429452345760909293e-02j)	 (-6.516674278631353623e-01+5.477642772686396322e-01j)
 (8.950000000000000000e+01+0.000000000000000000e+00j)	 (1.608070050270349327e-02+1.905323277439985308e-02j)	 (-6.578895563935106550e-01+5.624505258472369817e-01j)
 (9.100000000000000000e+01+0.000000000000000000e+00j)	 (3.652255635343354401e-03+2.635931189566048660e-02j)	 (-6.667887955129583322e-01+5.848367663148112960e-01j)
 (9.200000000000000000e+01+0.000000000000000000e+00j)	 (-4.463075445442998834e-03+3.134571452381527956e-02j)	 (-6.724356438005847370e-01+6.000567397400468073e-01j)
 (9.250000000000000000e+01+0.000000000000000000e+00j)	 (-8.472109008334505198e-03+3.387486028208722133e-02j)	 (-6.751680985529933121e-01+6.077405434011434737e-01j)
 (9.400000000000000000e+01+0.000000000000000000e+00j)	 (-2.032154588494874958e-02+4.160727673581832153e-02j)	 (-6.829904779527188330e-01+6.311126308562554632e-01j)
 (9.550000000000000000e+01+0.000000000000000000e+00j)	 (-3.192259590991175511e-02+4.956462630656709167e-02j)	 (-6.902528326495730449e-01+6.549354884874228899e-01j)
 (9.600000000000000000e+01+0.000000000000000000e+00j)	 (-3.574106687257466719e-02+5.226908577163365266e-02j)	 (-6.925210146729374738e-01+6.629667219021203595e-01j)
 (9.700000000000000000e+01+0.000000000000000000e+00j)	 (-4.329875715798831015e-02+5.775175637304834353e-02j)	 (-6.969274785746431000e-01+6.792192883108237877e-01j)
 (9.850000000000000000e+01+0.000000000000000000e+00j)	 (-5.446755318406895641e-02+6.618105609620184016e-02j)	 (-7.029978355742657614e-01+7.039039909148971930e-01j)
 (9.950000000000000000e+01+0.000000000000000000e+00j)	 (-6.180123581777352548e-02+7.192987819428614538e-02j)	 (-7.067357521431079093e-01+7.206295851420380094e-01j)
 (1.000000000000000000e+02+0.000000000000000000e+00j)	 (-6.543696224775721881e-02+7.484394257808130169e-02j)	 (-7.084925542755673433e-01+7.290738886885291814e-01j)
 (1.015000000000000000e+02+0.000000000000000000e+00j)	 (-7.622482581930356549e-02+8.375805446632184070e-02j)	 (-7.133710270500877026e-01+7.546331302468997082e-01j)
 (1.030000000000000000e+02+0.000000000000000000e+00j)	 (-8.683251501962396812e-02+9.292275533763988404e-02j)	 (-7.176305086207116490e-01+7.806028270053422258e-01j)
 (1.035000000000000000e+02+0.000000000000000000e+00j)	 (-9.033470561281387035e-02+9.603587470257912706e-02j)	 (-7.188865388657478261e-01+7.893271985726039164e-01j)
 (1.050000000000000000e+02+0.000000000000000000e+00j)	 (-1.007214957656002441e-01+1.055410017830721858e-01j)	 (-7.222657771209237687e-01+8.158000310205540950e-01j)
 (1.065000000000000000e+02+0.000000000000000000e+00j)	 (-1.109485966243638488e-01+1.153086789524035427e-01j)	 (-7.249532336408525124e-01+8.426351292357009415e-01j)
 (1.070000000000000000e+02+0.000000000000000000e+00j)	 (-1.143238933762936171e-01+1.186260421486811101e-01j)	 (-7.257047747991711706e-01+8.516436971193785954e-01j)
 (1.085000000000000000e+02+0.000000000000000000e+00j)	 (-1.243380034181360561e-01+1.287452824127021112e-01j)	 (-7.274797433780169076e-01+8.789233566004396314e-01j)
 (1.100000000000000000e+02+0.000000000000000000e+00j)	 (-1.341899678409156360e-01+1.391339087759009552e-01j)	 (-7.285662376023860354e-01+9.065135089301565863e-01j)
 (1.105000000000000000e+02+0.000000000000000000e+00j)	 (-1.374385857368529140e-01+1.426544132270481935e-01j)	 (-7.287605175307394489e-01+9.157830111541424012e-01j)
 (1.120000000000000000e+02+0.000000000000000000e+00j)	 (-1.470825448916888711e-01+1.534049189817132397e-01j)	 (-7.288781224361768896e-01+9.437320706988874264e-01j)
 (1.135000000000000000e+02+0.000000000000000000e+00j)	 (-1.565691694918565080e-01+1.644263381904669807e-01j)	 (-7.282192185059264133e-01+9.719449151313315216e-01j)
 (1.140000000000000000e+02+0.000000000000000000e+00j)	 (-1.596948351995939319e-01+1.681614443319573715e-01j)	 (-7.278325091935743396e-01+9.814048595458454427e-01j)
 (1.160000000000000000e+02+0.000000000000000000e+00j)	 (-1.720150049205347864e-01+1.834066724884203803e-01j)	 (-7.254642481178500413e-01+1.019467954903232165e+00j)
 (1.170000000000000000e+02+0.000000000000000000e+00j)	 (-1.780693469210596902e-01+1.912210445743661169e-01j)	 (-7.237576517370711837e-01+1.038594876885940987e+00j)
 (1.175000000000000000e+02+0.000000000000000000e+00j)	 (-1.810700208141000633e-01+1.951672350444256521e-01j)	 (-7.227670126831809982e-01+1.048190876258571880e+00j)
 (1.195000000000000000e+02+0.000000000000000000e+00j)	 (-1.928606672149181800e-01+2.112799858907190853e-01j)	 (-7.179523706800809979e-01+1.086750449248184758e+00j)
