Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.175721296846473507e+01-8.492378586261496309e+01j)	 (3.095263194763353098e+00+1.051725618881580715e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.554766704255195719e+01-8.649014537048871887e+01j)	 (1.667710002937456748e+00+1.150529055494506281e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.677326792274607925e+01-8.789166561133318112e+01j)	 (2.050838303826187037e+00+1.234613867661491895e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.639123756378387498e+01-8.805242773399692169e+01j)	 (3.100643887244933339e+00+1.300991017686704936e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.466100253896625816e+01-8.705937277795065654e+01j)	 (4.300979227047187159e+00+1.355968799723894449e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.274003272154322275e+01-8.531905848177942175e+01j)	 (5.303260722246486480e+00+1.404251172484179904e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.126931224383477215e+01-8.222152904155618103e+01j)	 (5.079445942364568367e+00+1.444267889311725241e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.943522309113141233e+01-7.864147979541041877e+01j)	 (4.762008372352914520e+00+1.485224612754164184e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.808594499779376719e+01-7.440262616742872126e+01j)	 (4.163787935260452322e+00+1.524908494013997426e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.697282149916039629e+01-6.990159910552145561e+01j)	 (3.193837218184393478e+00+1.565395176641914077e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.613294139602467681e+01-6.518245624358118562e+01j)	 (2.000940484141056519e+00+1.606774041661798265e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.553130347943843503e+01-6.033301836233270876e+01j)	 (6.434302171461800945e-01+1.649346927782192438e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.512696691771141388e+01-5.541600383851159961e+01j)	 (-8.513264613479267773e-01+1.693025997134573117e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.487894166330552181e+01-5.047002849825511817e+01j)	 (-2.459853840156860816e+00+1.737868594735236627e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.474879056117344689e+01-4.551562156300337847e+01j)	 (-4.151104674538487416e+00+1.784055092092467589e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.470223658011753187e+01-4.056476261340183953e+01j)	 (-5.909367268881134727e+00+1.831376767925150375e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (2.471188393906285441e+01-3.562031642680160104e+01j)	 (-7.736587797188608562e+00+1.879876742835733694e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (2.475501670734562865e+01-3.068026667635705707e+01j)	 (-9.628312989291440971e+00+1.929472048190503131e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.481317835326236221e+01-2.573916616063054974e+01j)	 (-1.157500165392862890e+01+1.980214059222587650e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.487115216388238537e+01-2.078990031836805130e+01j)	 (-1.355894303406821777e+01+2.032223853314794724e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.491805146091100553e+01-1.582429473005200116e+01j)	 (-1.559935665312844932e+01+2.085301156150602537e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.494517244676303136e+01-1.083306160583024713e+01j)	 (-1.770286058531099016e+01+2.139513860713100257e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.494530338046989826e+01-5.806862728167909715e+00j)	 (-1.985062981943328708e+01+2.195086527703451793e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.491377957843312529e+01-7.365551499928538748e-01j)	 (-2.204728101239267346e+01+2.251803042647826771e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.484713208134325058e+01+4.387345217860211477e+00j)	 (-2.431227450121848932e+01+2.309824448465862474e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.474284862729717815e+01+9.574096802081726310e+00j)	 (-2.665321813600017009e+01+2.369068260100682153e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.459958458435048811e+01+1.483268764788045146e+01j)	 (-2.906774582338060142e+01+2.429688216127472344e+02j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.441727099117668587e+01+2.017184864798870692e+01j)	 (-3.153874420780316257e+01+2.491870925415162219e+02j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (2.419616128052273041e+01+2.560059663413976239e+01j)	 (-3.410298501502884250e+01+2.555466691992091910e+02j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.393690458552764255e+01+3.112743985167048777e+01j)	 (-3.677616879907036918e+01+2.620648158265460665e+02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (2.364169992623136096e+01+3.676018646332021689e+01j)	 (-3.953749193206991208e+01+2.687733182609243272e+02j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.331294397929598006e+01+4.250757536609584974e+01j)	 (-4.240258352154641130e+01+2.756512346664956112e+02j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (2.295336129608282860e+01+4.837757634027951781e+01j)	 (-4.540302231260284316e+01+2.827321158767441602e+02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (2.256663403110470867e+01+5.437694649996441854e+01j)	 (-4.855674071689391269e+01+2.900114773761039828e+02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (2.215686501451939705e+01+6.051286341649028344e+01j)	 (-5.186739558665045990e+01+2.975197736819898182e+02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (2.172973621612164763e+01+6.679331918515912037e+01j)	 (-5.531969756135303840e+01+3.052850407212853270e+02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (2.128989723697751657e+01+7.322442760650126559e+01j)	 (-5.897217626206165875e+01+3.133052657439199606e+02j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (2.084234410634871537e+01+7.981093327227058865e+01j)	 (-6.285323030472442696e+01+3.216176936221139044e+02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (2.039555205912871827e+01+8.655796449952488558e+01j)	 (-6.694614351261976992e+01+3.302726690641307528e+02j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (1.995599478626020229e+01+9.347161600749696220e+01j)	 (-7.128569125179124910e+01+3.392581144025770072e+02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (1.953064050226600656e+01+1.005548414137343656e+02j)	 (-7.592431014246045606e+01+3.486407194366879025e+02j)
