Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.166108164786900936e+00-3.301374690860839345e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.029187330081810625e+00-3.213146336653615043e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.450803999186223603e-01-2.823797720582943982e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.992275937496985172e-01-2.435001387271722162e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.759929995992205010e-01-2.055907937400700825e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.610184998087180297e-01-1.734777473935643077e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.559376777125551339e-01-1.582092845406528892e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.544575593579855077e-01-1.416161278700113213e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.562504432173906332e-01-1.318910415722464036e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.584547997619085269e-01-1.259421561522698074e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.609521362125392985e-01-1.233501514329299886e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.631658993700297433e-01-1.234464615103438440e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.647858761406511663e-01-1.257532650841401145e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.655442164025927143e-01-1.298311289611044916e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.652351574197493234e-01-1.352241370661567410e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.638711179021097974e-01-1.415839943173496374e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.613887725014158780e-01-1.486782147367123053e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.578230240659229233e-01-1.562805329242504260e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.531887760088447958e-01-1.641593309702507331e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.475088740288190259e-01-1.720626859020272792e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.409001932098850718e-01-1.799591137322066048e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.333996651601160988e-01-1.877561626974967313e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.250337043659182745e-01-1.952555163100411773e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (8.159525410388610567e-01-2.024220512072877620e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (8.061627562118116597e-01-2.092424793713695552e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.957741316961605138e-01-2.156937622336561333e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.848264998623352140e-01-2.217035240606300139e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.733631519541824817e-01-2.271563000383262365e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.614734154061651994e-01-2.321616780224605714e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.491813770121625859e-01-2.367222362493126564e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.365143353041956331e-01-2.407084428507387242e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.235835702544456405e-01-2.441868115617507329e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.103556251667838550e-01-2.471886245066842736e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (6.969190012617327845e-01-2.497424360302462898e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.832867025522402216e-01-2.518172383155239946e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.694873701057880711e-01-2.533433451599419461e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.555573404325072406e-01-2.544544399790259481e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.414979324183710530e-01-2.551699571986980053e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.273286387375968109e-01-2.553891641866832263e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.131155325661811206e-01-2.552057964956425673e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (5.988010813508929386e-01-2.546486427668982477e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (5.844468314182020841e-01-2.537557463379403466e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (5.700477560525385456e-01-2.525085524733903242e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.556181813663187974e-01-2.508640082198391741e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.411568218383384643e-01-2.489391137790911701e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.266521943468371880e-01-2.467505335522266197e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.121125145573405257e-01-2.442215666934546836e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (4.975671762326365211e-01-2.414442925322619893e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (4.829508946484500354e-01-2.384366231725852658e-01j)
