f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (7.022570961271547008e-01-5.794862966919321901e-01j)	 (-2.371275411842771186e-01-1.261555415421683202e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.651443820264541396e-01-5.058701712606913370e-01j)	 (-2.968306271217353021e-01-1.819477285607559447e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.599971090204751034e-01-4.017890294644299587e-01j)	 (-3.792745502644474520e-01-2.016696452167761611e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.253938366633518653e-01-3.349031390009498121e-01j)	 (-4.514765590176187393e-01-1.820694257795702764e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.125486801453427055e-01-2.876283171347719936e-01j)	 (-4.972456016315133231e-01-1.409909034614320045e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.015893730383892302e-01-2.580313057514070918e-01j)	 (-5.281846760703807764e-01-9.237585520895363889e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.955277050760121149e-01-2.524849776190252748e-01j)	 (-5.423862767455470690e-01-5.547397772914076930e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.859416179154792848e-01-2.418732798377788706e-01j)	 (-5.442005099952686997e-01-1.588081443019500466e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.808184210350720966e-01-2.377813477106928419e-01j)	 (-5.416650311480877278e-01+1.568581883606806615e-02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.726823138118899537e-01-2.361600281518435596e-01j)	 (-5.340867263931521336e-01+4.396017448633626756e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.638062304846073847e-01-2.360963430978719746e-01j)	 (-5.233879264092350381e-01+6.797745131579774336e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.541765205691427498e-01-2.369345679362793167e-01j)	 (-5.106142035930819612e-01+8.814173615502178538e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.439727473858768203e-01-2.381945717391514838e-01j)	 (-4.965540700121678919e-01+1.047683639854892629e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.332519387606799555e-01-2.395955935876798448e-01j)	 (-4.818286880560850305e-01+1.182266655963278290e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.220267761513599614e-01-2.409385097264553632e-01j)	 (-4.668861893288753229e-01+1.289254279273081283e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.104931234183338717e-01-2.419835893079410050e-01j)	 (-4.519833255188149268e-01+1.372060475999408724e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.987123275942239697e-01-2.426784708095487408e-01j)	 (-4.373874010768137865e-01+1.433183682743636167e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.867842555041849817e-01-2.429824224291018964e-01j)	 (-4.232537946259655737e-01+1.475433328710447078e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (1.747317498165617544e-01-2.428164128192155657e-01j)	 (-4.096934836081116416e-01+1.501266021269554440e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.625997883108221131e-01-2.421118906536279536e-01j)	 (-3.967577343295670134e-01+1.513592159017706218e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (1.505111658246059414e-01-2.408795802516279227e-01j)	 (-3.844985933368875730e-01+1.513372687066747435e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (1.384623231444120361e-01-2.391213714678504243e-01j)	 (-3.729672724941641704e-01+1.501981024210836679e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (1.264439545281206834e-01-2.368130708906571458e-01j)	 (-3.621478624308269723e-01+1.481445201963252079e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (1.145931531813711712e-01-2.339189809418101007e-01j)	 (-3.520137328177613267e-01+1.452754980694559994e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (1.028975198200690472e-01-2.304760319181857198e-01j)	 (-3.426055184359603212e-01+1.416543002542178242e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (9.139636491139424557e-02-2.265153470266459412e-01j)	 (-3.338758877592624685e-01+1.373295873802209688e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (8.009361666778086475e-02-2.219992601604866556e-01j)	 (-3.258291315128560850e-01+1.323847368966401539e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (6.904300653504569230e-02-2.168843654642866325e-01j)	 (-3.184386009268455053e-01+1.269517577110143292e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (5.829404726443174201e-02-2.112199591029405854e-01j)	 (-3.117064890586730419e-01+1.209848335166121142e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (4.783029506135563769e-02-2.049938285884123634e-01j)	 (-3.056593550097473355e-01+1.144879546723036046e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (3.768348133941026856e-02-1.981721484050615323e-01j)	 (-3.002732540616742107e-01+1.075520135286720941e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.797407020820827372e-02-1.907550633139669105e-01j)	 (-2.955370260603084609e-01+1.001827216777282925e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (1.870052638327354688e-02-1.827402129171203371e-01j)	 (-2.915240079560187936e-01+9.235849526045498969e-02j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (9.918063726485293330e-03-1.741531565469869314e-01j)	 (-2.882217523065112030e-01+8.404146370398962729e-02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (1.702208906467619909e-03-1.649481602020450299e-01j)	 (-2.857101832010495168e-01+7.525920725768903141e-02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (-5.792818499122567855e-03-1.551124942725396194e-01j)	 (-2.840524215529308116e-01+6.611246229001831176e-02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.247104997546157057e-02-1.447070836231344471e-01j)	 (-2.833543700558829315e-01+5.653782271355946298e-02j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.821759214226978396e-02-1.337592452363755013e-01j)	 (-2.837879095510626448e-01+4.656146749938432777e-02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (-2.284166171415348556e-02-1.223802459250096647e-01j)	 (-2.854767339262315184e-01+3.637732931959311578e-02j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (-2.615391978462575095e-02-1.107967498169618592e-01j)	 (-2.885170167386837403e-01+2.617951474303567908e-02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (-2.809406321890843550e-02-9.926010387946898605e-02j)	 (-2.930584003660973158e-01+1.620725876209209992e-02j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (-2.870329679012470492e-02-8.811260625089434306e-02j)	 (-2.990209545626833498e-01+6.719491248661620120e-03j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (-2.810900930866769287e-02-7.764168570506956024e-02j)	 (-3.062838161030179140e-01-1.936566197548105286e-03j)
