Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (2.730755553019033144e+01-6.292271448064169448e+01j)	 (9.822574743180437551e+00+8.400099759453833315e+01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (2.947382577726514086e+01-6.182832110715401086e+01j)	 (9.474798633698531702e+00+9.188967611083336351e+01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.012354217978732862e+01-6.040924500266366692e+01j)	 (1.004089672375352293e+01+9.858572805188927646e+01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.993206235815255667e+01-5.814895281299973817e+01j)	 (1.073858159853004146e+01+1.040950326802334445e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.915401033509751727e+01-5.524648369811006177e+01j)	 (1.136269160779312770e+01+1.089095033480529509e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.838734594269345735e+01-5.189919512164645710e+01j)	 (1.176169890191032330e+01+1.133630123683914235e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.778562403775226386e+01-4.786935329639594272e+01j)	 (1.127726637963975520e+01+1.174203323662517846e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.709591081870708962e+01-4.366717903393844580e+01j)	 (1.073880259906485968e+01+1.215661634035320162e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.657532409685202168e+01-3.915205566355504629e+01j)	 (9.985010031068863867e+00+1.256413433596203930e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.615946204349478776e+01-3.451629028192726878e+01j)	 (8.970953832525340843e+00+1.298035316392307266e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.583837345072547365e+01-2.977487676569275976e+01j)	 (7.788052645984123501e+00+1.340395908579358490e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.559117897089673477e+01-2.496155281589497932e+01j)	 (6.471698875036961951e+00+1.383664781613283026e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.539721080603031922e+01-2.009776955528008102e+01j)	 (5.035284935131430828e+00+1.427762114439955496e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.523690430373551763e+01-1.519470654888326600e+01j)	 (3.490682935753248728e+00+1.472722403580240211e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (2.509248945079415449e+01-1.025672252384792671e+01j)	 (1.855990560855969473e+00+1.518680860765500427e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (2.494970123115132310e+01-5.284169475410361194e+00j)	 (1.377859713386747897e-01+1.565490309321085363e+02j)
