f	lambda_1	lambda_2
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (-7.962726296251207425e-03-1.442441616035996244e-01j)	 (-2.770932112894588517e-01+4.150551712713318464e-02j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.436234845749560785e-02-1.329564370821458841e-01j)	 (-2.771731713032434263e-01+3.076496916695448808e-02j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.950077520414136845e-02-1.211184453699621494e-01j)	 (-2.786578268197810737e-01+1.963252348193932420e-02j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (-2.318639958531617737e-02-1.089350362539477646e-01j)	 (-2.817911449702749094e-01+8.310392967096362840e-03j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (-2.525762310188620074e-02-9.677136920901682759e-02j)	 (-2.866725506215167529e-01-2.751952522179114402e-03j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (-2.572567796175617705e-02-8.509138349256148426e-02j)	 (-2.932012701500407159e-01-1.312743796802255149e-02j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (-2.483879165607527639e-02-7.425432137539149380e-02j)	 (-3.012157173795400600e-01-2.247013364255395079e-02j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (-2.296523376830078567e-02-6.450508896795684177e-02j)	 (-3.103072165666355686e-01-3.061381530440963200e-02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (-2.044807371172045751e-02-5.590039382458363015e-02j)	 (-3.201397413539304182e-01-3.744547839257933441e-02j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (-1.757221413838974677e-02-4.840305264346651815e-02j)	 (-3.303432119254140487e-01-4.292679205532892728e-02j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (-1.457293580103526109e-02-4.188760976204774361e-02j)	 (-3.407265021937291860e-01-4.729273880660731649e-02j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (-1.159372624140576902e-02-3.621082410303436833e-02j)	 (-3.512043283665535753e-01-5.068404140099416061e-02j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (-8.721468676772342610e-03-3.125814642884205963e-02j)	 (-3.616273517550520067e-01-5.315973903480998575e-02j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (-6.006324266797730127e-03-2.692509021011250253e-02j)	 (-3.718846553329192561e-01-5.486876727192574466e-02j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (-3.481661535792476836e-03-2.310890102130724877e-02j)	 (-3.820310045398968013e-01-5.591239267459709866e-02j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (-1.169261198046819827e-03-1.973411175518677285e-02j)	 (-3.920293566502152660e-01-5.644338427253321050e-02j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (9.289966523075288141e-04-1.673422842979208763e-02j)	 (-4.018847862393951087e-01-5.647886903177768564e-02j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (2.817489750062587839e-03-1.405728305442444093e-02j)	 (-4.115220398218844555e-01-5.602153699078952359e-02j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.493719988525171627e-03-1.165537217669292136e-02j)	 (-4.210031598870556668e-01-5.520229814675640945e-02j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (5.959285710805548031e-03-9.488006983496125035e-03j)	 (-4.303879698841147072e-01-5.405050283457930871e-02j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (7.221398867599530813e-03-7.524680893547880389e-03j)	 (-4.396296416152564168e-01-5.256429709897780106e-02j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (8.287791947577199947e-03-5.736477026581969507e-03j)	 (-4.486968226422228256e-01-5.081409886495359685e-02j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (9.160625559060969758e-03-4.097896681007628938e-03j)	 (-4.576753816438094979e-01-4.881196591873025736e-02j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (9.845293776434969890e-03-2.591700882608405365e-03j)	 (-4.665769071629168319e-01-4.664193868274105897e-02j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (1.034661087642305827e-02-1.197890146446868587e-03j)	 (-4.754147382638140296e-01-4.428131790495325182e-02j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (1.067186734346969867e-02+1.043205604590452529e-04j)	 (-4.841304133669708798e-01-4.172253544682370113e-02j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (1.082305856747943495e-02+1.326764420556569846e-03j)	 (-4.928007972539352743e-01-3.903357099577584033e-02j)
 (3.150000000000000000e+01+0.000000000000000000e+00j)	 (1.080007940344483025e-02+2.480225458056213583e-03j)	 (-5.014837967172467437e-01-3.620734332832767355e-02j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (1.060866986356658742e-02+3.578660507599480678e-03j)	 (-5.101495686304908794e-01-3.324271637124212586e-02j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (1.025237758741058547e-02+4.636492285452493978e-03j)	 (-5.187838004460951780e-01-3.018929973128416100e-02j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (9.728786612293448266e-03+5.661355535581780174e-03j)	 (-5.274664533376034470e-01-2.703461964159137657e-02j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (9.043206393343848626e-03+6.658009997607315655e-03j)	 (-5.362311247148272564e-01-2.383524586418371907e-02j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (8.193298264159480648e-03+7.637098279590061323e-03j)	 (-5.450953571321767166e-01-2.056662406240123558e-02j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (7.179383709870257313e-03+8.616633083322465525e-03j)	 (-5.540227786920119968e-01-1.723421238595529772e-02j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (6.000207876131639917e-03+9.598510395329870604e-03j)	 (-5.630998053813338622e-01-1.387315217872226586e-02j)
 (3.550000000000000000e+01+0.000000000000000000e+00j)	 (4.649695183960196598e-03+1.058544133394156983e-02j)	 (-5.723897345856039376e-01-1.046510986558163610e-02j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (3.128342960673421991e-03+1.159156799573134167e-02j)	 (-5.818965104174523839e-01-7.019871704763860562e-03j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (1.433185247673524065e-03+1.263041962332668577e-02j)	 (-5.916372081475492761e-01-3.578983124393074824e-03j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (-4.485683670675463808e-04+1.370755869363182028e-02j)	 (-6.016925498485867774e-01-1.081724276064234894e-04j)
 (3.750000000000000000e+01+0.000000000000000000e+00j)	 (-2.499118135383282535e-03+1.482006565931573427e-02j)	 (-6.121788031027061150e-01+3.277506414749061826e-03j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-7.210772032062745529e-03+1.723323425713324530e-02j)	 (-6.344970784148818987e-01+1.011301733345795588e-02j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-9.872432576555983941e-03+1.853945486844894852e-02j)	 (-6.465911315724562902e-01+1.346750230507161653e-02j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.276477459846504098e-02+1.994205510111247276e-02j)	 (-6.593797188552553701e-01+1.678888327297951150e-02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.588572664289951766e-02+2.144574688883302271e-02j)	 (-6.730464844273850167e-01+2.003425233677602613e-02j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-2.292435748524700861e-02+2.481091951412853214e-02j)	 (-7.036891458705367697e-01+2.635211915097930568e-02j)
 (4.150000000000000000e+01+0.000000000000000000e+00j)	 (-2.685369673672249879e-02+2.673928092466496681e-02j)	 (-7.211085696814689694e-01+2.931415081651892254e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-3.111655130347119186e-02+2.883871535030203825e-02j)	 (-7.403123938709547103e-01+3.217502371084169505e-02j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-4.067703603651885019e-02+3.365634683633207669e-02j)	 (-7.858812045770888766e-01+3.747890142432459826e-02j)
 (4.350000000000000000e+01+0.000000000000000000e+00j)	 (-4.604824618553046006e-02+3.646618558871962679e-02j)	 (-8.134163177861927219e-01+3.984801714614496365e-02j)
 (4.450000000000000000e+01+0.000000000000000000e+00j)	 (-5.817776349508711059e-02+4.307150706915081201e-02j)	 (-8.826894076409204093e-01+4.395802456597015101e-02j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-6.503296085611444399e-02+4.696073168229745326e-02j)	 (-9.274314276302477733e-01+4.564263506556913430e-02j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-7.249946311638624796e-02+5.132872126138318669e-02j)	 (-9.820616782910536191e-01+4.704891350908735337e-02j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-8.062784291026538208e-02+5.628214752992879294e-02j)	 (-1.050530915962228695e+00+4.816309112557147498e-02j)
 (4.650000000000000000e+01+0.000000000000000000e+00j)	 (-8.951739499201685768e-02+6.187913224183073935e-02j)	 (-1.138879993888431752e+00+4.896051349980612422e-02j)
 (4.750000000000000000e+01+0.000000000000000000e+00j)	 (-1.098306177550007756e-01+7.531040231905458682e-02j)	 (-1.424489590059828226e+00+5.035791852536011109e-02j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.214500468576522885e-01+8.333930387157734154e-02j)	 (-1.677361162870445677e+00+5.168151174632081013e-02j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-1.481398751813392534e-01+1.022314408337563207e-01j)	 (-2.959652792938178845e+00+6.491328642644043911e-02j)
 (4.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.633836094828559071e-01+1.130546531300496427e-01j)	 (-5.550359398447050729e+00+1.041451563013633813e-01j)
 (5.050000000000000000e+01+0.000000000000000000e+00j)	 (4.880302647624701784e+00-8.910011945270121525e-02j)	 (-1.981242896634161088e-01+1.364695609615739214e-01j)
 (5.150000000000000000e+01+0.000000000000000000e+00j)	 (1.443149716619162248e+00-4.211169003675386407e-02j)	 (-2.378798598385349905e-01+1.596792207331089175e-01j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (1.026112942020480645e+00-3.975268662677696602e-02j)	 (-2.588369633267493808e-01+1.701185428922112330e-01j)
 (5.250000000000000000e+01+0.000000000000000000e+00j)	 (7.825597748084687222e-01-3.943806280553718846e-02j)	 (-2.797977960689815857e-01+1.793348880515574784e-01j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (6.252641638648972489e-01-3.924199440610009332e-02j)	 (-3.002312052524038766e-01+1.873828098551606480e-01j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (4.375958373422026426e-01-3.804027329469222840e-02j)	 (-3.382599022877262884e-01+2.004186207113843876e-01j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (3.317676583268368007e-01-3.556141126058427054e-02j)	 (-3.715416289227412294e-01+2.107581938153045842e-01j)
 (5.550000000000000000e+01+0.000000000000000000e+00j)	 (2.948331242246227113e-01-3.402565308334291883e-02j)	 (-3.863711037033881190e-01+2.153594253255036173e-01j)
 (5.650000000000000000e+01+0.000000000000000000e+00j)	 (2.395572679013935891e-01-3.066309812878674490e-02j)	 (-4.129556988395673978e-01+2.240140989336914801e-01j)
 (5.750000000000000000e+01+0.000000000000000000e+00j)	 (2.000843593995942638e-01-2.715073741413896041e-02j)	 (-4.359994000330282837e-01+2.324370421765463157e-01j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)	 (1.842238404557061671e-01-2.540854897946421415e-02j)	 (-4.464281130750599735e-01+2.366467726799796334e-01j)
 (5.850000000000000000e+01+0.000000000000000000e+00j)	 (1.702748859965284023e-01-2.370472252046114392e-02j)	 (-4.562113748840626037e-01+2.408458583582810120e-01j)
 (5.950000000000000000e+01+0.000000000000000000e+00j)	 (1.467541086518369675e-01-2.036149946403627981e-02j)	 (-4.741030382353174644e-01+2.493931019043186259e-01j)
 (6.050000000000000000e+01+0.000000000000000000e+00j)	 (1.274567982864816817e-01-1.714439084364104832e-02j)	 (-4.902674541954363252e-01+2.581057198112737261e-01j)
 (6.150000000000000000e+01+0.000000000000000000e+00j)	 (1.111756327006078460e-01-1.401042956790983507e-02j)	 (-5.049510504448520010e-01+2.670906954091811780e-01j)
 (6.250000000000000000e+01+0.000000000000000000e+00j)	 (9.709240294797569226e-02-1.098643070716633779e-02j)	 (-5.184241076833874251e-01+2.762155556424437108e-01j)
 (6.300000000000000000e+01+0.000000000000000000e+00j)	 (9.068520372329319512e-02-9.482647611250290265e-03j)	 (-5.247987231757801352e-01+2.809235716099668934e-01j)
 (6.350000000000000000e+01+0.000000000000000000e+00j)	 (8.463793275863930321e-02-7.998134932565806321e-03j)	 (-5.309314532533506714e-01+2.856666444983128050e-01j)
 (6.450000000000000000e+01+0.000000000000000000e+00j)	 (7.344623192966401315e-02-5.059646981605644966e-03j)	 (-5.425372640201795438e-01+2.952841969944872136e-01j)
 (6.550000000000000000e+01+0.000000000000000000e+00j)	 (6.319926770908555758e-02-2.149311651306995419e-03j)	 (-5.535772735450611437e-01+3.051460005672437248e-01j)
 (6.650000000000000000e+01+0.000000000000000000e+00j)	 (5.373561905755414037e-02+7.557046027665964560e-04j)	 (-5.639068720040779636e-01+3.151774585415358931e-01j)
 (6.750000000000000000e+01+0.000000000000000000e+00j)	 (4.487197230397055314e-02+3.662019635677499219e-03j)	 (-5.737964845679091042e-01+3.254076694760159039e-01j)
 (6.800000000000000000e+01+0.000000000000000000e+00j)	 (4.063222145625833281e-02+5.124774216867772347e-03j)	 (-5.785601294802090733e-01+3.306234281781233464e-01j)
 (6.900000000000000000e+01+0.000000000000000000e+00j)	 (3.247177472521736719e-02+8.064770338796697913e-03j)	 (-5.878258063971084635e-01+3.411720396181916470e-01j)
 (7.000000000000000000e+01+0.000000000000000000e+00j)	 (2.467627832003767285e-02+1.104075641840873701e-02j)	 (-5.967114637798835997e-01+3.519420715215884066e-01j)
 (7.100000000000000000e+01+0.000000000000000000e+00j)	 (1.718257948837707827e-02+1.405886885844240264e-02j)	 (-6.052704862090976246e-01+3.629092746307017725e-01j)
 (7.200000000000000000e+01+0.000000000000000000e+00j)	 (9.939183805473664202e-03+1.712863227192745752e-02j)	 (-6.135051312432326931e-01+3.740799841470048293e-01j)
 (7.250000000000000000e+01+0.000000000000000000e+00j)	 (6.396919169475656641e-03+1.868239029942385387e-02j)	 (-6.175615548476338645e-01+3.797738333955932299e-01j)
 (7.350000000000000000e+01+0.000000000000000000e+00j)	 (-5.449514851615933075e-04+2.183822914561911466e-02j)	 (-6.254161032697191924e-01+3.912301963321558884e-01j)
 (7.450000000000000000e+01+0.000000000000000000e+00j)	 (-7.327177271842649775e-03+2.505889086931911702e-02j)	 (-6.330319779936822711e-01+4.029142390097679161e-01j)
 (7.600000000000000000e+01+0.000000000000000000e+00j)	 (-1.724546524396775027e-02+3.001895316684953519e-02j)	 (-6.441122255723811252e-01+4.208340993867098478e-01j)
 (7.650000000000000000e+01+0.000000000000000000e+00j)	 (-2.049515972359450267e-02+3.170631999300577153e-02j)	 (-6.477196326877906474e-01+4.269432410023900060e-01j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (-2.371956646538503355e-02+3.341649937958157679e-02j)	 (-6.512522911228824096e-01+4.330768082069229030e-01j)
 (7.850000000000000000e+01+0.000000000000000000e+00j)	 (-3.326357814870825602e-02+3.866820555371276724e-02j)	 (-6.615441470738608887e-01+4.517719747574773237e-01j)
 (7.950000000000000000e+01+0.000000000000000000e+00j)	 (-3.952615673825804476e-02+4.226782672834000776e-02j)	 (-6.682302798452581793e-01+4.645536407565887260e-01j)
 (8.050000000000000000e+01+0.000000000000000000e+00j)	 (-4.572702901977018786e-02+4.595708098277151432e-02j)	 (-6.747016763784234872e-01+4.775114845398187868e-01j)
 (8.100000000000000000e+01+0.000000000000000000e+00j)	 (-4.880841702519089775e-02+4.783834850356878665e-02j)	 (-6.778491447716137319e-01+4.840362496919373148e-01j)
 (8.250000000000000000e+01+0.000000000000000000e+00j)	 (-5.797170062285741943e-02+5.361638984356482951e-02j)	 (-6.870871989422172588e-01+5.039996873765895113e-01j)
 (8.350000000000000000e+01+0.000000000000000000e+00j)	 (-6.401780272373186476e-02+5.758055964893861456e-02j)	 (-6.930748611649355517e-01+5.176124720707711013e-01j)
 (8.450000000000000000e+01+0.000000000000000000e+00j)	 (-7.003343290247870945e-02+6.163997310229124560e-02j)	 (-6.988392470442129634e-01+5.314396558728079478e-01j)
 (8.500000000000000000e+01+0.000000000000000000e+00j)	 (-7.302813653637738045e-02+6.370719620907336345e-02j)	 (-7.016556276137801973e-01+5.384324811683367518e-01j)
 (8.650000000000000000e+01+0.000000000000000000e+00j)	 (-8.195981060164750365e-02+7.006111829800976132e-02j)	 (-7.098570531943855233e-01+5.597211767097411972e-01j)
 (8.800000000000000000e+01+0.000000000000000000e+00j)	 (-9.082335048416084744e-02+7.663895096814341001e-02j)	 (-7.176711735681140514e-01+5.815149154647049068e-01j)
 (8.850000000000000000e+01+0.000000000000000000e+00j)	 (-9.376792938858319326e-02+7.888874658765798742e-02j)	 (-7.201721826219321665e-01+5.888571519784919772e-01j)
 (8.950000000000000000e+01+0.000000000000000000e+00j)	 (-9.963921044529658322e-02+8.345592237588694839e-02j)	 (-7.250332797868666024e-01+6.037548517554363059e-01j)
 (9.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.083947715911549037e-01+9.052122898874198631e-02j)	 (-7.319821909271942983e-01+6.264636284460116666e-01j)
 (9.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.142049939072784515e-01+9.535781181202457324e-02j)	 (-7.363797703154730812e-01+6.418983931303404722e-01j)
 (9.250000000000000000e+01+0.000000000000000000e+00j)	 (-1.171002275628209577e-01+9.782022937047724076e-02j)	 (-7.385034349374400842e-01+6.496911070555683176e-01j)
 (9.400000000000000000e+01+0.000000000000000000e+00j)	 (-1.257560006503326000e-01+1.053672802477560455e-01j)	 (-7.445511281133715409e-01+6.733886508406736748e-01j)
 (9.550000000000000000e+01+0.000000000000000000e+00j)	 (-1.343654907052028724e-01+1.131691929688647957e-01j)	 (-7.501164107239739476e-01+6.975357648381373954e-01j)
 (9.600000000000000000e+01+0.000000000000000000e+00j)	 (-1.372329870508707250e-01+1.158277896285275776e-01j)	 (-7.518337858403951746e-01+7.056720909925173757e-01j)
 (9.700000000000000000e+01+0.000000000000000000e+00j)	 (-1.429315148181243833e-01+1.212243493291373930e-01j)	 (-7.551618926512803087e-01+7.221427521877081812e-01j)
 (9.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.514533274719102596e-01+1.295525664737792182e-01j)	 (-7.596679468194899032e-01+7.471479747261481341e-01j)
 (9.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.570970482560081760e-01+1.352404670400748632e-01j)	 (-7.623925077786307680e-01+7.640895673445335934e-01j)
 (1.000000000000000000e+02+0.000000000000000000e+00j)	 (-1.599104957714626574e-01+1.381261427211535331e-01j)	 (-7.636503304119132141e-01+7.726426153503335170e-01j)
 (1.015000000000000000e+02+0.000000000000000000e+00j)	 (-1.683182170787850263e-01+1.469750028634336791e-01j)	 (-7.670702217107215892e-01+7.985219598931601048e-01j)
 (1.030000000000000000e+02+0.000000000000000000e+00j)	 (-1.766569200459736644e-01+1.560913896859043581e-01j)	 (-7.699161931826521421e-01+8.248125588309926925e-01j)
 (1.035000000000000000e+02+0.000000000000000000e+00j)	 (-1.794300760132638284e-01+1.591928799047234167e-01j)	 (-7.707096845073156954e-01+8.336407883322619616e-01j)
 (1.050000000000000000e+02+0.000000000000000000e+00j)	 (-1.876872809700825262e-01+1.686689828763167920e-01j)	 (-7.727279509970538252e-01+8.604286866607402384e-01j)
 (1.065000000000000000e+02+0.000000000000000000e+00j)	 (-1.958783351885901580e-01+1.784224145037446307e-01j)	 (-7.740898542465580734e-01+8.875753598048643500e-01j)
 (1.070000000000000000e+02+0.000000000000000000e+00j)	 (-1.985949169425437755e-01+1.817396592203472105e-01j)	 (-7.744086009682965566e-01+8.966854322599451255e-01j)
 (1.085000000000000000e+02+0.000000000000000000e+00j)	 (-2.066814428251276259e-01+1.918599606010086833e-01j)	 (-7.748997483965543998e-01+9.242700629935634016e-01j)
 (1.100000000000000000e+02+0.000000000000000000e+00j)	 (-2.146769705149849106e-01+2.022611169568536149e-01j)	 (-7.747316266564302500e-01+9.521604872840685463e-01j)
 (1.105000000000000000e+02+0.000000000000000000e+00j)	 (-2.173218605545479409e-01+2.057866807501912421e-01j)	 (-7.745123705304999273e-01+9.615292389386678185e-01j)
 (1.120000000000000000e+02+0.000000000000000000e+00j)	 (-2.251991381458438024e-01+2.165623173334584317e-01j)	 (-7.734082810576634603e-01+9.897677073824285854e-01j)
 (1.135000000000000000e+02+0.000000000000000000e+00j)	 (-2.329795338972501795e-01+2.276153862607545042e-01j)	 (-7.715472426191561928e-01+1.018263580141235636e+00j)
 (1.140000000000000000e+02+0.000000000000000000e+00j)	 (-2.355484490664735420e-01+2.313627058059195551e-01j)	 (-7.707644476396424693e-01+1.027816570623449666e+00j)
 (1.160000000000000000e+02+0.000000000000000000e+00j)	 (-2.456985368984829221e-01+2.466632735812839816e-01j)	 (-7.668337998075017703e-01+1.066240430643990544e+00j)
 (1.170000000000000000e+02+0.000000000000000000e+00j)	 (-2.507017981386644445e-01+2.545116560668870265e-01j)	 (-7.643583931376778384e-01+1.085539559576223834e+00j)
 (1.175000000000000000e+02+0.000000000000000000e+00j)	 (-2.531851478463190142e-01+2.584730791369539427e-01j)	 (-7.629842586424313566e-01+1.095219468400405072e+00j)
 (1.195000000000000000e+02+0.000000000000000000e+00j)	 (-2.629459216081168615e-01+2.746575601217584039e-01j)	 (-7.566566332671011974e-01+1.134109615700268137e+00j)
