Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.861254541351398473e+01-1.099408958046119125e+02j)	 (-5.658354681452976820e+00+1.287777219446531660e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (4.526090001272101659e+01-1.151949329419487356e+02j)	 (-9.100111830651780309e+00+1.412424532103878221e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (4.793937689114718381e+01-1.210213641063457146e+02j)	 (-9.502420683425867765e+00+1.522053967271653789e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (4.764908307379477748e+01-1.254419576068602851e+02j)	 (-8.265129477165524818e+00+1.608245492569824364e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (4.436053538811081154e+01-1.281137262952518086e+02j)	 (-6.333262256837796755e+00+1.677291404012198939e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (4.014193570662623500e+01-1.295935854307593331e+02j)	 (-4.386358155782842161e+00+1.734836951264994696e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.672465603914775301e+01-1.284007618218077766e+02j)	 (-4.067182222645662648e+00+1.776342490885646157e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (3.222280589022276587e+01-1.259314074415241436e+02j)	 (-3.892209300198508526e+00+1.818114924173440841e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.883214537747959838e+01-1.220475145005600695e+02j)	 (-4.101439968172939210e+00+1.857437663577370870e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.592419630897614624e+01-1.175143002054704482e+02j)	 (-4.860574036105488105e+00+1.896946073400737305e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.367678640825904068e+01-1.124810361364371687e+02j)	 (-5.942015773383146460e+00+1.937300281667013166e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.203186004929402486e+01-1.071698449801974391e+02j)	 (-7.253621881659369386e+00+1.979081477092976513e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.090206251524332970e+01-1.017441720488713059e+02j)	 (-8.747004651153474697e+00+2.022241501092168221e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.019451757032058126e+01-9.630752497904420295e+01j)	 (-1.038093673600254796e+01+2.066903593843513818e+02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.982244775862638164e+01-9.091616508897209314e+01j)	 (-1.210467855981139707e+01+2.113331568021755515e+02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.970480763466283136e+01-8.560405483890595235e+01j)	 (-1.388954052433784625e+01+2.161234824355036324e+02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (1.977888264978322042e+01-8.038509833969402507e+01j)	 (-1.573304021055405499e+01+2.210661039220638031e+02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (1.999268012086216117e+01-7.526129206906090019e+01j)	 (-1.762294224749204830e+01+2.261478970093123451e+02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (2.030476732201698198e+01-7.022646557107032095e+01j)	 (-1.954179839934652207e+01+2.313737829801191026e+02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (2.068027758165521490e+01-6.526886461170578002e+01j)	 (-2.146009365872282970e+01+2.367564747481653455e+02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (2.109404057059197513e+01-6.037886803260780511e+01j)	 (-2.339905010100619265e+01+2.422678157714721578e+02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.152672924345270644e+01-5.554376579457898799e+01j)	 (-2.536270736933849790e+01+2.479144642869293875e+02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (2.196244060069266979e+01-5.074803360106455585e+01j)	 (-2.732020506617401878e+01+2.537199110347549436e+02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.238827543389120933e+01-4.597998474325412843e+01j)	 (-2.927213660994891598e+01+2.596542328825730124e+02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.279531971114592892e+01-4.122716014974117371e+01j)	 (-3.123715336945477361e+01+2.657352694361935619e+02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.317700622182029235e+01-3.647700841671959893e+01j)	 (-3.321941369209930883e+01+2.719480269574607973e+02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (2.352775161743099730e+01-3.171798279258995734e+01j)	 (-3.520878353715559683e+01+2.783078088562548373e+02j)
