Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.176864909379022661e+00-3.609639031827299727e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.026061327642697529e+00-3.501957604495163356e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (9.334076577645505912e-01-3.061719663887340070e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.826792700993050245e-01-2.621503239649680128e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.570484608272400662e-01-2.191949877447093853e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (8.405074616628441797e-01-1.822628567192553506e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (8.346519890527834828e-01-1.637191913458412862e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (8.332864553490417769e-01-1.436452791782250049e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (8.354390413556902484e-01-1.311705428303607535e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (8.382880139542686626e-01-1.227347169116403403e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (8.416249463248085538e-01-1.179843694400299903e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (8.448146098599644827e-01-1.162132086256669056e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.474991726292561145e-01-1.169093523760138531e-01j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.493720592121729585e-01-1.196027319550035245e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.502008584925896395e-01-1.238110264927070464e-01j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.499823065911996656e-01-1.291555643673772957e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.486365559245674373e-01-1.353843797859023701e-01j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.461890860867364861e-01-1.422504068801549726e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.426471575023288807e-01-1.495049260378196743e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.380342873866022391e-01-1.568780863563341565e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.324627966646237498e-01-1.643254745939758676e-01j)
