Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.215758460039515265e+00-5.191023442774302943e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (9.927667170100504812e-01-4.968356899501844004e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (8.561597746324536296e-01-4.249888689620616167e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (7.805391586464698328e-01-3.530132077310924044e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (7.431919763780903132e-01-2.829886661822075267e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.193644865009487521e-01-2.199920204166430360e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.100902766087600071e-01-1.832768630537525700e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.104196145219379144e-01-1.443742501982025472e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.152760780845681676e-01-1.169258871469172900e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.224854329013238319e-01-9.498473824531758480e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.312207115639224320e-01-7.856514074333009745e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (7.405232373769194965e-01-6.676214186266239692e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (7.497627125755087496e-01-5.888074714888645589e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (7.584163787557620662e-01-5.427893558263412882e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (7.661056788287379238e-01-5.232352305818031152e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (7.727341512110228461e-01-5.246751164945592100e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (7.781307080435403423e-01-5.434315597289662153e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (7.822693629471554333e-01-5.758154519810738947e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (7.851183590259777079e-01-6.183565964609698262e-02j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (7.867077967481115319e-01-6.673346553344829124e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (7.871243599360928656e-01-7.215378127964509891e-02j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (7.863824460904389468e-01-7.793252225170406444e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (7.845400362002632466e-01-8.382137717829309109e-02j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.817606578293474495e-01-8.969967375614391891e-02j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.780480774915115028e-01-9.551369676707048562e-02j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.735244848219906544e-01-1.012224789221184001e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.682350791818394198e-01-1.067142704723074015e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.622708472087639242e-01-1.118301137674228146e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.557105688584132563e-01-1.166547386769643951e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.485652006187157870e-01-1.211742030412017446e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.409049110672175642e-01-1.252612217763544589e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.328596412366837898e-01-1.289354501017830057e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.243938418873666629e-01-1.322169891490808658e-01j)
