Frequency [Hz]	0.0+det[I + L(s)]
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (1.199068941939821276e+00-4.370432316476272616e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (1.013744162124300630e+00-4.210689811122645954e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (8.999682058931797179e-01-3.640278875051048413e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (8.372387510297827351e-01-3.068956300641765278e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (8.058477389916223199e-01-2.511712487331455579e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (7.856405263258775529e-01-2.019875872968186770e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (7.780212748752950436e-01-1.749954679536582236e-01j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (7.772337500519761466e-01-1.460717378892540108e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (7.805030424355205998e-01-1.265794193653682342e-01j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (7.852238612850795940e-01-1.118065394359285258e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (7.909239081787355907e-01-1.015702149287200928e-01j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (7.968171587367477438e-01-9.506967931572109232e-02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (8.024207427523886160e-01-9.170675366984100407e-02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (8.073278381810020665e-01-9.093181621566073791e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (8.112377484290205221e-01-9.219327061270528312e-02j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (8.141051060478180501e-01-9.503414403096197005e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)	 (8.158075582550938787e-01-9.915016832320991402e-02j)
 (9.500000000000000000e+00+0.000000000000000000e+00j)	 (8.163464948057435056e-01-1.042389051164373942e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)	 (8.157103642181346981e-01-1.100066095743529454e-01j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (8.139251779098995998e-01-1.161364613033021714e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)	 (8.110914106705614524e-01-1.225493533247671851e-01j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (8.072322470594053279e-01-1.291147022740287698e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)	 (8.023899669743072005e-01-1.356074891848151331e-01j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (7.967223894305630605e-01-1.419459984025585042e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (7.902332677505160552e-01-1.480957897513737465e-01j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (7.830383930158506534e-01-1.540247349302251711e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)	 (7.751795263745498987e-01-1.596388681274619747e-01j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (7.667256396883753711e-01-1.647987311399957966e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)	 (7.577598076410838601e-01-1.696009411110128706e-01j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (7.482977639275310011e-01-1.740390925414633250e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)	 (7.383896720853003748e-01-1.779848280835484298e-01j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (7.281572742661762687e-01-1.814789026848295239e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)	 (7.175649966979166239e-01-1.845466135136939467e-01j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (7.067027374385821403e-01-1.872273950567647782e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (6.955859511751053548e-01-1.894783429025660992e-01j)
 (1.850000000000000000e+01+0.000000000000000000e+00j)	 (6.842697286824930281e-01-1.912171953418890791e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (6.727808894552902430e-01-1.925739197198103603e-01j)
 (1.950000000000000000e+01+0.000000000000000000e+00j)	 (6.611089976380500888e-01-1.935642186497280315e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (6.492949169564573575e-01-1.940954608861879538e-01j)
 (2.050000000000000000e+01+0.000000000000000000e+00j)	 (6.374157838359514328e-01-1.942427551899658933e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (6.254096127787568404e-01-1.940312774726378753e-01j)
 (2.150000000000000000e+01+0.000000000000000000e+00j)	 (6.133348320987688229e-01-1.935153044253709598e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (6.011896168641140958e-01-1.926658085671196508e-01j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (5.890161358245930012e-01-1.914308105673337701e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (5.768012148661849636e-01-1.899265813290227367e-01j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (5.645204078121750513e-01-1.881656291495480693e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (5.522036258238637307e-01-1.860809194066656569e-01j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (5.398929571448127795e-01-1.837503407209125084e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (5.275177455995126996e-01-1.811871893475790474e-01j)
 (2.550000000000000000e+01+0.000000000000000000e+00j)	 (5.151082445652521713e-01-1.784407050907114989e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (5.026527326897560766e-01-1.754883893422704566e-01j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (4.901774485252490265e-01-1.723014103678889852e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.776464798469845507e-01-1.689676865589005983e-01j)
 (2.750000000000000000e+01+0.000000000000000000e+00j)	 (4.650292699513260408e-01-1.654921408913389846e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (4.523377883159958035e-01-1.618296509855921550e-01j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (4.395859077286003447e-01-1.580495772766257190e-01j)
