Frequency [Hz]	d axis	q axis
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (3.222561100482254659e+01-8.688425285999831260e+01j)	 (2.451312142947327022e+00+1.070387509860113227e+02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.619736146998841519e+01-8.871611620153633737e+01j)	 (8.975313420102041251e-01+1.171113281927506904e+02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.749979907185129946e+01-9.041640042016977930e+01j)	 (1.244281963804215296e+00+1.256972722084911567e+02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (3.710742463833915394e+01-9.084737866251499838e+01j)	 (2.319680947976240137e+00+1.324618587822397728e+02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (3.527241564042043365e+01-9.007511575641092350e+01j)	 (3.575625934542573159e+00+1.380429674463943002e+02j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (3.321322048263044024e+01-8.852379558584972585e+01j)	 (4.641590158686173417e+00+1.429216775070626397e+02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (3.163274843864528307e+01-8.553689522200691897e+01j)	 (4.449646659958397699e+00+1.469252479672333607e+02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.965152776675271085e+01-8.202584283814185540e+01j)	 (4.159972812853760971e+00+1.510210413355067374e+02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.819236724013254758e+01-7.781382383179865769e+01j)	 (3.582597266598937402e+00+1.549827862484262653e+02j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.698399568396748194e+01-7.332017712096373430e+01j)	 (2.621638002075311835e+00+1.590225035382876513e+02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.607043640885948932e+01-6.859350379410876997e+01j)	 (1.431568561919587479e+00+1.631521498300688222e+02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.541523932503741179e+01-6.372858215030518636e+01j)	 (7.304810750329426838e-02+1.674034982067909993e+02j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)	 (2.497501397312816351e+01-5.879343005039489611e+01j)	 (-1.425134789358471377e+00+1.717678292476165609e+02j)
 (7.500000000000000000e+00+0.000000000000000000e+00j)	 (2.470610009826937059e+01-5.383016093987890116e+01j)	 (-3.038325486106969731e+00+1.762511982694596782e+02j)
