f	lambda_1	lambda_2
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (5.779267726665689997e-01-4.761479066297619189e-01j)	 (-1.953233618956913276e-01-1.048046284234080555e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (3.832155395044878343e-01-4.159843141706034420e-01j)	 (-2.437000643086606466e-01-1.512479273267204327e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (2.965760941677482720e-01-3.307934293344042542e-01j)	 (-3.104058489358981765e-01-1.684027983139933515e-01j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (2.679433975327522588e-01-2.760173394488362741e-01j)	 (-3.686138737211382410e-01-1.535588544746322448e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (2.570688802498339864e-01-2.372567698823614957e-01j)	 (-4.053127974587181215e-01-1.213881462664119504e-01j)
 (3.500000000000000000e+00+0.000000000000000000e+00j)	 (2.477524132246330391e-01-2.131828852067083613e-01j)	 (-4.297765634895046039e-01-8.336433359900538576e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (2.424839531613693644e-01-2.089235638733448752e-01j)	 (-4.403098680041481749e-01-5.495848911087962418e-02j)
 (4.500000000000000000e+00+0.000000000000000000e+00j)	 (2.340417090477762696e-01-2.005067978248086802e-01j)	 (-4.410654983113470040e-01-2.475818668387879534e-02j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (2.292617365077519453e-01-1.973706010313639736e-01j)	 (-4.382582528259866272e-01-1.097035794863318288e-03j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (2.218398027650562154e-01-1.962903205998454970e-01j)	 (-4.314440228705949676e-01+1.962718675049324873e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)	 (2.136768257569670870e-01-1.964489854959494408e-01j)	 (-4.221931377856242840e-01+3.674412927665654527e-02j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (2.047592191416529595e-01-1.972832740961189546e-01j)	 (-4.113675506291085693e-01+5.060799100687436713e-02j)
